StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,g_knows_1,g_fake,g_reasonable_1,g_right,g_ability_1,g_situation,e_knows_1,e_fake,e_reasonable_1,e_right,e_ability_1,e_situation,d_knows_1,d_fake,d_reasonable_1,d_right,d_ability_1,d_situation,age,gender,gender_3_TEXT,country_now,country_now_2_TEXT,country_birth,country_birth_2_TEXT,ethnicity,ethnicity_7_TEXT,lvl_edu,english,enjoy_study,nervous_study,difficult_study,boring_study,tiring_study,quickly_study,regularly_study,selfcons_study,motivated_study,important_study,aim_study,comments_study,purpose_study,similar_study,SPI,FL_40_DO,FL_41_DO,FL_50_DO,FL_56_DO
10/30/2020 10:44,10/30/2020 10:54,IP Address,100,607,TRUE,10/30/2020 10:54,R_2CKdvCqTzBGeqPN,anonymous,PT,I agree to participate in this study,100,fake,0,wrong,100,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,diamonds,0,right,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,ground squirrel,0,right,100,Darrel knows that the animal he saw is a red speckled ground squirrel.,18,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,3,7,6,8,6,3,4,4,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,3,-99,-99,-99,9649,FL_43|FL_55|FL_49,FL_64,FL_68,FL_72
10/30/2020 10:53,10/30/2020 11:04,IP Address,100,675,TRUE,10/30/2020 11:04,R_3QYvSPl3T3ZqnE1,anonymous,PT,I agree to participate in this study,96,fake,5,wrong,32,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",0,diamonds,0,right,0,Emma knows that she chose a necklace made of diamonds.,0,ground squirrel,0,right,74,Darrel knows that the animal he saw is a red speckled ground squirrel.,19,Male,-99,United States,-99,United States,-99,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,2,10. I was not nervous during the study at all,6,6,6,3,4,1. I was very self-conscious of the responses I gave in this study,2,5. Not sure,1. I was trying to work out the aim of the study during my participation,-99,-99,-99,9130,FL_43|FL_49|FL_55,FL_64,FL_68,FL_72
10/30/2020 10:54,10/30/2020 11:14,IP Address,100,1204,TRUE,10/30/2020 11:14,R_2R7VMNx85Nekciy,anonymous,PT,I agree to participate in this study,-99,real,0,right,100,Gerald knows that the house he is pointing at is a real house.,100,cubic zirconium stones,0,right,0,Emma knows that she chose a necklace made of diamonds.,100,prairie dog,20,right,85,Darrel knows that the animal he saw is a red speckled ground squirrel.,19,Male,-99,United States,-99,United States,-99,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,2,10. I was not nervous during the study at all,10. I did not find the study tasks difficult to complete at all,10. I did not find the study activity boring at all,10. I did not find the study task tiring at all,2,3,2,3,6,6,-99,-99,-99,9007,FL_49|FL_55|FL_43,FL_62,FL_70,FL_73
10/30/2020 15:10,10/30/2020 15:29,IP Address,100,1191,TRUE,10/30/2020 15:29,R_3oC2JV5pnbMgLJA,anonymous,PT,I agree to participate in this study,61,real,0,right,100,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",0,diamonds,0,right,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",100,prairie dog,0,wrong,0,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",20,Female,-99,United States,-99,United States,-99,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,1. I enjoyed the study a lot,10. I was not nervous during the study at all,4,10. I did not find the study activity boring at all,10. I did not find the study task tiring at all,1. I was able to adjust to the study task very quickly,4,1. I was very self-conscious of the responses I gave in this study,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,1. I was trying to work out the aim of the study during my participation,-99,"entender como é percecionada a diferença entre saber e acreditar, e como essa muda dependendo da situação e do seu outcome",não,9064,FL_43|FL_55|FL_49,FL_62,FL_70,FL_73
10/30/2020 15:31,10/30/2020 15:42,IP Address,100,615,TRUE,10/30/2020 15:42,R_cC5o05f2D4TcyHL,anonymous,PT,I agree to participate in this study,0,real,0,right,100,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",0,cubic zirconium stones,0,wrong,0,Emma knows that she chose a necklace made of diamonds.,0,ground squirrel,0,right,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,18,Female,-99,United States,-99,Other (please specify):,Irlanda,"White/European,Other",Africana,High school diploma (or GED),Very well,7,9,5. Not sure,3,8,3,8,5. Not sure,4,2,4,-99,Interpretação da lingua portuguesa,-99,-99,FL_49|FL_55|FL_43,FL_62,FL_69,FL_72
10/30/2020 8:54,10/30/2020 16:21,IP Address,100,26806,TRUE,10/30/2020 16:21,R_3JlrB0XjWO4deBe,anonymous,PT,I agree to participate in this study,51,fake,20,wrong,38,Gerald knows that the house he is pointing at is a real house.,100,diamonds,10,right,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",60,ground squirrel,25,right,70,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",20,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,4,8,6,7,9,6,9,1. I was very self-conscious of the responses I gave in this study,1. I was strongly motivated to help make the study a success for the researchers,2,8,-99,-99,-99,9775,FL_55|FL_43|FL_49,FL_64,FL_70,FL_71
10/30/2020 16:18,10/30/2020 16:31,IP Address,100,772,TRUE,10/30/2020 16:31,R_2COZaNOKPNm83kE,anonymous,PT,I agree to participate in this study,100,fake,25,wrong,80,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",0,diamonds,0,right,60,Emma knows that she chose a necklace made of diamonds.,100,prairie dog,0,wrong,100,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",18,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,7,10. I was not nervous during the study at all,5. Not sure,1. I found the study task very boring,10. I did not find the study task tiring at all,1. I was able to adjust to the study task very quickly,10. I have never taken part in a research study before,3,1. I was strongly motivated to help make the study a success for the researchers,4,1. I was trying to work out the aim of the study during my participation,-99,"Verificar se o facto de se falar fluentemente uma lingua , também influencia a sua compreensão escrita.",não,9661,FL_43|FL_49|FL_55,FL_64,FL_70,FL_71
10/29/2020 14:42,10/30/2020 18:57,IP Address,100,101735,TRUE,10/30/2020 18:57,R_3je1moqHqHLkInT,anonymous,PT,I agree to participate in this study,15,real,0,right,80,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,diamonds,0,right,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,ground squirrel,0,right,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,19,Female,-99,United States,-99,United States,-99,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,4,7,4,6,10. I did not find the study task tiring at all,4,3,5. Not sure,4,3,3,-99,Estudar a perceção e opinião das pessoas sobre a influência de variáveis não controladas/desconhecidas por um indivíduo que desempenha uma determinada ação,-99,9175,FL_43|FL_49|FL_55,FL_64,FL_70,FL_71
10/31/2020 7:43,10/31/2020 7:50,IP Address,100,420,TRUE,10/31/2020 7:50,R_3knRHphKwVjDcp0,anonymous,PT,I agree to participate in this study,-99,fake,0,right,100,Gerald knows that the house he is pointing at is a real house.,0,diamonds,0,right,0,Emma knows that she chose a necklace made of diamonds.,0,ground squirrel,0,right,100,Darrel knows that the animal he saw is a red speckled ground squirrel.,18,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Well,1. I enjoyed the study a lot,10. I was not nervous during the study at all,3,10. I did not find the study activity boring at all,10. I did not find the study task tiring at all,2,1. I have taken part in many research studies,1. I was very self-conscious of the responses I gave in this study,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,1. I was trying to work out the aim of the study during my participation,É uma experiência diferente ,Descobrir e interpretar as análises e a atenção de cada um ,Ainda não participei em nenhum parecido,10018,FL_43|FL_55|FL_49,FL_64,FL_68,FL_72
10/31/2020 10:48,10/31/2020 11:00,IP Address,100,697,TRUE,10/31/2020 11:00,R_10pGY7zVZ2u1eay,anonymous,PT,I agree to participate in this study,100,fake,0,wrong,90,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",76,diamonds,19,right,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",8,ground squirrel,5,right,15,Darrel knows that the animal he saw is a red speckled ground squirrel.,18,Female,-99,United States,-99,United States,-99,White/European,-99,-99,Very well,5. Not sure,9,9,4,5. Not sure,3,4,3,3,4,4,-99,-99,-99,9958,FL_43|FL_55|FL_49,FL_64,FL_68,FL_72
10/29/2020 13:45,10/31/2020 11:30,IP Address,100,164670,TRUE,10/31/2020 11:30,R_2CghR0MUHTMciFm,anonymous,PT,I agree to participate in this study,80,real,19,right,86,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",7,diamonds,0,right,100,Emma knows that she chose a necklace made of diamonds.,69,prairie dog,70,wrong,18,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",18,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,4,10. I was not nervous during the study at all,10. I did not find the study tasks difficult to complete at all,7,10. I did not find the study task tiring at all,4,10. I have never taken part in a research study before,10. I was not at all self-conscious of the responses I gave in this study,5. Not sure,5. Not sure,4,-99,-99,-99,-99,FL_43|FL_55|FL_49,FL_62,FL_69,FL_72
10/31/2020 15:15,10/31/2020 15:29,IP Address,100,844,TRUE,10/31/2020 15:29,R_2EEHQVS3u7N0nCJ,anonymous,PT,I agree to participate in this study,0,real,0,right,0,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,cubic zirconium stones,0,wrong,0,Emma knows that she chose a necklace made of diamonds.,2,ground squirrel,0,right,92,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",19,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Well,3,9,5. Not sure,10. I did not find the study activity boring at all,10. I did not find the study task tiring at all,3,3,5. Not sure,2,1. I believe that my participation was contributing to very important research,1. I was trying to work out the aim of the study during my participation,Bastante dinâmico e interessante,-99,-99,9061,FL_55|FL_43|FL_49,FL_62,FL_69,FL_72
11/1/2020 3:14,11/1/2020 3:25,IP Address,100,661,TRUE,11/1/2020 3:25,R_C7iTHVFDeFUQwSt,anonymous,PT,I agree to participate in this study,57,real,0,right,85,Gerald knows that the house he is pointing at is a real house.,38,diamonds,4,right,32,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",78,prairie dog,0,wrong,60,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",20,Female,-99,United States,-99,United States,-99,White/European,-99,"4-year college degree (B.A., B.S.)",Very well,7,9,7,10. I did not find the study activity boring at all,10. I did not find the study task tiring at all,7,9,8,4,5. Not sure,3,-99,tentar perceber o quanto as palavras influenciam a maneira como olhamos para uma situação ,-99,9787,FL_55|FL_43|FL_49,FL_66,FL_68,FL_73
11/1/2020 7:55,11/1/2020 8:00,IP Address,100,321,TRUE,11/1/2020 8:00,R_1js4c5bbOwYN8qM,anonymous,PT,I agree to participate in this study,97,fake,14,wrong,84,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",97,diamonds,3,right,4,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",13,prairie dog,4,wrong,91,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",19,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,2,10. I was not nervous during the study at all,8,5. Not sure,8,4,4,7,5. Not sure,3,5. Not sure,-99,-99,-99,9103,FL_55|FL_49|FL_43,FL_66,FL_68,FL_73
11/1/2020 9:03,11/1/2020 9:22,IP Address,100,1149,TRUE,11/1/2020 9:22,R_2ZE4UJKi3azOtut,anonymous,PT,I agree to participate in this study,75,real,28,right,37,Gerald knows that the house he is pointing at is a real house.,74,diamonds,13,right,79,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",75,prairie dog,19,wrong,75,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",19,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,4,8,7,5. Not sure,8,4,4,3,3,4,2,-99,"Perceber o nível de interpretação de uma determinada informação, em língua portuguesa, ao ler textos, como neste caso.",-99,-99,FL_43|FL_55|FL_49,FL_66,FL_68,FL_73
11/1/2020 11:02,11/1/2020 11:38,IP Address,100,2134,TRUE,11/1/2020 11:38,R_2Vs6vobz9Dsnw3C,anonymous,PT,I agree to participate in this study,100,real,0,right,100,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,cubic zirconium stones,0,wrong,66,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,ground squirrel,0,right,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,19,Female,-99,United States,-99,United States,-99,"White/European,Hispanic Latino",-99,Some college or a 2-year college degree (A.A.),Very well,3,10. I was not nervous during the study at all,10. I did not find the study tasks difficult to complete at all,8,8,2,1. I have taken part in many research studies,2,1. I was strongly motivated to help make the study a success for the researchers,2,2,-99,Analisar a opinião das pessoas relativamente à maneira como avaliamos a realidade dependendo do contexto: em que situações julgamos saber/conhecer a realidade e em que situações apenas acreditamos que a conhecemos,Não,9037,FL_55|FL_43|FL_49,FL_66,FL_69,FL_71
11/1/2020 13:02,11/1/2020 13:06,IP Address,100,237,TRUE,11/1/2020 13:06,R_PHubL6UNbol5Py1,anonymous,PT,I agree to participate in this study,25,real,21,right,42,Gerald knows that the house he is pointing at is a real house.,77,cubic zirconium stones,22,wrong,77,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",69,prairie dog,12,wrong,87,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",19,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,3,5. Not sure,3,8,4,4,1. I have taken part in many research studies,2,1. I was strongly motivated to help make the study a success for the researchers,6,4,-99,O objetivo pareceu tentar perceber que com o mesmo texto com as mesmas palavras pode levar a diversas interpretações das pessoas. A compreensão da lingua é importante para estas situações,-99,8995,FL_49|FL_43|FL_55,FL_62,FL_70,FL_73
11/1/2020 14:34,11/1/2020 14:58,IP Address,100,1411,TRUE,11/1/2020 14:58,R_1Dwhpv4kH923jcO,anonymous,PT,I agree to participate in this study,0,real,0,right,100,Gerald knows that the house he is pointing at is a real house.,0,diamonds,0,right,100,Emma knows that she chose a necklace made of diamonds.,100,prairie dog,0,wrong,0,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",44,Female,-99,United States,-99,United States,-99,White/European,-99,"Master’s degree (M.A., M.S.)",Well,1. I enjoyed the study a lot,10. I was not nervous during the study at all,9,10. I did not find the study activity boring at all,10. I did not find the study task tiring at all,3,3,2,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,3,-99,-99,-99,9640,FL_43|FL_55|FL_49,FL_62,FL_70,FL_73
11/1/2020 15:53,11/1/2020 16:04,IP Address,100,664,TRUE,11/1/2020 16:04,R_1GKsDKfN79ui2dl,anonymous,PT,I agree to participate in this study,100,real,0,right,0,Gerald knows that the house he is pointing at is a real house.,100,cubic zirconium stones,0,right,0,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,ground squirrel,0,right,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,24,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,1. I enjoyed the study a lot,10. I was not nervous during the study at all,4,10. I did not find the study activity boring at all,10. I did not find the study task tiring at all,6,3,4,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,1. I was trying to work out the aim of the study during my participation,-99,-99,Não,9625,FL_55|FL_43|FL_49,FL_62,FL_69,FL_72
11/2/2020 3:09,11/2/2020 3:21,IP Address,100,699,TRUE,11/2/2020 3:21,R_xneM9XYygOwPwQN,anonymous,PT,I agree to participate in this study,-99,fake,5,right,100,Gerald knows that the house he is pointing at is a real house.,0,cubic zirconium stones,0,right,100,Emma knows that she chose a necklace made of diamonds.,88,ground squirrel,11,right,73,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",25,Female,-99,United States,-99,Other (please specify):,São Tomé Príncipe ,Other,Africana ,High school diploma (or GED),Well,5. Not sure,10. I was not nervous during the study at all,10. I did not find the study tasks difficult to complete at all,4,10. I did not find the study task tiring at all,2,1. I have taken part in many research studies,3,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,10. I was not trying to work out the aim of the study during my participation,-99,-99,-99,9082,FL_55|FL_43|FL_49,FL_66,FL_69,FL_71
10/31/2020 8:28,11/2/2020 4:49,IP Address,100,163238,TRUE,11/2/2020 4:49,R_1OHnqya1ZZysb4T,anonymous,PT,I agree to participate in this study,-99,real,72,wrong,12,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",96,cubic zirconium stones,72,wrong,10,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",77,prairie dog,86,right,86,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",20,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,3,10. I was not nervous during the study at all,7,3,8,1. I was able to adjust to the study task very quickly,2,3,2,1. I believe that my participation was contributing to very important research,3,-99,-99,Não,9046,FL_43|FL_49|FL_55,FL_64,FL_70,FL_71
11/2/2020 7:36,11/2/2020 7:41,IP Address,100,310,TRUE,11/2/2020 7:41,R_22K3x6g4DNwZnPZ,anonymous,PT,I agree to participate in this study,100,fake,0,wrong,10,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",0,diamonds,0,right,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",100,prairie dog,0,wrong,100,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",19,Female,-99,United States,-99,United States,-99,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,3,10. I was not nervous during the study at all,8,8,8,1. I was able to adjust to the study task very quickly,2,1. I was very self-conscious of the responses I gave in this study,2,3,5. Not sure,-99,-99,Nãp,9055,FL_55|FL_43|FL_49,FL_62,FL_69,FL_72
11/2/2020 7:31,11/2/2020 7:42,IP Address,100,624,TRUE,11/2/2020 7:42,R_2CvwJ7gs36IrXED,anonymous,PT,I agree to participate in this study,-99,fake,5,wrong,70,Gerald knows that the house he is pointing at is a real house.,100,diamonds,0,right,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",50,prairie dog,0,wrong,90,Darrel knows that the animal he saw is a red speckled ground squirrel.,19,Female,-99,United States,-99,United States,-99,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,4,10. I was not nervous during the study at all,10. I did not find the study tasks difficult to complete at all,4,8,3,4,1. I was very self-conscious of the responses I gave in this study,2,3,1. I was trying to work out the aim of the study during my participation,-99,-99,-99,9121,FL_49|FL_55|FL_43,FL_62,FL_70,FL_73
11/2/2020 9:11,11/2/2020 9:16,IP Address,100,299,TRUE,11/2/2020 9:16,R_AM3CSvLBqAVicw1,anonymous,PT,I agree to participate in this study,39,fake,17,right,77,Gerald knows that the house he is pointing at is a real house.,94,diamonds,31,right,69,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",15,prairie dog,36,wrong,85,Darrel knows that the animal he saw is a red speckled ground squirrel.,18,Male,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,2,10. I was not nervous during the study at all,8,7,8,8,6,8,7,6,7,-99,-99,-99,-99,FL_43|FL_49|FL_55,FL_66,FL_68,FL_73
11/2/2020 12:48,11/2/2020 12:54,IP Address,100,378,TRUE,11/2/2020 12:54,R_1FnXRuYQnY4g6Ok,anonymous,PT,I agree to participate in this study,100,fake,100,wrong,0,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",0,diamonds,0,right,0,Emma knows that she chose a necklace made of diamonds.,0,ground squirrel,0,right,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,18,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Well,1. I enjoyed the study a lot,10. I was not nervous during the study at all,6,10. I did not find the study activity boring at all,10. I did not find the study task tiring at all,1. I was able to adjust to the study task very quickly,3,3,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,1. I was trying to work out the aim of the study during my participation,É uma experiência bastante diferente.,Compreender e analisar a velocidade de compreensão.,Não.,10018,FL_55|FL_43|FL_49,FL_62,FL_70,FL_73
11/2/2020 17:04,11/2/2020 17:09,IP Address,100,290,TRUE,11/2/2020 17:09,R_cA9fxt3MwXqrpaV,anonymous,PT,I agree to participate in this study,93,real,14,right,97,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",86,diamonds,13,right,95,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",95,prairie dog,11,wrong,15,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",19,Female,-99,United States,-99,United States,-99,Other,Índia,High school diploma (or GED),Very well,3,8,10. I did not find the study tasks difficult to complete at all,7,10. I did not find the study task tiring at all,5. Not sure,3,3,2,3,5. Not sure,-99,-99,-99,9028,FL_55|FL_49|FL_43,FL_66,FL_68,FL_73
11/3/2020 3:47,11/3/2020 3:53,IP Address,100,324,TRUE,11/3/2020 3:53,R_3gSnR1xXLgomPrA,anonymous,PT,I agree to participate in this study,78,real,0,right,100,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",79,diamonds,23,right,100,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,ground squirrel,0,right,0,Darrel knows that the animal he saw is a red speckled ground squirrel.,18,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,1. I enjoyed the study a lot,10. I was not nervous during the study at all,10. I did not find the study tasks difficult to complete at all,10. I did not find the study activity boring at all,10. I did not find the study task tiring at all,3,4,3,1. I was strongly motivated to help make the study a success for the researchers,2,9,-99,-99,-99,9673,FL_49|FL_43|FL_55,FL_66,FL_69,FL_71
11/3/2020 4:56,11/3/2020 6:41,IP Address,100,6312,TRUE,11/3/2020 6:41,R_3lEST8qrgm5PsZd,anonymous,PT,I agree to participate in this study,20,real,100,right,100,Gerald knows that the house he is pointing at is a real house.,100,diamonds,3,right,99,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,ground squirrel,0,wrong,0,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",21,Female,-99,United States,-99,United States,-99,"White/European,Hispanic Latino",-99,High school diploma (or GED),Very well,2,5. Not sure,7,4,6,5. Not sure,4,3,2,1. I believe that my participation was contributing to very important research,5. Not sure,-99,-99,-99,8944,FL_55|FL_43|FL_49,FL_66,FL_68,FL_73
11/3/2020 6:41,11/3/2020 7:10,IP Address,100,1759,TRUE,11/3/2020 7:10,R_2TnpNtGgSbL1d17,anonymous,PT,I agree to participate in this study,75,fake,14,wrong,19,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",76,diamonds,4,right,96,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",63,ground squirrel,0,right,31,Darrel knows that the animal he saw is a red speckled ground squirrel.,23,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,1. I enjoyed the study a lot,7,7,10. I did not find the study activity boring at all,10. I did not find the study task tiring at all,5. Not sure,10. I have never taken part in a research study before,3,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,1. I was trying to work out the aim of the study during my participation,-99,O objetivo do estudo foca a interpretação (correta/errada) que os indivíduos efetuam da linguagem apresentada e quais as estratégias e metodologias para que seja realizada uma correta interpretação do que é exposto aos diferentes participantes.  ,Não.,-99,FL_55|FL_43|FL_49,FL_64,FL_68,FL_72
11/3/2020 7:55,11/3/2020 8:06,IP Address,100,645,TRUE,11/3/2020 8:06,R_1jUGNFz4uEGvwCF,anonymous,PT,I agree to participate in this study,62,real,0,right,100,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",100,diamonds,42,right,78,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",100,prairie dog,0,wrong,100,Darrel knows that the animal he saw is a red speckled ground squirrel.,19,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,3,10. I was not nervous during the study at all,4,8,8,2,3,2,2,3,3,-99,-99,-99,-99,FL_49|FL_55|FL_43,FL_62,FL_70,FL_73
10/30/2020 9:18,11/3/2020 9:13,IP Address,100,348940,TRUE,11/3/2020 9:13,R_28M8SunfH3ah6dP,anonymous,PT,I agree to participate in this study,0,real,0,right,0,Gerald knows that the house he is pointing at is a real house.,100,diamonds,0,right,96,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",0,prairie dog,0,wrong,0,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",18,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,3,10. I was not nervous during the study at all,9,8,9,3,9,1. I was very self-conscious of the responses I gave in this study,1. I was strongly motivated to help make the study a success for the researchers,1. I believe that my participation was contributing to very important research,1. I was trying to work out the aim of the study during my participation,-99,Analisar a interpretação e atenção do individuo ,-99,-99,FL_49|FL_43|FL_55,FL_66,FL_68,FL_73
11/3/2020 10:04,11/3/2020 10:07,IP Address,100,191,TRUE,11/3/2020 10:07,R_3enw4jp8CiMcuXx,anonymous,PT,I agree to participate in this study,-99,real,0,right,0,Gerald knows that the house he is pointing at is a real house.,100,cubic zirconium stones,0,wrong,0,"Emma feels like she knows that she chose a necklace made of diamonds, but she doesn't actually know that it is.",100,ground squirrel,0,right,0,"Darrel feels like he knows that the animal he saw is a red speckled ground squirrel, but he doesn't actually know that it is.",20,Female,-99,United States,-99,United States,-99,White/European,-99,High school diploma (or GED),Very well,4,10. I was not nervous during the study at all,10. I did not find the study tasks difficult to complete at all,6,10. I did not find the study task tiring at all,2,1. I have taken part in many research studies,2,5. Not sure,5. Not sure,3,-99,testar a capacidade de atenção,-99,9184,FL_49|FL_43|FL_55,FL_64,FL_68,FL_72
11/3/2020 10:07,11/3/2020 10:08,IP Address,100,112,TRUE,11/3/2020 10:08,R_2t9wntGpks0EKvI,anonymous,PT,I agree to participate in this study,87,real,89,right,85,"Gerald feels like he knows that the house he is pointing at is a real house, but he doesn't actually know that it is.",-99,diamonds,75,right,-99,Emma knows that she chose a necklace made of diamonds.,99,ground squirrel,84,right,-99,-99,19,Female,-99,United States,-99,United States,-99,White/European,-99,Some college or a 2-year college degree (A.A.),Very well,9,4,7,2,3,8,9,4,2,8,6,-99,-99,-99,8938,FL_49|FL_55|FL_43,FL_64,FL_70,FL_71
