StartDate,EndDate,Country,Progress,Duration__in_seconds_,Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_2,physical_hygiene_3,physical_hygiene_4,physical_hygiene_5,policy_support_1,policy_support_2,policy_support_3,policy_support_4,policy_support_5,generosity_1,generosity_2,generosity_3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_1,collective_narcis_2,collective_narcis_3,national_identity_1,national_identity_2,conspiracy_theories_1,conspiracy_theories_2,conspiracy_theories_3,conspiracy_theories_4,open_mindness_1,open_mindness_2,open_mindness_3,open_mindness_4,open_mindness_5,open_mindness_6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging_1,social_belonging_2,social_belonging_3,social_belonging_4,trait_self_control_1,trait_self_control_2,trait_self_control_3,trait_self_control_4,self_esteem_1,Q108_1,narcissism_1,narcissism_2,narcissism_3,narcissism_4,narcissism_5,narcissism_6,moral_identity_1,moral_identity_2,moral_identity_3,moral_identity_4,moral_identity_5,moral_identity_6,moral_identity_7,moral_identity_8,moral_identity_9,moral_identity_10,risk_perception_1,risk_perception_2,political_ideology_1,moral_circle1,health_1,CRT1,CRT2,CRT3,sex,sex_3_TEXT,age,marital,children,employment,employment_6_TEXT,ladder_answer,urban,tested_positive,know_tested_positive,no_bots,No_bots_correct,age_rec,sex_rec,edu_rec,geo_rec,vote.recall_rec,weight,weight_trimmed_0.999,weight_trimmed_0.995,weight_trimmed_0.990
05/01/2020,05/01/2020,MEX,100,1659,1,05/01/2020,R_80VaCJRSN2PZ8RP,email,ES,1,10,0,10,10,10,10,10,10,10,10,10,10,9,10,10,0,70,30,9,8,5,5,8,10,10,8,5,0,4,0,10,10,10,0,0,0,10,10,10,9,0,0,10,10,10,10,10,10,10,7,8,4,9,9,0,6,0,10,5,0,10,10,9,0,8,8,0,8,8,10,30,30,4,11,9,25,3,4,1, ,62,3,0,5, ,4,1,1,2,213,1,3,1,1,3,1,1.364105216,1.387211694,1.425067528,1.4418803
05/03/2020,05/03/2020,MEX,98,1310,0,05/03/2020,R_81SY3bFDCMxKSkx,email,ES,1,10,0,10,10,10,8,10,10,10,8,10,10,10,10,10,80,20,0,7,4,0,5,5,1,0,0,0,0,0,3,10,10,9,0,0,8,8,10,10,0,7,10,10,0,3,7,10,4,8,10,2,0,8,7,2,2,7,7,10,5,10,10,8,0,8,8,7,8,8,8,40,60,8,5,9,50,3,7,1, ,36,3,1,1, ,2,1,1,2,213,1,2,1,2,3,2,0.004327482,0.027433959,0.065289794,0.082102565
05/06/2020,05/06/2020,MEX,100,6787,1,05/06/2020,R_82IiyxH5PDcYtA5,email,ES,1,10,1,7,10,10, ,0,8,1,10,3,4,1,7,7,95,5,0,6,5,5,2,2,10,10,4,1,1,1,0,0,10,10,0,6,8,9,6,7,6,4,9,10,10,6,9,9,6,7,6,7,7,8,7,3,5,0,6, ,0,10,10,4,0,4,6,0,6,4,10,90,90,5,14,6,50,3,7,1, ,34,3,1,6,INDEPENDIENTE,7,1,1,1,213,1,1,1,2,3,1,0.032012328,0.055118805,0.09297464,0.109787411
05/06/2020,05/06/2020,MEX,100,2403,1,05/06/2020,R_82IizPR4jh9PrPj,email,ES,1,8,8,6,8,10,10,10,10,10,8,9,10,3,7,9,75,25,0,7,8,5,5,5,10,9,1,1,1,1,3,9,9,9,0,2,7,4,4,8,9,7,9,8,9,7,8,9,9,3,7,9,3,8,0,5,8,3,8,8,3,9,9,8,0,7,8,0,8,6,9,50,50,6,7,8,25,300,7,2, ,49,1,0,1, ,3,1,1,1,213,1,2,2,2,3,3,0.008017402,0.03112388,0.068979714,0.085792486
05/02/2020,05/02/2020,MEX,100,1250,1,05/02/2020,R_8332iEJFBN0UGRj,email,ES,1,10,0,10,9,10,10,9,10,10,10,9,10,10,10,10,80,20,0,5,7,0,6,0,8,3,1,0,0,0,4,2,8,8,1,4,9,9,9,7,8,9,9,8,8,7,8,9,9,8,9,1,1,7,7,3,3,6,3,3,7,9,8,0,0,3,8,8,3,6,8,30,30,7,1,8,50,1,4,1, ,63,3,0,1, ,1,1,1,2,213,1,3,1,2,2,5,0.002907579,0.026014056,0.063869891,0.080682662
4/30/2020,4/30/2020,MEX,100,971,1,4/30/2020,R_8AktlA60ge1W5Vf,email,ES,1,8,1,3,3,10,4,3,4,3,9,5,8,6,6,9,0,90,10,5,6,0,1,1,6,6,3,1,2,1,2,9,9,9,0,2,8,8,7,7,6,6,6,7,10,6,6,6,6,8,5,5,5,6,0,2,5,1,1,1,5,9,8,3,0,6,6,4,1,1,6,80,90,6,14,4,50,3,7,1, ,57,3,4,1, ,4,1,1,1,213,1,3,1,2,1,2,1.26E-05,0.023119116,0.06097495,0.077787722
4/30/2020,4/30/2020,MEX,100,2730,1,4/30/2020,R_8CCqFbc0cURCosF,email,ES,1,10,6,8,10,9,8,8,8,8,10,10,10,9,10,10,90,5,5,9,10,5,8,6,10,10,10,9,10,10,10,10,9,10,3,3,5,8,10,8,6,10,8,10,10,10,9,10,9,8,10,8,3,8,0,3,3,0,8,7,3,10,8,8,0,9,8,0,9,10,10,30,70,0,16,8,50,300,16,1, ,32,1,0,2, ,3,2,1,1,213,1, , , , , , , , , 
05/05/2020,05/05/2020,MEX,100,6511,1,05/05/2020,R_8Ij7TsPKVwrx0eB,email,ES,1,2,10,0,7,0,9,5,0,0,9,0,5,0,0,0,34,33,33,10,10,0,0,0,10,0,5,5,5,5,0,10,10,10,0,0,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,0,10,10,5,0,0,5,0,0,10,10,8,0,10,10,0,5,9,10,0,0,5,16,10,50,3,4,1, ,60,3,3,1, ,1,1,1,2,213,1,3,1,2,1,1,1.04E-05,0.023116855,0.06097269,0.077785461
05/05/2020,05/05/2020,MEX,89,1025,0,05/06/2020,R_8JrIK8xo321c4hj,anonymous,ES,1,8,8,10,10,10,9,9,10,7,10,10,10,10,10,10,50,25,25,6,5,0,2,5,7,6,0,0,0,0,0,0,0,10,0,5,1,6,8,8,8,1,1,7,8,7,7,8,5,8,5,5,7,6,0,5,5,0,7,5,7,10,7,5,0,5,4,2,5,5,8,80,80,2,11,8,50,3,4,2, ,31,1,0,1, ,4,1,1,1,213,1,1,2,2,1,1,0.053271563,0.076378041,0.114233875,0.131046647
05/07/2020,05/07/2020,MEX,100,1256,1,05/07/2020,R_9G3SkAtIYFmjJtf,anonymous,ES,1,10,1,8,10,10,7,8,10,8,9,8,8,7,10,10,0,50,50,8,8,0,0,5,5,7,0,0,0,0,3,10,9,8,0,0,9,8,6,8,7,8,7,9,9,5,7,7,10,1,8,7,7,3,0,6,5,1,8,6,0,10,8,3,0,3,3,2,2,3,8,30,30,5,11,4,50,3,4,2, ,22,1,0,4, ,4,1,2,2,213,1,1,2,2,1,4,0.0136225,0.036728978,0.074584812,0.091397584
05/02/2020,05/02/2020,MEX,100,2346,1,05/02/2020,R_9NAOxAmUg353dux,email,ES,1,8,8,9,10,10,10,10,10,10,10,10,10,10,10,10,0,90,10,6,6,5,8,7,10,10,9,1,1,7,0,10,10,10,0,0,9,8,9,9,9,9,9,9,9,10,10,10,10,7,10,6,0,9,9,1,1,1,8,9,0,7,9,4,3,5,7,2,5,5,7,80,80,3,3,8,50,3,4,1, ,59,3,2,6,Profesional independiente,3,1,1,1,213,1,3,1,2,3,1,0.000929507,0.024035985,0.061891819,0.07870459
4/30/2020,4/30/2020,MEX,89,1138,0,05/03/2020,R_9nr1zwbP0FmZei5,email,ES,1, , , ,9,10,4,4,8,1,6,10,10,6,6,8,70,20,10,10,9,5,5,5,9,9,4,0,1,0,4,10,8,9,0,3,9,10,9,7,3,7,5,10,10,8,9,8,9,9,10,8,2,10,9,5,5,5,5,5,5,9,9,5,0,10,5,2,10,9,9,20,50,9,7,8,25,3,7,1, ,43,3,1,1, ,3,1,1,2,213,1, , , , , , , , , 
05/03/2020,05/03/2020,MEX,100,2241,1,05/03/2020,R_9of8QkHyQSIStI5,email,ES,1,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,75,20,5,9,9,9,9,10,10,5,10,10,9,9,9,10,10,10,1,10,0,9,9,8,2,2,9,10,10,10,10,10,10,10,9,1,1,9,0,0,1,0,1,0,0,9,9,1,2,9,9,9,2,9,9,0,0,0,14,5,50,1,8,1, ,60,3,3,5, ,2,1,1,1,213,1,3,1,2,4,1,3.26E-09,0.023106481,0.060962315,0.077775087
05/02/2020,05/02/2020,MEX,100,977,1,05/02/2020,R_9sir9L5MPvTaCVb,email,ES,1,10,0,10,8,10,8,10,10,10,10,9,10,9,10,10,30,40,30,9,8,7,4,8,10,10,5,4,4,6,3,10,9,9,2,2,7,6,4,6,4,6,9,9,10,9,9,9,7,9,9,4,2,9,5,2,7,1,8,8,1,9,7,3,3,6,7,6,7,4,3, ,80,5,1,8,50,300,4,1, ,41,1,0,2, ,6,1,1,2,213,1, , , , , , , , , 
05/04/2020,05/04/2020,MEX,100,2427,1,05/04/2020,R_9TVnCjLJcODtU3f,email,ES,1,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,100,8,4,8,10,10,10,10,10,0,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,6,0,0,10,10,10,10,10,10,8,0,10,10,0,0,10,10,40,40,5,16,10,25,3,7,1, ,56,3,3,3, ,6,1,1,1,213,1,3,1,1,4,1,0.712311522,0.735418,0.773273834,0.790086605
05/05/2020,05/05/2020,MEX,100,1662,1,05/05/2020,R_9uhLnFOlzVpljS9,email,ES,1,10,0,9,10,10,10,10,10,8,10,10,10,10,10,10,50,25,25,9,7,0,4,10,10,10,7,0,0,4,7,10,10,10,2,3,6,7,6,6,6,6,6,10,10,8,8,10,10,6,10,6,6,8,10,6,3,0,9,9,0,9,6,3,2,3,1,2,3,1,8,10,20,5,15,2,50,300,4,2, ,48,3,1,6,por hora,3,1,1,2,213,1,2,2,2,4,1,0.000137279,0.023243756,0.06109959,0.077912362
05/02/2020,05/02/2020,MEX,100,1351,1,05/02/2020,R_a4Vm6aecmFpHOBr,email,ES,1,10,1,9,10,10,10,10,10,10,10,10,10,10,10,10,0,50,50,9,8,0,0,0,10,10,0,0,0,0,2,10,10,10,0,3,10,10,10,8,6,10,10,10,10,8,9,9,10,8,10,0,0,9,0,2,4,1,7,0,0,10,10,5,0,10,10,1,8,7,10,80,80,10,16,10,1,300,4,1, ,34,1,0,1, ,3,1,1,1,213,1,1,1,2,3,2,0.038985808,0.062092285,0.09994812,0.116760891
05/01/2020,05/01/2020,MEX,89,1677,0,05/03/2020,R_AAkm3a8D6SxlV7P,email,ES,1,10,0,9,10,10,10,10,10,10,10,10,10,10,10,10,60,20,20,6,3,10,8,10,10,10,10,10,0,1,8,10,10,10,0,7,6,8,2,10,6,1,0,7,6,10,8,9,9,8,9,7,0,9,0,0,7,0,2,3,0,10,10,0,0,2,4,10,8,2,10,100,100,0,9,7,100,900,4,1, ,53,3,1,2, ,6,1,1,1,213,1,3,1,2,2,4,1.02E-05,0.023116648,0.060972482,0.077785253
4/30/2020,05/01/2020,MEX,100,5222,1,05/01/2020,R_aarrC3angdVlANX,email,ES,1,9,1,8, ,8,10,10,9,5,4,9,10,9,10,10,50,30,20,8,8,5,9,10,10,10,5,5,5,6,1,10,10,10,1,1,10,10,9,10,10,5,1,10,10,10,10,10,9,7,8,6,5,10,7,10,2,1,5,1,1,10,10,8,10,7,8,1,5,3,8,60,50,7,16,9,50,3, ,1, ,79,3,1,5, ,7,1,1,1,213,1,4,1,2,4,2,1.37E-07,0.023106615,0.060962449,0.077775221
05/04/2020,05/04/2020,MEX,100,4585,1,05/04/2020,R_AFYrsqmFfqC52hj,email,ES,1,9,2,10,10,10,10,10,10,8,10,10,6,6,10,10,70,15,15,8,9,0,10,10,9,9,5,1,6,2,2,9,9,9,0,1,10,10,10,10,8,10,10,10,10,6,7,7,8,6,7,8,3,9,1,2,2,0,9,2,0,10,10,10,0,6,7,0,7,8,10,10,30,8,14,8,25,1,7,1, ,40,3,1,6,mi propio negocio,4,1,1,2,213,1,2,1,2,2,2,0.000255014,0.023361491,0.061217326,0.078030097
05/02/2020,05/02/2020,MEX,100,2058,1,05/02/2020,R_Anb45uBU1h0Fhm1,email,ES,1,10,0,2,1,0,8,9,10,10,9,0,0,2,2,0,50,50,0,3,6,7,6,5,5,5,0,0,0,0,4,9,9,9,9,4,9,8,8,6,7,3,6,8,10,8,7,8,8,7,8,3,0,8,8,7,7,2,8,8,2,8,10,8,1,7,7,9,8,8,9,10,10,8,1,8,50,300,4,1, ,75,3,2,5, ,3,1,1,1,213,1,4,1,2,3,2,7.72E-05,0.02318369,0.061039525,0.077852296
05/02/2020,05/02/2020,MEX,98,1227,0,05/03/2020,R_AtjJKYJpo88Tow9,email,ES,1,9,1,2,10,10,10,10,10,7,7,10,10,7,10,10,0,100,0,9,8,2,3,0,10,7,0,0,0,0,3,10,10,10,1,2,3,3,8,8,7,8,8,8,6,2,8,7,10,9,9,7,7,10,0,4,8,3,8,6,2,10,9,7,0,5,5,0,7,7,10,20,80,4,14,7,50,300,4,2, ,29,2,0,1, ,3,1,1,1,213,1,1,2,2,3,1,0.02484661,0.047953088,0.085808922,0.102621694
4/30/2020,05/01/2020,MEX,100,1445,1,05/01/2020,R_aXf1UWFIKhAgbpn,email,ES,1,3,9,7,9,10,8,7,3,1,9,8,9,3,4,10,70,30,0,8,7,1,5,1,10,9,1,1,1,1,1,1,10,10,1,1,4,9,9,3,3,9,9,8,10,1,3,8,7,9,10,8,2,9,0,1,1,1,3,1,1,8,9,3,7,9,9,9,7,9,7,40,100,3,5,7,50,1,8,1, ,43,1,0,6,Trabajos por horas/desempleo,5,1,1,2,213,1,2,1,2,3,5,0.259792843,0.282899321,0.320755155,0.337567927
05/03/2020,05/03/2020,MEX,81,1302,0,05/03/2020,R_b92VhoJVpjJo9MZ,email,ES,1,10,0,9,10,10,10,10,10,10,10,9,8,10,9,10,10,90,0,8,9,8,10,10,10,10,8,8,8,9,6,10,9,10,0,2,8,9,9,9,8,9,1,9,10,9,9,10,10,9,10,8,0,10,0,1,7,0,10,5,0,9,10,9,0,10,7,0,10,10,10,20,90,10,16,8,50,600,4,2, ,66,1,2,1, ,4,1,1,2,213,1,4,2,2,3,2,0.004507808,0.027614286,0.06547012,0.082282892
05/01/2020,05/02/2020,MEX,98,14986,0,05/02/2020,R_bdefZNlzdlNYtYB,email,ES,1,10,0,10,10,10,6,0,9,7,9,10,10,3,9,10,70,20,10,9,9,0,2,3,9,8,0,1,0,0,1,1,1,8,0,1,6,8,8,5,6,6,7,9,10,7,7,8,9,8,9,9,8,9,10,1,7,8,8,9,3,10,10,7,0,10,10,2,10,10,8,100,80,0,8,9,50,100,4,2, ,33,1,0,1, ,3,1,2,2,213,1,1,2,2,3,1,0.02484661,0.047953088,0.085808922,0.102621694
4/30/2020,4/30/2020,MEX,2,182,0,05/07/2020,R_bf8yCNO8cTbJoYx,email,ES, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , 
4/29/2020,4/29/2020,MEX,100,1766,1,4/29/2020,R_bl5M7HmNwuc4UOl,email,ES,1,9,6,9,10,10,9,9,9,7,10,10,9,9,9,10,40,40,20,8,7,0,0,3,10,9,0,0,0,0,1,10,10,9,0,0,3,6,9,9,9,9,10,10,10,8,8,8,9,9,8,2,2,9,0,0,0,0,0,0,0,10,10,5,0,7,9,2,1,3,5,20,70,8,12,9,25,3,7,1, ,55,3,4,6,Trabajo Independiente,5,1,1,2,213,1,3,1,2,1,3,7.89E-06,0.023114371,0.060970206,0.077782977
05/04/2020,05/04/2020,MEX,100,1770,1,05/04/2020,R_bvBksMZHVrrodZD,email,ES,1,9,10,10,9,10,10,10,10,9,10,10,10,10,10,10,40,40,20,8,8,5,5,5,9,9,5,0,0,1,5,9,10,9,0,0,10,9,9,9,6,7,5,9,10,5,9,9,9,7,9,9,1,9,0,5,5,9,9,8, ,9,9,10,0,8,5,1,5,8,10,10,50, ,12,8,50,300,4,2, , , , ,2, ,6,1,1,2, ,0, , , , , , , , , 
05/02/2020,05/04/2020,MEX,100,153120,1,05/04/2020,R_bvK5r5GNRBNG6uR,email,ES,1,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,80,20,9,8,0,0,0,10,0,0,0,2,0,5,5,8,5,10,5,10,10,10,10,10,10,10,9,10,10,10,10,10,8,10,10,0,9,0,0,0,0,0,0,0,10,7,5,0,10,10,0,0,8,10,80,100,10,16,10,50,1,4,1, ,70,3,6,1, ,7,2,1,2,213,1,4,1,1,3,3,0.070773433,0.093879911,0.131735745,0.148548517
05/05/2020,05/05/2020,MEX,98,1080,0,05/06/2020,R_C9cdbsKDaz3K8wN,anonymous,ES,1,6,6,10,9,10,9,10,10,7,10,9,10,10,10,10,0,50,50,8,9,3,4,4,9,8,0,0,0,0,3,10,10,10,0,1,7,8,8,9,10,7,7,7,7,7,8,9,9,8,10,7,7,8,0,1,4,0,1,2,0,9,9,4,0,4,7,0,6,6,10,60,100,2,16,6,50,3,7,2, ,33,2,0,1, ,5,1,2,2,213,1,1,2,2,1,1,0.053271563,0.076378041,0.114233875,0.131046647
4/30/2020,4/30/2020,MEX,100,1277,1,4/30/2020,R_cCtV9Tc20sLHXLb,email,ES,1,9,1,10,10,10,10,10,10,10,10,10,8,4,8,10,50,25,25,8,9,6,3,10,9,9,0,0,0,0,2,10,10,10,0,0,8,8,10,8,8,3,10,10,10,10,8,8,10,9,8,2,2,9,0,4,6,0,9,8,0,10,10,10,0,7,10,0,10,10,10,50,70,6,5,10,50,3,7,1, ,46,3,2,6,trabajo por mi cuenta full time,2,1,1,2,213,1,2,1,2,3,3,0.002702847,0.025809325,0.063665159,0.08047793
05/02/2020,05/02/2020,MEX,100,1978,1,05/02/2020,R_cSepql8HCsRyrSN,email,ES,1,7,8,0,9,6,1,0,3,0,8,10,10,7,10,10,100,0,0,3,7,0,0,0,10,10,0,0,0,0,1,9,9,9,0,1,8,8,9,9,2,8,4,10,8,1,1,0,3,6,8,7,6,9,0,6,3,3,10,8,1,10,10,7,1,9,10,0,4,8,10,30,90,9,12,3,50,3,12,2, ,49,1,3,1, ,3,1,1,2,213,1,2,2,2,3,4,0.002695377,0.025801855,0.063657689,0.080470461
05/04/2020,05/04/2020,MEX,100,1769,1,05/04/2020,R_DBJXg2IQUhQsRCF,anonymous,ES,1,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,90,10,0,9,10,2,9,1,10,10,2,2,2,2,10,10,10,10,0,2,8,8,8,2,2,10,10,10,10,10,10,10,10,9,9,9,4,10,0,2,9,9,9,7,0,10,10,10,0,10,10,2,0,10,10,30,30,2,16,9,50,3,4,2, ,37,3,0,6,Libre profesionista,6,1,1,1,213,1,2,2,2,3,2,0.012836525,0.035943003,0.073798837,0.090611608
05/05/2020,05/05/2020,MEX,100,2706,1,05/05/2020,R_DGgq2mT97FLtUyJ,email,ES,1,10,0,10,10,10,8,8,10,10,10,10,10,10,10,10,60,20,20,7,9,1,0,1,10,10,7,4,2,1,1,10,1,10,10,1,10,10,2,1,1,1,1,8,10,2,2,1,10,10,10,0,0,10,10,0,0,0,0,1,0,10,10,0,0,6,10,0,0,0,10,60,20,6,9,8,5,3,4,1, ,49,3,2,6,Negocio Propio En Turismo,5,1,1,1,213,1,2,1,2,3,2,0.004327482,0.027433959,0.065289794,0.082102565
05/03/2020,05/03/2020,MEX,100,1606,1,05/03/2020,R_DIREdCc3Vhkmswh,email,ES,1,10,5,10,10,10,10,10,10,8,10,10,10,10,10,10,0,80,20,10,10,5,0,5,10,5,0,0,0,0,1,10,10,10,0,10,5,10,10,10,7,0,0,10,10,8,8,9,10,10,10,0,10,10,10,0,0,0,5,5,0,10,10,8,0,5,10,0,7,7,5,0,70,3,4,10,25,3,7,1, ,59,3,2,1, ,4,1,1,1,213,1,3,1,2,1,1,1.04E-05,0.023116855,0.06097269,0.077785461
4/30/2020,4/30/2020,MEX,100,7088,1,4/30/2020,R_djcpGnUQNINUNDH,email,ES,1,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,100,0,5,7,0,0,0,10,10,5,0,0,0,0,10,10,10,0,0,0,10,0,10,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,10,0,0,10,10,0,0,5,5,0,0,5,10,20,20,5,16,5,25,300,4,2, ,64,1,4,5, ,6,2,1,1,213,1, , , , , , , , , 
05/01/2020,05/01/2020,MEX,100,4713,1,05/01/2020,R_DJqmH8Uus0zuHPH,email,ES,1,7,10,2,10,8,10,0,8,8,10,10,10,7,10,10,75,20,5,7,6,0,0,0,10,10,5,0,0,0,0,10,10,10,0,0,0,10,7,7,0,5,0,8,8,10,8,10,10,10,2,5,7,8,7,0,5,0,5,5,0,10,8,5,0,7,5,0,0,0,10,10,10,0,11,8,50,1,4,1, ,31,2,0,1, ,6,1,1,1,213,1,1,1,2,4,1,2.555776931,2.578883408,2.616739243,2.633552014
05/04/2020,05/04/2020,MEX,100,1040,1,05/04/2020,R_DOyuOcwSSQIpDZn,anonymous,ES,1,9,0,9,10,10,10,10,10,10,10,9,9,9,10,10,40,40,20,10,10,5,5,5,10,8,0,0,0,0,0,10,10,10,0,0,8,8,8,8,9,8,9,10,10,10,10,10,10,10,10,0,1,10,10,0,5,0,10,0,0,10,10,10,0,10,10,0,10,5,5,0,70,5,16,10, , , ,2, ,28,1,0,1, ,6,1,1,2,213,1,1,2,2,3,4,0.006353727,0.029460205,0.067316039,0.08412881
05/01/2020,05/02/2020,MEX,98,35766,0,05/02/2020,R_DqkjraPoiwZRsOZ,email,ES,1,9,0,3,9,10,8,9,10,6,9,10,10,10,10,10,60,30,10,8,7,3,7,7,9,8,7,0,0,1,1,9,9,9,0,2,1,7,7,9,2,0,2,5,5,8,7,8,8,3,8,4,6,7,0,2,2,2,7,6,1,9,9,2,1,9,7,3,0,7,9,80,80,4,9,8,50,3,6,1, ,50,3,1,3, ,4,1,1,1,213,1, , , , , , , , , 
05/03/2020,05/06/2020,MEX,100,243420,1,05/06/2020,R_DS0nogjHj4fbJGV,email,ES,1,10,0,10,10,10,10,8,10,2,8,10,10,0,10,10,0,0,100,8,8,6,3,6,10,10,0,0,0,1,0,10,10,10,0,0,10,10,8,6,7,8,10,9,9,10,10,10,10,10,10,6,2,10,10,3,6,9,8,8,1,10,10,5,1,9,10,1,1,10,10,30,20,3,16,10,50,900,24,2, ,50,3,0,6, Gestora General de mi empresa,3,1,1,1,213,1,3,2,2,3,4,0.015373445,0.038479923,0.076335757,0.093148529
05/04/2020,05/04/2020,MEX,100,2695,1,05/04/2020,R_Du9DbLcyrRm0KxX,anonymous,ES,1,10,9,10,10,10,8,9,10,10,10,10,10,10,10,10,0,20,80,9,8,0,5,8,10,10,0,0,0,0,0,10,10,10,0,0,10,10,8,10,10,10,10,7,5,10,10,10,10,8,10,8,4,10,9,0,0,5,5,0,0,0,10,5,0,8,10,0,8,8,0,0,100,5,14,8,25,3,7,1, ,36,2,0,1, ,6,1,1,1,213,1,2,1,2,3,1,0.003553415,0.026659893,0.064515727,0.081328499
4/29/2020,4/29/2020,MEX,2,8,0,05/06/2020,R_Dxjuf2C2TDbCyv7,email,ES, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , 
05/02/2020,05/02/2020,MEX,100,1564,1,05/02/2020,R_eajaCJ05VYUanjb,email,ES,1,9,0,4,8,10,10,0,10,2,10,0,7,0,6,6,0,100,0,9,7,3,4,0,9,4,8,0,0,0,6,10,9,8,0,4,2,2,2,2,2,1,1,8,8,4,7,7,4,6,7,7,4,8,8,3,4,6,7,8,6,4,10,3,0,4,2,2,2,0,4,70,70,3,4,9,50,100,4,1, ,50,3,3,2, ,7,1,1,1,213,1,3,1,1,3,1,1.364105216,1.387211694,1.425067528,1.4418803
05/06/2020,05/06/2020,MEX,100,1597,1,05/06/2020,R_eLJgrQXArIxhUUV,email,ES,1,10,2,7,10,10,10,7,10,10,10,10,10,10,10,10,0,100,0,8,9,0,10,7,10,10,0,0,0,0,0,10,10,10,0,0,10,10,0,10,5,2,0,10,10,10,10,10,10,8,10,2,0,7,0,2,3,7,6,3,0,10,8,8,0,10,10,0,8,10,10,30,70,2,1,10,50,3,7,1, ,48,2,1,6,Independiente,3,1,1,1,213,1,2,1,1,1,1,20.4304964,20.45360288,20.49145871,20.3899788
05/01/2020,05/01/2020,MEX,100,3104,1,05/01/2020,R_emao4pDPIy3dIfn,email,ES,1,9,9,10,10,10,8, ,10,2,10,8,10,10,10,10,50,25,25,8,9,0,0,0,3,3,10,2,0,0,5,10,10,10,0,0,0,10,10,10,10,10,10,10,10,7,7,7,10,9,10,9,10,10,0,0,10,0,10,8,6,10,10,10,0,10,10,0, ,0,10,0,80,9,14,9,50,300,2,2, ,43,3,1,2, ,4,1,1,1,213,1,2,2,1,3,2,0.168194572,0.19130105,0.229156884,0.245969656
4/30/2020,4/30/2020,MEX,100,902,1,4/30/2020,R_ePt5UJklI5xQkIF,email,ES,1,10,1,10,10,10,7,7,10,6,10,10,10,8,10,10,0,50,50,9,10,4,7,4,10,10,0,0,0,0,6,10,10,10,0,0,10,10,10,7,5,8,8,10,10,10,8,9,10,9,10,1,0,10,10,1,1,0,8,5,0,10,10,5,0,5,7,0,0,5,7,100,100,5,14,4,50,3,7,1, ,44,2,2,1, ,4,1,1,1,213,1,2,1,2,3,5,0.259792843,0.282899321,0.320755155,0.337567927
05/04/2020,05/04/2020,MEX,100,1458,1,05/04/2020,R_eRwokiwBh88ecqB,anonymous,ES,1,10,0,10,10,10,7,5,10,10,10,7,9,0,7,9,50,40,10,8,7,2,7,5,10,9,1,5,3,3,1,1,10,9,5,5,1,7,7,7,5,7,7,8,8,9,9,9,10,9,9,3,3,8,8,1,5,0,7,7,2,10,8,8,0,8,7,0,5,7,6,50,50,3,14,8,70,3,7,2, ,34,1,0,2, ,4,1,1,2,213,1,1,2,2,3,1,0.02484661,0.047953088,0.085808922,0.102621694
4/29/2020,4/29/2020,MEX,100,1175,1,4/29/2020,R_eV87mZHL2a61poB,email,ES,1,10,0,10,8,10,9,10,10,10,10,10,10,10,10,10,50,40,10,3,6,5,5,5,10,10,8,8,7,0,1,10,10,10,0,1,5,7,10,9, ,5,1,7,9,8,8,8,10,8,7,1,0,8,9,2,8,0,7,6,0,10,8,8,0,8, ,10,0,7,10,50,70,5,1,9,50,100,4,1, ,45,3,6,1, ,5,1,1,1,213,1, , , , , , , , , 
05/02/2020,05/02/2020,MEX,100,4744,1,05/02/2020,R_ezlmGmxFqNgr7Gx,email,ES,1,8,0,9,8,10,7,8,8,2,5,10,9,9,10,10,0,100,0,8,8,5,5,5,10,5,5,5,5,5,2,10,10,10,0,2,5,8,5,9,9,1,1,8,10,9,8,9,9,5,8,5,5,7,0,2,5,2,5,8,2,10,8,2,2,8,9,2,5,8,10,50,50,2,16,8,1.5,3,4,1, ,70,1,0,5, ,4,1,1,1,213,1,4,1,2,3,1,6.34E-05,0.023169879,0.061025713,0.077838485
