StartDate,EndDate,Status,Progress,Duration__in_seconds_,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,DistributionChannel,UserLanguage,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_2,physical_hygiene_3,physical_hygiene_4,physical_hygiene_5,policy_support_1,policy_support_2,policy_support_3,policy_support_4,policy_support_5,generosity_1,generosity_2,generosity_3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_1,collective_narcis_2,collective_narcis_3,national_identity_1,national_identity_2,conspiracy_theories_1,conspiracy_theories_2,conspiracy_theories_3,conspiracy_theories_4,open_mindness_1,open_mindness_2,open_mindness_3,open_mindness_4,open_mindness_5,open_mindness_6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging_1,social_belonging_2,social_belonging_3,social_belonging_4,trait_self_control_1,trait_self_control_2,trait_self_control_3,trait_self_control_4,self_esteem_1,narcissism_1,narcissism_2,narcissism_3,narcissism_4,narcissism_5,narcissism_6,moral_identity_1,moral_identity_2,moral_identity_3,moral_identity_4,moral_identity_5,moral_identity_6,moral_identity_7,moral_identity_8,moral_identity_9,moral_identity_10,risk_perception_1,risk_perception_2,political_ideology_1,moral_circle1,health_1,attention_1,CRT1,CRT2,CRT3,sex,age,marital,children,employment,employment_6_TEXT,ladder_answer,urban,tested_positive,know_tested_positive,edu,Geo,Q46,vote.recall,Q49,no_bots,Q54_1,Q114_1,Q114_2,Q114_3,Q114_4,Q114_5,Q114_6,Q114_7,Q114_8,Q114_9,Q114_10,weight,weight_trimmed_0.999,weight_trimmed_0.995,weight_trimmed_0.990
4/24/2020,4/24/2020,0,100,1447,1,4/24/2020,R_3p0krW27DhW7gTK, , ,email,DE,10,0,10,10,10,4,7,10,2,10,10,10,3,10,10,0,50,50,10,8,0,4,0,10,7,7,0,0,0,1,10,10,10,0,7,10,10,10,9,9,9,9,10,10,10,7,10,10,7,10,6,3,6,0,0,1,7,3,0,10,10,1,0,8,3,0,8,9,10,100,100,0,12,6,0,25,3,7,2,53,2,0,1, ,6,1,1,1,6,9,1110,2,2,213,0,1,2,4,5,4,3,4,4,5,2,1.29066773426251,1.29066773426251,1.30031025701048,1.33143527391994
4/24/2020,4/24/2020,0,100,2174,1,4/24/2020,R_3p4rBoaIPcPINA6, , ,email,DE,10,0,10,9,10,9,9,10,8,10,8,10,4,10,10,0,30,70,6,6,0,0,0,8,3,2,2,2,2,0,10,8,5,2,10,7,8,3,4,4,10,10,8,8,9,9,10,10,8,10,7,0,7,6,5,5,5,3,0,8,8,5,1,5,5,5,8,6,5,10,20,5,9,9,0,50 Cent,300 Minuten,7 Stunden,2,62,3,3,1, ,4,2,1,1,11,3,3454,2,6,213,0,1,3,3,4,3,1,5,4,5,2,.156227160914636,.156227160914636,.165869683662606,.196994700572064
4/23/2020,4/23/2020,0,100,993,1,4/23/2020,R_3P5HLHzhBkdDrsY, , ,email,DE,9,0,7,10,10,10,10,10,2,8,8,8,0,8,9,0,30,70,4,4,1,1,1,10,1,0,0,0,0,0,10,9,9,0,1,2,7,2,2,0,8,9,6,7,7,8,9,7,3,8,7,1,7,4,3,0,3,5,0,5,2,0,0,2,1,8,0,1,0,10,10,3,9,9,0,25,3,7,2,53,2,0,1, ,3,1,1,1,12,9,1180,3,3,213,40,2,3,3,5,3,2,5,4,4,3,.0120836407238139,.0120836407238139,.0217261634717841,.0528511803812421
4/24/2020,4/24/2020,0,100,1047,1,4/24/2020,R_3P5ivQwrQTyaktu, , ,email,DE,9,2,8,9,9,8,8,9,4,7,8,10,4,10,8,0,50,50,9,8,2,1,1,7,4,3,1,1,1,3,10,10,9,0,2,8,8,6,9,2,4,9,9,9,8,7,8,8,7,8,6,1,7,2,2,1,4,6,2,9,9,6,0,8,7,1,8,9,8,20,40,5,16,9,0,50,3,7,1,56,3,1,1, ,4,2,1,1,11,3,2020,1,1,213,0,3,3,3,4,3,2,4,4,3,3,.245007125593479,.245007125593479,.25464964834145,.285774665250908
4/29/2020,4/29/2020,0,100,2429,1,4/29/2020,R_3paHihPACGM0PoW, , ,anonymous,DE,4,1,8,9,9,9,9,9,2,10,3,7,0,8,8,0,50,50,9,8,0,5,0, ,0,0,0,0,0,1,10,10,10,0,1,1,1,1,1,1,1,1,5,8,7,8,7,6,9,9,6,4,8,0,1,0,0,0,0,7,7,5,0,5,6,2,0,6,0,10,40,1,16,9,0,50,300,4,2,37,2,0,1, ,4,1,1,1,10,3,2345,2,6,213,0,1,2,3,5,5,2,2,5,3,2,.277503981001121,.277503981001121,.287146503749092,.318271520658549
4/23/2020,4/23/2020,0,100,827,1,4/23/2020,R_3paOvcX5Gxr2ybh, , ,email,DE,8,6,3,8,10,10,10,10,6,10,7,9,2,8,8,0,0,100,7,7,0,0,0,4,1,0,0,0,0,0,7,7,8,0,3,7,9,4,6,8,9,6,4,6,7,7,6,9,3,4,8,8,3,2,4,0,4,2,0,8,7,3,0,6,8,0,10,8,9,30,30,0,9,8,0,50,300,7,2,23,2,0,2, ,8,1,1,1,10,9,1120,2,2,213, ,3,2,2,3,3,3,3,4,3,2,.454752479475648,.454752479475648,.464395002223618,.495520019133076
4/28/2020,4/28/2020,0,100,3845,1,4/28/2020,R_3Pb0gwED972aWbe, , ,anonymous,DE,9,0,10,10,10,6,6,9,0,10,10,10,7,10,10,0,100,0,8,7,0,5,0,10,9,9,0,0,0,8,10,10,9,0,4,5,5,7,5,3,0,8,9,9,7,7,8,10,9,8,5,2,6,0,1,0,1,5,0,8,8,4,1,5,5,3,7,9,7,10,30,4,9,7,0,50 Cent,3 Minuten,7 Stunden,2,60,3,2,5, ,4,1,1,1,8,4,4020,2,6,213,0,2,2,2,5,4,2,5,4,3,1,1.29066773426251,1.29066773426251,1.30031025701048,1.33143527391994
4/24/2020,4/24/2020,0,100,2886,1,4/24/2020,R_3pbAOltQQjgp0O9, , ,anonymous,DE,8,6,8,7,9,8,8,10,9,10,8,6,10,4,9,90,5,5,7,7,0,0,0,1,1,0,0,0,0,4,8,8,3,1,3,8,8,9,7,4,8,8,4,6,7,8,8,8,4,3,5,7,7,2,3,3,5,1,1,8,7,5,2,6,6,2,4,6,7,80,60,1,14,7,0,50,3,2,2,25,1,0,4, ,6,1,1,1,10,9,1060,3,3,213,52,2,4,4,3,3,4,3,2,4,4,.0351735610381465,.0351735610381465,.0448160837861167,.0759411006955747
4/23/2020,4/23/2020,0,100,1706,1,4/23/2020,R_3pcodV3xTheQj3b, , ,email,DE,10,0,9,10,10,8,8,10,0,7,1,8,0,10,10,40,30,30,7,8,0,0,0,10,6,0,0,0,0,0,10,9,9,0,0,10,10,10,7,1,5,9,9,9,9,10,10,10,7,7,2,0,8,6,7,0,7,6,0,10,9,0,0,3,9,0,7,7,9,50,10,4,11,9,0,50,3,7,1,49,3,3,1, ,5,2,1,1,9,4,4181,2,2,213, ,4,3,2,4,3,2,4,4,4,2,.526182075624007,.526182075624007,.535824598371977,.566949615281435
4/28/2020,4/28/2020,0,100,1026,1,4/28/2020,R_3pcpY72rtCKx4gJ, , ,email,DE,5,0,10,8,10,8,8,10,10,8,8,10,2,10,10,0,100,0,8,8,0,0,0,8,2,0,0,0,0,2,10,9,8,2,2,3,3,8,3,5,10,10,5,7,7,5,7,7,5,5,7,5,7,5,0,5,0,0,5,5,3,0,5,0,0,7,2,0,2,30,30,3,4,7,0,50,3,7,1,58,3,2,1, ,4,2,1,1,6,2,9300,2,2,213,0,2,1,1,5,4,1,4,4,4,1,1.02442102732854,1.02442102732854,1.03406355007651,1.06518856698597
4/26/2020,4/26/2020,0,100,3571,1,4/26/2020,R_3PcxBmQg4arWwGt, , ,anonymous,DE,8,0,3,1,10,9,10,10,2,9,10,9,1,9,3,85,10,5,9,8,2,8,1,8,7,0,0,0,0,1,10,9,9,1,4,6,9,9,8,6,7,7,8,8,9,8,9,7,8,8,4,7,6,7,4,2,7,7,1,8,8,6,1,4,7,1,5,7,8,10,20,2,9,7,0,50,3,7,1,62,1,0,5, ,3,1,1,1,10,9,1210,2,3,213,0,2,1,2,5,4,2,5,4,3,1,.241916146717971,.241916146717971,.251558669465941,.282683686375399
4/30/2020,4/30/2020,0,99,1962,0,5/3/2020,R_3Pde8p1vAXIVIwH, , ,anonymous,DE,4,2,10,7,10,7,7,7,0,7,5,6,0,2,5,20,40,40,9,7,0,0,0,6,1,2,2,0,1,1,9,10,9,0,1,6,7,4,8,1,2,1,8,9,8,8,8,10,9,8,5,1,6,4,1,1,7,5,0,9,9,3,0,7,5,1,0,7,6,100,100,3,8,10,0,25,3,7,2,45,3,3,2, ,4,1,1,1,6,9,1150,3,3,213, ,4,3,2,4,4,2,4,4,3,2,.292039411060911,.292039411060911,.301681933808881,.332806950718339
4/23/2020,4/23/2020,0,100,1614,1,4/23/2020,R_3pfKrIsqLF2iFrQ, , ,email,DE,8,8,5,8,10,5,5,5,5,8,5,5,2,5,8,50,50,0,7,9,5,5,5,10,10,5,8,5,8,5,8,8,8,2,3,6,8,9,9,5,5,8,8,8,9,9,10,10,9,8,5,5,8,8,6,5,8,8,5,5,9,9,2,10,10,5,10,10,8,30,30,3,14,9,0,50,3,4,1,53,3,2,1, ,6,2,1,2,5,3,2432,2,2,213,10,4,4,3,4,4,2,4,5,5,3,1.02442102732854,1.02442102732854,1.03406355007651,1.06518856698597
4/26/2020,4/26/2020,0,100,3463,1,4/26/2020,R_3PgUstQ9EmaTEEC, , ,anonymous,DE,9,1,10,10,10,7,0,9,0,10,6,10,8,10,10,0,20,80,6,7,7,0,0,0,0,0,0,0,0,1,10,10,9,0,2,8,10,9,7,2,7,8,7,7,7,8,7,7,9,9,3,2,7,5,4,2,5,6,0,9,6,5,0,3,7,0,0,6,4,80,80,5,16,8,0,25,3,7,1,32,1,0,1, ,3,1,1,1,12,7,Wohne aktuell nicht in Österreich,6,6,213,50,2,3,3,4,4,3,4,3,3,3,.676922231334826,.676922231334826,.686564754082796,.717689770992254
4/26/2020,4/26/2020,0,2,264,0,5/3/2020,R_3PHrwU0oFOXOjXK, , ,email,DE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4/23/2020,4/23/2020,0,100,2159,1,4/23/2020,R_3phSpE2qAuJqGJT, , ,email,DE,10,0,10,2,10,7,6,3,2,9,9,10,4,10,10,0,80,20,9,10,0,5,2,10,7,0,0,0,0,6,1,2,2,3,5,9,8,10,9,3,2,0,7,8,2,3,1,0,10,10,2,1,10,2,1,0,3,9,9,8,7,2,1,6,4,7,3,6,6,10,10,5,6,9,0,50,300,4,1,75,3,2,6, ,2,2,1,1,3,3,3542,1,1,213,0,1,2,2,5,5,2,5,5,2,1,2.05822410953638,2.05822410953638,2.06786663228435,2.0989916491938
4/24/2020,4/24/2020,0,98,3620,0,4/29/2020,R_3phZi8l8kEEhlM1, , ,email,DE,7,1,4,8,10,8,8,10,5,10,5,9,2,8,9,10,40,50,4,5,0,0,0,2,0,0,0,0,0,3,10,10,7,0,3,5,6,6,5,0,5,5,7,7,6,5,5,3,5,6,5,5,5,6,2,2,4,3,1,8,7,4,0,3,4,3,5,5,6,50,50,2,12,8,0,25,100,7,2,27,2,0,1, ,5,1,1,1,10,9,1140,7,3,213,5,2,3,3,3,2,3,4,3,3,4,1.64095763341608,1.64095763341608,1.65060015616406,1.68172517307351
4/23/2020,4/23/2020,0,100,754,1,4/23/2020,R_3pijXZ5c4n4yMUr, , ,email,DE,10,0,10,10,10,9,9,10,10,10,10,10,8,10,10,100,0,0,10,9,10,10,0,10,0,0,0,0,0,0,10,10,10,10,8,0,0,0,10,10,10,10,10,10,0,0,10,10,9,10,0,0,10,0,5,0,10, ,7,10,10,0,0,10,10,0,0,0,8,70,10,7,1,10,0,25,3,7,1,40,3,2,6,Selbstständig,3,1,1,2,11,3,3100,1,1,213, ,1,1,2,5,5,1,5,5,1,1,.53290513939007,.53290513939007,.54254766213804,.573672679047498
4/25/2020,4/25/2020,0,1,775,0,5/2/2020,R_3PKL5pZJu6gxb6S, , ,anonymous,DE, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4/24/2020,4/24/2020,0,100,3777,1,4/24/2020,R_3PmCQXi93Dxu5SQ, , ,email,DE,8,0,10,8,10,10,9,9,6,6,7,4,2,9,8,80,19,1,2,7,0,3,2,8,7,4,1,0,0,2,9,8,9,0,1,6,7,8,6,7,4,7,6,7,8,7,6,4,7,8,6,1,6,6,6,5,6,4,1,6,6,4,4,4,4,3,7,4,6,70,80,6,7,8,0,50,1,7,1,33,2,0,6,Selbständig,4,1,1,2,11,3,2540,1,6,213,92,4,2,2,4,3,3,2,4,5,3,.651419551597933,.651419551597933,.661062074345903,.692187091255361
4/29/2020,4/29/2020,0,100,1371,1,4/29/2020,R_3pmCst7OvYeBWl7, , ,email,DE,10,0,10,10,10,10,10,10,1,10,10,10,10,10,10,60,20,20,8,9,0,0,0,10,10,0,0,0,0,1,10,10,8,0,0,8,4,8,7,3,7,6,9,8,9,2,9,10,6,9,4,0,5,5,3,0,10,4,0,9,9,3,0,8,0,0,7,7,6,90,30,0,15,8,0,Der Stift kostet 25 Cent.,300 Krankenschwestern würden 300 Minuten brauchen.,Die Hälfte der erforderlichen Konzentration ist nach 8 Stunden errreicht.,1,47,3,5,1, ,5,1,1,2,6,9,1190,6,8,213,10,4,3,2,4,2,2,4,4,3,1,2.36975085482648,2.36975085482648,2.37939337757445,2.41051839448391
4/26/2020,4/26/2020,0,100,1482,1,4/26/2020,R_3PnMF1DvhjbEMgO, , ,email,DE,7,1,10,7,10,4,4,6,5,9,10,10,10,10,10,50,40,10,9,9,5,8,2,10,10,5,4,0,2,5,10,8,10,0,0,8,8,10,10,5,10,10,8,9,7,9,9,10,5,10,6,0,10,6,5,3,6,6,2,8,9,8,1,5,5,7,7,6,3,20,50,5,10,5,0,25,3,7,1,43,3,2,6,V-Bürgermeister/Landwirt,5,2,1,1,5,5,5580,1,1,213,100,5,3,4,4,4,3,4,5,4,4,2.28047177030344,2.28047177030344,2.29011429305141,2.32123930996087
4/24/2020,4/24/2020,0,100,910,1,4/24/2020,R_3Pp3wBMxMbKv0ys, , ,email,DE,10,0,10,10,10,8,8,10,0,9,8,8,3,8,10,10,50,40,7,3,0,0,0,8,5,0,0,0,0,0,10,10,10,0,1,0,6,7,2,1,6,4,8,10,8,7,7,10,3,10,6,0,8,6,7,1,7,8,0,9,9,2,0,7,1,1,9,9,8,20,20,3,12,8,0,25,3,7,2,36,3,2,6,Selbstständig,3,1,1,1,11,2,9020,8,8,213,83,4,3,4,4,1,4,4,2,4,4, , , , 
4/24/2020,4/24/2020,0,100,1715,1,4/24/2020,R_3PplVdOTUl9qkuZ, , ,email,DE,7,0,5,10,10,6,7,6,1,6,3,5,5,8,8,50,25,25,5,6,5,1,1,6,4,0,0,0,0,3,3,7,6,1,3,5,6,6,6,5,4,6,6,6,6,6,6,7,4,5,6,1,7,2,2,2,3,1,1,8,6,4,3,7,3,2,2,2,6,30,40,5,7,8,0,25,3,7,1,59,3,1,1, ,5,2,1,1,6,4,Vöcklabruck,1,1,213,0,3,3,3,4,4,2,4,4,3,2,1.03751012368717,1.03751012368717,1.04715264643514,1.07827766334459
4/24/2020,4/24/2020,0,100,1961,1,4/24/2020,R_3PQUy4Jd8Ilw5mI, , ,anonymous,DE,10,2,9,9,10,8,9,10,2,7,7,10,0,8,10,50,50,0,5,7,0,5,5,10,8,0,0,0,0,0,10,8,9,0,3,9,8,7,8,3,8,10,9,9,7,8,8,9,8,6,9,8,4,8,4,5,7,7,0,10,9,5,0,5,5,0,2,6,9,90,90,3,4,8,0,25,3 minuten,7,2,39,3,1,2, ,5,1,1,1,10,9,1210,3,2,213,25,2,1,2,4,4,4,5,4,2,1,.0214639911921454,.0214639911921454,.0311065139401156,.0622315308495736
4/24/2020,4/24/2020,0,88,2818,0,5/1/2020,R_3prMOwYABLkeCgQ, , ,anonymous,DE,1,1,8,8,10,10,10,10,5,10,5,6,0,8,7,70,20,10,8,7,0,0,0,5,5,1,1,1,1,2,10,10,10,0,2,9,9,8,9,10,10,10,7,7,9,9,9,9,4,10,6,2,8,5,5,1,6,6,2,10,8,5,0,5,7,0,7,8,8,30,50,3,3,10,0,50,3 min,4,2,48,3,0,6,Selbstständig,4,1,1,1,12,9,1180,3,3,213,20,2,4,3,4,4,2,4,4,3,3,.0214639911921454,.0214639911921454,.0311065139401156,.0622315308495736
4/23/2020,4/23/2020,0,100,1360,1,4/23/2020,R_3pshKZV1ybEWaYL, , ,email,DE,8,1,10,10,10,8,8,8,4,10,9,10,8,10,10,0,30,70,9,9,1,1,0,10,8,2,1,0,2,1,10,8,10,0,0,1,9,9,8,2,10,10,9,10,10,10,10,10,3,8,8,2,8,8,7,0,8,7,0,10,9,5,0,8,4,10,8,10,10,10,70,3,11,8,0,25 Cent,3 Minuten,2 Std,2,56,3,2,1, ,5,1,1,2,10,8,6850,5,1,213,0,4,2,2,5,4,1,5,5,4,2,.0846446747496522,.0846446747496522,.0942871974976224,.12541221440708
4/24/2020,4/24/2020,0,100,2010,1,4/24/2020,R_3ptIGOYKe1Qccnc, , ,email,DE,6,5,8,8,10,9,10,10,0,10,3,7,0,8,8,0,20,80,2,5,0,0,0,1,1,0,0,0,0,3,10,10,10,0,2,10,10,10,10,8,10,10,2,7,10,10,10,10,6,8,7,2,7,6,7,7,9,5,0,10,10,6,0,6,10,0,8,9,10,20,20,1,15,4,0,50,3,7,2,61,3,1,1, ,3,1,1,1,7,9,1140,3,3,213,0,4,5,5,3,1,2,4,3,5,2,.0998287692315477,.0998287692315477,.109471291979518,.140596308888976
4/24/2020,4/24/2020,0,98,1048,0,4/29/2020,R_3PtM6vSy89vVY65, , ,email,DE,10,1,7,7,10,10,10,10,2,8,7,8,2,10,8,50,25,25,3,3,0,0,0,0,0,3,0,0,0,0,10,10,10,0,0,8,6,8,8,2,1,0,7,8,5,2,6,8,3,8,3,2,8,6,6,1,1,2,0,7,4,1,0,4,4,2,4,4,3,30,60,4,3,8,0,25,3,7,1,53,3,2,1, ,3,1,1,1,12,9,1210,7,5,213,8,2,4,2,4,3,1,5,2,2,2,.872945537451913,.872945537451913,.882588060199883,.913713077109341
4/30/2020,4/30/2020,0,99,2930,0,5/3/2020,R_3PtNuB1TsZJ2Ofc, , ,anonymous,DE,6,0,9,10,10,10,10,9,8,9,10,7,0,10,9,10,80,10,7,8,0,0,0,10,8,0,0,0,0,1,9,6,10,0,6,10,10,4,2,0,0,0,9,10,9,6,8,10,3,9,4,1,7,4,1,1,3,3,0,4,2,0,0,0,0,6,4,4,4,40,10,6,14,7,0,25,3,7,1,53,3,2,6,Selbständig,3,1,1,1,11,9,3500,5,5,213,15,4,4,4,5,3,3,5,3,5,3,.131071405482562,.131071405482562,.140713928230533,.171838945139991
4/24/2020,4/24/2020,0,2,68,0,5/1/2020,R_3PTOWFrWSP33v2E, , ,anonymous,DE, , , , , , , , , , , , , , , , , , , , , , , ,8,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4/24/2020,4/24/2020,0,100,1848,1,4/24/2020,R_3PYolnEyKqkIdSG, , ,email,DE,9,2,9,9,10,10,3,10,0,9,8,9,7,9,10,30,40,30,8,7,5,3,3,8,2,0,0,0,0,3,9,9,10,5,2,8,7,9,8,3,5,9,7,5,7,5,7,8,8,7,4,3,6,0,0,0,2,0,0,9,8,3,0,4, ,0,2,6,7,10,10,4,10,8,0,50,3 Minuten,7 Stunden,1,39,1,0,1, ,5,1,1,1,11,6,8010,5,6,213,45,2,1,2,3,3,3,2,4,2,2,.285088139536935,.285088139536935,.294730662284905,.325855679194363
4/24/2020,4/24/2020,0,100,1263,1,4/24/2020,R_3Pz5lFYjaaJAeQo, , ,email,DE,10,1,10,10,10,10,10,10,0,10,8,9,1,6,10,50,50,0,5,8,5,5,5,10,5,5,5,5,5,8,10,10,10,0,1,5,5,10,5,5,5,5,3,7,8,8,8,10,9,10,1,0,8,4,6,6,7,6,4,10,10,5,0,5,5,0,7,7,7,60,60,6,2,9,0,25 Cent,900 Minuten,7 Stunden,1,32,3,2,1, ,3,2,1,1,11,5,5111,1,1,213,0,3,2,3,3,3,2,4,4,4,3,.651419551597933,.651419551597933,.661062074345903,.692187091255361
5/1/2020,5/1/2020,0,100,1757,1,5/1/2020,R_3PzpLlCizC887Sy, , ,anonymous,DE,9,0,10,10,10,9,9,9,0,1,3,2,0,10,9,60,40,0,2,3,2,8,8,10,10,1,0,0,0,3,9,9,10,0,0,7,8,9,9,0,0,0,7,8,6,6,10,1,2,10,8,1,10,2,9,8,8,8,2,10,9,2,0,1,8,10,7,1,9,10,10,4,3,6,0,50,300,4,1,55,3,3,1, ,2,2,1,1,11,3,2620,5,6,213,0,4,4,1,3,3,1,4,4,5,3,.131071405482562,.131071405482562,.140713928230533,.171838945139991
4/23/2020,4/23/2020,0,100,2492,1,4/23/2020,R_3q8nBknbszWx0ui, , ,email,DE,8,2,8,9,10,9,5,10,5,10,8,8,4,10,10,40,40,20,10,9,5,5,5,10,9,5,5,5,5,1,10,10,10,0,0,10,10,8,8,4,9,6,10,10,10,10,10,10,7,9,0,0,10,1,1,1,10,5,0,10,10,8,0,10,10,10,10,5,5,0,10,5,14,10,0,50, , ,1,55,3,1,6,Selbstständig,4,2,1,1,5,3,3425,1,1,213,100,2,3,2,5,3,1,5,4,3,2,1.03751012368717,1.03751012368717,1.04715264643514,1.07827766334459
4/25/2020,4/25/2020,0,100,1273,1,4/25/2020,R_3q9eghR9cWTZcnx, , ,email,DE,5,9,2,1,10,5,5,5,9,5,7,6,4,7,9,100,0,0,7,6,9,10,6,10,10,1,0,0,9,5,10,9,10,0,2,8,6,7,6,4,3,0,5,10,5,10,9,3,5,7,2,6,5,5,3,2,5,2,5,10,8,5,0,0,7,0,0,0,8,90,90,5,6,4,0,50 Cent,300 Minuten,7 Stunden,1,26,1,0,6,Selbstständig in der Gastronomie,5,2,1,1,7,4,4701,7,4,213,80,3,1,1,5,4,2,4,3,4,3,11.4076132702434,11.4076132702434,11.4172557929913,11.4076132702434
4/27/2020,4/27/2020,0,100,1959,1,4/27/2020,R_3qaI0SdRVIei9R8, , ,email,DE,10,0,10,10,10,10,10,10,9,10,8,8,0,8,9,0,100,0,9,8,1,1,1,8,2,1,1,0,0,1,9,9,9,0,7,10,10,10,9,9,3,3,9,9,8,8,8,9,9,9,7,1,8,2,1,8,6,2,2,9,9,0,0,7,6,0,0,0,9,90,80,2,5,9,0,25,3,7,1,32,2,1,1, ,5,2,1,1,6,3,2630,2,8,213,15,3,2,3,4,3,2,4,4,2,3,3.16134939373361,3.16134939373361,3.17099191648158,3.20211693339104
4/26/2020,4/26/2020,0,14,286,0,5/3/2020,R_3qCI4FzG2k4o4TY, , ,anonymous,DE,8,0,7,10,10,10,10,10,10,10, , , , , , , , ,6,7,5,7,5,10,10, , , , ,0,10,9,8,3,4,8,5,7,7,2,8,8,8,8,10,10,10,10, , , , ,6,0,4,5,7,2,0, , , , , , , , , , ,70,50,6, ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4/27/2020,4/27/2020,0,100,541,1,4/27/2020,R_3qdki5Y6kNdrwVG, , ,email,DE,10,0,6,10,10,8,9,10,1,3,10,10,4,10,1,50,25,25,3,3,0,1,0,9,2,0,0,0,0,7,8,8,7,0,7,1,6,8,2,2,2,6,1,3,6,2,4,6,4,4,6,9,4,6,5,2,6,5,2,6,4,0,2,0,6,2,1,4,6,10,20,2,3,4,0,25,3,7,1,50,2,0,2, ,7,1,1,1,11,6,8010,3,3,213,10,1,5,5,3,2,3,4,3,4,4,.0187113929813183,.0187113929813183,.0283539157292886,.0594789326387465
4/24/2020,4/24/2020,0,100,2246,1,4/24/2020,R_3qdRg5kORObvKfc, , ,anonymous,DE,7,1,7,7,10,6,6,9,0,10,6,6,3,9,7,33,50,17,6,7,6,5,5,7,6,0,0,0,0,1,10,9,9,1,1,9,6,4,3,3,6,8,6,8,7,6,7,8,7,9,4,0,6,7,6,5,5,3,1,6,5,1,0,2,3,4,5,6,5,30,30,6,9,9,0,25,3,7,1,46,3,2,6,Selbstständig (das gibt es tatsächlich auch),4,2,1,1,11,3,2171,1,1,213,61,5,4,2,4,3,1,5,5,2,1,.53290513939007,.53290513939007,.54254766213804,.573672679047498
4/27/2020,4/27/2020,0,100,2160,1,4/27/2020,R_3qIrWa82aaga5aq, , ,email,DE,7,3,7,7,7,4,6,9,0,8,5,5,0,7,3,100,0,0,6,7,0,0,0,10,2,0,0,0,0,3,10,8,10,0,3,8,9,4,6,3,3,6,8,7,8,8,9,8,7,6,6,6,3,6,4,4,4,4,0,10,10,0,0,7,1,0,7,8,6,40,40,4,14,7,0,50,3,7,1,46,1,0,2, ,4,1,1,1,11,9,1190,3,6,zweihundertdreizehn,1,1,1,2,5,3,2,4,5,3,2,.0406983978965435,.0406983978965435,.0503409206445137,.0814659375539716
4/25/2020,4/25/2020,0,100,3102,1,4/25/2020,R_3qJbgEmfjU6lE8H, , ,email,DE,8,1,10,8,10,8,8,8,5,1,4,10,6,10,9,80,15,5,6,7,5,7,7,10,9,2,1,1,2,7,8,7,7,2,5,7,7,8,8,7,4,5,5,6,5,6,7,8,8,9,4,1,7,6,6,7,7,7,5,10,7,2,0,5,8,1,8,7,9,10,10,3,11,6,0,0,3,2,1,76,3,2,2, ,4,1,1,1,12,4,4020,2,2,zweihundertdreizehn,0,1,1,2,4,4,3,4,4,4,3,.320467114345688,.320467114345688,.330109637093658,.361234654003116
4/27/2020,4/27/2020,0,100,1423,1,4/27/2020,R_3qJdP9vGL501jkc, , ,email,DE,7,4,7,3,10,6,6,6,1,8,3,3,0,1,1,0,30,70,7,8,1,3,2,7,4,0,0,0,0,4,7,7,7,2,3,3,6,6,6,4,3,4,8,6,8,6,8,8,7,7,3,2,8,4,4,3,6,5,2,8,8,2,0,5,6,0,9,9,7,60,70,4,14,8,0,25cent,gleich lang,?,2,71,1,0,5, ,4,1,1,1,10,9,1100,5,5,213,0,2,3,1,4,4,2,5,4,3,1,.186290486150853,.186290486150853,.195933008898823,.227058025808281
4/24/2020,4/24/2020,0,100,1748,1,4/24/2020,R_3QJZTlskblY5P2e, , ,email,DE,9,0,10,10,10,5,5,4,0,5,10,10,3,10,10,34,33,33,4,3,0,5,5,10,10,0,0,0,0,0,10,10,10,0,0,10,10,10,10,5,7,10,7,7,6,5,7,10,6,7,5,5,7,5,0,0,0,0,2,7,7,5,5,4,3,5,3,3,5,40,10,5,8,5,0,50,3,7,1,80,3,1,5, ,3,1,1,2,5,9,1190,1,1,213,0,1,1,2,3,2,2,4,3,3,2,2.05822410953638,2.05822410953638,2.06786663228435,2.0989916491938
