StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,No_consent,Consent1,No_consent1,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_2,physical_hygiene_3,physical_hygiene_4,physical_hygiene_5,policy_support_1,policy_support_2,policy_support_3,policy_support_4,policy_support_5,generosity_1,generosity_2,generosity_3,generosity_DO,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_1,collective_narcis_2,collective_narcis_3,national_identity_1,national_identity_2,conspiracy_theories_1,conspiracy_theories_2,conspiracy_theories_3,conspiracy_theories_4,open_mindness_1,open_mindness_2,open_mindness_3,open_mindness_4,open_mindness_5,open_mindness_6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging_1,social_belonging_2,social_belonging_3,social_belonging_4,trait_self-control_1,trait_self-control_2,trait_self-control_3,trait_self-control_4,self-esteem_1,Q108_1,narcissism_1,narcissism_2,narcissism_3,narcissism_4,narcissism_5,narcissism_6,moral_identity_1,moral_identity_2,moral_identity_3,moral_identity_4,moral_identity_5,moral_identity_6,moral_identity_7,moral_identity_8,moral_identity_9,moral_identity_10,risk_perception_1,risk_perception_2,political_ideology_1,moral_circle1,health_1,CRT1,CRT2,CRT3,sex,sex_3_TEXT,age,marital,children,employment,employment_6_TEXT,ladder_answer,urban,tested_positive,know_tested_positive,no_bots,FL_8_DO
28/04/2020 17:17,28/04/2020 17:47,0,86.166.191.150,100,1832,1,28/04/2020 17:47,R_1EYkvAlxjWs4cHu,,,,,55.12969971,-1.723098755,anonymous,EN-GB,"1,3,4,5",-99,,,9,0,10,9,10,7,8,7,5,10,10,10,5,10,10,50,25,25,2|3|1,6,6,0,0,0,5,0,2,0,0,1,0,10,10,10,0,0,8,9,10,8,5,0,3,5,6,4,5,4,4,6,7,4,3,4,0,4,5,6,3,5,0,7,8,5,0,4,4,0,4,4,10,70,80,0,16,7,25,300,4,1,-99,30,1,0,2,-99,5,2,1,1,213,Open-mindedness|Collectivenarcissism|Physicalcontact|Traitself-control|Politicalideology|Riskperception|Physicalhygiene|Psychologicalwell-being|Physicalhealth|Morality-as-cooperation(shortversion)|Narcissism|ConspiracyTheoriesCOVID-19|Generosity|Moralcircle|Anti-coronapolicysupport|Traitoptimism|MoralIdentity|NationalIdentification|Attentioncheck|Self-esteem|Socialbelonging
28/04/2020 17:12,28/04/2020 17:49,0,146.198.0.6,100,2188,1,28/04/2020 17:49,R_z8BouA8lRfAmwz7,,,,,51.28869629,-0.795700073,anonymous,EN-GB,"1,3,4,5",-99,,,10,1,9,8,10,7,8,9,3,7,10,10,8,10,9,50,50,0,1|3|2,3,4,0,3,0,4,2,0,0,0,0,2,10,10,9,0,5,7,6,7,9,2,4,9,7,6,7,4,7,7,3,6,8,10,6,0,6,2,3,2,3,2,9,6,3,0,6,6,2,7,7,6,70,60,2,6,2,250,3,7,1,-99,27,1,0,3,-99,7,1,1,1,213,Physicalcontact|Self-esteem|Riskperception|MoralIdentity|Traitoptimism|Moralcircle|Open-mindedness|ConspiracyTheoriesCOVID-19|Morality-as-cooperation(shortversion)|NationalIdentification|Anti-coronapolicysupport|Generosity|Collectivenarcissism|Physicalhygiene|Socialbelonging|Physicalhealth|Psychologicalwell-being|Traitself-control|Politicalideology|Narcissism|Attentioncheck
28/04/2020 17:41,28/04/2020 17:51,0,82.8.237.129,100,581,1,28/04/2020 17:51,R_3P7Y3YojeJS7BRZ,,,,,53.40440369,-3.071502686,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,8,10,10,10,10,8,5,10,10,10,4,10,10,85,10,5,3|2|1,8,7,0,1,0,7,1,0,0,0,0,0,10,10,10,0,0,6,6,3,3,1,6,6,1,5,6,6,6,8,4,6,6,5,3,0,1,5,3,3,1,0,9,7,2,0,3,4,0,1,5,6,10,30,2,6,6,50,300 minutes,4,2,-99,28,2,1,2,-99,6,1,1,1,213,Self-esteem|Riskperception|Moralcircle|Attentioncheck|Politicalideology|Traitoptimism|Generosity|Psychologicalwell-being|NationalIdentification|Anti-coronapolicysupport|Physicalhygiene|Narcissism|Physicalcontact|Collectivenarcissism|Physicalhealth|Traitself-control|Open-mindedness|ConspiracyTheoriesCOVID-19|Morality-as-cooperation(shortversion)|MoralIdentity|Socialbelonging
28/04/2020 17:29,28/04/2020 17:52,0,109.145.95.119,100,1365,1,28/04/2020 17:52,R_emuDNXq3L9R6CQ1,,,,,54.3500061,-6.666702271,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,9,10,10,10,10,10,10,10,10,10,10,10,10,0,100,0,3|1|2,7,7,2,2,2,0,0,6,5,0,5,3,8,8,8,0,0,6,7,5,6,5,5,2,8,8,8,8,8,8,4,7,8,3,7,0,1,0,0,5,1,0,10,9,1,0,6,6,0,8,8,10,70,70,5,16,7,50,300,7,2,-99,33,3,2,1,-99,6,2,1,2,213,Attentioncheck|Collectivenarcissism|Moralcircle|Narcissism|Socialbelonging|NationalIdentification|Psychologicalwell-being|Politicalideology|Traitself-control|Physicalcontact|MoralIdentity|Riskperception|Morality-as-cooperation(shortversion)|Physicalhealth|Physicalhygiene|ConspiracyTheoriesCOVID-19|Generosity|Anti-coronapolicysupport|Self-esteem|Open-mindedness|Traitoptimism
28/04/2020 17:32,28/04/2020 17:53,0,109.146.145.154,100,1232,1,28/04/2020 17:53,R_1LZNIPOjARuUwt4,,,,,51.51449585,0.070602417,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,10,10,10,10,10,7,10,1,10,10,10,30,60,2|3|1,4,6,0,1,0,3,0,0,0,0,0,1,10,10,10,0,0,8,8,10,9,9,10,10,7,9,8,8,10,10,2,7,0,0,0,0,8,8,3,9,9,2,10,10,2,0,10,10,0,7,7,10,70,80,0,12,8,50,300 minutes ,4,2,-99,19,1,0,4,-99,5,1,1,1,213,Socialbelonging|Politicalideology|Physicalhealth|Physicalcontact|Traitoptimism|Self-esteem|Psychologicalwell-being|Attentioncheck|Narcissism|Open-mindedness|Riskperception|Physicalhygiene|Generosity|Moralcircle|Traitself-control|MoralIdentity|Morality-as-cooperation(shortversion)|NationalIdentification|Anti-coronapolicysupport|Collectivenarcissism|ConspiracyTheoriesCOVID-19
28/04/2020 17:30,28/04/2020 17:53,0,46.208.77.147,100,1399,1,28/04/2020 17:53,R_28zDR6Ic5rIY0eA,,,,,51.88729858,0.863800049,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,6,6,10,3,7,8,10,7,10,10,90,10,0,2|3|1,8,6,0,0,0,10,10,3,0,0,0,0,10,10,10,0,0,5,5,5,6,6,4,8,9,10,5,8,8,9,2,5,7,8,5,0,2,5,0,0,0,5,10,9,8,0,6,8,0,5,4,8,50,50,6,16,8,25,300 minutes,4 hours,2,-99,38,3,2,6,housewife,6,1,1,1,213,Physicalhealth|Generosity|Attentioncheck|NationalIdentification|Traitself-control|Politicalideology|Anti-coronapolicysupport|Physicalhygiene|Physicalcontact|Collectivenarcissism|Narcissism|Self-esteem|Open-mindedness|Traitoptimism|Riskperception|Psychologicalwell-being|MoralIdentity|Morality-as-cooperation(shortversion)|ConspiracyTheoriesCOVID-19|Socialbelonging|Moralcircle
28/04/2020 17:35,28/04/2020 17:54,0,165.120.243.34,100,1111,1,28/04/2020 17:54,R_8ohH2DgI4i3zP3j,,,,,54.90620422,-1.724899292,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,8,8,10,0,7,10,10,6,10,10,80,20,0,2|1|3,4,4,1,7,4,10,7,1,1,0,1,3,10,10,10,0,1,7,7,8,9,5,5,8,6,8,10,10,10,10,5,8,8,8,0,0,2,0,2,2,0,2,10,10,5,0,9,4,0,8,8,10,80,80,5,16,5,25,300,7,2,-99,56,3,0,3,-99,8,2,1,1,213,MoralIdentity|Politicalideology|Psychologicalwell-being|Generosity|Open-mindedness|Riskperception|ConspiracyTheoriesCOVID-19|Physicalhealth|NationalIdentification|Socialbelonging|Morality-as-cooperation(shortversion)|Attentioncheck|Traitoptimism|Physicalhygiene|Collectivenarcissism|Moralcircle|Physicalcontact|Narcissism|Anti-coronapolicysupport|Traitself-control|Self-esteem
28/04/2020 17:38,28/04/2020 17:54,0,82.38.145.9,100,924,1,28/04/2020 17:54,R_2Yhq0FPDH1T9q8Y,,,,,51.45350647,-2.591705322,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,8,4,10,10,10,10,10,10,10,10,0,80,20,1|2|3,7,6,0,0,0,5,5,0,0,0,0,5,10,10,10,0,0,6,8,10,8,6,8,9,8,7,9,9,9,9,8,10,5,3,5,0,1,5,0,2,1,7,10,10,10,0,10,10,0,9,9,10,50,50,3,16,9,50,900,4,2,-99,27,3,0,1,-99,5,1,1,1,213,Self-esteem|Politicalideology|Moralcircle|Anti-coronapolicysupport|MoralIdentity|Narcissism|Collectivenarcissism|Generosity|Physicalhealth|Attentioncheck|Traitself-control|Open-mindedness|Socialbelonging|Psychologicalwell-being|Physicalhygiene|Traitoptimism|NationalIdentification|Morality-as-cooperation(shortversion)|Riskperception|Physicalcontact|ConspiracyTheoriesCOVID-19
28/04/2020 17:25,28/04/2020 17:57,0,92.6.116.215,100,1898,1,28/04/2020 17:57,R_1F2i9iTX8Tbthim,,,,,51.46670532,0.033294678,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,10,10,10,1,0,10,10,10,10,10,50,25,25,3|1|2,7,6,5,5,5,2,0,0,0,0,0,2,10,10,10,0,0,10,10,10,10,5,0,0,8,8,9,9,9,10,10,10,6,2,8,0,2,5,2,6,6,0,10,9,5,0,7,7,0,7,8,10,30,80,3,15,9,25,300 minutes,4,2,-99,28,2,1,1,-99,5,1,1,2,213,Open-mindedness|Narcissism|Socialbelonging|Psychologicalwell-being|Physicalcontact|Generosity|Physicalhealth|NationalIdentification|Traitoptimism|Physicalhygiene|Moralcircle|MoralIdentity|Traitself-control|Self-esteem|Attentioncheck|Anti-coronapolicysupport|ConspiracyTheoriesCOVID-19|Politicalideology|Riskperception|Morality-as-cooperation(shortversion)|Collectivenarcissism
28/04/2020 17:41,28/04/2020 17:57,0,94.192.96.62,100,965,1,28/04/2020 17:57,R_3kh01ve3Yy7QtDV,,,,,53.8742981,-3.023300171,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,9,10,7,7,10,0,10,9,10,6,10,8,100,0,0,2|3|1,2,4,0,0,0,10,0,5,0,0,0,2,10,10,10,0,0,4,5,6,4,3,3,3,4,5,8,10,9,10,2,6,6,7,2,0,8,9,6,4,4,0,10,10,0,0,3,3,0,0,3,9,50,50,0,14,5,15,300 minutes,4,2,-99,19,1,0,4,-99,7,1,1,1,213,Morality-as-cooperation(shortversion)|Narcissism|Generosity|Psychologicalwell-being|Traitself-control|Traitoptimism|Attentioncheck|Open-mindedness|Physicalcontact|Anti-coronapolicysupport|MoralIdentity|NationalIdentification|Physicalhealth|Physicalhygiene|Collectivenarcissism|Self-esteem|Socialbelonging|Moralcircle|Politicalideology|ConspiracyTheoriesCOVID-19|Riskperception
28/04/2020 17:39,28/04/2020 17:57,0,217.46.135.219,100,1064,1,28/04/2020 17:57,R_1MRMgNJv5cXTWn9,,,,,54.25230408,-0.470504761,anonymous,EN-GB,"1,3,4,5",-99,,,7,0,7,7,9,8,6,6,3,7,7,7,2,8,7,70,20,10,3|2|1,5,6,2,4,1,6,4,2,1,1,1,3,8,8,7,0,3,6,5,7,7,2,4,3,4,4,6,6,7,6,6,7,5,5,6,0,5,4,6,4,3,4,7,6,1,0,4,4,6,4,3,5,30,40,4,3,6,50,300,7,1,-99,36,3,2,1,-99,5,1,1,1,213,Self-esteem|Attentioncheck|Politicalideology|Narcissism|Physicalcontact|Open-mindedness|Traitself-control|ConspiracyTheoriesCOVID-19|Morality-as-cooperation(shortversion)|Socialbelonging|Moralcircle|Traitoptimism|NationalIdentification|Physicalhealth|Collectivenarcissism|Psychologicalwell-being|Anti-coronapolicysupport|MoralIdentity|Physicalhygiene|Riskperception|Generosity
28/04/2020 17:41,28/04/2020 17:57,0,92.22.62.28,100,967,1,28/04/2020 17:57,R_2B39GpBavB5NMKg,,,,,51.73849487,-2.219406128,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,10,9,9,8,7,7,10,10,2,10,9,100,0,0,2|1|3,6,6,5,4,4,10,8,0,1,0,0,5,7,7,6,6,6,5,5,7,5,5,5,5,5,4,5,4,4,3,4,4,6,6,5,0,6,4,6,4,4,6,10,8,5,0,5,5,2,5,6,8,50,50,3,11,8,50,3 minutes,4,2,-99,55,3,0,2,-99,4,2,1,1,213,Physicalhygiene|Physicalhealth|Psychologicalwell-being|MoralIdentity|NationalIdentification|Anti-coronapolicysupport|Physicalcontact|Traitoptimism|Self-esteem|Narcissism|Morality-as-cooperation(shortversion)|Socialbelonging|Traitself-control|Open-mindedness|Moralcircle|ConspiracyTheoriesCOVID-19|Politicalideology|Generosity|Riskperception|Collectivenarcissism|Attentioncheck
28/04/2020 17:43,28/04/2020 17:57,0,92.40.249.68,100,853,1,28/04/2020 17:57,R_11dRd2BHz2EvI0E,,,,,51.49639893,-0.122406006,anonymous,EN-GB,"1,3,4,5",-99,,,8,0,9,10,10,9,8,10,9,10,8,9,3,9,10,75,20,5,1|2|3,6,6,2,2,1,10,1,7,2,2,2,7,7,8,8,1,2,8,8,8,4,4,2,0,4,4,5,6,4,7,6,6,6,8,6,0,2,2,1,1,1,1,9,10,2,2,-99,7,2,7,-99,-99,60,50,0,1,6,50,300,64,1,-99,44,2,0,6,-99,5,2,1,1,213,Self-esteem|Socialbelonging|MoralIdentity|Physicalhealth|Generosity|Physicalhygiene|Open-mindedness|Anti-coronapolicysupport|Politicalideology|Riskperception|Attentioncheck|Traitself-control|ConspiracyTheoriesCOVID-19|Physicalcontact|NationalIdentification|Traitoptimism|Psychologicalwell-being|Narcissism|Morality-as-cooperation(shortversion)|Moralcircle|Collectivenarcissism
28/04/2020 17:38,28/04/2020 17:58,0,31.124.176.19,100,1183,1,28/04/2020 17:58,R_3HhLuYwkzvHnlNB,,,,,51.72189331,0.48109436,anonymous,EN-GB,"1,3,4,5",-99,,,9,0,9,10,10,5,5,7,0,10,6,7,0,9,9,90,5,5,1|3|2,8,7,0,1,0,10,5,0,0,0,0,0,10,10,10,0,0,6,7,10,9,5,5,10,8,9,10,4,6,7,6,7,6,1,6,0,0,0,0,0,0,0,10,10,5,0,6,7,0,6,8,10,80,80,4,10,5,25,3 minutes,7 hours,1,-99,48,2,0,6,Self-employed,4,1,1,1,213,Traitoptimism|Politicalideology|Open-mindedness|Self-esteem|Riskperception|Physicalcontact|ConspiracyTheoriesCOVID-19|Traitself-control|Collectivenarcissism|Anti-coronapolicysupport|Socialbelonging|Psychologicalwell-being|Narcissism|Physicalhealth|NationalIdentification|Generosity|Attentioncheck|MoralIdentity|Morality-as-cooperation(shortversion)|Moralcircle|Physicalhygiene
28/04/2020 17:47,28/04/2020 17:58,0,31.54.227.238,100,690,1,28/04/2020 17:58,R_12DNuXnrYTwl4RM,,,,,50.78829956,0.281692505,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,7,10,10,10,10,10,10,10,10,7,10,10,100,0,0,3|2|1,9,8,5,-99,0,10,8,0,0,0,0,3,10,8,10,0,0,10,10,10,10,10,10,10,10,8,7,8,8,9,3,10,8,6,6,0,10,10,8,10,10,0,10,10,10,0,10,0,0,10,10,10,30,50,5,1,8,100,9000,4,2,-99,19,1,0,2,-99,4,1,1,1,213,Riskperception|Attentioncheck|Physicalhealth|Socialbelonging|Self-esteem|Physicalcontact|Moralcircle|Traitoptimism|Morality-as-cooperation(shortversion)|MoralIdentity|Generosity|Narcissism|Traitself-control|Collectivenarcissism|ConspiracyTheoriesCOVID-19|Psychologicalwell-being|Physicalhygiene|NationalIdentification|Politicalideology|Open-mindedness|Anti-coronapolicysupport
28/04/2020 17:43,28/04/2020 17:58,0,86.137.245.140,100,895,1,28/04/2020 17:58,R_3k6d5Z1DbHnMrcI,,,,,53.54420471,-1.430496216,anonymous,EN-GB,"1,3,4,5",-99,,,10,0,10,10,0,10,10,10,10,8,10,10,10,10,10,10,45,45,2|1|3,2,0,0,0,0,10,2,0,0,0,0,1,9,9,10,0,0,10,10,10,10,9,4,3,6,8,7,9,9,10,8,9,8,7,7,0,0,6,0,8,3,0,10,9,2,0,7,7,1,6,6,9,90,90,7,15,5,50,3 hours,4,2,-99,19,2,0,4,-99,3,2,1,2,213,Physicalcontact|Morality-as-cooperation(shortversion)|MoralIdentity|Riskperception|NationalIdentification|Anti-coronapolicysupport|Moralcircle|ConspiracyTheoriesCOVID-19|Generosity|Traitself-control|Open-mindedness|Physicalhygiene|Collectivenarcissism|Politicalideology|Psychologicalwell-being|Self-esteem|Narcissism|Traitoptimism|Attentioncheck|Socialbelonging|Physicalhealth
