V1,V2,V3,V4,V5,SC0_0,SC0_1,SC0_2,rid,pid,SUPPLIER_ID,SUPNAME,complete,information sheet,consent,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_2,physical_hygiene_3,physical_hygiene_4,physical_hygiene_5,policy_support_1,policy_support_2,policy_support_3,policy_support_4,policy_support_5,generosity_1,generosity_2,generosity_3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_4,collective_narcis_5,collective_narcis_6,national_identity_4,national_identity_5,conspiracy_theories_4,conspiracy_theories_5,conspiracy_theories_7,conspiracy_theories_8,open_mindness_4,open_mindness_5,open_mindness_7,open_mindness_8,open_mindness_9,open_mindness_10,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_7,morality_as_cooperat_8,morality_as_cooperat_9,morality_as_cooperat_10,morality_as_cooperat_11,trait_optimism_4,trait_optimism_5,social_belonging_4,social_belonging_5,social_belonging_12,social_belonging_13,trait_self-control_4,trait_self-control_5,trait_self-control_12,trait_self-control_13,self-esteem_4,attention_check_4,narcissism_4,narcissism_5,narcissism_12,narcissism_13,narcissism_14,narcissism_15,moral_identity_4,moral_identity_5,moral_identity_12,moral_identity_13,moral_identity_14,moral_identity_15,moral_identity_16,moral_identity_17,moral_identity_18,moral_identity_19,risk_perception_4,risk_perception_5,political_ideology_1,moral_circle,moral_circle1,health_8,CRT,CRT1,CRT2,CRT3,intro,sex,sex_TEXT,age,marital,children,employment,employment_TEXT,ladder_instro,ladder_picture,ladder_answer,urban,tested_positive,know_tested_positive,no_bots,prefecture,education,income,support,comments,debrief,
R_2eQj1ZXTOTNcXaM,Default Response Set,2020-04-29 07:34:58,2020-04-29 07:37:39,1,0,0,0,5ea96630-72a8-847c-afed-f910622a2405,d9dd72bc-6d3b-4ed5-ae00-d513a079cd5c,737,Dalia_Research,1,1,1,,,,,,,,,,,,,,,,30,20,50,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,,1,,,,1,,,,,,,,1,1,9,2,1,1,213,,4,3,3,,1,
R_XvbmigLKfItDWYF,Default Response Set,2020-04-29 07:19:55,2020-04-29 07:39:05,1,0,0,0,5ea962ad-42fa-5046-9b10-c58b7820137b,0a66da55-144a-42d0-b23a-a6bc239baab4,737,Dalia_Research,1,1,1,9,8,9,9,9,7,8,8,3,7,7,8,3,8,8,50,30,20,8,9,8,7,7,8,8,9,3,3,3,2,8,8,9,1,1,6,6,6,7,3,3,2,9,9,7,7,7,7,8,7,8,3,9,0,8,9,2,8,8,2,6,8,5,2,7,7,0,,8,7,0,10,5,1,9,8,1,50,3,8,1,1,,61,3,2,1,,1,1,4,1,1,1,213,3,5,7,3,,1,
R_2dNgKiQSECFg5Lm,Default Response Set,2020-04-29 07:32:09,2020-04-29 07:47:09,1,0,0,0,5ea965b0-72e1-d23c-3b68-f23536b6ae7a,cf1737ca-d9ea-4377-a94d-70b82b694856,737,Dalia_Research,1,1,1,10,2,9,9,9,10,10,9,5,10,8,3,9,9,9,50,50,0,7,7,8,3,5,10,9,5,2,2,0,5,10,10,10,0,0,8,8,8,8,5,7,8,7,9,8,6,7,9,9,6,5,3,7,10,5,7,5,5,7,3,8,8,5,2,8,5,5,7,5,8,0,0,7,1,5,7,1,50,100,4,1,1,,61,3,3,1,,1,1,6,1,1,2,213,12,5,3,4,없음,1,
R_2ruvGP0EVwwyyCh,Default Response Set,2020-04-29 07:53:55,2020-04-29 08:07:29,1,0,0,0,5ea96ab6-97d3-8cba-b608-86370fe101f9,df1f2501-8fc0-496b-a123-c06d240968b4,737,Dalia_Research,1,1,1,9,4,8,8,6,9,9,9,7,10,8,8,9,9,7,50,30,20,4,6,6,6,7,6,7,1,1,1,1,6,9,8,9,3,3,6,8,8,6,6,8,8,4,6,6,7,7,9,6,6,6,4,6,0,6,6,6,4,4,4,7,6,6,4,6,7,6,8,7,6,30,30,4,1,7,4,1,20,3분,4시간,1,1,,51,1,0,2,,1,1,7,1,1,1,213,1,5,2,2,,1,
R_XX2YEGTD6wEcVqx,Default Response Set,2020-04-29 08:10:14,2020-04-29 08:18:20,1,0,0,0,5ea96e73-9b27-ed6d-2fb3-39e4a5a352ab,92c2c63b-81ed-4e0e-944b-eeddf938b80f,737,Dalia_Research,1,1,1,8,2,9,10,10,10,10,10,10,10,9,5,7,9,7,95,5,0,6,6,5,8,8,9,9,9,2,2,2,3,7,7,7,1,2,8,7,10,8,5,9,3,5,5,7,7,7,7,8,8,1,6,9,0,6,5,1,8,5,5,9,9,8,1,8,8,2,8,5,8,10,50,5,1,7,8,1,50,3,4,1,2,,50,1,0,2,,1,1,4,1,2,1,213,3,5,1,1,,1,
R_1mgEIAsNVguASsn,Default Response Set,2020-04-29 08:16:05,2020-04-29 08:30:28,1,0,0,0,5ea96fbd-444f-4fe7-ac8d-a01d7ed580b5,_6572_730d10d95ae2f6c2e818ab20a23df6a1,1135,RevenueUniverse,1,1,1,6,6,6,7,9,10,10,10,8,10,8,6,8,7,6,10,70,20,8,7,8,8,8,10,10,3,3,2,2,3,10,10,10,0,0,8,8,9,8,5,5,4,9,9,9,8,9,9,8,8,7,7,9,0,9,9,9,9,9,5,10,7,5,9,9,7,1,8,7,9,0,10,4,1,7,8,1,25,3분,7시간,1,1,,50,3,1,1,,1,1,4,1,1,2,213,2,4,4,1,없음,1,
R_2ZTZ1YtObll37Qq,Default Response Set,2020-04-29 08:27:12,2020-04-29 08:35:17,1,0,0,0,5ea97272-831b-d33b-87d6-bdbdc5f1f9c4,95678e3c584a31e9f831c5bf00d6c479,708,TapResearch,1,1,1,5,3,0,6,9,9,9,9,9,9,9,9,8,8,9,0,100,0,3,1,4,4,4,10,10,2,2,2,7,8,7,8,8,2,2,6,7,9,7,7,8,7,2,3,2,9,1,1,2,4,3,3,9,0,3,8,9,8,8,3,8,8,8,8,8,8,2,2,8,8,10,20,2,1,5,2,1,50,900,4,1,1,,41,1,0,6,교육,1,1,9,1,1,1,213,1,5,2,1,없어요,1,
R_2QSg85YXFC4xAFC,Default Response Set,2020-04-29 08:18:34,2020-04-29 08:37:19,1,0,0,0,5ea9707f-e53b-ce28-7e99-66b4cc4ef2df,da5aeca6-954f-4bf4-b17c-c28fbadfc992,737,Dalia_Research,1,1,1,9,2,9,8,9,9,9,8,6,8,4,7,4,5,8,50,50,0,7,7,7,7,6,6,7,5,5,5,5,6,8,9,8,2,4,7,6,7,6,6,8,4,8,8,6,5,6,9,5,6,6,7,7,7,6,9,6,6,6,5,7,6,7,6,7,8,7,6,5,7,20,30,5,1,1,8,1,50,300,2,1,1,,59,3,2,6,,1,1,6,1,1,1,213,,5,3,2,의료진들에게 감사을 드립니다!,1,
R_cG525h2J3HyoOid,Default Response Set,2020-04-29 08:42:51,2020-04-29 08:54:36,1,0,0,0,5ea97627-4dd8-4256-9b53-b36d50e9430e,f7b82550-b932-48e7-b27d-cb88c8a17f05,737,Dalia_Research,1,1,1,10,2,8,9,10,10,10,10,1,9,7,7,8,9,10,100,0,0,9,9,7,8,6,10,9,1,1,2,2,4,7,8,7,2,5,7,7,7,7,1,2,1,9,9,8,9,8,10,5,8,9,8,9,0,7,7,5,8,8,5,10,8,5,0,6,6,0,8,8,9,10,20,5,1,5,8,1,25,300,4,1,2,,52,3,2,6,주부,1,1,4,1,1,1,213,1,5,8,1,설문자행상황을 표시해주세요,1,
R_1JVJfhMOUaPBVYZ,Default Response Set,2020-04-29 09:04:31,2020-04-29 09:17:36,1,0,0,0,5ea97b56-ca09-637f-cad4-053e53476b7d,6e921bda-d2b3-4502-a138-7be16730c1b0,737,Dalia_Research,1,1,1,10,5,9,10,10,9,9,10,10,10,10,7,3,9,10,50,10,40,7,9,8,6,9,10,10,0,0,0,0,8,10,9,10,2,6,5,8,10,10,4,4,1,8,8,8,8,8,10,9,8,3,4,10,0,3,8,3,8,7,3,8,8,5,0,6,8,9,4,4,10,50,10,8,1,11,7,1,25,3,7,1,2,,50,3,2,1,,1,1,4,1,1,1,213,3,5,8,1,,1,
R_12bTZedyKdiwyWD,Default Response Set,2020-04-29 09:12:35,2020-04-29 09:25:58,1,0,0,0,5ea97d23-82ac-a572-5ddb-4800d9c0758f,cfc361eb-f52f-4d7d-a711-943679f783a5,737,Dalia_Research,1,1,1,3,7,7,8,9,3,6,8,4,4,3,6,3,9,7,100,0,0,3,6,3,7,7,3,6,3,3,7,4,6,4,4,7,7,7,6,2,3,6,4,4,7,6,7,3,7,8,9,3,2,6,6,6,4,2,4,7,3,3,7,3,4,3,4,7,7,2,3,6,7,40,70,3,1,8,8,1,50,30,10,1,1,,37,1,0,1,,1,1,4,1,1,1,213,2,5,4,1,,1,
R_Zmz07ihRB48HwDn,Default Response Set,2020-04-28 17:47:40,2020-04-29 09:35:14,1,0,0,0,5ea8a474-19ab-8ca8-f1d4-042464e98166,80bc55b8-50d3-4c03-9bd9-d510b03d7417,737,Dalia_Research,1,1,1,10,0,10,9,10,10,10,10,10,10,10,9,9,10,10,10,70,20,2,3,9,7,9,10,10,1,0,0,1,2,9,10,9,1,0,9,8,10,10,1,1,4,3,4,9,9,10,10,3,2,8,7,8,0,9,8,3,7,8,9,10,8,6,1,0,3,0,8,8,10,20,20,2,1,9,4,1,50,3,4,1,2,,53,3,2,2,,1,1,6,1,1,1,213,10,5,4,1,,1,
R_1dGNDRKOrEWHu35,Default Response Set,2020-04-29 09:57:18,2020-04-29 10:06:32,1,0,0,0,5ea987a2-8306-111a-4f52-db8de8095836,6b8eca6b-f3c0-4835-afbb-7e137068da7c,737,Dalia_Research,1,1,1,8,3,8,7,8,9,8,8,9,8,9,8,8,9,8,60,30,10,4,5,7,4,6,8,9,2,3,4,3,7,9,6,8,1,3,7,8,8,7,8,7,7,7,6,7,9,8,7,6,8,4,3,8,0,7,8,7,7,4,3,9,8,7,1,7,8,2,7,8,8,80,70,8,1,7,6,1,50,3,4,1,1,,60,3,1,1,,1,1,6,1,1,1,213,12,5,4,4,,1,
R_1gkBlfc8ycljLfg,Default Response Set,2020-04-29 10:28:07,2020-04-29 10:31:16,1,0,0,0,5ea98ec9-391f-0bd7-f778-bd8e33f5fb3c,00dd126b6965d3eb069b68bfda26320c,708,TapResearch,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50,30,20,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50,50,5,1,9,5,1,50,300,4,1,2,,56,3,2,6,주부,1,1,5,1,1,1,213,,5,4,2,없음,1,
R_D7vIlTKzPzvg5oZ,Default Response Set,2020-04-29 10:21:27,2020-04-29 10:36:40,1,0,0,0,5ea98d5d-03bf-0a83-3ae8-d53326a646b1,113964399,968,TheoremReach,1,1,1,7,2,10,10,10,10,10,10,10,10,10,10,10,10,10,100,0,0,0,0,4,8,9,7,8,1,5,3,7,5,9,5,5,3,0,5,10,6,5,5,5,5,5,5,5,6,5,5,10,10,10,1,7,7,3,3,10,3,3,3,5,7,4,4,4,3,3,4,8,6,0,40,5,1,7,3,1,만드는공정,900,16,1,2,,49,3,2,3,,1,1,1,1,1,1,213,3,2,3,1,,1,
R_3mfnCMIqnudX3MM,Default Response Set,2020-04-29 10:33:55,2020-04-29 10:40:00,1,0,0,0,5ea99023-107a-95df-7af5-8a282d8f82f4,5b184eaf-ad51-48d2-8945-b7deb8e466d9,737,Dalia_Research,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,60,30,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,100,100,10,1,11,10,1,50,100,4,1,2,,62,3,2,1,,1,1,10,1,2,2,213,1,5,4,1,네,1,
R_PFNstNnyZ62q2vn,Default Response Set,2020-04-29 12:07:50,2020-04-29 12:13:18,1,0,0,0,5ea9a64d-8da2-84ef-f696-b35ac3859f05,121769949,968,TheoremReach,1,1,1,8,8,8,8,8,6,6,6,6,10,10,10,10,10,10,100,0,0,0,0,8,8,8,10,0,9,9,9,9,8,6,8,7,8,8,6,6,6,6,4,7,6,0,8,8,8,8,8,6,6,0,1,0,10,0,10,0,0,0,10,8,7,8,8,8,8,8,8,9,9,100,100,,1,1,1,1,50,900,12,1,1,,32,1,0,3,,1,1,11,1,1,1,213,1,2,1,5,,1,
R_31ZfaXtqRUz906v,Default Response Set,2020-04-29 12:09:43,2020-04-29 12:14:33,1,0,0,0,5ea9a695-d0bb-7af1-0628-1eeb364d5ea6,39176155,968,TheoremReach,1,1,1,5,6,4,10,4,5,5,4,4,4,6,4,4,4,4,070,20,10,5,6,6,6,5,5,6,5,5,5,5,5,5,5,5,5,5,6,5,10,6,4,7,4,8,8,6,6,6,7,4,4,7,5,6,6,5,5,5,4,6,4,7,6,6,5,5,5,7,8,5,5,30,30,4,1,4,6,1,50,300,16,1,1,,41,1,0,2,,1,1,6,1,1,1,213,3,2,1,1,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,
R_1r66G4AdGcx8W1b,Default Response Set,2020-04-29 12:14:58,2020-04-29 12:21:11,1,0,0,0,5ea9a7fa-a73b-80ef-b2bc-7b8e00a6cd57,d796e4d513e54d300b5485b91b552f13,708,TapResearch,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50,50,5,1,7,5,1,50,300,4,1,2,,21,1,0,1,,1,1,6,1,1,1,213,1,5,1,3,,1,
R_2VlLVX8rcl0aKco,Default Response Set,2020-04-29 12:14:21,2020-04-29 12:23:32,1,0,0,0,5ea9a7d4-9b09-40c7-7637-d31f4d834aa1,4bbee6aacfc1845f6024e8aba1fa160a,708,TapResearch,1,1,1,9,2,9,9,10,8,9,10,9,10,9,10,9,10,10,50,50,0,7,5,5,5,5,5,3,0,0,0,0,5,9,9,10,0,5,5,5,9,6,6,9,9,5,5,5,5,5,5,7,7,5,5,5,0,0,5,5,3,3,5,9,7,5,0,5,7,0,5,5,9,0,0,3,1,16,8,1,50,300,,1,2,,35,3,0,1,,1,1,4,1,1,1,213,1,5,8,1,,1,
R_22AdBlbzqHnPi8A,Default Response Set,2020-04-29 12:22:40,2020-04-29 12:28:44,1,0,0,0,5ea9a9a1-5c18-b178-79d4-848226f6159e,a7daa480-f53c-0137-3576-0ac58b915e10,737,Dalia_Research,1,1,1,7,3,3,5,5,7,7,7,7,7,8,8,5,5,5,75,0,025,5,5,5,5,5,5,5,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,20,20,7,1,7,7,1,25,3,6,1,1,,36,1,0,6,,1,1,6,1,1,1,213,11,5,2,1,,1,
R_1es1aDADptr0m7z,Default Response Set,2020-04-29 12:23:30,2020-04-29 12:28:55,1,0,0,0,5ea9a9be-aeda-2fc4-b28e-ef3230de7638,121772697,968,TheoremReach,1,1,1,8,8,8,8,8,8,8,8,8,8,8,7,2,8,8,100,0,0,10,8,2,4,1,10,4,0,0,0,0,2,8,2,8,7,4,8,3,7,8,8,9,7,10,10,8,7,7,2,8,8,3,8,8,0,9,8,7,5,4,7,9,10,10,10,10,8,10,5,4,6,0,0,9,1,9,10,1,50원,300분,4시길,1,2,,21,1,0,4,,1,1,1,1,1,1,5,17,5,8,5,,1,
R_UrJ1HJUo4CA16wx,Default Response Set,2020-04-29 12:15:12,2020-04-29 12:32:00,1,0,0,0,5ea9a7dd-71d9-d68d-926f-7273cd090ee9,55dffa33bbfa09cc997ca8a06c09fb51,708,TapResearch,1,1,1,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,100,0,5,3,2,2,2,10,7,5,2,2,2,5,8,8,8,2,3,5,5,5,5,5,5,5,5,5,7,6,6,7,5,5,7,7,5,0,7,5,5,5,5,5,5,5,5,0,6,6,3,5,6,6,0,10,3,1,12,8,1,50,300,4,1,2,,36,1,0,6,프리랜서,1,1,8,1,1,1,213,1,5,2,2,없습니다,1,
R_ewYH6VDq9BMNqRr,Default Response Set,2020-04-29 12:22:32,2020-04-29 12:32:17,1,0,0,0,5ea9a997-0f65-28c3-b877-d0f5bee0e853,121772468,968,TheoremReach,1,1,1,10,3,9,7,7,10,10,10,7,6,10,10,3,10,9,60,35,5,6,6,7,7,8,10,10,10,3,3,5,3,7,7,8,1,4,10,9,9,7,4,6,6,6,6,6,6,6,7,2,3,7,8,5,0,4,6,6,6,4,0,5,5,5,5,5,5,5,5,5,5,0,60,5,1,10,6,1,25원,3분,12시간,1,2,,20,1,0,4,,1,1,6,1,1,1,213,4,2,8,3,,1,
R_31blkSIzxddQ5H6,Default Response Set,2020-04-29 12:23:29,2020-04-29 12:32:31,1,0,0,0,5ea9a9bb-5c60-e5fe-5555-eed858c9d61a,46cc7b90-9ab7-4b4c-85a2-a1aaa2142462,737,Dalia_Research,1,1,1,10,7,7,8,5,6,7,7,4,8,10,3,3,3,8,80,020,0,7,5,7,2,7,10,7,8,2,0,2,2,9,9,9,0,2,6,3,6,7,8,8,8,9,9,8,2,8,8,3,3,8,8,9,0,2,9,7,7,2,2,8,7,2,1,3,3,5,4,7,7,0,50,2,1,5,7,1,50,3,7,1,2,,23,1,0,4,,1,1,6,1,1,1,213,2,5,1,2,,1,
R_qVIpk8HNU6tJnAR,Default Response Set,2020-04-29 12:20:12,2020-04-29 12:33:15,1,0,0,0,5ea9a906-497d-1986-e6dc-71367465a4a2,111505868,968,TheoremReach,1,1,1,10,0,10,5,10,10,10,10,10,10,10,5,4,10,10,10,45,45,2,2,5,5,5,6,6,4,3,3,3,5,6,6,6,1,1,6,4,7,4,4,4,3,5,7,2,2,2,2,5,4,5,5,4,0,5,5,3,4,4,3,10,7,6,10,8,7,0,7,6,10,0,10,5,1,5,4,1,50,300,4,1,2,,50,3,2,6,,1,1,6,1,1,1,213,10,2,1,3,,1,
R_2EiyMHXKukxpTZr,Default Response Set,2020-04-29 12:22:52,2020-04-29 12:33:27,1,0,0,0,5ea9a9c0-eeda-5fc4-4f12-05662a8c7e34,121031973,968,TheoremReach,1,1,1,10,1,10,8,10,7,9,9,9,9,7,7,7,8,8,50,50,0,7,7,5,7,7,8,8,8,2,2,2,9,8,8,7,1,6,6,6,9,6,8,7,8,4,5,7,7,6,9,8,8,4,2,4,0,3,6,3,8,8,2,6,6,8,2,7,7,3,4,7,7,50,50,4,1,3,7,1,50,300,4,1,2,,27,2,0,1,,1,1,6,1,1,1,213,12,4,2,2,,1,
R_3qyt3QqaGOZkqXK,Default Response Set,2020-04-29 12:23:18,2020-04-29 12:35:36,1,0,0,0,5ea9a9db-3e59-cdb5-e31f-8a3637b2cfef,3c472449-cfc3-4e49-8c11-775f99d5d66f,737,Dalia_Research,1,1,1,10,4,4,7,8,8,8,10,4,10,7,7,5,7,10,40,20,40,6,6,7,5,6,10,10,0,0,0,0,4,7,10,8,2,4,8,8,8,8,6,4,4,5,5,7,6,7,7,3,4,6,7,9,0,6,6,4,8,4,6,9,7,6,0,6,6,4,6,6,8,20,50,3,1,11,7,1,50,1,4,1,2,,24,1,0,3,,1,1,7,1,1,1,213,14,4,1,1,,1,
R_22Mn3lCPJV5l5LC,Default Response Set,2020-04-29 12:29:57,2020-04-29 12:38:17,1,0,0,0,5ea9ab68-946e-b1bc-af2a-c220b8279dfe,0fde92e6-2c8b-4b1e-a75c-8223ef19effb,737,Dalia_Research,1,1,1,8,3,8,8,9,8,8,9,7,8,8,7,3,9,9,50,30,20,7,5,2,2,2,10,8,7,2,2,1,3,6,7,8,3,2,7,7,8,8,2,3,1,8,8,6,4,3,8,7,7,4,7,8,0,3,7,3,8,6,3,9,4,3,2,4,3,2,8,8,10,40,20,3,1,9,8,1,50,300,8,1,2,,21,1,0,2,,1,1,6,1,1,1,213,2,5,3,1,,1,
R_1j9PbgvdMBTCmeW,Default Response Set,2020-04-29 12:16:55,2020-04-29 12:38:34,1,0,0,0,5ea9a85b-40b2-b9b3-b938-b3610b4a932d,121771545,968,TheoremReach,1,1,1,10,2,10,10,10,9,10,10,10,10,8,9,6,10,10,20,50,30,7,4,4,6,4,10,8,4,2,3,5,3,7,7,7,0,3,7,7,6,5,4,6,3,6,8,8,6,6,8,5,8,6,6,5,0,6,6,4,6,8,5,5,5,6,3,6,4,5,8,6,6,20,20,4,1,6,7,1,25원,100분,7시간,1,2,,33,1,0,3,,1,1,6,1,1,1,213,12,5,2,2,,1,
R_1Ln6GPDfqQWWkgi,Default Response Set,2020-04-29 12:25:56,2020-04-29 12:38:46,1,0,0,0,5ea9aa8a-2a78-b1e6-ee20-24c927ca4e20,137e2b2c-d35d-4843-91d0-0cbc79fa336b,737,Dalia_Research,1,1,1,10,0,10,8,7,10,10,10,8,10,10,10,10,10,10,15,80,5,8,7,10,10,10,10,10,5,0,1,2,7,7,8,10,0,0,8,8,10,8,3,4,8,6,6,9,9,9,10,4,4,4,6,6,0,6,5,6,8,8,5,7,9,6,0,6,4,3,9,9,9,50,60,0,1,1,4,1,0원,300분,32시간,1,2,,21,1,0,4,,1,1,5,1,1,1,213,14,4,4,1,,1,
R_1jCWG4ob09dWLHR,Default Response Set,2020-04-29 12:30:48,2020-04-29 12:41:41,1,0,0,0,5ea9ab8d-1373-5eae-0d5f-39f0da81f165,aed1d21c-198c-49a2-948d-21e60cabdf1e,737,Dalia_Research,1,1,1,8,4,9,8,9,9,10,10,9,10,8,8,10,9,10,50,30,20,8,7,5,6,7,10,9,1,0,1,0,4,10,10,10,0,4,7,8,9,5,2,2,6,7,7,7,5,8,9,9,9,3,4,8,0,3,4,2,8,8,7,8,7,4,2,6,5,4,4,4,8,10,10,2,1,12,8,1,50,3,3,1,1,,48,3,1,1,,1,1,4,1,1,1,213,1,5,8,1,,1,
R_1rCeD3pP8k6mgqR,Default Response Set,2020-04-29 12:26:22,2020-04-29 12:42:02,1,0,0,0,5ea9aa81-5bc8-da84-68e1-aca430b5a31b,107354844,968,TheoremReach,1,1,1,9,6,3,5,2,8,8,7,6,6,7,4,3,6,6,70,20,10,6,6,5,4,4,8,6,6,3,4,4,3,6,6,7,0,3,6,4,7,6,7,9,9,6,5,8,9,6,7,5,6,6,7,6,0,6,6,4,4,5,1,6,7,6,2,4,6,4,6,6,5,20,30,3,1,11,5,1,25,3,,1,2,,31,2,0,1,,1,1,6,1,1,1,213,3,5,2,1,코로나로 모두가 위축되었습니다. 소비도 사람들의 정서적 안정도. 많은 사람들에게 좋은 영향을 주는 연구가 되기를 바랍니다.,1,
R_3scTwd9bsm5ZAw9,Default Response Set,2020-04-29 12:31:37,2020-04-29 12:42:45,1,0,0,0,5ea9abdf-3691-4ee9-594f-44d5985704c5,f423acf4-f37d-4478-aa1f-8ee699830adb,737,Dalia_Research,1,1,1,8,4,6,5,5,8,6,5,5,10,8,7,4,7,6,90,10,0,3,4,3,5,5,10,5,0,2,0,0,4,6,7,9,3,3,5,6,9,7,4,5,8,4,4,4,5,4,5,1,0,7,10,5,0,6,2,8,6,4,5,5,5,3,2,4,3,8,3,3,4,10,50,5,1,10,5,1,25,600,7,1,2,,27,1,0,1,,1,1,7,1,1,1,213,3,4,3,2,,1,
R_3JCxAhR0VBBC8h7,Default Response Set,2020-04-29 12:39:36,2020-04-29 12:43:06,1,0,0,0,5ea9ad96-125b-25ac-fbf7-9b14308279d5,109092429,968,TheoremReach,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,035,035,030,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50,50,5,1,8,5,1,r,r,r,1,2,,23,2,0,1,,1,1,6,1,1,1,213,1,4,6,3,ㅇㅇ,1,
R_4MEsZiahRb6Od0d,Default Response Set,2020-04-29 12:26:00,2020-04-29 12:45:54,1,0,0,0,5ea9aa55-4b93-5cca-5750-239383c55af5,fe9f6e81fc6701882e21a47d8f467fea,708,TapResearch,1,1,1,9,1,10,10,10,10,10,10,10,10,8,9,8,8,10,100,0,0,6,4,5,9,10,10,10,7,6,3,1,6,10,10,10,0,0,10,8,10,9,7,9,9,8,8,8,8,8,8,8,9,7,6,7,0,5,9,8,10,5,9,10,10,9,0,4,4,0,7,5,10,0,30,5,1,13,7,1,25,300,4,1,2,,26,2,0,1,,1,1,6,1,1,1,213,1,5,3,3,,1,
R_1N3x93tYrtROycx,Default Response Set,2020-04-29 12:34:13,2020-04-29 12:46:29,1,0,0,0,5ea9ac5d-f981-6c04-90b1-5706c4094b50,9910955f-00ee-461c-b93e-ca6275ee9737,737,Dalia_Research,1,1,1,10,2,7,10,10,10,10,10,7,10,8,5,4,6,7,80,10,10,4,7,3,6,7,10,7,2,0,1,4,0,10,10,9,0,0,7,6,9,8,7,7,9,7,7,8,6,7,8,7,7,6,6,9,0,3,6,1,7,6,8,9,7,4,3,6,7,0,7,8,10,30,50,5,1,3,7,1,25원,3분,7시간,1,2,,22,1,0,4,,1,1,5,1,1,1,213,1,5,6,3,,1,
R_3PcwGA8qSNmwj8X,Default Response Set,2020-04-29 12:37:34,2020-04-29 12:47:07,1,0,0,0,5ea9ad2e-4da2-c93e-5778-7fe40ddfcd27,50d071b5-9b21-4f29-8593-768217b2c4e1,737,Dalia_Research,1,1,1,8,3,3,3,5,7,7,7,7,7,5,4,6,4,8,50,40,10,7,7,5,5,5,9,9,3,3,3,3,5,7,7,7,2,5,7,7,8,8,4,6,6,7,7,7,7,7,7,7,7,4,5,8,7,5,6,4,6,6,5,8,8,5,5,7,7,5,8,8,9,20,50,7,1,1,7,1,50,300,4,1,1,,59,3,2,1,,1,1,4,2,1,1,213,9,5,7,2,너무 길어요,1,
R_24Bp5AQGQCTxkZC,Default Response Set,2020-04-29 12:40:19,2020-04-29 12:48:04,1,0,0,0,5ea9adc0-8ba8-5c48-d3ac-d6e93869458d,_6572_4be9f084100a3a24796e12cc455b9fda,1135,RevenueUniverse,1,1,1,6,6,3,4,7,6,6,4,4,9,7,4,8,4,8,100,0,0,4,6,4,7,4,6,4,2,2,2,2,7,7,7,7,2,2,2,4,7,4,4,8,8,6,6,3,3,6,6,6,6,4,6,8,0,4,4,6,6,6,4,6,4,4,4,4,4,9,4,4,2,20,70,3,1,1,4,1,25,300,7,1,2,,24,1,0,4,,1,1,6,1,1,1,213,12,5,8,1,,1,
R_PSPjvV5SC0nYFA5,Default Response Set,2020-04-29 12:36:25,2020-04-29 12:52:23,1,0,0,0,5ea9acda-b5a2-c85e-6ce3-f062aa6bbb3b,03dd7d38-2cf2-4097-b3f9-adeb3067f1a3,737,Dalia_Research,1,1,1,9,5,7,5,7,9,9,10,9,10,9,7,4,5,5,0,100,0,5,8,9,5,5,10,10,0,0,0,0,5,9,9,8,2,5,7,5,8,7,5,5,5,7,7,8,7,9,9,8,5,7,3,9,0,5,7,3,8,8,5,8,9,8,1,8,5,5,5,7,9,10,10,3,1,7,8,1,50,300,4,1,2,,48,3,2,1,,1,1,3,1,1,1,213,,5,5,1,,1,
