subId,country,check_selfrep,check_voting,age,education,subj_SES,pol_ideology,religiosity,argument,gender_recode,race_recode,exclude_behav,dimension,dilemma,behav,support,avg_trust,taskOrder
850,ASDF3,1,1,65,1,3,3,6,Non-Utilitarian,Male,Black,0,IB,medicine,NA,5,2.5,behav
851,ASDF3,1,1,43,1,2,4,5,Non-Utilitarian,Male,Black,0,IH,tracing,Non-Utilitarian,1,NA,behav
851,ASDF3,1,1,43,1,2,4,5,Non-Utilitarian,Female,Black,0,IB,medicine,NA,3,2.5,behav
851,ASDF3,1,1,43,1,2,4,5,Non-Utilitarian,Female,White,0,IB,ppe,NA,3,2.5,behav
852,ASDF3,1,1,2,4,9,4,6,Non-Utilitarian,Female,White,0,IB,medicine,NA,2,3,behav
852,ASDF3,1,1,2,4,9,4,6,Non-Utilitarian,Female,White,0,IH,lockdown,Non-Utilitarian,3,NA,behav
852,ASDF3,1,1,2,4,9,4,6,Non-Utilitarian,Male,White,0,IB,ppe,NA,5,3.5,behav
853,ASDF3,1,1,67,2,2,5,3,Utilitarian,Female,Black,0,IH,tracing,NA,2,2,self-rep
853,ASDF3,1,1,67,2,2,5,3,Utilitarian,Female,Black,0,IB,medicine,Utilitarian,7,NA,self-rep
853,ASDF3,1,1,67,2,2,5,3,Utilitarian,Female,Black,0,IH,ventilator,NA,2,2,self-rep
854,ASDF3,1,1,42,4,8,6,7,Non-Utilitarian,Female,White,0,IH,lockdown,NA,5,4,self-rep
854,ASDF3,1,1,42,4,8,6,7,Non-Utilitarian,Female,White,0,IB,medicine,Non-Utilitarian,4,NA,self-rep
854,ASDF3,1,1,42,4,8,6,7,Non-Utilitarian,Female,White,0,IH,ventilator,NA,2,4,self-rep
855,ASDF3,1,1,58,5,10,2,7,Utilitarian,Female,White,0,IH,tracing,NA,3,3.5,behav
855,ASDF3,1,1,58,5,10,2,7,Utilitarian,Female,White,0,IB,medicine,Utilitarian,5,NA,behav
855,ASDF3,1,1,58,5,10,2,7,Utilitarian,Male,Black,0,IH,ventilator,NA,3,3,behav
856,ASDF3,1,1,90,3,5,3,7,Non-Utilitarian,Male,Black,0,IB,ppe,NA,3,6,behav
856,ASDF3,1,1,90,3,5,3,7,Non-Utilitarian,Male,Black,0,IB,medicine,NA,3,6,behav
856,ASDF3,1,1,90,3,5,3,7,Non-Utilitarian,Female,White,0,IH,ventilator,Non-Utilitarian,2,NA,behav
857,ASDF3,1,1,39,2,5,5,6,Non-Utilitarian,Female,White,0,IB,ppe,Non-Utilitarian,4,NA,behav
857,ASDF3,1,1,39,2,5,5,6,Non-Utilitarian,Female,White,0,IH,tracing,NA,3,4.5,behav
857,ASDF3,1,1,39,2,5,5,6,Non-Utilitarian,Female,White,0,IH,ventilator,NA,4,3.5,behav
858,ASDF3,1,1,9,2,8,5,3,Non-Utilitarian,Male,White,0,IH,ventilator,Non-Utilitarian,1,NA,self-rep
858,ASDF3,1,1,9,2,8,5,3,Non-Utilitarian,Female,Black,0,IB,medicine,NA,2,4.5,self-rep
858,ASDF3,1,1,9,2,8,5,3,Non-Utilitarian,Female,Black,0,IB,ppe,NA,2,4.5,self-rep
859,ASDF3,1,1,29,1,6,3,7,Utilitarian,Female,Black,0,IH,ventilator,NA,1,7,self-rep
859,ASDF3,1,1,29,1,6,3,7,Utilitarian,Male,White,0,IH,lockdown,NA,1,7,self-rep
859,ASDF3,1,1,29,1,6,3,7,Utilitarian,Female,Black,0,IB,ppe,Utilitarian,7,NA,self-rep
860,ASDF3,1,1,52,5,6,1,6,Utilitarian,Female,Black,0,IH,ventilator,NA,2,5.5,behav
860,ASDF3,1,1,52,5,6,1,6,Utilitarian,Female,Black,0,IB,ppe,Non-Utilitarian,3,NA,behav
860,ASDF3,1,1,52,5,6,1,6,Utilitarian,Female,Black,0,IH,lockdown,NA,5,5,behav
861,ASDF3,1,1,65,4,9,1,5,Non-Utilitarian,Female,White,0,IH,ventilator,Non-Utilitarian,1,NA,behav
861,ASDF3,1,1,65,4,9,1,5,Non-Utilitarian,Female,White,0,IB,medicine,NA,6,6.5,behav
861,ASDF3,1,1,65,4,9,1,5,Non-Utilitarian,Female,White,0,IB,ppe,NA,4,5.5,behav
862,ASDF3,1,1,92,1,8,4,3,Non-Utilitarian,Female,Black,0,IH,tracing,Utilitarian,2,NA,behav
862,ASDF3,1,1,92,1,8,4,3,Non-Utilitarian,Male,Black,0,IB,medicine,NA,5,5.5,behav
862,ASDF3,1,1,92,1,8,4,3,Non-Utilitarian,Male,Black,0,IB,ppe,NA,3,5,behav
863,ASDF3,1,1,38,3,2,4,7,Non-Utilitarian,Male,Black,0,IH,lockdown,NA,1,5,behav
863,ASDF3,1,1,38,3,2,4,7,Non-Utilitarian,Male,Black,0,IH,ventilator,NA,2,6,behav
863,ASDF3,1,1,38,3,2,4,7,Non-Utilitarian,Male,White,0,IB,ppe,Non-Utilitarian,1,NA,behav
864,ASDF3,1,1,67,3,4,3,3,Utilitarian,Male,White,0,IH,ventilator,NA,3,4,self-rep
864,ASDF3,1,1,67,3,4,3,3,Utilitarian,Male,White,0,IB,ppe,Non-Utilitarian,3,NA,self-rep
864,ASDF3,1,1,67,3,4,3,3,Utilitarian,Female,White,0,IH,tracing,NA,5,4,self-rep
865,ASDF3,1,1,74,2,10,7,1,Utilitarian,Male,Black,0,IH,lockdown,NA,2,1,behav
865,ASDF3,1,1,74,2,10,7,1,Utilitarian,Male,Black,0,IH,ventilator,NA,1,1.5,behav
865,ASDF3,1,1,74,2,10,7,1,Utilitarian,Male,Black,0,IB,ppe,Non-Utilitarian,3,NA,behav
866,ASDF3,1,1,13,1,2,6,7,Non-Utilitarian,Female,White,0,IH,ventilator,NA,1,6,self-rep
866,ASDF3,1,1,13,1,2,6,7,Non-Utilitarian,Male,Black,0,IH,lockdown,NA,1,6,self-rep
866,ASDF3,1,1,13,1,2,6,7,Non-Utilitarian,Male,Black,0,IB,ppe,Utilitarian,6,NA,self-rep
867,ASDF3,1,1,80,4,2,1,5,Non-Utilitarian,Male,Black,0,IB,medicine,NA,6,6,behav
867,ASDF3,1,1,80,4,2,1,5,Non-Utilitarian,Male,White,0,IH,ventilator,Non-Utilitarian,2,NA,behav
867,ASDF3,1,1,80,4,2,1,5,Non-Utilitarian,Female,White,0,IB,ppe,NA,6,6,behav
868,ASDF3,1,1,53,1,6,2,5,Non-Utilitarian,Female,White,0,IB,medicine,NA,5,2,self-rep
868,ASDF3,1,1,53,1,6,2,5,Non-Utilitarian,Female,White,0,IB,ppe,NA,6,3.5,self-rep
868,ASDF3,1,1,53,1,6,2,5,Non-Utilitarian,Male,White,0,IH,lockdown,Non-Utilitarian,1,NA,self-rep
869,ASDF3,1,1,74,3,3,2,2,Utilitarian,Female,Black,0,IB,medicine,NA,1,5.5,behav
869,ASDF3,1,1,74,3,3,2,2,Utilitarian,Female,Black,0,IH,lockdown,Utilitarian,5,NA,behav
869,ASDF3,1,1,74,3,3,2,2,Utilitarian,Female,Black,0,IB,ppe,NA,1,5.5,behav
870,ASDF3,1,1,18,2,7,5,3,Non-Utilitarian,Female,Black,0,IB,ppe,NA,1,5,behav
870,ASDF3,1,1,18,2,7,5,3,Non-Utilitarian,Male,White,0,IH,tracing,Non-Utilitarian,7,NA,behav
870,ASDF3,1,1,18,2,7,5,3,Non-Utilitarian,Male,White,0,IB,medicine,NA,1,5,behav
871,ASDF3,1,1,9,5,4,6,7,Non-Utilitarian,Male,White,0,IB,medicine,Utilitarian,5,NA,behav
871,ASDF3,1,1,9,5,4,6,7,Non-Utilitarian,Male,White,0,IH,ventilator,NA,2,2.5,behav
871,ASDF3,1,1,9,5,4,6,7,Non-Utilitarian,Female,White,0,IH,lockdown,NA,3,4,behav
872,ASDF3,1,1,94,2,5,7,5,Non-Utilitarian,Female,White,0,IH,ventilator,NA,2,5,behav
872,ASDF3,1,1,94,2,5,7,5,Non-Utilitarian,Female,White,0,IB,medicine,Utilitarian,7,NA,behav
872,ASDF3,1,1,94,2,5,7,5,Non-Utilitarian,Male,White,0,IH,lockdown,NA,1,6.5,behav
873,ASDF3,1,1,55,2,6,1,2,Non-Utilitarian,Female,Black,0,IH,ventilator,NA,5,3.5,self-rep
873,ASDF3,1,1,55,2,6,1,2,Non-Utilitarian,Female,Black,0,IH,tracing,NA,5,5.5,self-rep
873,ASDF3,1,1,55,2,6,1,2,Non-Utilitarian,Female,Black,0,IB,medicine,Utilitarian,6,NA,self-rep
874,ASDF3,1,1,51,1,6,1,4,Utilitarian,Female,White,0,IB,ppe,NA,2,2.5,behav
874,ASDF3,1,1,51,1,6,1,4,Utilitarian,Female,White,0,IB,medicine,NA,1,4.5,behav
874,ASDF3,1,1,51,1,6,1,4,Utilitarian,Female,White,0,IH,lockdown,Non-Utilitarian,3,NA,behav
875,ASDF3,1,1,79,1,5,3,7,Non-Utilitarian,Female,White,0,IH,tracing,NA,1,4.5,behav
875,ASDF3,1,1,79,1,5,3,7,Non-Utilitarian,Male,Black,0,IH,ventilator,NA,2,5,behav
875,ASDF3,1,1,79,1,5,3,7,Non-Utilitarian,Female,White,0,IB,ppe,Non-Utilitarian,3,NA,behav
876,ASDF3,1,1,12,4,9,6,5,Utilitarian,Female,White,0,IB,ppe,NA,2,5.5,self-rep
876,ASDF3,1,1,12,4,9,6,5,Utilitarian,Female,White,0,IB,medicine,NA,2,5.5,self-rep
876,ASDF3,1,1,12,4,9,6,5,Utilitarian,Male,White,0,IH,tracing,Non-Utilitarian,2,NA,self-rep
877,ASDF3,1,1,81,3,5,4,1,Non-Utilitarian,Male,White,0,IB,ppe,NA,3,4,behav
877,ASDF3,1,1,81,3,5,4,1,Non-Utilitarian,Male,White,0,IH,ventilator,Non-Utilitarian,2,NA,behav
877,ASDF3,1,1,81,3,5,4,1,Non-Utilitarian,Male,White,0,IB,medicine,NA,3,5,behav
878,ASDF3,1,1,0,4,4,4,6,Non-Utilitarian,Female,White,0,IB,ppe,NA,7,6,self-rep
878,ASDF3,1,1,0,4,4,4,6,Non-Utilitarian,Male,Black,0,IH,lockdown,Non-Utilitarian,1,NA,self-rep
878,ASDF3,1,1,0,4,4,4,6,Non-Utilitarian,Male,Black,0,IB,medicine,NA,7,6,self-rep
879,ASDF3,1,1,27,3,4,2,4,Utilitarian,Male,Black,0,IH,lockdown,Non-Utilitarian,2,NA,behav
879,ASDF3,1,1,27,3,4,2,4,Utilitarian,Female,White,0,IB,ppe,NA,1,4,behav
879,ASDF3,1,1,27,3,4,2,4,Utilitarian,Female,Black,0,IB,medicine,NA,1,4,behav
880,ASDF3,1,1,86,1,1,1,5,Non-Utilitarian,Female,Black,0,IH,ventilator,Non-Utilitarian,2,NA,self-rep
880,ASDF3,1,1,86,1,1,1,5,Non-Utilitarian,Female,Black,0,IB,medicine,NA,2,2,self-rep
880,ASDF3,1,1,86,1,1,1,5,Non-Utilitarian,Female,White,0,IB,ppe,NA,2,2.5,self-rep
881,ASDF3,1,1,56,3,2,1,3,Non-Utilitarian,Female,White,0,IH,ventilator,Non-Utilitarian,2,NA,behav
881,ASDF3,1,1,56,3,2,1,3,Non-Utilitarian,Female,White,0,IB,medicine,NA,3,5,behav
881,ASDF3,1,1,56,3,2,1,3,Non-Utilitarian,Female,White,0,IB,ppe,NA,3,5,behav
882,ASDF3,1,1,58,4,1,2,5,Utilitarian,Male,White,0,IB,ppe,NA,4,5,behav
882,ASDF3,1,1,58,4,1,2,5,Utilitarian,Female,Black,0,IH,lockdown,Utilitarian,4,NA,behav
882,ASDF3,1,1,58,4,1,2,5,Utilitarian,Female,Black,0,IB,medicine,NA,5,6,behav
883,ASDF3,1,1,34,4,5,4,3,Non-Utilitarian,Female,Black,0,IB,medicine,Non-Utilitarian,3,NA,self-rep
883,ASDF3,1,1,34,4,5,4,3,Non-Utilitarian,Male,Black,0,IH,ventilator,NA,1,3,self-rep
883,ASDF3,1,1,34,4,5,4,3,Non-Utilitarian,Male,White,0,IH,lockdown,NA,3,3,self-rep
884,ASDF3,1,1,98,1,7,2,6,Non-Utilitarian,Male,White,0,IH,tracing,NA,7,5,behav
884,ASDF3,1,1,98,1,7,2,6,Non-Utilitarian,Male,White,0,IB,ppe,Non-Utilitarian,1,NA,behav
884,ASDF3,1,1,98,1,7,2,6,Non-Utilitarian,Female,Black,0,IH,ventilator,NA,4,1,behav
885,ASDF3,1,1,64,4,7,4,5,Non-Utilitarian,Female,White,0,IB,ppe,NA,3,5,self-rep
885,ASDF3,1,1,64,4,7,4,5,Non-Utilitarian,Female,White,0,IH,ventilator,Non-Utilitarian,2,NA,self-rep
885,ASDF3,1,1,64,4,7,4,5,Non-Utilitarian,Female,White,0,IB,medicine,NA,3,5,self-rep
886,ASDF3,1,1,4,4,1,6,6,Utilitarian,Female,White,0,IB,ppe,NA,5,5,self-rep
886,ASDF3,1,1,4,4,1,6,6,Utilitarian,Male,White,0,IH,tracing,Non-Utilitarian,3,NA,self-rep
886,ASDF3,1,1,4,4,1,6,6,Utilitarian,Male,White,0,IB,medicine,NA,5,5,self-rep
887,ASDF3,1,1,60,2,9,3,1,Non-Utilitarian,Male,White,0,IB,ppe,NA,4,3.5,self-rep
887,ASDF3,1,1,60,2,9,3,1,Non-Utilitarian,Male,White,0,IH,tracing,Non-Utilitarian,2,NA,self-rep
887,ASDF3,1,1,60,2,9,3,1,Non-Utilitarian,Female,Black,0,IB,medicine,NA,4,3,self-rep
888,ASDF3,1,1,41,4,2,6,4,Non-Utilitarian,Female,Black,0,IH,ventilator,NA,3,4.5,behav
888,ASDF3,1,1,41,4,2,6,4,Non-Utilitarian,Female,Black,0,IH,lockdown,NA,3,5,behav
888,ASDF3,1,1,41,4,2,6,4,Non-Utilitarian,Female,White,0,IB,ppe,Non-Utilitarian,2,NA,behav
889,ASDF3,1,1,15,1,7,5,1,Utilitarian,Female,White,0,IH,ventilator,NA,3,6,self-rep
889,ASDF3,1,1,15,1,7,5,1,Utilitarian,Female,White,0,IB,ppe,Non-Utilitarian,2,NA,self-rep
889,ASDF3,1,1,15,1,7,5,1,Utilitarian,Female,White,0,IH,tracing,NA,5,3,self-rep
890,ASDF3,1,1,90,4,2,4,1,Utilitarian,Male,White,0,IH,ventilator,NA,1,1,self-rep
890,ASDF3,1,1,90,4,2,4,1,Utilitarian,Female,White,0,IB,medicine,Utilitarian,7,NA,self-rep
890,ASDF3,1,1,90,4,2,4,1,Utilitarian,Female,White,0,IH,tracing,NA,1,1,self-rep
891,ASDF3,1,1,22,4,3,7,3,Non-Utilitarian,Female,White,0,IH,ventilator,NA,3,4,behav
891,ASDF3,1,1,22,4,3,7,3,Non-Utilitarian,Female,White,0,IH,lockdown,NA,2,2,behav
891,ASDF3,1,1,22,4,3,7,3,Non-Utilitarian,Female,White,0,IB,ppe,Utilitarian,6,NA,behav
892,ASDF3,1,1,75,4,5,2,7,Non-Utilitarian,Female,White,0,IH,tracing,NA,2,5.5,self-rep
892,ASDF3,1,1,75,4,5,2,7,Non-Utilitarian,Female,White,0,IB,medicine,Utilitarian,6,NA,self-rep
892,ASDF3,1,1,75,4,5,2,7,Non-Utilitarian,Female,White,0,IH,ventilator,NA,5,5,self-rep
893,ASDF3,1,1,49,1,5,1,2,Utilitarian,Male,White,0,IH,tracing,NA,3,1.5,behav
893,ASDF3,1,1,49,1,5,1,2,Utilitarian,Male,White,0,IB,medicine,Utilitarian,6,NA,behav
893,ASDF3,1,1,49,1,5,1,2,Utilitarian,Male,White,0,IH,ventilator,NA,4,4,behav
894,ASDF3,1,1,84,1,5,1,1,Non-Utilitarian,Male,Black,0,IB,medicine,NA,1,4.5,behav
894,ASDF3,1,1,84,1,5,1,1,Non-Utilitarian,Male,White,0,IH,ventilator,Non-Utilitarian,7,NA,behav
894,ASDF3,1,1,84,1,5,1,1,Non-Utilitarian,Male,White,0,IB,ppe,NA,1,4.5,behav
895,ASDF3,1,1,58,2,9,3,4,Utilitarian,Male,White,0,IB,medicine,NA,2,4.5,self-rep
895,ASDF3,1,1,58,2,9,3,4,Utilitarian,Female,White,0,IH,ventilator,Utilitarian,6,NA,self-rep
895,ASDF3,1,1,58,2,9,3,4,Utilitarian,Male,Black,0,IB,ppe,NA,2,4.5,self-rep
896,ASDF3,1,1,41,4,4,1,6,Utilitarian,Male,Black,0,IB,ppe,Non-Utilitarian,3,NA,behav
896,ASDF3,1,1,41,4,4,1,6,Utilitarian,Male,Black,0,IH,ventilator,NA,3,4,behav
896,ASDF3,1,1,41,4,4,1,6,Utilitarian,Female,Black,0,IH,tracing,NA,5,5,behav
897,ASDF3,1,1,19,4,6,4,2,Utilitarian,Male,White,1,IH,lockdown,Non-Utilitarian,3,NA,self-rep
897,ASDF3,1,1,19,4,6,4,2,Utilitarian,Male,White,1,IB,medicine,NA,5,4,self-rep
897,ASDF3,1,1,19,4,6,4,2,Utilitarian,Male,White,1,IB,ppe,NA,2,4.5,self-rep
898,ASDF3,1,1,77,1,2,6,2,Utilitarian,Male,Black,0,IB,ppe,NA,1,7,behav
898,ASDF3,1,1,77,1,2,6,2,Utilitarian,Male,Black,0,IB,medicine,NA,1,7,behav
898,ASDF3,1,1,77,1,2,6,2,Utilitarian,Male,Black,0,IH,ventilator,Non-Utilitarian,1,NA,behav
899,ASDF3,1,1,10,1,10,4,6,Non-Utilitarian,Male,Black,0,IB,ppe,NA,3,5.5,behav
899,ASDF3,1,1,10,1,10,4,6,Non-Utilitarian,Female,White,0,IH,tracing,Non-Utilitarian,3,NA,behav
899,ASDF3,1,1,10,1,10,4,6,Non-Utilitarian,Male,Black,0,IB,medicine,NA,3,4,behav
900,ASDF3,1,1,52,2,10,3,3,Utilitarian,Male,Black,0,IB,medicine,NA,1,4,self-rep
900,ASDF3,1,1,52,2,10,3,3,Utilitarian,Male,Black,0,IB,ppe,NA,1,4,self-rep
900,ASDF3,1,1,52,2,10,3,3,Utilitarian,Male,Black,0,IH,ventilator,Utilitarian,7,NA,self-rep
901,ASDF3,1,1,61,4,5,2,7,Utilitarian,Male,Black,0,IH,tracing,NA,1,2,behav
901,ASDF3,1,1,61,4,5,2,7,Utilitarian,Male,Black,0,IB,ppe,Utilitarian,2,NA,behav
901,ASDF3,1,1,61,4,5,2,7,Utilitarian,Male,Black,0,IH,ventilator,NA,1,1.5,behav
902,ASDF3,1,1,24,2,9,5,3,Utilitarian,Male,Black,0,IB,medicine,Non-Utilitarian,2,NA,behav
902,ASDF3,1,1,24,2,9,5,3,Utilitarian,Female,Black,0,IH,ventilator,NA,5,4,behav
902,ASDF3,1,1,24,2,9,5,3,Utilitarian,Female,Black,0,IH,lockdown,NA,2,4.5,behav
903,ASDF3,1,1,89,5,1,2,6,Non-Utilitarian,Female,Black,0,IH,ventilator,NA,4,3.5,behav
903,ASDF3,1,1,89,5,1,2,6,Non-Utilitarian,Male,White,0,IB,ppe,Utilitarian,5,NA,behav
903,ASDF3,1,1,89,5,1,2,6,Non-Utilitarian,Male,Black,0,IH,tracing,NA,4,4,behav
904,ASDF3,1,1,80,5,3,5,3,Utilitarian,Male,Black,0,IB,medicine,Utilitarian,6,NA,self-rep
904,ASDF3,1,1,80,5,3,5,3,Utilitarian,Male,Black,0,IH,lockdown,NA,2,6.5,self-rep
904,ASDF3,1,1,80,5,3,5,3,Utilitarian,Male,White,0,IH,ventilator,NA,1,6.5,self-rep
905,ASDF3,1,1,99,2,9,7,3,Utilitarian,Male,White,1,IB,ppe,Utilitarian,6,NA,behav
905,ASDF3,1,1,99,2,9,7,3,Utilitarian,Male,White,1,IH,ventilator,NA,1,5.5,behav
905,ASDF3,1,1,99,2,9,7,3,Utilitarian,Male,White,1,IH,tracing,NA,1,5.5,behav
906,ASDF3,1,1,66,1,1,5,3,Non-Utilitarian,Female,White,0,IH,ventilator,Utilitarian,7,NA,behav
906,ASDF3,1,1,66,1,1,5,3,Non-Utilitarian,Male,White,0,IB,ppe,NA,7,7,behav
906,ASDF3,1,1,66,1,1,5,3,Non-Utilitarian,Male,White,0,IB,medicine,NA,7,6.5,behav
907,ASDF3,1,1,17,2,5,4,3,Utilitarian,Male,White,0,IB,ppe,NA,2,4.5,behav
907,ASDF3,1,1,17,2,5,4,3,Utilitarian,Female,Black,0,IB,medicine,NA,2,5,behav
907,ASDF3,1,1,17,2,5,4,3,Utilitarian,Male,Black,0,IH,lockdown,Utilitarian,7,NA,behav
908,ASDF3,1,1,81,5,5,4,3,Utilitarian,Male,Black,0,IB,medicine,Utilitarian,7,NA,self-rep
908,ASDF3,1,1,81,5,5,4,3,Utilitarian,Male,Black,0,IH,lockdown,NA,2,6,self-rep
908,ASDF3,1,1,81,5,5,4,3,Utilitarian,Female,Black,0,IH,ventilator,NA,1,7,self-rep
909,ASDF3,1,1,16,3,4,5,3,Utilitarian,Male,White,0,IH,tracing,Utilitarian,6,NA,behav
909,ASDF3,1,1,16,3,4,5,3,Utilitarian,Male,White,0,IB,medicine,NA,7,4.5,behav
909,ASDF3,1,1,16,3,4,5,3,Utilitarian,Male,White,0,IB,ppe,NA,5,4.5,behav
910,ASDF3,1,1,3,4,6,3,5,Non-Utilitarian,Male,White,0,IB,ppe,Utilitarian,6,NA,behav
910,ASDF3,1,1,3,4,6,3,5,Non-Utilitarian,Female,Black,0,IH,lockdown,NA,2,1,behav
910,ASDF3,1,1,3,4,6,3,5,Non-Utilitarian,Female,Black,0,IH,ventilator,NA,2,5.5,behav
911,ASDF3,1,1,6,3,10,1,3,Non-Utilitarian,Female,Black,0,IH,tracing,NA,1,2,self-rep
911,ASDF3,1,1,6,3,10,1,3,Non-Utilitarian,Male,Black,0,IH,ventilator,NA,2,4,self-rep
911,ASDF3,1,1,6,3,10,1,3,Non-Utilitarian,Female,White,0,IB,ppe,Utilitarian,5,NA,self-rep
912,ASDF3,1,1,17,2,1,3,4,Utilitarian,Female,White,0,IH,lockdown,Non-Utilitarian,2,NA,behav
912,ASDF3,1,1,17,2,1,3,4,Utilitarian,Female,White,0,IB,ppe,NA,3,4.5,behav
912,ASDF3,1,1,17,2,1,3,4,Utilitarian,Female,Black,0,IB,medicine,NA,5,4.5,behav
913,ASDF3,1,1,26,2,7,3,2,Non-Utilitarian,Female,Black,0,IH,lockdown,Non-Utilitarian,2,NA,self-rep
913,ASDF3,1,1,26,2,7,3,2,Non-Utilitarian,Female,Black,0,IB,ppe,NA,3,3.5,self-rep
913,ASDF3,1,1,26,2,7,3,2,Non-Utilitarian,Female,Black,0,IB,medicine,NA,2,4,self-rep
914,ASDF3,1,1,39,1,9,5,4,Non-Utilitarian,Male,White,0,IH,lockdown,NA,3,2,self-rep
914,ASDF3,1,1,39,1,9,5,4,Non-Utilitarian,Male,Black,0,IB,medicine,Utilitarian,5,NA,self-rep
914,ASDF3,1,1,39,1,9,5,4,Non-Utilitarian,Male,Black,0,IH,ventilator,NA,2,3,self-rep
915,ASDF3,1,1,40,2,7,6,7,Non-Utilitarian,Male,Black,0,IH,tracing,Non-Utilitarian,4,NA,self-rep
915,ASDF3,1,1,40,2,7,6,7,Non-Utilitarian,Female,White,0,IB,ppe,NA,7,4.5,self-rep
915,ASDF3,1,1,40,2,7,6,7,Non-Utilitarian,Female,White,0,IB,medicine,NA,5,5,self-rep
916,ASDF3,1,1,94,4,4,7,6,Utilitarian,Female,White,0,IB,ppe,NA,6,3.5,self-rep
916,ASDF3,1,1,94,4,4,7,6,Utilitarian,Female,White,0,IB,medicine,NA,3,4.5,self-rep
916,ASDF3,1,1,94,4,4,7,6,Utilitarian,Male,Black,0,IH,ventilator,Non-Utilitarian,1,NA,self-rep
917,ASDF3,1,1,56,4,1,6,2,Utilitarian,Female,White,0,IB,medicine,NA,1,3.5,self-rep
917,ASDF3,1,1,56,4,1,6,2,Utilitarian,Female,White,0,IH,lockdown,Utilitarian,6,NA,self-rep
917,ASDF3,1,1,56,4,1,6,2,Utilitarian,Female,White,0,IB,ppe,NA,1,3,self-rep
918,ASDF3,1,1,28,4,9,4,2,Non-Utilitarian,Female,Black,0,IB,ppe,Non-Utilitarian,7,NA,behav
918,ASDF3,1,1,28,4,9,4,2,Non-Utilitarian,Male,White,0,IH,ventilator,NA,7,7,behav
918,ASDF3,1,1,28,4,9,4,2,Non-Utilitarian,Male,White,0,IH,lockdown,NA,7,7,behav
919,ASDF3,1,1,85,5,1,6,5,Utilitarian,Male,White,0,IB,medicine,NA,1,2.5,self-rep
919,ASDF3,1,1,85,5,1,6,5,Utilitarian,Male,Black,0,IH,lockdown,Non-Utilitarian,1,NA,self-rep
919,ASDF3,1,1,85,5,1,6,5,Utilitarian,Female,White,0,IB,ppe,NA,3,5,self-rep
920,ASDF3,1,1,23,2,5,5,7,Non-Utilitarian,Female,White,0,IB,medicine,Utilitarian,3,NA,behav
920,ASDF3,1,1,23,2,5,5,7,Non-Utilitarian,Female,White,0,IH,lockdown,NA,2,3.5,behav
920,ASDF3,1,1,23,2,5,5,7,Non-Utilitarian,Female,White,0,IH,ventilator,NA,5,4,behav
921,ASDF3,1,1,6,1,4,6,3,Utilitarian,Female,White,0,IB,medicine,Utilitarian,1,NA,behav
921,ASDF3,1,1,6,1,4,6,3,Utilitarian,Female,White,0,IH,ventilator,NA,1,1,behav
921,ASDF3,1,1,6,1,4,6,3,Utilitarian,Female,White,0,IH,lockdown,NA,1,1,behav
922,ASDF3,1,1,69,1,4,6,7,Utilitarian,Female,White,0,IH,lockdown,Utilitarian,3,NA,self-rep
922,ASDF3,1,1,69,1,4,6,7,Utilitarian,Male,White,0,IB,medicine,NA,2,5.5,self-rep
922,ASDF3,1,1,69,1,4,6,7,Utilitarian,Male,White,0,IB,ppe,NA,2,6.5,self-rep
923,ASDF3,1,1,11,3,1,4,1,Utilitarian,Male,White,0,IB,medicine,Utilitarian,4,NA,behav
923,ASDF3,1,1,11,3,1,4,1,Utilitarian,Female,Black,0,IH,ventilator,NA,1,5.5,behav
923,ASDF3,1,1,11,3,1,4,1,Utilitarian,Female,White,0,IH,lockdown,NA,1,5.5,behav
924,ASDF3,1,1,85,5,2,3,5,Non-Utilitarian,Female,White,0,IB,ppe,NA,7,7,behav
924,ASDF3,1,1,85,5,2,3,5,Non-Utilitarian,Female,White,0,IH,ventilator,Non-Utilitarian,1,NA,behav
924,ASDF3,1,1,85,5,2,3,5,Non-Utilitarian,Male,White,0,IB,medicine,NA,7,7,behav
925,ASDF3,1,1,81,1,10,2,6,Utilitarian,Male,White,0,IB,medicine,NA,6,3,self-rep
925,ASDF3,1,1,81,1,10,2,6,Utilitarian,Male,White,0,IB,ppe,NA,6,3,self-rep
925,ASDF3,1,1,81,1,10,2,6,Utilitarian,Male,White,0,IH,tracing,Non-Utilitarian,2,NA,self-rep
926,ASDF3,1,1,48,1,2,7,4,Utilitarian,Female,Black,0,IH,lockdown,Non-Utilitarian,1,NA,self-rep
926,ASDF3,1,1,48,1,2,7,4,Utilitarian,Female,Black,0,IB,medicine,NA,1,7,self-rep
926,ASDF3,1,1,48,1,2,7,4,Utilitarian,Female,Black,0,IB,ppe,NA,4,7,self-rep
927,ASDF3,1,1,57,4,2,2,6,Non-Utilitarian,Female,Black,0,IB,ppe,NA,1,6,self-rep
927,ASDF3,1,1,57,4,2,2,6,Non-Utilitarian,Male,White,0,IB,medicine,NA,1,6,self-rep
927,ASDF3,1,1,57,4,2,2,6,Non-Utilitarian,Male,White,0,IH,lockdown,Non-Utilitarian,2,NA,self-rep
928,ASDF3,1,1,68,4,5,4,6,Utilitarian,Male,White,0,IB,medicine,Utilitarian,5,NA,behav
928,ASDF3,1,1,68,4,5,4,6,Utilitarian,Male,White,0,IH,ventilator,NA,2,4,behav
928,ASDF3,1,1,68,4,5,4,6,Utilitarian,Male,White,0,IH,lockdown,NA,2,4,behav
