"subject","cntr","country","R_attendance","R_prayer","R_religiousID","R_member","R_denomination","R_denominationText","R_god","R_afterlife","R_NormsSelfRelLife","R_NormsSelfGod","religiosity.s","religiosity","culturalNorms","norms","norms_z","spirituality","source_first","important_scientific","credible_scientific","important_spiritual","credible_spiritual","sourceCorrect_scientific","sourceCorrect_spiritual","recallHit_scientific","recallHit_spiritual","recallFa_scientific","recallFa_spiritual","RT_scientific","RT_spiritual","statementAndOrder","Age","Gender","Education","SES","Ethnicity","EthnicityText","Recruitment","Sample","Compensation","Language"
7451,"NLD","Netherlands",0,0,0.5,0,NA,"",0.333333333333333,0,0,0,-0.726679730478088,0.119047619047619,0,0.284751037344398,-0.845360715043866,1,"scientific",3,3,1,1,1,1,4,3,0,0,24.344,14.809,"S2_G1",48,"man",4,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7452,"NLD","Netherlands",0,0.428571428571429,0.5,0,NA,"",0.333333333333333,0.333333333333333,0.25,0.25,-0.228675826337145,0.299319727891156,0.25,0.284751037344398,-0.845360715043866,2,"spiritual",2,4,1,2,1,1,5,5,0,0,148.626,52.693,"G2_S1",56,"man",5,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7453,"NLD","Netherlands",0,0,0.5,1,"Christian (Roman Catholic)","",0.166666666666667,0.166666666666667,0,0,-0.7253959565179,0.119047619047619,0,0.284751037344398,-0.845360715043866,1,"spiritual",1,2,1,1,1,1,3,3,1,1,40.225,27.545,"G1_S2",51,"woman",4,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7454,"NLD","Netherlands",0,0,0,0,NA,"",0.166666666666667,0,0,0,-0.976656925747575,0.0238095238095238,0,0.284751037344398,-0.845360715043866,1,"scientific",3,2,3,4,1,1,5,4,1,0,70.701,91.021,"S1_G2",58,"man",4,3,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7455,"NLD","Netherlands",0.5,0.857142857142857,1,1,"Christian (Protestant)","",1,0,0.5,0.5,0.673619341470551,0.622448979591837,0.375,0.284751037344398,-0.845360715043866,5,"spiritual",3,3,1,1,1,1,5,2,0,1,29.197,30.178,"G2_S1",50,"man",6,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7456,"NLD","Netherlands",0,0,0,0,NA,"",0,0,0,0,-1.03844452662611,0,0.25,0.284751037344398,-0.845360715043866,1,"spiritual",3,3,1,2,1,1,4,2,0,0,21.708,42.846,"G1_S2",29,"man",6,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7457,"NLD","Netherlands",0,0,0.5,0,NA,"",0.166666666666667,0,0,0,-0.788467331356627,0.0952380952380952,0.5,0.284751037344398,-0.845360715043866,1,"spiritual",1,1,1,1,1,1,2,3,0,0,45.164,41.404,"G1_S2",75,"man",7,10,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7458,"NLD","Netherlands",0,0,1,1,"Christian (Protestant)","",1,1,0,1,0.467795996220898,0.571428571428571,0.5,0.284751037344398,-0.845360715043866,1,"spiritual",7,7,1,7,1,0,2,2,0,1,33.983,30.584,"G2_S1",28,"woman",3,3,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7459,"NLD","Netherlands",0,0,1,0,NA,"",0.833333333333333,0.666666666666667,0.25,0.25,0.106318050527912,0.428571428571429,0.375,0.284751037344398,-0.845360715043866,6,"spiritual",1,5,2,4,1,1,3,4,0,0,164.868,49.721,"G1_S2",30,"woman",6,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7460,"NLD","Netherlands",0,0,0,0,NA,"",0,0,0,0,-1.03844452662611,0,0.25,0.284751037344398,-0.845360715043866,2,"spiritual",4,4,1,1,1,1,3,2,0,0,18.756,30.719,"G2_S1",68,"woman",6,6,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7461,"NLD","Netherlands",0,0,0,0,NA,"",0,0,0,0,-1.03844452662611,0,0,0.284751037344398,-0.845360715043866,2,"scientific",1,4,1,4,1,1,5,3,0,0,42.64,29.647,"S2_G1",67,"man",4,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7462,"NLD","Netherlands",0,0,0,0,NA,"",0,0,0,0,-1.03844452662611,0,0.375,0.284751037344398,-0.845360715043866,3,"scientific",5,5,3,4,1,1,5,5,0,0,23.445,32.77,"S1_G2",42,"man",5,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7463,"NLD","Netherlands",0.666666666666667,0.142857142857143,0,1,"Other:","Apostolisch genootschap",0.166666666666667,0,0.25,0,-0.514791134295033,0.175170068027211,0.375,0.284751037344398,-0.845360715043866,3,"spiritual",2,2,1,2,1,1,4,3,0,1,29.925,39.526,"G2_S1",25,"man",6,9,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7464,"NLD","Netherlands",0.833333333333333,0.857142857142857,1,1,"Christian (Protestant)","",0.666666666666667,0.166666666666667,0.5,0.5,0.760606691296569,0.64625850340136,0.625,0.284751037344398,-0.845360715043866,7,"spiritual",1,2,1,1,1,1,4,5,0,0,59.001,68.654,"G1_S2",67,"man",6,9,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7465,"NLD","Netherlands",0,0,0.5,0,NA,"",0.166666666666667,0.166666666666667,0,0,-0.7253959565179,0.119047619047619,0,0.284751037344398,-0.845360715043866,1,"scientific",1,1,1,1,1,1,5,5,0,0,57.487,64.534,"S1_G2",31,"woman",5,8,"Middle-Eastern/Arab","","Kieskompas","online panel","monetary reward","Dutch"
7466,"NLD","Netherlands",0,0,1,0,NA,"",0.833333333333333,0,0.25,0,-0.241144318767376,0.297619047619048,0.25,0.284751037344398,-0.845360715043866,1,"scientific",2,2,1,2,1,1,2,2,0,0,42.65,53.349,"S2_G1",71,"man",6,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7467,"NLD","Netherlands",0,0,0,0,NA,"",0,0,0,0,-1.03844452662611,0,0.25,0.284751037344398,-0.845360715043866,1,"scientific",1,1,1,1,1,1,4,4,0,0,71.55,78.709,"S1_G2",63,"man",5,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7468,"NLD","Netherlands",0.333333333333333,0.714285714285714,1,1,"Christian (Protestant)","",0.5,0.5,0.25,0.5,0.436841637015128,0.542517006802721,0.625,0.284751037344398,-0.845360715043866,2,"spiritual",2,3,1,4,1,0,4,5,2,3,33.69,43.223,"G1_S2",47,"man",6,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7469,"NLD","Netherlands",0,0,0,0,NA,"",0.333333333333333,1,0,0.25,-0.441264205896293,0.226190476190476,0.25,0.284751037344398,-0.845360715043866,2,"spiritual",2,2,3,3,1,1,3,3,2,0,20.779,17.584,"G2_S1",60,"woman",3,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7470,"NLD","Netherlands",0.833333333333333,1,1,1,"Other:","christelijk met sterk joodse achtergrond",1,1,0.5,0.75,1.34961606046732,0.869047619047619,0.25,0.284751037344398,-0.845360715043866,2,"scientific",4,3,2,2,1,1,4,4,0,1,25.727,37.877,"S2_G1",81,"man",6,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7471,"NLD","Netherlands",0,1,1,1,"Christian (Protestant)","",1,1,0.75,0.75,1.09287113329054,0.785714285714286,0,0.284751037344398,-0.845360715043866,4,"spiritual",7,7,4,4,1,1,5,5,0,0,21.467,28.141,"G1_S2",79,"man",3,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7472,"NLD","Netherlands",0,0,0.5,0,NA,"",0.166666666666667,0,0.25,0,-0.676484316672481,0.130952380952381,0.5,0.284751037344398,-0.845360715043866,1,"spiritual",1,6,1,4,1,1,4,4,1,0,18.041,18.256,"G1_S2",37,"man",6,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7473,"NLD","Netherlands",0,0,0.5,0,NA,"",0.166666666666667,0.666666666666667,0,0,-0.536181832001719,0.19047619047619,0.25,0.284751037344398,-0.845360715043866,5,"scientific",1,1,1,2,1,1,3,4,0,0,51.59,49.888,"S2_G1",70,"man",5,6,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7474,"NLD","Netherlands",0,0,0.5,0,NA,"",0,0,0,0,-0.850254932235167,0.0714285714285714,0,0.284751037344398,-0.845360715043866,1,"scientific",4,4,1,2,0,1,4,2,0,0,54.314,46.061,"S2_G1",73,"woman",5,6,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7475,"NLD","Netherlands",0.833333333333333,1,1,1,"Christian (Protestant)","",0.833333333333333,0.833333333333333,0.75,0.75,1.3367400994342,0.857142857142857,0.75,0.284751037344398,-0.845360715043866,3,"scientific",1,1,1,1,1,1,3,3,1,1,32.674,23.625,"S2_G1",72,"man",4,6,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7476,"NLD","Netherlands",0,0,0,0,NA,"",0,0,0,0,-1.03844452662611,0,0.5,0.284751037344398,-0.845360715043866,2,"scientific",2,4,1,2,1,1,4,4,0,0,52.458,79.632,"S2_G1",70,"man",5,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7477,"NLD","Netherlands",0,0,0,0,NA,"",0,0,0,0,-1.03844452662611,0,0.375,0.284751037344398,-0.845360715043866,1,"scientific",2,5,2,6,1,1,4,4,0,0,67.179,61.045,"S1_G2",51,"man",3,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7478,"NLD","Netherlands",0.833333333333333,0.571428571428571,1,1,"Other:","Remonstrant",0.5,0.5,0.75,0,0.636790268339562,0.593537414965986,0.25,0.284751037344398,-0.845360715043866,5,"spiritual",1,1,5,6,1,1,5,5,0,0,69.997,46.791,"G1_S2",63,"woman",5,5,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7479,"NLD","Netherlands",0,0,1,1,"Christian (Protestant)","",0.833333333333333,0.833333333333333,0.25,0,0.0742125554262594,0.416666666666667,0.25,0.284751037344398,-0.845360715043866,1,"scientific",7,6,3,2,1,1,3,3,0,0,41.357,46.047,"S1_G2",78,"man",4,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7480,"NLD","Netherlands",0,0,0.5,0,NA,"",0,0,0,0,-0.850254932235167,0.0714285714285714,0.25,0.284751037344398,-0.845360715043866,4,"spiritual",1,4,1,4,1,1,4,5,0,0,40.701,35.257,"G1_S2",49,"man",5,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7481,"NLD","Netherlands",0,0,0,0,NA,"",0,0,0,0,-1.03844452662611,0,0.25,0.284751037344398,-0.845360715043866,1,"scientific",6,4,3,2,1,1,3,5,2,0,69.231,61.041,"S1_G2",54,"woman",3,1,"Mixed / other","europees/nederlands indisch","Kieskompas","online panel","monetary reward","Dutch"
7482,"NLD","Netherlands",0,0,0.5,1,"Christian (Roman Catholic)","",0.333333333333333,0,0.25,0.25,-0.519519845853562,0.19047619047619,0.25,0.284751037344398,-0.845360715043866,3,"scientific",1,2,1,2,1,1,3,3,0,0,41.241,56.691,"S1_G2",72,"man",3,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7483,"NLD","Netherlands",0.166666666666667,0,0.5,0,NA,"",0.5,0,0.5,0,-0.367180511859071,0.238095238095238,0.125,0.284751037344398,-0.845360715043866,4,"spiritual",4,4,1,4,1,1,3,5,0,0,27.317,32.307,"G2_S1",64,"man",5,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7484,"NLD","Netherlands",0,0,0,0,NA,"",0,0,0,0,-1.03844452662611,0,0.25,0.284751037344398,-0.845360715043866,1,"scientific",1,1,1,1,1,1,2,2,0,0,28.913,26.801,"S1_G2",61,"woman",6,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7485,"NLD","Netherlands",0,0,0,0,NA,"",0,0,0,0,-1.03844452662611,0,0.25,0.284751037344398,-0.845360715043866,1,"spiritual",2,2,2,1,1,1,4,5,0,0,27,46.263,"G2_S1",71,"man",6,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7486,"NLD","Netherlands",0,0,0.5,0,NA,"",0,0,0,0.25,-0.755078062294787,0.107142857142857,0.125,0.284751037344398,-0.845360715043866,1,"spiritual",1,2,1,2,1,1,3,1,0,0,16.153,9.15,"G1_S2",58,"man",3,6,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7487,"NLD","Netherlands",0,0,0,0,NA,"",0,0.333333333333333,0.25,0.25,-0.705141892324134,0.119047619047619,0.25,0.284751037344398,-0.845360715043866,1,"spiritual",1,1,2,1,1,1,5,4,1,0,702.456,156.561,"G1_S2",32,"man",6,9,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7488,"NLD","Netherlands",0,0.714285714285714,1,0,NA,"",0.833333333333333,0.833333333333333,0.25,0.5,0.539068411705291,0.590136054421769,0.25,0.284751037344398,-0.845360715043866,6,"scientific",2,4,2,4,1,1,5,5,0,0,66.522,43.295,"S2_G1",67,"man",5,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7489,"NLD","Netherlands",0,0,0,0,NA,"",0,0,0,0,-1.03844452662611,0,0.25,0.284751037344398,-0.845360715043866,1,"scientific",2,3,3,5,1,1,5,5,0,0,72.82,50.133,"S1_G2",70,"man",6,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7490,"NLD","Netherlands",0.666666666666667,0.714285714285714,1,0,NA,"",0.833333333333333,0.5,0.25,0.5,0.707908015516577,0.637755102040816,0.375,0.284751037344398,-0.845360715043866,5,"spiritual",6,7,6,6,1,1,4,5,0,0,55.521,71.53,"G1_S2",75,"man",5,6,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7491,"NLD","Netherlands",0,0,0,0,NA,"",0,0,0,0,-1.03844452662611,0,0.25,0.284751037344398,-0.845360715043866,1,"scientific",2,4,2,4,1,1,4,3,0,2,45.847,32.96,"S2_G1",53,"man",1,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7492,"NLD","Netherlands",0,0.142857142857143,0.5,1,"Jewish","",0.333333333333333,0,0,0,-0.671779307198433,0.139455782312925,0.375,0.284751037344398,-0.845360715043866,1,"spiritual",3,3,1,1,1,0,2,3,0,0,26.201,29.885,"G2_S1",77,"man",2,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7493,"NLD","Netherlands",0.833333333333333,1,1,1,"Other:","Vrijzinnige Beloofsgemeenschap",0.833333333333333,0.666666666666667,0.75,0.75,1.27366872459547,0.833333333333333,0.75,0.284751037344398,-0.845360715043866,6,"spiritual",6,6,4,3,1,1,5,5,5,5,43.726,48.627,"G2_S1",87,"man",6,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7494,"NLD","Netherlands",0,0,0.5,1,"Christian (Roman Catholic)","",0,0,0.25,0,-0.738271917551021,0.107142857142857,0.5,0.284751037344398,-0.845360715043866,1,"scientific",6,7,3,5,1,1,4,5,0,0,30.615,23.191,"S2_G1",58,"man",6,9,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7495,"NLD","Netherlands",0.666666666666667,0.571428571428571,1,1,"Christian (Roman Catholic)","",0.666666666666667,0.333333333333333,0.5,0.5,0.640131631203802,0.605442176870748,0.25,0.284751037344398,-0.845360715043866,5,"spiritual",5,5,2,3,1,0,3,4,1,0,55.149,59.034,"G2_S1",71,"man",6,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7496,"NLD","Netherlands",0,0,0,0,NA,"",0,0,0,0,-1.03844452662611,0,0.25,0.284751037344398,-0.845360715043866,1,"spiritual",5,5,4,4,1,1,4,4,1,1,54.882,42.851,"G1_S2",64,"man",3,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7497,"NLD","Netherlands",0,0,1,0,NA,"",0.5,0.166666666666667,0,0.25,-0.318454290429495,0.273809523809524,0.25,0.284751037344398,-0.845360715043866,3,"scientific",1,3,1,1,1,1,3,3,0,0,23.092,23.467,"S2_G1",56,"man",3,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7498,"NLD","Netherlands",0,0,0,0,NA,"",0,0,0,0,-1.03844452662611,0,0.5,0.284751037344398,-0.845360715043866,1,"spiritual",3,2,1,1,1,0,2,3,0,1,28.401,25.946,"G2_S1",62,"man",4,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7499,"NLD","Netherlands",0,0,0,0,NA,"",0,0,0,0,-1.03844452662611,0,0.25,0.284751037344398,-0.845360715043866,1,"scientific",6,6,4,4,1,1,5,5,0,0,51.264,17.979,"S2_G1",49,"woman",5,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7500,"NLD","Netherlands",0,0,0,0,NA,"",0,0,0,0,-1.03844452662611,0,0,0.284751037344398,-0.845360715043866,1,"scientific",1,1,1,1,0,0,3,4,1,0,15.731,22.895,"S2_G1",48,"man",7,9,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7501,"NLD","Netherlands",0.833333333333333,1,1,1,"Christian (Protestant)","",1,1,0.75,1,1.55677594509184,0.94047619047619,0.25,0.284751037344398,-0.845360715043866,7,"scientific",6,6,5,5,1,1,4,4,0,0,32.09,20.343,"S1_G2",29,"man",5,5,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7502,"NLD","Netherlands",0,0,0.5,0,NA,"",0,0,0,0,-0.850254932235167,0.0714285714285714,0.25,0.284751037344398,-0.845360715043866,3,"spiritual",1,1,1,2,1,1,3,2,0,1,26.835,20.327,"G1_S2",74,"man",5,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7503,"NLD","Netherlands",0,0,1,1,"Christian (Roman Catholic)","",0.166666666666667,0,0.25,0.25,-0.393117852341154,0.238095238095238,0.25,0.284751037344398,-0.845360715043866,3,"scientific",1,5,1,5,1,1,2,3,0,0,21.626,26.732,"S2_G1",68,"man",3,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7504,"NLD","Netherlands",0,0,0.5,0,NA,"",0,0,0,0,-0.850254932235167,0.0714285714285714,0,0.284751037344398,-0.845360715043866,1,"spiritual",1,4,4,4,1,1,2,2,0,0,110.153,8.764,"G1_S2",68,"man",4,6,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7505,"NLD","Netherlands",0.166666666666667,0.142857142857143,1,1,"Christian (Protestant)","",0.833333333333333,0.5,0.25,0.5,0.267069557281404,0.48469387755102,0.25,0.284751037344398,-0.845360715043866,5,"spiritual",4,4,4,4,1,1,3,4,1,1,29.607,48.096,"G1_S2",59,"man",7,9,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7506,"NLD","Netherlands",0.333333333333333,0.428571428571429,1,1,"Christian (Roman Catholic)","",0.666666666666667,0.666666666666667,0,0.25,0.244739881548559,0.477891156462585,0,0.284751037344398,-0.845360715043866,3,"scientific",3,1,1,1,1,1,4,5,0,0,18.474,54.562,"S1_G2",29,"man",5,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7507,"NLD","Netherlands",0,0,0.5,0,NA,"",0.166666666666667,0.166666666666667,0,0,-0.7253959565179,0.119047619047619,0.25,0.284751037344398,-0.845360715043866,1,"spiritual",4,4,5,5,1,0,2,3,0,0,19.329,43.236,"G1_S2",57,"man",5,8,"Mixed / other","europees/caribisch","Kieskompas","online panel","monetary reward","Dutch"
7508,"NLD","Netherlands",0.166666666666667,0.571428571428571,1,1,"Christian (Protestant)","",0.833333333333333,0.833333333333333,0.75,0.5,0.781879606166114,0.664965986394558,0.25,0.284751037344398,-0.845360715043866,3,"spiritual",3,2,1,1,1,1,4,4,0,0,24.275,25.442,"G2_S1",64,"man",5,5,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7509,"NLD","Netherlands",0,0,0.5,0,NA,"",0,0,0,0,-0.850254932235167,0.0714285714285714,0.5,0.284751037344398,-0.845360715043866,1,"spiritual",3,4,2,2,1,1,3,3,0,1,55.363,37.554,"G2_S1",70,"man",5,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7510,"NLD","Netherlands",0.833333333333333,0.571428571428571,0.5,1,"Christian (Protestant)","",0.166666666666667,0.166666666666667,0.5,0.25,0.182076577770315,0.42687074829932,0.25,0.284751037344398,-0.845360715043866,4,"spiritual",1,1,2,2,1,1,4,5,1,0,108.282,80.469,"G1_S2",80,"man",6,9,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7511,"NLD","Netherlands",0,0.285714285714286,1,0,NA,"",0.666666666666667,0.833333333333333,0,0,0.0102427864228824,0.397959183673469,0.25,0.284751037344398,-0.845360715043866,6,"spiritual",2,3,2,2,1,1,5,5,0,0,80.58,78.677,"G1_S2",40,"man",2,5,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7512,"NLD","Netherlands",0.5,0,0,0,NA,"",0,0,0.25,0,-0.705224746825412,0.107142857142857,0.25,0.284751037344398,-0.845360715043866,2,"spiritual",6,5,3,4,1,1,5,5,1,0,32.574,56.173,"G2_S1",68,"man",6,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7513,"NLD","Netherlands",0.833333333333333,0.857142857142857,1,1,"Christian (Protestant)","",1,1,0.75,1,1.50187552181219,0.920068027210884,0.75,0.284751037344398,-0.845360715043866,7,"scientific",1,3,1,1,0,1,5,4,0,1,29.639,18.505,"S2_G1",65,"man",5,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7514,"NLD","Netherlands",0,0,1,0,NA,"",1,1,0.5,0.5,0.501408285708431,0.571428571428571,0.5,0.284751037344398,-0.845360715043866,7,"scientific",7,7,7,7,1,1,4,5,2,2,45.268,20.626,"S2_G1",56,"woman",5,8,"Mixed / other","Europees, aziatisch","Kieskompas","online panel","monetary reward","Dutch"
7515,"NLD","Netherlands",0.5,0.571428571428571,1,1,"Christian (Roman Catholic)","",0.333333333333333,0.166666666666667,0.25,0.25,0.172579581611285,0.438775510204082,0.25,0.284751037344398,-0.845360715043866,2,"spiritual",2,2,2,2,1,1,4,3,0,0,26.052,19.336,"G2_S1",31,"woman",6,9,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7516,"NLD","Netherlands",1,1,1,1,"Christian (Protestant)","",1,1,0.75,0.75,1.53534466352365,0.928571428571429,0.25,0.284751037344398,-0.845360715043866,6,"spiritual",5,6,1,7,1,1,5,5,0,0,27.488,25.287,"G2_S1",53,"man",6,9,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7517,"NLD","Netherlands",0.166666666666667,0.142857142857143,0,0,NA,"",0.333333333333333,0.166666666666667,0,0.25,-0.627975068438089,0.151360544217687,0.125,0.284751037344398,-0.845360715043866,2,"spiritual",4,5,3,2,1,1,2,2,3,2,38.651,36.249,"G2_S1",62,"man",3,6,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7518,"NLD","Netherlands",0.666666666666667,0.857142857142857,1,1,"Christian (Protestant)","",1,1,0.5,0.75,1.22097004881548,0.824829931972789,0.25,0.284751037344398,-0.845360715043866,4,"spiritual",5,5,4,4,1,1,4,3,0,0,45.516,41.086,"G2_S1",69,"man",5,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7519,"NLD","Netherlands",0.833333333333333,1,1,1,"Christian (Protestant)","",0.833333333333333,0.833333333333333,0.5,0.75,1.22475708475005,0.821428571428571,0,0.284751037344398,-0.845360715043866,3,"spiritual",3,4,2,3,1,1,5,3,0,0,32.2,16.535,"G1_S2",77,"man",5,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7520,"NLD","Netherlands",0,0,0.5,0,NA,"",0,0,0.25,0.25,-0.643095047610641,0.142857142857143,0.25,0.284751037344398,-0.845360715043866,1,"scientific",6,5,1,1,1,1,4,3,0,0,37.443,30.304,"S2_G1",55,"man",6,9,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7521,"NLD","Netherlands",0.5,0,1,1,"Christian (Roman Catholic)","",0.333333333333333,0.166666666666667,0.25,0.25,-0.0470221115073326,0.357142857142857,0,0.284751037344398,-0.845360715043866,3,"scientific",2,2,2,1,1,1,4,5,0,0,53.893,68.423,"S2_G1",57,"woman",6,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7522,"NLD","Netherlands",0.333333333333333,0.142857142857143,1,1,"Christian (Roman Catholic)","",0.833333333333333,0.666666666666667,0.25,0.25,0.308709650551936,0.496598639455782,0.375,0.284751037344398,-0.845360715043866,1,"spiritual",3,4,4,4,1,1,4,3,2,1,19.707,24.965,"G2_S1",64,"man",4,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7523,"NLD","Netherlands",0,0,0.5,0,NA,"",0.333333333333333,0.5,0.25,0.25,-0.330305721337381,0.261904761904762,0.25,0.284751037344398,-0.845360715043866,6,"spiritual",6,6,2,3,1,1,3,3,1,0,34.851,38.857,"G2_S1",64,"man",5,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7524,"NLD","Netherlands",0,0.142857142857143,1,0,NA,"",0,1,0.75,0,0.107212378520236,0.413265306122449,0.5,0.284751037344398,-0.845360715043866,7,"scientific",7,6,6,5,0,1,5,4,0,0,21.156,27.879,"S1_G2",54,"woman",6,4,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7525,"NLD","Netherlands",0,0,0,0,NA,"",0,0,0,0,-1.03844452662611,0,0.125,0.284751037344398,-0.845360715043866,2,"scientific",2,2,2,4,1,1,5,5,0,0,57.536,55.469,"S2_G1",40,"woman",7,6,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7526,"NLD","Netherlands",0,0,0,0,NA,"",0,0,0,0,-1.03844452662611,0,0.25,0.284751037344398,-0.845360715043866,1,"scientific",3,2,2,2,0,1,2,2,0,0,38.127,49.562,"S1_G2",75,"man",3,6,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7527,"NLD","Netherlands",1,1,1,1,"Christian (Protestant)","",1,1,0.75,1,1.63052153346403,0.964285714285714,0.875,0.284751037344398,-0.845360715043866,7,"scientific",5,7,1,2,1,1,4,3,0,0,49.244,19.389,"S2_G1",18,"man",3,5,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7528,"NLD","Netherlands",0.666666666666667,0.857142857142857,1,1,"Other:","Oecumenisch",1,0.5,0.25,0.25,0.729419169734391,0.64625850340136,0.25,0.284751037344398,-0.845360715043866,2,"spiritual",1,1,1,1,1,1,5,4,0,0,101.824,57.323,"G1_S2",29,"man",6,8,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7529,"NLD","Netherlands",0.666666666666667,0.571428571428571,1,1,"Christian (Roman Catholic)","",1,1,0.75,0.75,1.22315221694032,0.819727891156463,0.625,0.284751037344398,-0.845360715043866,6,"spiritual",3,4,3,4,1,1,4,5,1,1,31.08,41.568,"G2_S1",66,"man",4,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
7530,"NLD","Netherlands",0,0.142857142857143,0.5,1,"Christian (Protestant)","",0.666666666666667,0.5,0.25,0.25,-0.151830096300647,0.329931972789116,0.375,0.284751037344398,-0.845360715043866,3,"scientific",4,4,1,1,1,1,2,3,2,0,25.122,11.9,"S2_G1",56,"man",6,7,"Caucasian/European","","Kieskompas","online panel","monetary reward","Dutch"
