,StartDate,EndDate,Status,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,kindergarten,kindergarten_DO_1,kindergarten_DO_2,kindergarten_DO_3,kindergarten_DO_4,kindergarten_DO_5,zip,zip_DO_1,zip_DO_2,zip_DO_3,zip_DO_4,zip_DO_5,turkey,turkey_DO_1,turkey_DO_2,turkey_DO_3,turkey_DO_4,turkey_DO_5,consent,manip_check,explain_more,explain_less,age,gender,race,language,language_2_TEXT,eng_comp,check,check_4_TEXT,education,kids,political_ideology,oldest_kid,comments,inclusion,reason,ten_trend,trend,strict,diff,year,rating,participant
76.2012,1/16/20 11:50,1/16/20 12:02,IP Address,100,757,TRUE,1/16/20 12:02,R_3acc2II9RKPA8G5,NA,NA,NA,NA,47.60920715,-122.3314056,anonymous,EN,Kindergarten,4,3,5,1,2,2138,2,3,5,1,4,Eating turkey,2,5,1,3,4,I consent to take part in this study,"More kind, honest, nice, good today compared to ten years ago",beacause the peoples are more educated,,29,Male,Hispanic or Latino Origin,English,,Good,Other,day,Four-year college degree,3,Very conservative,2012,no comments,NA,NA,1,more,NA,1,2012,5,76
77.2012,1/16/20 11:53,1/16/20 12:03,IP Address,100,569,TRUE,1/16/20 12:03,R_Wdr8ygjeXzBswtb,NA,NA,NA,NA,37.75059509,-122.4121017,anonymous,EN,Kindergarten,5,3,1,2,4,2138,4,1,2,3,5,Eating turkey,1,2,5,3,4,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,PEOPLE ARE BEING TAKEN ADVANTAGE OF FOR BEING TOO KIND OR HONEST.,47,Female,White,English,,Good,Other,day,Graduate school,2,Very liberal,2015,,NA,NA,-1,less,NA,-1,2012,2,77
78.2012,1/16/20 12:03,1/16/20 12:04,IP Address,100,61,TRUE,1/16/20 12:05,R_2zXPeCyMeGk5zQT,NA,NA,NA,NA,42.91020203,-78.66249847,anonymous,EN,Kindergarten,5,4,2,1,3,2138,2,3,5,4,1,Eating turkey,2,4,1,5,3,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,social media,35,Male,White,English,,Very Good,Other,day,Four-year college degree,0,Somewhat conservative,NA,,NA,NA,-1,less,NA,-1,2012,6,78
79.2012,1/16/20 12:04,1/16/20 12:05,IP Address,100,58,TRUE,1/16/20 12:05,R_W6cLBLGS0PMOt7H,NA,NA,NA,NA,48.74940491,-122.4896011,anonymous,EN,Kindergarten,5,1,3,4,2,2138,5,2,4,1,3,Eating turkey,4,1,5,2,3,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,26,Female,White,English,,Very Good,Other,day,Four-year college degree,0,Very liberal,NA,,NA,NA,0,equal,NA,0,2012,3,79
80.2012,1/16/20 12:05,1/16/20 12:06,IP Address,100,90,TRUE,1/16/20 12:06,R_3k7ATyiAGl1maVh,NA,NA,NA,NA,30.35740662,-89.16490173,anonymous,EN,Kindergarten,1,2,3,4,5,2138,4,3,1,2,5,Eating turkey,5,2,4,1,3,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,I think our constant need to be entertained has cut our patience short causing less kindness towards one another.,31,Female,White,English,,Very Good,Other,day,Associate's degree,1,Somewhat conservative,2014,,NA,NA,-2,less,NA,-2,2012,5,80
81.2012,1/16/20 12:03,1/16/20 12:08,IP Address,100,269,TRUE,1/16/20 12:08,R_11hVfsnCWmvDdbz,NA,NA,NA,NA,47.60920715,-122.3314056,anonymous,EN,Kindergarten,1,4,5,3,2,2138,1,3,2,5,4,Eating turkey,3,1,4,2,5,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,I disgusting ,29,Male,White,English,,Fair,Other,day,Four-year college degree,3,Somewhat conservative,2015,,NA,NA,-1,less,NA,-1,2012,6,81
82.2012,1/16/20 12:07,1/16/20 12:08,IP Address,100,74,TRUE,1/16/20 12:08,R_3Oc92buBsKw4KMu,NA,NA,NA,NA,38.34669495,-121.9519043,anonymous,EN,Kindergarten,3,5,4,2,1,2138,5,1,2,4,3,Eating turkey,2,1,3,5,4,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,37,Female,White,English,,Very Good,Other,Day,Four-year college degree,2,Very liberal,2012,,NA,NA,0,equal,NA,0,2012,5,82
83.2012,1/16/20 12:07,1/16/20 12:10,IP Address,100,155,TRUE,1/16/20 12:10,R_7TCHlyWmn2oKy9r,NA,NA,NA,NA,40.10409546,-80.64250183,anonymous,EN,Kindergarten,5,2,1,4,3,2138,5,2,3,4,1,Eating turkey,5,2,1,3,4,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,the change of government individuals and certain laws,31,Male,White,English,,Very Good,Other,day,Some college,3,Somewhat liberal,2009,,NA,NA,-1,less,NA,-1,2012,6,83
84.2012,1/16/20 12:10,1/16/20 12:11,IP Address,100,50,TRUE,1/16/20 12:11,R_2V3JElasFx4zrda,NA,NA,NA,NA,38.90089417,-77.04640198,anonymous,EN,Kindergarten,3,4,2,1,5,2138,1,5,3,4,2,Eating turkey,2,4,1,5,3,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,30,Male,More than 1 of the above,English,,Very Good,Other,day,Graduate school,0,Very liberal,NA,,NA,NA,0,equal,NA,0,2012,5,84
85.2012,1/16/20 12:10,1/16/20 12:11,IP Address,100,111,TRUE,1/16/20 12:11,R_28UQHQZ1gG99zey,NA,NA,NA,NA,34.7828064,-84.93319702,anonymous,EN,Kindergarten,1,4,3,2,5,2138,4,2,1,3,5,Eating turkey,4,2,3,5,1,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,Trump divided the people. ,57,Female,White,English,,Very Good,Other,day,High school diploma,0,Very liberal,NA,Thank You,NA,NA,-1,less,NA,-1,2012,6,85
86.2012,1/16/20 12:10,1/16/20 12:12,IP Address,100,103,TRUE,1/16/20 12:12,R_Ah4vXD1ykVyAdu9,NA,NA,NA,NA,39.24130249,-84.54550171,anonymous,EN,Kindergarten,1,4,2,3,5,2138,3,1,4,5,2,Eating turkey,2,1,3,4,5,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,40,Male,Black or African-American,English,,Very Good,Other,day,Graduate school,2,Very liberal,2016,,NA,NA,0,equal,NA,0,2012,5,86
87.2012,1/16/20 12:09,1/16/20 12:13,IP Address,100,214,TRUE,1/16/20 12:13,R_28Nb5LMFjSSkL15,NA,NA,NA,NA,43.95469666,-86.28009796,anonymous,EN,Kindergarten,4,3,5,1,2,2138,2,4,3,1,5,Eating turkey,5,1,2,4,3,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,I think social media and cable news networks have had an effect on people in all those categories,53,Female,White,English,,Very Good,Other,day,Associate's degree,2,Very conservative,1991,thank you,NA,NA,-1,less,NA,-1,2012,6,87
88.2012,1/16/20 12:11,1/16/20 12:13,IP Address,100,86,TRUE,1/16/20 12:13,R_214x7pB3UXnZgu2,NA,NA,NA,NA,30.50450134,-97.82089996,anonymous,EN,Kindergarten,2,1,5,3,4,2138,1,4,2,3,5,Eating turkey,2,4,3,5,1,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,37,Male,White,English,,Very Good,Other,day,Some graduate school,0,Somewhat liberal,NA,,NA,NA,0,equal,NA,0,2012,3,88
89.2012,1/16/20 12:12,1/16/20 12:13,IP Address,100,47,TRUE,1/16/20 12:13,R_2PzHOdiRUnm8yBG,NA,NA,NA,NA,40.60380554,-112.0404968,anonymous,EN,Kindergarten,1,4,5,2,3,2138,4,5,1,2,3,Eating turkey,5,3,4,1,2,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,27,Male,White,English,,Very Good,Other,day,Some college,0,Very liberal,NA,,NA,NA,0,equal,NA,0,2012,5,89
90.2012,1/16/20 12:06,1/16/20 12:14,IP Address,100,431,TRUE,1/16/20 12:14,R_22lVNaH2oTUlOON,NA,NA,NA,NA,40.66650391,-73.54550171,anonymous,EN,Kindergarten,5,4,2,1,3,2138,2,1,3,5,4,Eating turkey,3,4,2,5,1,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,I believe people today are less kind and honest because of the rampant rise of social media and desensitization that comes along with it. I also believe that politics and separate political parties have created factions of people whom are less kind than people ten years ago because back then there was less scrutiny between different people.,31,Male,Hispanic or Latino Origin,English,,Very Good,Other,day,Four-year college degree,0,Somewhat conservative,NA,"Great Study, hope to do more in the future.",NA,NA,-1,less,NA,-1,2012,5,90
91.2012,1/16/20 12:12,1/16/20 12:14,IP Address,100,93,TRUE,1/16/20 12:14,R_1pJWB6zx4sRAKIa,NA,NA,NA,NA,28.0381012,-81.93920135,anonymous,EN,Kindergarten,4,1,3,5,2,2138,2,4,1,5,3,Eating turkey,3,5,1,2,4,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,51,Male,White,English,,Very Good,Other,day,Graduate school,0,Very conservative,NA,no,NA,NA,0,equal,NA,0,2012,4,91
92.2012,1/16/20 12:13,1/16/20 12:14,IP Address,100,38,TRUE,1/16/20 12:14,R_ssWNdWEcGuZWopP,NA,NA,NA,NA,28.20620728,-80.68740082,anonymous,EN,Kindergarten,2,5,4,1,3,2138,1,4,2,5,3,Eating turkey,2,5,3,4,1,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,36,Male,White,English,,Very Good,Other,day,Four-year college degree,2,Neither liberal nor conservative,2002,,NA,NA,0,equal,NA,0,2012,6,92
93.2012,1/16/20 12:14,1/16/20 12:16,IP Address,100,149,TRUE,1/16/20 12:16,R_2zYHua2OwIyfEgI,NA,NA,NA,NA,33.93719482,-84.07910156,anonymous,EN,Kindergarten,4,5,1,2,3,2138,4,5,3,2,1,Eating turkey,4,3,2,5,1,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,"Social Media.  Everyone is in heightened competition about everything now.  People also are losing their social skills and the ability to talk to people, especially people that think, look, or act different then them.",49,Female,White,English,,Very Good,Other,day,Four-year college degree,1,Somewhat conservative,1990,none,NA,NA,-1,less,NA,-1,2012,6,93
94.2012,1/16/20 12:16,1/16/20 12:17,IP Address,100,76,TRUE,1/16/20 12:17,R_BJ0zjRz164dJ8KR,NA,NA,NA,NA,34.04139709,-84.50530243,anonymous,EN,Kindergarten,4,5,1,2,3,2138,1,2,5,4,3,Eating turkey,4,2,3,5,1,I consent to take part in this study,"More kind, honest, nice, good today compared to ten years ago",I think people are realizing that how you treat others matters. ,,29,Female,White,English,,Very Good,Other,day,High school diploma,0,Somewhat liberal,NA,,NA,NA,3,more,NA,3,2012,3,94
95.2012,1/16/20 12:16,1/16/20 12:18,IP Address,100,136,TRUE,1/16/20 12:18,R_2dnKOFQ1TnNxHWD,NA,NA,NA,NA,42.03359985,-70.94950104,anonymous,EN,Kindergarten,5,2,3,1,4,2138,1,5,3,2,4,Eating turkey,1,2,5,3,4,I consent to take part in this study,"More kind, honest, nice, good today compared to ten years ago","Honestly, I think having 8 years of a Democratic President did. People now have healthcare, gay marriage is completely legal, etc. I think on average Democrats are more populace focused, which means they pass laws that benefit the average person, which in turns makes them happier.",,33,Male,White,English,,Very Good,Other,day,Four-year college degree,0,Very liberal,NA,,NA,NA,1,more,NA,1,2012,4,95
96.2012,1/16/20 12:17,1/16/20 12:19,IP Address,100,78,TRUE,1/16/20 12:19,R_2ToNrgP1az65DJ6,NA,NA,NA,NA,40.65609741,-75.2335968,anonymous,EN,Kindergarten,3,1,2,5,4,2138,2,5,3,1,4,Eating turkey,4,3,5,2,1,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,politics and technology,35,Female,White,English,,Very Good,Other,day,Four-year college degree,0,Somewhat conservative,NA,,NA,NA,-2,less,NA,-2,2012,2,96
97.2012,1/16/20 12:16,1/16/20 12:19,IP Address,100,171,TRUE,1/16/20 12:19,R_2SHUkTIdhDgyOxB,NA,NA,NA,NA,36.98579407,-79.88279724,anonymous,EN,Kindergarten,4,1,2,3,5,2138,2,1,5,4,3,Eating turkey,2,3,4,5,1,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,48,Female,White,English,,Very Good,Other,day,Associate's degree,4+,Somewhat conservative,1992,NONE,NA,NA,0,equal,NA,0,2012,4,97
98.2012,1/16/20 12:17,1/16/20 12:19,IP Address,100,134,TRUE,1/16/20 12:19,R_1eDKtli33jCWR43,NA,NA,NA,NA,43.28739929,-71.33519745,anonymous,EN,Kindergarten,1,4,5,3,2,2138,3,5,1,2,4,Eating turkey,3,4,1,2,5,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,42,Male,White,English,,Very Good,Other,day,High school diploma,1,Neither liberal nor conservative,1998,,NA,NA,0,equal,NA,0,2012,7,98
99.2012,1/16/20 12:18,1/16/20 12:20,IP Address,100,134,TRUE,1/16/20 12:20,R_2q8cOeMLCNQ7Pda,NA,NA,NA,NA,39.62489319,-75.83509827,anonymous,EN,Kindergarten,3,1,2,5,4,2138,4,2,1,3,5,Eating turkey,2,4,3,1,5,I consent to take part in this study,"More kind, honest, nice, good today compared to ten years ago",Different generation of children becoming adults that have different beliefs than their parents.,,29,Male,White,English,,Very Good,Other,day,Some college,0,Somewhat liberal,NA,,NA,NA,2,more,NA,2,2012,4,99
100.2012,1/16/20 12:20,1/16/20 12:21,IP Address,100,64,TRUE,1/16/20 12:21,R_27pnJudUn06Smnv,NA,NA,NA,NA,25.93809509,-80.31459808,anonymous,EN,Kindergarten,5,2,3,4,1,2138,3,2,1,5,4,Eating turkey,5,2,3,4,1,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,23,Male,Hispanic or Latino Origin,English,,Very Good,Other,day,High school diploma,0,Somewhat liberal,NA,,NA,NA,0,equal,NA,0,2012,5,100
101.2012,1/16/20 12:18,1/16/20 12:21,IP Address,100,187,TRUE,1/16/20 12:21,R_25G8qUucehoeY4p,NA,NA,NA,NA,33.61830139,-80.21260071,anonymous,EN,Kindergarten,5,2,3,4,1,2138,4,2,1,5,3,Eating turkey,4,5,1,3,2,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,27,Female,Black or African-American,English,,Very Good,Other,day,Associate's degree,0,Neither liberal nor conservative,NA,,NA,NA,0,equal,NA,0,2012,4,101
102.2012,1/16/20 12:21,1/16/20 12:22,IP Address,100,67,TRUE,1/16/20 12:22,R_3qkgPcreOOPrsiK,NA,NA,NA,NA,32.74490356,-117.1650009,anonymous,EN,Kindergarten,4,2,5,3,1,2138,2,4,3,5,1,Eating turkey,3,4,1,5,2,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,38,Male,White,English,,Very Good,Other,day,Some college,0,Neither liberal nor conservative,NA,,NA,NA,0,equal,NA,0,2012,5,102
103.2012,1/16/20 12:22,1/16/20 12:22,IP Address,100,46,TRUE,1/16/20 12:22,R_2U3K5judodGfIVR,NA,NA,NA,NA,35.2368927,-80.89569855,anonymous,EN,Kindergarten,3,1,4,5,2,2138,1,4,3,5,2,Eating turkey,1,3,5,4,2,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,I think its technology.,25,Male,White,English,,Very Good,Other,day,Graduate school,0,Somewhat conservative,NA,,NA,NA,-3,less,NA,-3,2012,7,103
104.2012,1/16/20 12:17,1/16/20 12:23,IP Address,100,345,TRUE,1/16/20 12:23,R_1mwp5mSwVJiYbu0,NA,NA,NA,NA,33.11650085,-117.1846008,anonymous,EN,Kindergarten,1,2,3,5,4,2138,4,5,1,2,3,Eating turkey,3,5,1,4,2,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,42,Male,White,English,,Very Good,Other,day,Four-year college degree,0,Somewhat liberal,NA,"Everyone's experiences with kindness are surely biased depending on their situation. Someone who is always bullied in school or facing consistent discrimination in their workplace will have a different impression of the world at large compared to someone who is fortunate enough to not be involved in that kind of everyday struggle. I think there is always a percentage of people who are not nice, but I think that percentage represents a minority of people, and that the percentage has been pretty similar over the past decade.",NA,NA,0,equal,NA,0,2012,5,104
105.2012,1/16/20 12:21,1/16/20 12:23,IP Address,100,112,TRUE,1/16/20 12:23,R_A5sfdoMR7JNuXfj,NA,NA,NA,NA,36.06170654,-79.82389832,anonymous,EN,Kindergarten,5,3,2,4,1,2138,2,4,1,5,3,Eating turkey,2,5,4,1,3,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,37,Male,White,English,,Very Good,Other,day,Four-year college degree,0,Neither liberal nor conservative,NA,"no, thank you",NA,NA,0,equal,NA,0,2012,4,105
106.2012,1/16/20 12:23,1/16/20 12:25,IP Address,100,123,TRUE,1/16/20 12:25,R_1FnA323tyYCdZ4S,NA,NA,NA,NA,38.10249329,-122.2131958,anonymous,EN,Kindergarten,2,3,4,1,5,2138,3,5,1,2,4,Eating turkey,3,2,1,4,5,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,People are just too worried about themselves now and do not care about others,45,Male,White,English,,Very Good,Other,day,High school diploma,0,Very conservative,NA,,NA,NA,-2,less,NA,-2,2012,5,106
107.2012,1/16/20 12:22,1/16/20 12:25,IP Address,100,142,TRUE,1/16/20 12:25,R_vSsT5gT6cdPvoGZ,NA,NA,NA,NA,32.09890747,-110.7269974,anonymous,EN,Kindergarten,2,5,1,4,3,2138,5,1,3,2,4,Eating turkey,1,5,4,3,2,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,36,Male,White,English,,Very Good,Other,day,Four-year college degree,0,Very liberal,NA,"I'd just like to elaborate on my thoughts.  I believe that most people are inherently good, kind and honest and always have been.  I feel that the negative gets highlighted more in different times, creating a different perception of those attributes during those times.",NA,NA,0,equal,NA,0,2012,5,107
108.2012,1/16/20 12:24,1/16/20 12:25,IP Address,100,93,TRUE,1/16/20 12:25,R_3nr9Es2EaAQeODZ,NA,NA,NA,NA,36.50019836,-80.61630249,anonymous,EN,Kindergarten,3,1,5,2,4,2138,5,4,3,1,2,Eating turkey,5,3,2,4,1,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,39,Female,White,English,,Very Good,Other,day,Graduate school,4+,Very conservative,2005,,NA,NA,0,equal,NA,0,2012,5,108
109.2012,1/16/20 12:25,1/16/20 12:27,IP Address,100,121,TRUE,1/16/20 12:27,R_2SrCevTtL9nvg6R,NA,NA,NA,NA,39.95939636,-86.01989746,anonymous,EN,Kindergarten,3,1,2,5,4,2138,2,5,4,3,1,Eating turkey,3,1,5,4,2,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,The introduction of the internet and the propagation of social networking,27,Male,White,English,,Very Good,Other,day,High school diploma,0,Somewhat liberal,NA,,NA,NA,-1,less,NA,-1,2012,3,109
110.2012,1/16/20 12:26,1/16/20 12:28,IP Address,100,84,TRUE,1/16/20 12:28,R_3fBtHLtVziH2IWB,NA,NA,NA,NA,40.51750183,-74.39910126,anonymous,EN,Kindergarten,4,1,3,2,5,2138,4,1,2,5,3,Eating turkey,5,1,4,3,2,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,26,Male,White,English,,Very Good,Other,day,Four-year college degree,0,Very liberal,NA,,NA,NA,0,equal,NA,0,2012,4,110
111.2012,1/16/20 12:24,1/16/20 12:28,IP Address,100,256,TRUE,1/16/20 12:28,R_2waWDDLXlVrmwPf,NA,NA,NA,NA,32.62049866,-90.00610352,anonymous,EN,Kindergarten,4,5,1,2,3,2138,2,5,4,1,3,Eating turkey,4,3,1,5,2,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,"The things going on in the world has caused a lot of people to not be honest.  These days you have to lie, cheat and steal to survive.",56,Female,Black or African-American,English,,Very Good,Other,day,Some college,3,Very liberal,1986,,NA,NA,-2,less,NA,-2,2012,7,111
112.2012,1/16/20 12:30,1/16/20 12:32,IP Address,100,78,TRUE,1/16/20 12:32,R_2dAC5YHPpUNGp5c,NA,NA,NA,NA,34.96890259,-82.14800262,anonymous,EN,Kindergarten,4,1,5,3,2,2138,5,2,3,4,1,Eating turkey,3,1,2,4,5,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,I believe social media and partisanship have had a detrimental effect,32,Male,White,English,,Very Good,Other,day,Four-year college degree,0,Neither liberal nor conservative,NA,,NA,NA,-1,less,NA,-1,2012,4,112
113.2012,1/16/20 12:32,1/16/20 12:35,IP Address,100,198,TRUE,1/16/20 12:35,R_1ClIv9N2NCDnDrz,NA,NA,NA,NA,34.78199768,-86.60849762,anonymous,EN,Kindergarten,3,2,5,1,4,2138,5,4,3,1,2,Eating turkey,4,1,3,5,2,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,59,Female,White,English,,Very Good,Other,day,Graduate school,0,Somewhat liberal,NA,I think you have to go back further in time to address large group behavior changes.,NA,NA,0,equal,NA,0,2012,4,113
114.2012,1/16/20 12:33,1/16/20 12:36,IP Address,100,167,TRUE,1/16/20 12:36,R_2OGTYqxzPahOGXn,NA,NA,NA,NA,35.82119751,-77.10220337,anonymous,EN,Kindergarten,4,1,5,3,2,2138,2,3,1,5,4,Eating turkey,4,1,3,5,2,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,Having a racist president making people feel comfortable being openly racist and not feeling bad about it.,33,Female,Black or African-American,English,,Very Good,Other,day,Four-year college degree,0,Very liberal,NA,,NA,NA,-6,less,NA,-6,2012,7,114
115.2012,1/16/20 12:37,1/16/20 12:39,IP Address,100,80,TRUE,1/16/20 12:39,R_1eQY4HRuNYQJKVg,NA,NA,NA,NA,45.66520691,-122.5214996,anonymous,EN,Kindergarten,5,2,3,4,1,2138,2,5,3,4,1,Eating turkey,5,1,2,3,4,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,36,Male,White,English,,Very Good,Other,day,Some college,0,Somewhat conservative,NA,Thank you,NA,NA,0,equal,NA,0,2012,2,115
116.2012,1/16/20 12:39,1/16/20 12:40,IP Address,100,84,TRUE,1/16/20 12:40,R_TuQaEoLh4mHVDl7,NA,NA,NA,NA,40.73590088,-73.99040222,anonymous,EN,Kindergarten,1,4,3,2,5,2138,2,5,1,4,3,Eating turkey,3,4,5,2,1,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,There was a stronger sense of community that made people be nicer back then.,31,Female,Asian,English,,Very Good,Other,day,Four-year college degree,0,Somewhat liberal,NA,,NA,NA,-1,less,NA,-1,2012,6,116
117.2012,1/16/20 11:28,1/16/20 12:42,IP Address,100,4404,TRUE,1/16/20 12:42,R_1mkPBsbc3RwTEvo,NA,NA,NA,NA,39.37730408,-74.61229706,anonymous,EN,Kindergarten,2,5,3,1,4,2138,5,1,3,2,4,Eating turkey,5,2,4,3,1,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,26,Female,White,English,,Very Good,Other,day,Some college,3,Very liberal,2012,,NA,NA,0,equal,NA,0,2012,3,117
118.2012,1/16/20 12:40,1/16/20 12:42,IP Address,100,109,TRUE,1/16/20 12:42,R_1fcT3txGUMTHEaY,NA,NA,NA,NA,31.80969238,-86.62310028,anonymous,EN,Kindergarten,1,3,5,2,4,2138,3,5,1,4,2,Eating turkey,3,1,5,2,4,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,44,Female,Black or African-American,English,,Very Good,Other,day,Four-year college degree,0,Somewhat conservative,NA,,NA,NA,0,equal,NA,0,2012,3,118
119.2012,1/16/20 12:38,1/16/20 12:42,IP Address,100,262,TRUE,1/16/20 12:42,R_3FL6GfOCvcYUqpS,NA,NA,NA,NA,41.49389648,-73.05169678,anonymous,EN,Kindergarten,5,4,3,2,1,2138,4,1,5,2,3,Eating turkey,1,5,2,4,3,I consent to take part in this study,"Less kind, honest, nice, good today compared to ten years ago",,"The financial crisis of 2008 and its related economic depression have severely constrained the ability of the average American to get ahead in life despite the recovery heralded in the media. Economic scarcity has led to people being more selfish and self-interested and willing to exploit others since the social safety net in America is so poor. As American society becomes more and more unequal with each passing year, society correspondingly worsens.",36,Male,More than 1 of the above,English,,Very Good,Other,day,Four-year college degree,0,Somewhat liberal,NA,,NA,NA,-1,less,NA,-1,2012,4,119
120.2012,1/16/20 12:40,1/16/20 12:43,IP Address,100,154,TRUE,1/16/20 12:43,R_2roWCKLbcs5TL4c,NA,NA,NA,NA,33.60679626,-112.2278976,anonymous,EN,Kindergarten,5,1,3,4,2,2138,3,4,2,5,1,Eating turkey,4,2,1,5,3,I consent to take part in this study,"More kind, honest, nice, good today compared to ten years ago",I think people realize their mortality and are more educated about history. One should know you only live once and see that it can end anytime. Better to be nice I think that people are learning this.,,57,Female,White,English,,Very Good,Other,day,Four-year college degree,3,Very liberal,1979,,NA,NA,1,more,NA,1,2012,4,120
121.2012,1/16/20 12:42,1/16/20 12:44,IP Address,100,108,TRUE,1/16/20 12:44,R_3OpMS4zHw4viwnw,NA,NA,NA,NA,30.07359314,-95.62030029,anonymous,EN,Kindergarten,4,3,5,2,1,2138,2,5,4,3,1,Eating turkey,2,4,5,3,1,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,35,Male,More than 1 of the above,English,,Very Good,Other,day,Associate's degree,0,Neither liberal nor conservative,NA,None,NA,NA,0,equal,NA,0,2012,4,121
122.2012,1/16/20 12:42,1/16/20 12:44,IP Address,100,153,TRUE,1/16/20 12:44,R_22WBjHIL9Rdm3fU,NA,NA,NA,NA,47.49729919,-122.3554993,anonymous,EN,Kindergarten,5,2,4,3,1,2138,4,3,5,1,2,Eating turkey,1,4,2,3,5,I consent to take part in this study,"More kind, honest, nice, good today compared to ten years ago","World became more interconnected, there's more tattletales now",,23,Female,Black or African-American,English,,Very Good,Other,day,Some college,0,Very liberal,NA,,NA,NA,2,more,NA,2,2012,3,122
123.2012,1/16/20 12:44,1/16/20 12:45,IP Address,100,57,TRUE,1/16/20 12:45,R_30oyVD6lXeKNGmx,NA,NA,NA,NA,34.54849243,-87.00360107,anonymous,EN,Kindergarten,4,1,5,3,2,2138,3,4,5,2,1,Eating turkey,3,4,1,2,5,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,24,Male,White,English,,Very Good,Other,day,High school diploma,0,Very liberal,NA,,NA,NA,0,equal,NA,0,2012,4,123
124.2012,1/16/20 12:27,1/16/20 12:47,IP Address,100,1224,TRUE,1/16/20 12:47,R_O9mHZ4eMwgpBenL,NA,NA,NA,NA,34.52510071,-82.63069916,anonymous,EN,Kindergarten,3,5,2,1,4,2138,4,2,3,5,1,Eating turkey,3,5,2,1,4,I consent to take part in this study,"More kind, honest, nice, good today compared to ten years ago",i think that more technology has helped bring us together and realize that we are working for a common good and that those old squabbles are behind us ,,29,Male,White,English,,Very Good,Other,day,Four-year college degree,2,Somewhat liberal,1997,,NA,NA,6,more,NA,6,2012,1,124
125.2012,1/16/20 12:47,1/16/20 12:49,IP Address,100,108,TRUE,1/16/20 12:49,R_SNLirHEivmP9Yat,NA,NA,NA,NA,32.80990601,-98.11380005,anonymous,EN,Kindergarten,5,2,3,1,4,2138,3,2,1,5,4,Eating turkey,5,3,1,4,2,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,37,Female,White,English,,Very Good,Other,day,Some college,0,Very liberal,NA,,NA,NA,0,equal,NA,0,2012,4,125
126.2012,1/16/20 12:50,1/16/20 12:52,IP Address,100,75,TRUE,1/16/20 12:52,R_3EQoqy5TA2UeQce,NA,NA,NA,NA,43.60169983,-70.23539734,anonymous,EN,Kindergarten,3,1,4,2,5,2138,4,2,5,1,3,Eating turkey,5,2,4,1,3,I consent to take part in this study,"Equally kind, honest, nice, good today and ten years ago",,,31,Female,White,English,,Very Good,Other,day,Four-year college degree,0,Somewhat conservative,NA,,NA,NA,0,equal,NA,0,2012,3,126
