,StartDate,EndDate,Status,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,QID41,manip_check,explain_more,explain_less,age,gender,race,check,check_4_TEXT,education,political_ideology,party,kids,oldest_kid,comments,PROLIFIC_PID,inclusion,reason,trend,trend_cat,strict,year,rating,participant
129.2,6/11/20 13:35,6/11/20 13:37,IP Address,100,132,TRUE,6/11/20 13:37,R_3qWDjojp5bmQnQU,NA,NA,NA,NA,43.68200684,-70.4693985,anonymous,EN,I consent to take part in this study,5e78e7b6c97f1e03cc81cf43,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,I feel like todays world there is more discrimanation and judgment than there was back in the older days,19,Female,White,Other,sky,High school diploma,Somewhat conservative,Strongly Democrat,0,NA,,5e78e7b6c97f1e03cc81cf43,NA,NA,-2,less,NA,2000,5,129
130.2,6/11/20 13:35,6/11/20 13:38,IP Address,100,131,TRUE,6/11/20 13:38,R_3HhjEzYWDBRIdjI,NA,NA,NA,NA,45.49719238,-122.6936951,anonymous,EN,I consent to take part in this study,59585364fe4a47000179fdb8,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago",Social justice awareness,,24,Female,White,Other,sky,Four-year college degree,Very liberal,Independent,0,NA,,59585364fe4a47000179fdb8,NA,NA,1,more,NA,2000,3,130
131.2,6/11/20 13:36,6/11/20 13:38,IP Address,100,130,TRUE,6/11/20 13:38,R_emug5YlRiBhDobL,NA,NA,NA,NA,35.53179932,-98.70279694,anonymous,EN,I consent to take part in this study,5b688bd8ca518a0001c7b41c,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago",People have started to become more inclusive. ,,19,Female,Hispanic or Latino Origin,Other,sky,High school diploma,Somewhat liberal,Lean Democrat,0,NA,,5b688bd8ca518a0001c7b41c,NA,NA,1,more,NA,2000,3,131
132.2,6/11/20 13:34,6/11/20 13:38,IP Address,100,262,TRUE,6/11/20 13:38,R_2V9poula1dEhOSh,NA,NA,NA,NA,42.56860352,-83.06680298,anonymous,EN,I consent to take part in this study,5e29c17470f9b5022409e9a4,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago",I think people are more exposed to different points of view and can see how some circumstances affects others in comparison to their personal experience. In the past a lot of issues where not openly discussed.,,39,Male,Hispanic or Latino Origin,Other,sky,Four-year college degree,Somewhat liberal,Lean Democrat,1,2014,,5e29c17470f9b5022409e9a4,NA,NA,1,more,NA,2000,4,132
133.2,6/11/20 13:36,6/11/20 13:38,IP Address,100,160,TRUE,6/11/20 13:38,R_1eQ8WE8puQLog5C,NA,NA,NA,NA,40.52929688,-75.50099945,anonymous,EN,I consent to take part in this study,5c0ef15265217a00014ef2bd,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago","I'd largely attribute it to the rise of technology and the internet, which let people be exposed to a variety of different viewpoints and cultures that they ordinarily wouldn't have. This could lead to an increase in empathy and compassion for people in different circumstances than your own. ",,24,Male,White,Other,sky,Some college,Somewhat liberal,Lean Democrat,0,NA,,5c0ef15265217a00014ef2bd,NA,NA,1,more,NA,2000,3,133
134.2,6/11/20 13:36,6/11/20 13:38,IP Address,100,166,TRUE,6/11/20 13:38,R_1jj01Iu1Yh80pUS,NA,NA,NA,NA,38.78829956,-121.2366028,anonymous,EN,I consent to take part in this study,5dedf76558776a4a4a845c68,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,people became disillisioned with the american dream,48,Male,White,Other,sky,Some college,Somewhat conservative,Lean Republican,0,NA,,5dedf76558776a4a4a845c68,NA,NA,-1,less,NA,2000,5,134
135.2,6/11/20 13:36,6/11/20 13:39,IP Address,100,152,TRUE,6/11/20 13:39,R_2dDX3sNDwmANsLi,NA,NA,NA,NA,34.09150696,-118.1306992,anonymous,EN,I consent to take part in this study,5d1cfe88611663001a3a1ab5,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"technology, social media, and greed ",29,Female,White,Other,sky,High school diploma,Neither liberal nor conservative,Lean Democrat,0,NA,,5d1cfe88611663001a3a1ab5,NA,NA,-1,less,NA,2000,5,135
136.2,6/11/20 13:31,6/11/20 13:39,IP Address,100,450,TRUE,6/11/20 13:39,R_3emZbsxV7P28MCA,NA,NA,NA,NA,38.76800537,-121.3348999,anonymous,EN,I consent to take part in this study,5ec44e414ac11732191a9935,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,24,Female,Asian,Other,sky,Four-year college degree,Very liberal,Independent,0,NA,,5ec44e414ac11732191a9935,NA,NA,0,equal,NA,2000,4,136
137.2,6/11/20 13:35,6/11/20 13:39,IP Address,100,217,TRUE,6/11/20 13:39,R_12z1IJwRbgK61vf,NA,NA,NA,NA,40.40319824,-79.85389709,anonymous,EN,I consent to take part in this study,5dd818e480123f7c8bc2e758,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,It was a simpler time years ago.,71,Female,White,Other,sky,Associate's degree,Somewhat conservative,Independent,1,1975,,5dd818e480123f7c8bc2e758,NA,NA,-1,less,NA,2000,5,137
138.2,6/11/20 13:38,6/11/20 13:39,IP Address,100,67,TRUE,6/11/20 13:39,R_3QLgEVl5jyUt5Bt,NA,NA,NA,NA,30.49079895,-84.31580353,anonymous,EN,I consent to take part in this study,5de6bcd545971063d3ff95db,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,50,Female,White,Other,sky,Four-year college degree,Very liberal,Independent,0,NA,,5de6bcd545971063d3ff95db,NA,NA,0,equal,NA,2000,6,138
139.2,6/11/20 13:37,6/11/20 13:39,IP Address,100,134,TRUE,6/11/20 13:39,R_1Ii1dqWNiZxgLIW,NA,NA,NA,NA,42.73770142,-84.52390289,anonymous,EN,I consent to take part in this study,5ca9e89dcb4af3001440da22,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,36,Male,White,Other,sky,Associate's degree,Somewhat liberal,Lean Democrat,0,NA,,5ca9e89dcb4af3001440da22,NA,NA,0,equal,NA,2000,3,139
140.2,6/11/20 13:35,6/11/20 13:39,IP Address,100,226,TRUE,6/11/20 13:39,R_2ZWDj6TChtVkixz,NA,NA,NA,NA,39.74580383,-75.58100128,anonymous,EN,I consent to take part in this study,5d7e17ec3338120018abafed,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,After 2008 economic collapse people became less trusting and not as honest.  That's my opinion.  And now with the divisive politics it has gotten worse. ,53,Male,White,Other,sky,Four-year college degree,Somewhat liberal,Independent,2,1998,None,5d7e17ec3338120018abafed,NA,NA,-1,less,NA,2000,6,140
141.2,6/11/20 13:35,6/11/20 13:39,IP Address,100,272,TRUE,6/11/20 13:39,R_cUNOIzxjDAcGsEx,NA,NA,NA,NA,37.34410095,-85.34970093,anonymous,EN,I consent to take part in this study,546e3778fdf99b2bc7ebcff6,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,Some people are not as kind as they were 20 years ago. A lot of young people have not been taught to be as kind as a lot of years ago.,72,Female,White,Other,sky,High school diploma,Very conservative,Lean Republican,2,1969,Thank you,546e3778fdf99b2bc7ebcff6,NA,NA,-1,less,NA,2000,7,141
142.2,6/11/20 13:38,6/11/20 13:39,IP Address,100,99,TRUE,6/11/20 13:39,R_3dFy747c52jWV93,NA,NA,NA,NA,39.73010254,-104.9077988,anonymous,EN,I consent to take part in this study,5c6382a637ec01000138866a,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago",Phones record function.,,37,Female,White,Other,Sky,Four-year college degree,Somewhat liberal,Independent,0,NA,,5c6382a637ec01000138866a,NA,NA,2,more,NA,2000,1,142
143.2,6/11/20 13:37,6/11/20 13:40,IP Address,100,157,TRUE,6/11/20 13:40,R_xAcCpQxgUynOWsx,NA,NA,NA,NA,31.75779724,-93.09079742,anonymous,EN,I consent to take part in this study,5ee12e737def25505356237d,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"People are numb to 'words' that hurt through social media, etc.  ",50,Female,White,Other,sky,Four-year college degree,Neither liberal nor conservative,Independent,2,1990,,5ee12e737def25505356237d,NA,NA,-2,less,NA,2000,5,143
144.2,6/11/20 13:36,6/11/20 13:40,IP Address,100,238,TRUE,6/11/20 13:40,R_5u3TOlBGfFDHDpf,NA,NA,NA,NA,41.7888031,-88.09159851,anonymous,EN,I consent to take part in this study,5e659dd9f2dd1f3226c38f71,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"It is easier to share information on the internet now.  When people see others getting ahead by acting badly, they may feel it is okay to (or that they have to) act badly to get ahead.  This is not an argument against the internet however.",60,Male,White,Other,sky,Four-year college degree,Somewhat liberal,Lean Democrat,0,NA,Hope something good comes out of this survey.,5e659dd9f2dd1f3226c38f71,NA,NA,-1,less,NA,2000,5,144
145.2,6/11/20 13:38,6/11/20 13:40,IP Address,100,83,TRUE,6/11/20 13:40,R_2ahL1NdTy0nfNzX,NA,NA,NA,NA,39.70440674,-105.0022964,anonymous,EN,I consent to take part in this study,5699e43125d9e90006b08f75,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago",The internet connecting people with vastly different backgrounds.,,29,Male,White,Other,sky,Graduate school,Neither liberal nor conservative,Independent,0,NA,,5699e43125d9e90006b08f75,NA,NA,1,more,NA,2000,5,145
146.2,6/11/20 13:39,6/11/20 13:40,IP Address,100,80,TRUE,6/11/20 13:40,R_31ozLwigocVOAC8,NA,NA,NA,NA,40.03559875,-75.17630005,anonymous,EN,I consent to take part in this study,5cb7d9bfee1b040001e04fac,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,Politics.,36,Male,White,Other,sky,Graduate school,Somewhat liberal,Lean Democrat,0,NA,,5cb7d9bfee1b040001e04fac,NA,NA,-3,less,NA,2000,6,146
147.2,6/11/20 13:36,6/11/20 13:41,IP Address,100,273,TRUE,6/11/20 13:41,R_3FVCQHlCsNatkSm,NA,NA,NA,NA,35.10629272,-114.5924988,anonymous,EN,I consent to take part in this study,5e6c057dbc9dab1ba2c5bac4,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,income inequality,67,Male,White,Other,"""sky""",Graduate school,Somewhat liberal,Strongly Democrat,0,NA,none,5e6c057dbc9dab1ba2c5bac4,NA,NA,-2,less,NA,2000,5,147
148.2,6/11/20 13:34,6/11/20 13:41,IP Address,100,427,TRUE,6/11/20 13:41,R_6VdZs3VqbqZBXTb,NA,NA,NA,NA,40.79299927,-74.02469635,anonymous,EN,I consent to take part in this study,5e970552048d68198d8e4884,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,26,Male,White,Other,sky,Graduate school,Neither liberal nor conservative,Strongly Republican,1,2011,No,5e970552048d68198d8e4884,NA,NA,0,equal,NA,2000,7,148
149.2,6/11/20 13:37,6/11/20 13:41,IP Address,100,231,TRUE,6/11/20 13:41,R_wZWCeNX58cxr3Oh,NA,NA,NA,NA,41.49429321,-90.50009918,anonymous,EN,I consent to take part in this study,5ee0dcd5ed486344a4673b6b,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,I think people today are more entitled. They don’t care about the future and only care about immediate satisfaction ,28,Female,Hispanic or Latino Origin,Other,sky,High school diploma,Neither liberal nor conservative,Independent,2,2011,Not at this moment,5ee0dcd5ed486344a4673b6b,NA,NA,-1,less,NA,2000,4,149
150.2,6/11/20 13:38,6/11/20 13:41,IP Address,100,168,TRUE,6/11/20 13:41,R_2SiRv5PjtYyZJSA,NA,NA,NA,NA,39.165802,-76.63819885,anonymous,EN,I consent to take part in this study,5e2ca82790840b2d48fa3ef7,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago",I believe that society has become more accepting of people and their unique beliefs. Society has learned to accept people for who they are more in my opinion.,,20,Male,More than 1 of the above,Other,Sky,High school diploma,Somewhat conservative,Lean Republican,0,NA,Nice and simple survey. Thanks for having me.,5e2ca82790840b2d48fa3ef7,NA,NA,1,more,NA,2000,4,150
151.2,6/11/20 13:36,6/11/20 13:41,IP Address,100,290,TRUE,6/11/20 13:41,R_efWP1dgqU7cXjtn,NA,NA,NA,NA,37.80749512,-122.2644043,anonymous,EN,I consent to take part in this study,5bef27d611439b000168a68e,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,human lost their humanity,40,Female,White,Other,sky,Four-year college degree,Somewhat conservative,Lean Republican,1,2009,Happy to participTE THIS SURVEY ,5bef27d611439b000168a68e,NA,NA,-2,less,NA,2000,7,151
152.2,6/11/20 13:40,6/11/20 13:42,IP Address,100,100,TRUE,6/11/20 13:42,R_27D6bOECOfbK3dx,NA,NA,NA,NA,33.19999695,-87.55999756,anonymous,EN,I consent to take part in this study,5e65e1f98ebdaf35914d8d3a,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,How they were raised by their parents ,21,Male,White,Other,Sky,Some college,Very conservative,Strongly Republican,0,NA,,5e65e1f98ebdaf35914d8d3a,NA,NA,-4,less,NA,2000,7,152
153.2,6/11/20 13:39,6/11/20 13:42,IP Address,100,170,TRUE,6/11/20 13:42,R_1jTJTmOhfKTaBSc,NA,NA,NA,NA,38.96369934,-77.60990143,anonymous,EN,I consent to take part in this study,5ee09c1a0c2ad1027f541f53,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,globalization,37,Female,Asian,Other,sky,Some graduate school,Somewhat liberal,Lean Democrat,0,NA,,5ee09c1a0c2ad1027f541f53,NA,NA,-2,less,NA,2000,6,153
154.2,6/11/20 13:39,6/11/20 13:42,IP Address,100,160,TRUE,6/11/20 13:42,R_vk7gowIDQ4xG5LX,NA,NA,NA,NA,41.71989441,-88.25479889,anonymous,EN,I consent to take part in this study,57bf14513c449a000189c89a,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,66,Male,White,Other,sky,Graduate school,Somewhat liberal,Strongly Democrat,2,1985,,57bf14513c449a000189c89a,NA,NA,0,equal,NA,2000,5,154
155.2,6/11/20 13:40,6/11/20 13:42,IP Address,100,115,TRUE,6/11/20 13:42,R_1l5ef8hClARAr1B,NA,NA,NA,NA,40.73109436,-111.8564987,anonymous,EN,I consent to take part in this study,5d70366ab5f5ef001796e227,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,social media loss of manners more stress,26,Female,White,Other,sky,Associate's degree,Somewhat conservative,Lean Republican,1,2015,,5d70366ab5f5ef001796e227,NA,NA,-2,less,NA,2000,7,155
156.2,6/11/20 13:34,6/11/20 13:42,IP Address,100,464,TRUE,6/11/20 13:42,R_1Ledf9BJjOtWnX9,NA,NA,NA,NA,33.66470337,-117.1743011,anonymous,EN,I consent to take part in this study,5ee0528d6b821938db597c63,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"I think that today, people jump on the bandwagon when it comes to mobbing individuals (think internet shaming). People also seem more focused on bolstering their own reputations; in trying to appear virtuous to their peers, they attack people who hold different opinions or have said questionable things in the past. ",25,Male,Asian,Other,sky,Four-year college degree,Very liberal,Lean Democrat,0,NA,,5ee0528d6b821938db597c63,NA,NA,-3,less,NA,2000,5,156
157.2,6/11/20 13:41,6/11/20 13:42,IP Address,100,73,TRUE,6/11/20 13:42,R_AbNyAe2CwKYIKNX,NA,NA,NA,NA,42.46090698,-71.00740051,anonymous,EN,I consent to take part in this study,5ede630498df980bde724051,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,People felt safer many years ago.,32,Male,White,Other,sky,Four-year college degree,Neither liberal nor conservative,Independent,0,NA,,5ede630498df980bde724051,NA,NA,-2,less,NA,2000,7,157
158.2,6/11/20 13:41,6/11/20 13:42,IP Address,100,97,TRUE,6/11/20 13:42,R_30c658EghVSsain,NA,NA,NA,NA,38.58479309,-90.29959869,anonymous,EN,I consent to take part in this study,5e80df6ef5008e7bff2ec9b3,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,Social media. I think the fact that everyone thinks they have an opinion has corrupted people to the core. ,60,Female,White,Other,sky,Four-year college degree,Neither liberal nor conservative,Lean Democrat,2,1991,N/a,5e80df6ef5008e7bff2ec9b3,NA,NA,-1,less,NA,2000,5,158
159.2,6/11/20 13:39,6/11/20 13:42,IP Address,100,214,TRUE,6/11/20 13:42,R_2fcXeY2WOicmUjT,NA,NA,NA,NA,41.72990417,-86.24069977,anonymous,EN,I consent to take part in this study,5eceb6f4ab07230f9ca62415,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,31,Female,White,Other,sky,Graduate school,Somewhat liberal,Lean Democrat,0,NA,,5eceb6f4ab07230f9ca62415,NA,NA,0,equal,NA,2000,4,159
160.2,6/11/20 13:39,6/11/20 13:43,IP Address,100,205,TRUE,6/11/20 13:43,R_NXfzS0YswL79xf3,NA,NA,NA,NA,37.75100708,-97.8219986,anonymous,EN,I consent to take part in this study,5c06bdc1619b1d00016a25cd,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"Things have shifted a lot. There is a lot of civil unrest in the world today. Also, there wasn't as much racism regarding Muslims and other middle eastern cultures since 9/11 had not happened yet ",32,Female,White,Other,sky,Some college,Somewhat liberal,Strongly Democrat,2,2015,,5c06bdc1619b1d00016a25cd,NA,NA,-1,less,NA,2000,5,160
161.2,6/11/20 13:41,6/11/20 13:43,IP Address,100,97,TRUE,6/11/20 13:43,R_1hXPxIU8TXFfESn,NA,NA,NA,NA,29.29550171,-94.79599762,anonymous,EN,I consent to take part in this study,5c19d6768e10de0001ff255f,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,Hateful discourse in politics and media. People are less tolerant of the opinions of others and less accepting of differences.,32,Female,White,Other,sky,Four-year college degree,Somewhat liberal,Lean Democrat,0,NA,,5c19d6768e10de0001ff255f,NA,NA,-1,less,NA,2000,4,161
162.2,6/11/20 13:41,6/11/20 13:43,IP Address,100,87,TRUE,6/11/20 13:43,R_20YuW5MutkQZLLu,NA,NA,NA,NA,42.36340332,-71.07129669,anonymous,EN,I consent to take part in this study,5edfc76173d2802d83c38be0,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,34,Male,White,Other,sky,Graduate school,Very liberal,Strongly Democrat,0,NA,,5edfc76173d2802d83c38be0,NA,NA,0,equal,NA,2000,5,162
163.2,6/11/20 13:39,6/11/20 13:43,IP Address,100,255,TRUE,6/11/20 13:43,R_rilKJK0ePrbjpeN,NA,NA,NA,NA,32.31419373,-106.7975998,anonymous,EN,I consent to take part in this study,5b62ab4bdb56360001f55336,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,I believe social media and the use of the internet. Seems like people are most attached to their technology. People do not talk or make time for others,33,Male,Hispanic or Latino Origin,Other,sky,Some college,Somewhat conservative,Lean Republican,3,2007,,5b62ab4bdb56360001f55336,NA,NA,-1,less,NA,2000,6,163
164.2,6/11/20 13:40,6/11/20 13:43,IP Address,100,162,TRUE,6/11/20 13:43,R_1JIzWEUycq1TPgB,NA,NA,NA,NA,41.3881073,-81.43810272,anonymous,EN,I consent to take part in this study,5eab0fdbb02b960bc3c7734e,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,60,Female,White,Other,Sky,Four-year college degree,Somewhat liberal,Lean Republican,2,1993,,5eab0fdbb02b960bc3c7734e,NA,NA,0,equal,NA,2000,5,164
165.2,6/11/20 13:40,6/11/20 13:43,IP Address,100,167,TRUE,6/11/20 13:43,R_25XD0keomUUHoZi,NA,NA,NA,NA,29.79530334,-95.49680328,anonymous,EN,I consent to take part in this study,5dd034d1fce606114e3bb8e0,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,55,Female,White,Other,Sky,High school diploma,Very liberal,Strongly Democrat,0,NA,Thank you.,5dd034d1fce606114e3bb8e0,NA,NA,0,equal,NA,2000,6,165
166.2,6/11/20 13:42,6/11/20 13:43,IP Address,100,100,TRUE,6/11/20 13:43,R_OuFNDUcIIz6Upwd,NA,NA,NA,NA,40.50369263,-80.06829834,anonymous,EN,I consent to take part in this study,5e8e308afb02cb0ea602a3fc,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,lack of law & order for one,60,Female,White,Other,sky,Four-year college degree,Somewhat conservative,Strongly Republican,3,1998,,5e8e308afb02cb0ea602a3fc,NA,NA,-1,less,NA,2000,5,166
167.2,6/11/20 13:41,6/11/20 13:43,IP Address,100,122,TRUE,6/11/20 13:43,R_3m7rqm8Lz6UPXkM,NA,NA,NA,NA,38.09359741,-78.56230164,anonymous,EN,I consent to take part in this study,5ebd758a3d870d0725a23e07,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,22,Male,White,Other,Sky,Some college,Neither liberal nor conservative,Independent,0,NA,"People tend to follow social norms, so while people aren't any more inherently good than they were before, the social norms might make them act more polite.",5ebd758a3d870d0725a23e07,NA,NA,0,equal,NA,2000,4,167
168.2,6/11/20 13:41,6/11/20 13:44,IP Address,100,178,TRUE,6/11/20 13:44,R_3NxhI2lIVDwg7hF,NA,NA,NA,NA,37.57420349,-122.3249969,anonymous,EN,I consent to take part in this study,5ecc07204131bd7c4c6b4b79,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,current president sets a bad precedent,50,Female,Asian,Other,sky,Four-year college degree,Somewhat liberal,Lean Democrat,3,1999,,5ecc07204131bd7c4c6b4b79,NA,NA,-1,less,NA,2000,4,168
169.2,6/11/20 13:36,6/11/20 13:44,IP Address,100,468,TRUE,6/11/20 13:44,R_1JJjhOYMcYxJWtt,NA,NA,NA,NA,39.7592926,-104.9651031,anonymous,EN,I consent to take part in this study,5e94b9964b34ff81dd869755,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,I believe the way people have been raised is a big part of them not learning respect or having self discipline because all these kids these days are spoiled rotten and boss there parents around and yet there parents still give them everything because they dont want to be the bad guy and also they want there kids to think of them as a friend. If I talked to my mom the way I see kids do I'd be In big trouble grounded stuck in my room except for restroom and eating and I would get a spanking. Kids need spankings and that discipline to learn right from wrong but now days you cant even do that with out it being called child abuse. ,25,Female,Hispanic or Latino Origin,Other,Sky,Some college,Neither liberal nor conservative,Independent,1,2019,Nope just i wish people were the way they were 20 years ago the world wasnt perfected but it gets worse everyday ,5e94b9964b34ff81dd869755,NA,NA,-4,less,NA,2000,5,169
170.2,6/11/20 13:43,6/11/20 13:45,IP Address,100,114,TRUE,6/11/20 13:45,R_3siETGBRDVwozEY,NA,NA,NA,NA,40.81030273,-77.88800049,anonymous,EN,I consent to take part in this study,5484620efdf99b0379939c6a,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,60,Male,White,Other,sky,High school diploma,Somewhat conservative,Lean Republican,0,NA,,5484620efdf99b0379939c6a,NA,NA,0,equal,NA,2000,5,170
171.2,6/11/20 13:41,6/11/20 13:45,IP Address,100,257,TRUE,6/11/20 13:45,R_DBthVWjaG0tTQxb,NA,NA,NA,NA,41.4098053,-73.58999634,anonymous,EN,I consent to take part in this study,5c5c85c6054ae60001d04f67,"I said that people today are MORE kind, honest, nice, and good today than people were 20 years ago",People are less afraid to express opinions and more compassionate to others because they are more informative due to the internet. I personally feel I am treated better today than 20 years ago.,,58,Female,Asian,Other,sky,Four-year college degree,Very liberal,Strongly Democrat,2,1994,,5c5c85c6054ae60001d04f67,NA,NA,2,more,NA,2000,3,171
172.2,6/11/20 13:43,6/11/20 13:45,IP Address,100,161,TRUE,6/11/20 13:45,R_2XhTO2Nn2LBJX8C,NA,NA,NA,NA,40.17779541,-77.23280334,anonymous,EN,I consent to take part in this study,5c112b5d8124060001bfa35f,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"PEOPLE HAVE BECOME MORE ENTITLED AND HAVEN'T HAD TO WORK HARD FOR WHAT THEY WANT, BECAUSE OF THIS THEY HAVEN'T DEVELOPED A GOOD CHARACTER ",38,Female,White,Other,sky,Some college,Somewhat conservative,Lean Republican,0,NA,,5c112b5d8124060001bfa35f,NA,NA,-3,less,NA,2000,5,172
173.2,6/11/20 13:42,6/11/20 13:46,IP Address,100,194,TRUE,6/11/20 13:46,R_3IS4OR4x4zR7Zv9,NA,NA,NA,NA,37.75100708,-97.8219986,anonymous,EN,I consent to take part in this study,5b7adfbb7c08b20001a3ef52,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"I believe social isolation in the electronic age, social media, the decline of family values, weakening of education standards, and entertainment choices available today have all contributed
",54,Male,White,Other,sky,Some college,Somewhat conservative,Independent,3,1987,none,5b7adfbb7c08b20001a3ef52,NA,NA,-1,less,NA,2000,6,173
174.2,6/11/20 13:43,6/11/20 13:46,IP Address,100,161,TRUE,6/11/20 13:46,R_2TNxCQ5z356gRwe,NA,NA,NA,NA,42.02279663,-91.65720367,anonymous,EN,I consent to take part in this study,5e331de721bbd22ed15f2405,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,"No stress, less immigrants, not so many computers and cell phones as today.",74,Male,White,Other,sky,Some college,Neither liberal nor conservative,Independent,2,1982,no,5e331de721bbd22ed15f2405,NA,NA,-1,less,NA,2000,6,174
175.2,6/11/20 13:42,6/11/20 13:46,IP Address,100,230,TRUE,6/11/20 13:46,R_1DDc0HnLRnJmoks,NA,NA,NA,NA,41.97549438,-88.08779907,anonymous,EN,I consent to take part in this study,5db06e89ee26af00149d5902,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,The conditions within this country have caused people to be more divided and unhappy in general. ,39,Male,White,Other,sky,Graduate school,Somewhat liberal,Lean Democrat,2,2012,Thanks,5db06e89ee26af00149d5902,NA,NA,-1,less,NA,2000,5,175
176.2,6/11/20 13:43,6/11/20 13:46,IP Address,100,141,TRUE,6/11/20 13:46,R_saJrT5m5AEnQmbv,NA,NA,NA,NA,41.05369568,-85.251297,anonymous,EN,I consent to take part in this study,5c9527e29e4f7400011e1571,"I said that people today are LESS kind, honest, nice, and good today than people were 20 years ago",,They have less time which makes people grumpy,47,Female,White,Other,sky,Four-year college degree,Somewhat conservative,Lean Republican,2,2000,,5c9527e29e4f7400011e1571,NA,NA,-1,less,NA,2000,7,176
177.2,6/11/20 13:45,6/11/20 13:46,IP Address,100,74,TRUE,6/11/20 13:46,R_2dWp40D5l99w2U0,NA,NA,NA,NA,38.813797,-77.1486969,anonymous,EN,I consent to take part in this study,5dc1d16946c7ba134f6626bc,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,31,Male,More than 1 of the above,Other,sky,Graduate school,Somewhat liberal,Lean Democrat,0,NA,,5dc1d16946c7ba134f6626bc,NA,NA,0,equal,NA,2000,5,177
178.2,6/11/20 13:45,6/11/20 13:46,IP Address,100,73,TRUE,6/11/20 13:46,R_2Tzs9LRt2NsbRDg,NA,NA,NA,NA,31.26530457,-85.39920044,anonymous,EN,I consent to take part in this study,5bddce8556849900011c0278,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,32,Female,White,Other,sky,Four-year college degree,Neither liberal nor conservative,Independent,2,2016,,5bddce8556849900011c0278,NA,NA,0,equal,NA,2000,4,178
179.2,6/11/20 13:44,6/11/20 13:46,IP Address,100,93,TRUE,6/11/20 13:46,R_25EaV353orfIOwV,NA,NA,NA,NA,41.94090271,-87.65319824,anonymous,EN,I consent to take part in this study,5e2a2246ff519c000a305892,"I said that people today are EQUALLY kind, honest, nice, and good today as people were 20 years ago",,,25,Female,White,Other,sky,Four-year college degree,Very liberal,Strongly Democrat,0,NA,,5e2a2246ff519c000a305892,NA,NA,0,equal,NA,2000,3,179
