,StartDate,EndDate,Status,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,age_1,footwear,footwear_DO_1,footwear_DO_2,footwear_DO_3,footwear_DO_4,footwear_DO_5,rsvp,rsvp_DO_1,rsvp_DO_2,rsvp_DO_3,rsvp_DO_4,rsvp_DO_5,elevator,elevator_DO_1,elevator_DO_2,elevator_DO_3,elevator_DO_4,elevator_DO_5,consent,X2015,X2010,X2005,X2000,X1995,X1990,X1985,X1980,X1975,X2000_born,X1995_born,X1990_born,X1985_born,X1980_born,X1975_born,X1970_born,X1965_born,X1960_born,X1955_.born,check_20,check_25,check_30,check_35,check_40,check_45,check_50,check_55,check_60,check_65,old_today,young_today,old_past,explain_more_20,explain_more_25,explain_more_30,explain_more_35,explain_more_40,explain_more_45,explain_more_50,explain_more_55,explain_more_60,explain_more_65,explain_less_20,explain_less_25,explain_less_30,explain_less_35,explain_less_40,explain_less_45,explain_less_50,explain_less_55,explain_less_60,explain_less_65,age,gender,race,income,check,check_4_TEXT,education,kids,political_ideology,oldest_kid,comments,inclusion,reason,diff,diff_born,diff_20,diff_cat,cat,cat2,born_minus_twenty,twenty_minus_today,born_minus_today,time,rating,participant
122.born,1/29/20 10:28,1/29/20 10:30,IP Address,100,110,TRUE,1/29/20 10:30,R_RpZHZw9VChNgozn,NA,NA,NA,NA,36.22399902,-83.31790161,anonymous,EN,40-44,Bell bottoms,2,4,5,3,1,A wedding invitation,5,4,3,2,1,An elevator,5,3,1,4,2,I consent to take part in this study,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,,,,,"People are equally kind, honest, nice, and good today compared to about 40 years ago",,,,,,5,5,5,,,,,,,,,,,,,,,,,,,,,44,Female,White,"$55,000 - $75,000",Other,apple,Some college,4+,Very liberal,1994,,NA,NA,0,0,0,equal,"People are equally kind, honest, nice, and good today compared to about 40 years ago",equal,0,0,0,born,5,122
123.born,1/29/20 10:27,1/29/20 10:30,IP Address,100,186,TRUE,1/29/20 10:30,R_3CZ5CeTAkKbEiIz,NA,NA,NA,NA,38.69749451,-121.2714005,anonymous,EN,25-29,Bell bottoms,4,2,5,1,3,A wedding invitation,5,2,4,1,3,An elevator,4,2,5,1,3,I consent to take part in this study,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,,"People are LESS kind, honest, nice, and good today compared to about 25 years ago",,,,,,,,,4,3,2,,,,,,,,,,,,i feel like people are more self centered today because everyone is really busy. this does not leave much room in anyones life to care for other people,,,,,,,,,29,Female,White,"$35,000 - $55,000",Other,apple,Some college,2,Neither liberal nor conservative,2009,i have none,NA,NA,-2,-2,0,less,"People are LESS kind, honest, nice, and good today compared to about 25 years ago",less,2,0,2,born,5,123
124.born,1/29/20 10:26,1/29/20 10:30,IP Address,100,276,TRUE,1/29/20 10:30,R_aYoVGUB1AOjgkJX,NA,NA,NA,NA,41.55160522,-90.50170135,anonymous,EN,30-34,Bell bottoms,5,2,3,1,4,A wedding invitation,3,2,4,5,1,An elevator,5,4,3,2,1,I consent to take part in this study,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,,,"People are LESS kind, honest, nice, and good today compared to about 30 years ago",,,,,,,,5,4,6,,,,,,,,,,,,,social media,,,,,,,,33,Male,Asian,"$75,000 - $95,000",Other,apple,Four-year college degree,2,Somewhat liberal,2008,,NA,NA,-2,-2,-1,less,"People are LESS kind, honest, nice, and good today compared to about 30 years ago",less,1,1,2,born,7,124
125.born,1/29/20 10:26,1/29/20 10:30,IP Address,100,241,TRUE,1/29/20 10:30,R_eJP9cgfPdfPhnTH,NA,NA,NA,NA,25.72590637,-80.4036026,anonymous,EN,35-39,Bell bottoms,3,5,2,1,4,A wedding invitation,2,4,1,3,5,An elevator,4,5,2,3,1,I consent to take part in this study,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,,,,"People are LESS kind, honest, nice, and good today compared to about 35 years ago",,,,,,,3,2,1,,,,,,,,,,,,,,"There is an increase in knowledge of a lot of bad things. After the second world war and the increase in television and entertainment, including computers, there has been more access to occult knowledge. This leads to a generation that is consequentially less innocent.",,,,,,,36,Male,Hispanic or Latino Origin,"less than $15,000",Other,apple,Four-year college degree,0,Somewhat conservative,NA,"No comments, thanks.",NA,NA,-1,-1,-1,less,"People are LESS kind, honest, nice, and good today compared to about 35 years ago",less,0,1,1,born,4,125
126.born,1/29/20 10:26,1/29/20 10:30,IP Address,100,275,TRUE,1/29/20 10:30,R_2fxQxvJVIThJKfW,NA,NA,NA,NA,39.55160522,-97.65679932,anonymous,EN,40-44,Bell bottoms,3,4,5,2,1,A wedding invitation,2,3,4,5,1,An elevator,2,1,4,5,3,I consent to take part in this study,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,,,,,"People are LESS kind, honest, nice, and good today compared to about 40 years ago",,,,,,5,3,4,,,,,,,,,,,,,,,"people are not as involved in their communities, religion, or their neighborhoods as they were 40 years ago. everything is about ""me, me, me"" now and not for your fellow neighbor. ",,,,,,42,Female,White,"$35,000 - $55,000",Other,apple,Four-year college degree,2,Neither liberal nor conservative,2004,n/a,NA,NA,-1,-1,-2,less,"People are LESS kind, honest, nice, and good today compared to about 40 years ago",less,-1,2,1,born,5,126
127.born,1/29/20 10:26,1/29/20 10:30,IP Address,100,228,TRUE,1/29/20 10:30,R_2Sq568QrymGC7qv,NA,NA,NA,NA,30.49079895,-84.31580353,anonymous,EN,55-59,Bell bottoms,4,3,2,1,5,A wedding invitation,4,5,2,3,1,An elevator,1,5,2,4,3,I consent to take part in this study,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 55 years ago",,,7,6,7,,,,,,,,,,,,,,,,,,"Today everyone is in a rush and expects instant gratification whereas 55 years ago, everyone knew nothing could be rushed because science and technology had not improved in the manner they have now.",,,55,Female,White,"$95,000 - $150,000",Other,apple,Associate's degree,2,Somewhat liberal,1993,Fun survey!,NA,NA,-3,-3,-3,less,"People are LESS kind, honest, nice, and good today compared to about 55 years ago",less,0,3,3,born,7,127
128.born,1/29/20 10:26,1/29/20 10:30,IP Address,100,237,TRUE,1/29/20 10:30,R_1q2KwFNgp45TLqx,NA,NA,NA,NA,41.37219238,-82.10870361,anonymous,EN,35-39,Bell bottoms,4,5,3,2,1,A wedding invitation,1,4,2,3,5,An elevator,1,5,2,3,4,I consent to take part in this study,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,,,,"People are equally kind, honest, nice, and good today compared to about 35 years ago",,,,,,,5,5,5,,,,,,,,,,,,,,,,,,,,,39,Female,White,"$55,000 - $75,000",Other,apple,Associate's degree,1,Very liberal,2013,,NA,NA,0,0,0,equal,"People are equally kind, honest, nice, and good today compared to about 35 years ago",equal,0,0,0,born,5,128
129.born,1/29/20 10:26,1/29/20 10:30,IP Address,100,268,TRUE,1/29/20 10:30,R_31FXx1O4HQis8NR,NA,NA,NA,NA,33.83360291,-84.37969971,anonymous,EN,40-44,Bell bottoms,5,2,4,3,1,A wedding invitation,3,4,2,5,1,An elevator,2,3,5,4,1,I consent to take part in this study,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,,,,,"People are LESS kind, honest, nice, and good today compared to about 40 years ago",,,,,,5,6,6,,,,,,,,,,,,,,,"The internet. I don't really think people are different, but they feel much freer to express their worst sides online, and finding like minded people makes them feel freer to express it in the real world.",,,,,,42,Male,White,"$35,000 - $55,000",Other,apple,Some college,0,Somewhat liberal,NA,,NA,NA,-1,-1,0,less,"People are LESS kind, honest, nice, and good today compared to about 40 years ago",less,1,0,1,born,6,129
130.born,1/29/20 10:26,1/29/20 10:30,IP Address,100,285,TRUE,1/29/20 10:30,R_vcpj9Zpmer1SezL,NA,NA,NA,NA,44.80870056,-95.5515976,anonymous,EN,45-49,Bell bottoms,5,3,2,4,1,A wedding invitation,3,2,1,5,4,An elevator,3,4,1,5,2,I consent to take part in this study,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,,,,,,"People are LESS kind, honest, nice, and good today compared to about 45 years ago",,,,,4,1,7,,,,,,,,,,,,,,,,I believe it could have something to do with the economy and how things are currently going in the united states. Now a days things are pretty bleak out there and that can take a toll on anyone. Things aren't as clean and simple as it was back in the day when jobs were more available. ,,,,,45,Female,Hispanic or Latino Origin,"$55,000 - $75,000",Other,apple,Associate's degree,3,Somewhat liberal,1992,thanks,NA,NA,-4,-4,-2,less,"People are LESS kind, honest, nice, and good today compared to about 45 years ago",less,2,2,4,born,5,130
131.born,1/29/20 10:27,1/29/20 10:30,IP Address,100,216,TRUE,1/29/20 10:30,R_tYT2d94FWYAdrzz,NA,NA,NA,NA,35.58309937,-78.7881012,anonymous,EN,45-49,Bell bottoms,5,4,1,2,3,A wedding invitation,5,3,2,1,4,An elevator,1,3,4,2,5,I consent to take part in this study,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,,,,,,"People are LESS kind, honest, nice, and good today compared to about 45 years ago",,,,,6,6,6,,,,,,,,,,,,,,,,I think entitlement and social media. I feel like people can be really mean behind a screen,,,,,48,Female,White,"$95,000 - $150,000",Other,apple,High school diploma,3,Somewhat conservative,1992,,NA,NA,-1,-1,0,less,"People are LESS kind, honest, nice, and good today compared to about 45 years ago",less,1,0,1,born,7,131
132.born,1/29/20 10:28,1/29/20 10:30,IP Address,100,150,TRUE,1/29/20 10:30,R_2XhThI6bbTb1w0X,NA,NA,NA,NA,29.97799683,-95.45069885,anonymous,EN,40-44,Bell bottoms,2,5,1,3,4,A wedding invitation,1,4,3,5,2,An elevator,5,2,4,3,1,I consent to take part in this study,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,,,,,"People are LESS kind, honest, nice, and good today compared to about 40 years ago",,,,,,4,1,6,,,,,,,,,,,,,,,LACK OF DISCIPLINE AND FAMILY MORALS,,,,,,40,Female,White,"$55,000 - $75,000",Other,apple,Four-year college degree,1,Very conservative,2010,,NA,NA,-4,-4,-3,less,"People are LESS kind, honest, nice, and good today compared to about 40 years ago",less,1,3,4,born,7,132
133.born,1/29/20 10:29,1/29/20 10:30,IP Address,100,90,TRUE,1/29/20 10:30,R_2BgkZKFgKjXXDRf,NA,NA,NA,NA,41.63250732,-81.40339661,anonymous,EN,18-24,Bell bottoms,4,5,3,1,2,A wedding invitation,4,1,5,2,3,An elevator,3,1,2,4,5,I consent to take part in this study,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"People are MORE kind, honest, nice, and good today compared to about 20 years ago",,,,,,,,,,6,4,3,Subjects that were shamed in the past are either met more openly or platforms that allow people to express themselves are available.,,,,,,,,,,,,,,,,,,,,20,Male,Black or African-American,"$55,000 - $75,000",Other,apple,High school diploma,0,Somewhat liberal,NA,,NA,NA,1,1,NA,more,"People are MORE kind, honest, nice, and good today compared to about 20 years ago",more,NA,NA,-1,born,4,133
134.born,1/29/20 10:26,1/29/20 10:30,IP Address,100,267,TRUE,1/29/20 10:30,R_XQZtyFkSHwsUqdj,NA,NA,NA,NA,41.84860229,-87.62879944,anonymous,EN,30-34,Bell bottoms,4,1,5,2,3,A wedding invitation,5,4,2,1,3,An elevator,1,2,5,4,3,I consent to take part in this study,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,,,"People are LESS kind, honest, nice, and good today compared to about 30 years ago",,,,,,,,2,2,4,,,,,,,,,,,,,"Social media has turned attention into a commodity. We operate, today, under a constant need for attention and validation. This high degree of focus on attention seeking has increased narcissistic and selfish qualities in the general population. Also, cable news has intentionally created division in society to sell advertising time, which leads to low levels of trust and high levels of paranoia. So, we're basically all paranoid narcissists because of media companies now.",,,,,,,,33,Male,White,"$55,000 - $75,000",Other,apple,Four-year college degree,2,Somewhat liberal,2016,,NA,NA,-2,-2,-1,less,"People are LESS kind, honest, nice, and good today compared to about 30 years ago",less,1,1,2,born,4,134
135.born,1/29/20 10:29,1/29/20 10:30,IP Address,100,91,TRUE,1/29/20 10:30,R_1hW5oAAImY9SNeT,NA,NA,NA,NA,32.88760376,-97.21320343,anonymous,EN,30-34,Bell bottoms,4,2,5,1,3,A wedding invitation,2,4,3,1,5,An elevator,1,4,3,2,5,I consent to take part in this study,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,,,"People are LESS kind, honest, nice, and good today compared to about 30 years ago",,,,,,,,4,3,4,,,,,,,,,,,,,Convenience causes people to be more impatient. ,,,,,,,,34,Female,White,"$35,000 - $55,000",Other,apple,Associate's degree,0,Somewhat liberal,NA,,NA,NA,-2,-2,-1,less,"People are LESS kind, honest, nice, and good today compared to about 30 years ago",less,1,1,2,born,6,135
136.born,1/29/20 10:26,1/29/20 10:31,IP Address,100,273,TRUE,1/29/20 10:31,R_Tt7yi4X1yeUOcFj,NA,NA,NA,NA,43.04350281,-76.28170013,anonymous,EN,50-54,Bell bottoms,5,3,4,2,1,A wedding invitation,4,5,3,2,1,An elevator,4,2,5,1,3,I consent to take part in this study,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 50 years ago",,,,4,3,4,,,,,,,,,,,,,,,,,"I think that the fast pace of life, and the internet, texting, violent gaming all contribute to this.",,,,50,Female,White,"$55,000 - $75,000",Other,apple,Four-year college degree,0,Neither liberal nor conservative,NA,,NA,NA,-2,-2,-1,less,"People are LESS kind, honest, nice, and good today compared to about 50 years ago",less,1,1,2,born,5,136
137.born,1/29/20 10:27,1/29/20 10:31,IP Address,100,223,TRUE,1/29/20 10:31,R_11jcF1PZqAKo6D4,NA,NA,NA,NA,38.42799377,-83.70800018,anonymous,EN,55-59,Bell bottoms,2,4,1,5,3,A wedding invitation,1,3,5,2,4,An elevator,3,5,2,4,1,I consent to take part in this study,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 55 years ago",,,7,5,7,,,,,,,,,,,,,,,,,,"I think it has to do with trust , that there is so much going on and people stop showing their children how to respect someone ",,,57,Female,White,"$15,000 - $35,000",Other,apple,Associate's degree,1,Somewhat conservative,1986,great study ,NA,NA,-2,-2,-1,less,"People are LESS kind, honest, nice, and good today compared to about 55 years ago",less,1,1,2,born,7,137
138.born,1/29/20 10:28,1/29/20 10:31,IP Address,100,175,TRUE,1/29/20 10:31,R_3hEbPsDyTq60yfJ,NA,NA,NA,NA,26.01620483,-80.19550323,anonymous,EN,25-29,Bell bottoms,2,5,1,4,3,A wedding invitation,4,5,3,2,1,An elevator,2,5,3,1,4,I consent to take part in this study,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,,"People are equally kind, honest, nice, and good today compared to about 25 years ago",,,,,,,,,4,4,5,,,,,,,,,,,,,,,,,,,,,29,Male,White,"$15,000 - $35,000",Other,apple,Four-year college degree,0,Very liberal,NA,,NA,NA,0,0,0,equal,"People are equally kind, honest, nice, and good today compared to about 25 years ago",equal,0,0,0,born,4,138
139.born,1/29/20 10:27,1/29/20 10:31,IP Address,100,196,TRUE,1/29/20 10:31,R_2VedIY4gYzvTnaY,NA,NA,NA,NA,35.95579529,-95.65000153,anonymous,EN,25-29,Bell bottoms,4,5,1,3,2,A wedding invitation,1,4,3,2,5,An elevator,1,5,2,3,4,I consent to take part in this study,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,,"People are LESS kind, honest, nice, and good today compared to about 25 years ago",,,,,,,,,4,6,5,,,,,,,,,,,,"Technology (esp. social media and smartphones) keep people looking down. Nobody talks in person, and it is therefore harder to relate to others. People commonly forget the humanity of other individuals and treat them like dirt, simply because anonymity is a given in almost any venue.",,,,,,,,,25,Male,White,"$35,000 - $55,000",Other,apple,Four-year college degree,0,Very liberal,NA,,NA,NA,-3,-3,-1,less,"People are LESS kind, honest, nice, and good today compared to about 25 years ago",less,2,1,3,born,5,139
140.born,1/29/20 10:27,1/29/20 10:31,IP Address,100,214,TRUE,1/29/20 10:31,R_QlDm97InGxL3jTb,NA,NA,NA,NA,29.77560425,-95.30819702,anonymous,EN,60-64,Bell bottoms,1,5,4,2,3,A wedding invitation,5,3,4,1,2,An elevator,1,2,5,3,4,I consent to take part in this study,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,,,,,,,,,"People are LESS kind, honest, nice, and good today compared to about 60 years ago",,6,1,7,,,,,,,,,,,,,,,,,,,A rejection of Christian faith and principles.,,60,Male,Hispanic or Latino Origin,"$95,000 - $150,000",Other,apple,Some college,2,Somewhat conservative,1979,No.,NA,NA,-6,-6,-4,less,"People are LESS kind, honest, nice, and good today compared to about 60 years ago",less,2,4,6,born,7,140
141.born,1/29/20 10:26,1/29/20 10:31,IP Address,100,285,TRUE,1/29/20 10:31,R_2zDaVDz65dHsrL1,NA,NA,NA,NA,30.36680603,-81.58730316,anonymous,EN,45-49,Bell bottoms,4,1,3,5,2,A wedding invitation,1,5,4,2,3,An elevator,2,5,4,3,1,I consent to take part in this study,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,,,,,,"People are equally kind, honest, nice, and good today compared to about 45 years ago",,,,,6,5,5,,,,,,,,,,,,,,,,,,,,,49,Male,White,"$95,000 - $150,000",Other,apple,Some graduate school,2,Somewhat conservative,2002,Thank you for the opportunity to participate,NA,NA,0,0,0,equal,"People are equally kind, honest, nice, and good today compared to about 45 years ago",equal,0,0,0,born,6,141
142.born,1/29/20 10:27,1/29/20 10:31,IP Address,100,251,TRUE,1/29/20 10:31,R_3iKfHxbVGujfCVa,NA,NA,NA,NA,34.65460205,-80.36389923,anonymous,EN,40-44,Bell bottoms,2,1,5,3,4,A wedding invitation,5,2,3,1,4,An elevator,2,5,3,4,1,I consent to take part in this study,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,,,,,"People are equally kind, honest, nice, and good today compared to about 40 years ago",,,,,,5,5,5,,,,,,,,,,,,,,,,,,,,,44,Male,White,"$55,000 - $75,000",Other,apple,Four-year college degree,0,Neither liberal nor conservative,NA,,NA,NA,0,0,0,equal,"People are equally kind, honest, nice, and good today compared to about 40 years ago",equal,0,0,0,born,5,142
143.born,1/29/20 10:26,1/29/20 10:31,IP Address,100,282,TRUE,1/29/20 10:31,R_C7TQEJiTnaGxdYd,NA,NA,NA,NA,47.69749451,-116.7807999,anonymous,EN,40-44,Bell bottoms,2,5,1,3,4,A wedding invitation,4,2,3,5,1,An elevator,1,2,3,4,5,I consent to take part in this study,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,,,,,"People are LESS kind, honest, nice, and good today compared to about 40 years ago",,,,,,5,2,6,,,,,,,,,,,,,,,"I believe several things have occurred.  It is harder to make a living today.  Usually 2 people have to work in a family to survive.  There is less discipline in the world, and several things ""especially politics"" have separated people.  More favoritism.",,,,,,42,Male,White,"$15,000 - $35,000",Other,apple,Some college,3,Somewhat liberal,1996,People seem to be less polite today.,NA,NA,-2,-2,-1,less,"People are LESS kind, honest, nice, and good today compared to about 40 years ago",less,1,1,2,born,6,143
144.born,1/29/20 10:27,1/29/20 10:31,IP Address,100,212,TRUE,1/29/20 10:31,R_3JCbyMh8mvToGF6,NA,NA,NA,NA,40.72520447,-73.94400024,anonymous,EN,18-24,Bell bottoms,1,5,2,4,3,A wedding invitation,5,2,3,4,1,An elevator,1,2,5,3,4,I consent to take part in this study,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"People are LESS kind, honest, nice, and good today compared to about 20 years ago",,,,,,,,,,4,3,3,,,,,,,,,,,"I think a change in general values and attitudes, and the rise of new technologies such as social media.",,,,,,,,,,23,Male,Asian,"$15,000 - $35,000",Other,apple,Four-year college degree,0,Very liberal,NA,,NA,NA,-1,-1,NA,less,"People are LESS kind, honest, nice, and good today compared to about 20 years ago",less,NA,NA,1,born,5,144
145.born,1/29/20 10:28,1/29/20 10:31,IP Address,100,179,TRUE,1/29/20 10:31,R_2Yfdymca4Cyt6Rb,NA,NA,NA,NA,25.60620117,-80.34519958,anonymous,EN,40-44,Bell bottoms,2,4,1,5,3,A wedding invitation,1,4,3,2,5,An elevator,3,4,2,1,5,I consent to take part in this study,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,,,,,"People are LESS kind, honest, nice, and good today compared to about 40 years ago",,,,,,2,1,3,,,,,,,,,,,,,,,degradation of morality and the rejection of God,,,,,,40,Male,Hispanic or Latino Origin,"less than $15,000",Other,apple,Some college,0,Very conservative,NA,,NA,NA,-1,-1,-1,less,"People are LESS kind, honest, nice, and good today compared to about 40 years ago",less,0,1,1,born,2,145
146.born,1/29/20 10:29,1/29/20 10:31,IP Address,100,102,TRUE,1/29/20 10:31,R_PH92ahRiC2PG1lD,NA,NA,NA,NA,34.26100159,-116.8130951,anonymous,EN,40-44,Bell bottoms,3,2,5,4,1,A wedding invitation,4,3,1,5,2,An elevator,4,1,5,2,3,I consent to take part in this study,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,,,,,"People are equally kind, honest, nice, and good today compared to about 40 years ago",,,,,,5,6,6,,,,,,,,,,,,,,,,,,,,,40,Male,Asian,"$15,000 - $35,000",Other,apple,Four-year college degree,0,Somewhat liberal,NA,,NA,NA,0,0,0,equal,"People are equally kind, honest, nice, and good today compared to about 40 years ago",equal,0,0,0,born,5,146
147.born,1/29/20 10:26,1/29/20 10:31,IP Address,100,298,TRUE,1/29/20 10:31,R_21slbFOZ9P849bc,NA,NA,NA,NA,39.0453949,-82.64179993,anonymous,EN,40-44,Bell bottoms,3,2,4,5,1,A wedding invitation,1,5,2,4,3,An elevator,5,1,4,3,2,I consent to take part in this study,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,,,,,"People are LESS kind, honest, nice, and good today compared to about 40 years ago",,,,,,2,5,5,,,,,,,,,,,,,,,"People are less kind, honest, and nice due to the declining quality of life in numerous aspects. 40 years ago, a person was able to take care of a family from one person working. A college education could be paid for in full, from one summer job years ago. Today everything is much harder, and inflation has completely surpassed wages. Now the average college student will spend 50 years paying off a college loan debt if they are lucky. People are finding it harder to be kind when the odds are stacked against them no matter how hard they fight. ",,,,,,41,Male,Hispanic or Latino Origin,"$15,000 - $35,000",Other,apple ,Associate's degree,2,Somewhat liberal,2005,,NA,NA,-3,-3,-2,less,"People are LESS kind, honest, nice, and good today compared to about 40 years ago",less,1,2,3,born,4,147
148.born,1/29/20 10:28,1/29/20 10:31,IP Address,100,160,TRUE,1/29/20 10:31,R_2zzS6bxFR4rbaRJ,NA,NA,NA,NA,39.53269958,-87.32550049,anonymous,EN,35-39,Bell bottoms,3,4,1,5,2,A wedding invitation,5,4,3,1,2,An elevator,1,5,3,4,2,I consent to take part in this study,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,,,,"People are equally kind, honest, nice, and good today compared to about 35 years ago",,,,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,35,Female,White,"$55,000 - $75,000",Other,apple,Four-year college degree,2,Neither liberal nor conservative,2010,No,NA,NA,0,0,0,equal,"People are equally kind, honest, nice, and good today compared to about 35 years ago",equal,0,0,0,born,4,148
149.born,1/29/20 10:30,1/29/20 10:31,IP Address,100,73,TRUE,1/29/20 10:31,R_2b2UvK1Vm0ItgP7,NA,NA,NA,NA,41.35899353,-89.42590332,anonymous,EN,30-34,Bell bottoms,1,2,3,5,4,A wedding invitation,3,1,4,2,5,An elevator,2,4,5,3,1,I consent to take part in this study,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,,,"People are LESS kind, honest, nice, and good today compared to about 30 years ago",,,,,,,,4,3,3,,,,,,,,,,,,,I think everything. Technology mostly. ,,,,,,,,31,Male,White,"$15,000 - $35,000",Other,apple,High school diploma,0,Neither liberal nor conservative,NA,,NA,NA,-2,-2,-1,less,"People are LESS kind, honest, nice, and good today compared to about 30 years ago",less,1,1,2,born,6,149
150.born,1/29/20 10:26,1/29/20 10:31,IP Address,100,299,TRUE,1/29/20 10:31,R_1etKdvuT5XwDSeK,NA,NA,NA,NA,35.11500549,-80.70610046,anonymous,EN,35-39,Bell bottoms,2,1,4,5,3,A wedding invitation,2,3,5,4,1,An elevator,3,2,1,5,4,I consent to take part in this study,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,,,,"People are MORE kind, honest, nice, and good today compared to about 35 years ago",,,,,,,5,4,4,,,,"Social norm, people treating each other with respect and dignity is considered normal and must these days.",,,,,,,,,,,,,,,,,39,Male,Asian,"$55,000 - $75,000",Other,apple,Four-year college degree,0,Somewhat liberal,NA,No comment,NA,NA,1,1,0,more,"People are MORE kind, honest, nice, and good today compared to about 35 years ago",more,-1,0,-1,born,4,150
151.born,1/29/20 10:26,1/29/20 10:31,IP Address,100,309,TRUE,1/29/20 10:31,R_agcydMmnsHVRU65,NA,NA,NA,NA,48.979599,-97.54270172,anonymous,EN,30-34,Bell bottoms,3,1,2,5,4,A wedding invitation,3,1,2,4,5,An elevator,4,1,5,3,2,I consent to take part in this study,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,,,"People are LESS kind, honest, nice, and good today compared to about 30 years ago",,,,,,,,4,3,4,,,,,,,,,,,,,There is to much influence from social media. Kids have much more influence today than years ago. ,,,,,,,,34,Female,White,"$95,000 - $150,000",Other,apple,Associate's degree,3,Somewhat liberal,2005,,NA,NA,-3,-3,0,less,"People are LESS kind, honest, nice, and good today compared to about 30 years ago",less,3,0,3,born,7,151
152.born,1/29/20 10:26,1/29/20 10:31,IP Address,100,316,TRUE,1/29/20 10:31,R_2f8oJn4FPvUAcVm,NA,NA,NA,NA,42.58360291,-83.49890137,anonymous,EN,40-44,Bell bottoms,5,1,3,2,4,A wedding invitation,3,4,2,5,1,An elevator,4,5,1,2,3,I consent to take part in this study,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,,,,,"People are LESS kind, honest, nice, and good today compared to about 40 years ago",,,,,,5,4,6,,,,,,,,,,,,,,,The internet and politics causes people to be more grumpy I think.,,,,,,42,Female,White,"$35,000 - $55,000",Other,apple,Some college,3,Somewhat conservative,1995,,NA,NA,-3,-3,-3,less,"People are LESS kind, honest, nice, and good today compared to about 40 years ago",less,0,3,3,born,7,152
