"subId","covid_concern","covid_cases_personal","OUS1","OUS2","OUS3","OUS4","OUS5","OUS6","OUS7","OUS8","OUS9","gender","age","race","education","income","pol_ideology","religiosity","number_covid_studies","similarity_covid_studies","redcross_reliable","check_embezzle_clear","argument","gender_recode","race_recode","exclude_behav","avg_OUS_IB","avg_OUS_IH","dimension","dilemma","behav","moral","support","trustOther","trustworthy","avg_trust"
364,"7","No",5,7,7,2,7,4,4,4,6,"Nonbinary","18","Asian","1","1","1","2","6-10","Slightly similar","3","Yes","Non-Utilitarian","Other","Asian",0,6,5,"IB","medicine","Utilitarian","7","6",NA,NA,NA
364,"7","No",5,7,7,2,7,4,4,4,6,"Nonbinary","18","Asian","1","1","1","2","6-10","Slightly similar","3","Yes","Non-Utilitarian","Other","Asian",0,6,5,"IH","lockdown",NA,"1","1",4,4,4
365,"7","No",1,1,1,4,3,1,6,1,1,"Female","39","White,Hispanic, Latino, or Spanish origin","5","8","4","6","1-5","Not at all similar","3","Yes","Utilitarian","Female","Other",0,2,1,"IB","ppe",NA,"4","1",1,1,1
365,"7","No",1,1,1,4,3,1,6,1,1,"Female","39","White,Hispanic, Latino, or Spanish origin","5","8","4","6","1-5","Not at all similar","3","Yes","Utilitarian","Female","Other",0,2,1,"IH","ventilator","Non-Utilitarian","1","1",NA,NA,NA
365,"7","No",1,1,1,4,3,1,6,1,1,"Female","39","White,Hispanic, Latino, or Spanish origin","5","8","4","6","1-5","Not at all similar","3","Yes","Utilitarian","Female","Other",0,2,1,"IB","medicine",NA,"4","1",1,1,1
366,"6","No",3,1,3,1,5,2,1,1,3,"Female","50","Asian","2","10","3","5","1-5","Slightly similar","4","Yes","Non-Utilitarian","Female","Asian",0,4,2.5,"IH","lockdown",NA,"4","3",5,5,5
366,"6","No",3,1,3,1,5,2,1,1,3,"Female","50","Asian","2","10","3","5","1-5","Slightly similar","4","Yes","Non-Utilitarian","Female","Asian",0,4,2.5,"IH","ventilator",NA,"4","2",5,5,5
366,"6","No",3,1,3,1,5,2,1,1,3,"Female","50","Asian","2","10","3","5","1-5","Slightly similar","4","Yes","Non-Utilitarian","Female","Asian",0,4,2.5,"IB","ppe","Utilitarian","6","4",NA,NA,NA
367,"6","No",3,5,5,3,6,5,5,5,4,"Nonbinary","21","White","2","6","1","2","6-10","Not at all similar","4","Yes","Non-Utilitarian","Other","White",0,4.5,4.5,"IH","lockdown","Non-Utilitarian","3","2",NA,NA,NA
367,"6","No",3,5,5,3,6,5,5,5,4,"Nonbinary","21","White","2","6","1","2","6-10","Not at all similar","4","Yes","Non-Utilitarian","Other","White",0,4.5,4.5,"IB","ppe",NA,"6","5",4,4,4
367,"6","No",3,5,5,3,6,5,5,5,4,"Nonbinary","21","White","2","6","1","2","6-10","Not at all similar","4","Yes","Non-Utilitarian","Other","White",0,4.5,4.5,"IB","medicine",NA,"4","2",5,5,5
368,"6","No",3,4,7,5,7,3,2,3,2,"Male","19","White","1","2","2","3","6-10","Slightly similar","3","Yes","Non-Utilitarian","Male","White",0,5,2.5,"IB","ppe",NA,"7","7",4,5,4.5
368,"6","No",3,4,7,5,7,3,2,3,2,"Male","19","White","1","2","2","3","6-10","Slightly similar","3","Yes","Non-Utilitarian","Male","White",0,5,2.5,"IH","lockdown","Non-Utilitarian","2","3",NA,NA,NA
368,"6","No",3,4,7,5,7,3,2,3,2,"Male","19","White","1","2","2","3","6-10","Slightly similar","3","Yes","Non-Utilitarian","Male","White",0,5,2.5,"IB","medicine",NA,"7","6",5,5,5
369,"6","Yes",5,3,4,5,5,5,2,4,3,"Male","28","White","4","8","2","3","21-50","Not at all similar","3","Yes","Utilitarian","Male","White",0,5,4,"IB","ppe","Utilitarian","5","4",NA,NA,NA
369,"6","Yes",5,3,4,5,5,5,2,4,3,"Male","28","White","4","8","2","3","21-50","Not at all similar","3","Yes","Utilitarian","Male","White",0,5,4,"IH","ventilator",NA,"3","3",3,4,3.5
369,"6","Yes",5,3,4,5,5,5,2,4,3,"Male","28","White","4","8","2","3","21-50","Not at all similar","3","Yes","Utilitarian","Male","White",0,5,4,"IH","lockdown",NA,"3","2",1,2,1.5
370,"7","No",1,7,7,7,7,1,1,1,2,"Female","35","White","5","5","3","4","6-10","Not at all similar","5","Yes","Utilitarian","Female","White",0,4,1.5,"IB","ppe","Non-Utilitarian","4","1",NA,NA,NA
370,"7","No",1,7,7,7,7,1,1,1,2,"Female","35","White","5","5","3","4","6-10","Not at all similar","5","Yes","Utilitarian","Female","White",0,4,1.5,"IH","lockdown",NA,"1","5",1,1,1
370,"7","No",1,7,7,7,7,1,1,1,2,"Female","35","White","5","5","3","4","6-10","Not at all similar","5","Yes","Utilitarian","Female","White",0,4,1.5,"IH","ventilator",NA,"1","1",1,1,1
371,"4","No",4,5,4,4,5,4,4,4,4,"Female","39","White","2","6","4","1","0","Not at all similar","2","No","Utilitarian","Female","White",1,4.5,4,"IB","medicine",NA,"3","2",3,3,3
371,"4","No",4,5,4,4,5,4,4,4,4,"Female","39","White","2","6","4","1","0","Not at all similar","2","No","Utilitarian","Female","White",1,4.5,4,"IB","ppe",NA,"2","6",2,4,3
371,"4","No",4,5,4,4,5,4,4,4,4,"Female","39","White","2","6","4","1","0","Not at all similar","2","No","Utilitarian","Female","White",1,4.5,4,"IH","ventilator","Non-Utilitarian","2","1",NA,NA,NA
372,"7","No",5,3,5,7,7,3,5,3,3,"Female","46","Black or African American","4","5","4","6","1-5","Not at all similar","4","Yes","Utilitarian","Female","Black",0,6,3,"IB","medicine",NA,"6","1",1,1,1
372,"7","No",5,3,5,7,7,3,5,3,3,"Female","46","Black or African American","4","5","4","6","1-5","Not at all similar","4","Yes","Utilitarian","Female","Black",0,6,3,"IB","ppe",NA,"2","1",1,1,1
372,"7","No",5,3,5,7,7,3,5,3,3,"Female","46","Black or African American","4","5","4","6","1-5","Not at all similar","4","Yes","Utilitarian","Female","Black",0,6,3,"IH","ventilator","Non-Utilitarian","1","1",NA,NA,NA
373,"4","Yes",2,1,2,2,2,1,2,6,4,"Male","41","White","4","6","5","2","6-10","Moderately similar","5","Yes","Non-Utilitarian","Male","White",0,2,2.5,"IB","medicine",NA,"6","3",7,7,7
373,"4","Yes",2,1,2,2,2,1,2,6,4,"Male","41","White","4","6","5","2","6-10","Moderately similar","5","Yes","Non-Utilitarian","Male","White",0,2,2.5,"IH","lockdown","Utilitarian","5","6",NA,NA,NA
373,"4","Yes",2,1,2,2,2,1,2,6,4,"Male","41","White","4","6","5","2","6-10","Moderately similar","5","Yes","Non-Utilitarian","Male","White",0,2,2.5,"IB","ppe",NA,"6","1",7,7,7
374,"4","No",6,6,7,7,5,4,4,1,3,"Female","33","White","2","1","1","4","11-20","Moderately similar","3","Yes","Utilitarian","Female","White",0,5.5,3.5,"IH","lockdown",NA,"1","1",2,4,3
374,"4","No",6,6,7,7,5,4,4,1,3,"Female","33","White","2","1","1","4","11-20","Moderately similar","3","Yes","Utilitarian","Female","White",0,5.5,3.5,"IB","medicine","Utilitarian","7","7",NA,NA,NA
374,"4","No",6,6,7,7,5,4,4,1,3,"Female","33","White","2","1","1","4","11-20","Moderately similar","3","Yes","Utilitarian","Female","White",0,5.5,3.5,"IH","ventilator",NA,"3","1",4,4,4
375,"7","No",4,5,5,5,6,3,4,1,2,"Female","22","Asian","4","4","1","5","6-10","Slightly similar","2","Yes","Utilitarian","Female","Asian",0,5,2.5,"IB","medicine","Utilitarian","6","7",NA,NA,NA
375,"7","No",4,5,5,5,6,3,4,1,2,"Female","22","Asian","4","4","1","5","6-10","Slightly similar","2","Yes","Utilitarian","Female","Asian",0,5,2.5,"IH","lockdown",NA,"2","2",2,2,2
375,"7","No",4,5,5,5,6,3,4,1,2,"Female","22","Asian","4","4","1","5","6-10","Slightly similar","2","Yes","Utilitarian","Female","Asian",0,5,2.5,"IH","ventilator",NA,"2","2",2,2,2
376,"7","No",3,2,5,6,3,5,4,5,5,"Female","31","White","4","6","4","4","1-5","Slightly similar","4","Yes","Non-Utilitarian","Female","White",0,3,5,"IB","ppe",NA,"6","3",5,5,5
376,"7","No",3,2,5,6,3,5,4,5,5,"Female","31","White","4","6","4","4","1-5","Slightly similar","4","Yes","Non-Utilitarian","Female","White",0,3,5,"IB","medicine",NA,"6","3",4,4,4
376,"7","No",3,2,5,6,3,5,4,5,5,"Female","31","White","4","6","4","4","1-5","Slightly similar","4","Yes","Non-Utilitarian","Female","White",0,3,5,"IH","lockdown","Non-Utilitarian","3","3",NA,NA,NA
377,"3","Unsure",3,4,6,4,3,4,4,4,3,"Male","25","Black or African American","2","8","4","1","1-5","Moderately similar","4","No","Non-Utilitarian","Male","Black",1,3,3.5,"IB","medicine","Non-Utilitarian","4","7",NA,NA,NA
377,"3","Unsure",3,4,6,4,3,4,4,4,3,"Male","25","Black or African American","2","8","4","1","1-5","Moderately similar","4","No","Non-Utilitarian","Male","Black",1,3,3.5,"IH","ventilator",NA,"4","1",4,4,4
377,"3","Unsure",3,4,6,4,3,4,4,4,3,"Male","25","Black or African American","2","8","4","1","1-5","Moderately similar","4","No","Non-Utilitarian","Male","Black",1,3,3.5,"IH","lockdown",NA,"3","5",4,4,4
378,"5","No",3,4,5,3,4,3,5,3,4,"Female","22","Asian","4","9","2","1","1-5","Slightly similar","3","Yes","Non-Utilitarian","Female","Asian",0,3.5,3.5,"IB","medicine",NA,"4","6",3,3,3
378,"5","No",3,4,5,3,4,3,5,3,4,"Female","22","Asian","4","9","2","1","1-5","Slightly similar","3","Yes","Non-Utilitarian","Female","Asian",0,3.5,3.5,"IH","ventilator","Non-Utilitarian","4","3",NA,NA,NA
378,"5","No",3,4,5,3,4,3,5,3,4,"Female","22","Asian","4","9","2","1","1-5","Slightly similar","3","Yes","Non-Utilitarian","Female","Asian",0,3.5,3.5,"IB","ppe",NA,"4","6",3,3,3
379,"4","Unsure",4,4,5,4,4,3,3,2,1,"Male","28","Hispanic, Latino, or Spanish origin,Some other race, ethnicity or origin","3","1","1","1","11-20","Slightly similar","3","Yes","Non-Utilitarian","Male","Other",0,4,2,"IH","lockdown","Non-Utilitarian","1","2",NA,NA,NA
379,"4","Unsure",4,4,5,4,4,3,3,2,1,"Male","28","Hispanic, Latino, or Spanish origin,Some other race, ethnicity or origin","3","1","1","1","11-20","Slightly similar","3","Yes","Non-Utilitarian","Male","Other",0,4,2,"IB","ppe",NA,"6","5",2,3,2.5
379,"4","Unsure",4,4,5,4,4,3,3,2,1,"Male","28","Hispanic, Latino, or Spanish origin,Some other race, ethnicity or origin","3","1","1","1","11-20","Slightly similar","3","Yes","Non-Utilitarian","Male","Other",0,4,2,"IB","medicine",NA,"6","5",2,3,2.5
380,"6","No",3,1,2,5,4,2,1,4,2,"Female","35","White","2","3","2","1","21-50","Not at all similar","3","Yes","Non-Utilitarian","Female","White",0,3.5,2,"IH","lockdown","Non-Utilitarian","1","1",NA,NA,NA
380,"6","No",3,1,2,5,4,2,1,4,2,"Female","35","White","2","3","2","1","21-50","Not at all similar","3","Yes","Non-Utilitarian","Female","White",0,3.5,2,"IB","medicine",NA,"6","3",2,3,2.5
380,"6","No",3,1,2,5,4,2,1,4,2,"Female","35","White","2","3","2","1","21-50","Not at all similar","3","Yes","Non-Utilitarian","Female","White",0,3.5,2,"IB","ppe",NA,"6","3",2,3,2.5
381,"6","Yes",3,2,7,6,3,2,3,4,1,"Female","20","Black or African American","2","4","1","2","6-10","Not at all similar","2","Yes","Non-Utilitarian","Female","Black",0,3,1.5,"IB","medicine",NA,"6","2",3,3,3
381,"6","Yes",3,2,7,6,3,2,3,4,1,"Female","20","Black or African American","2","4","1","2","6-10","Not at all similar","2","Yes","Non-Utilitarian","Female","Black",0,3,1.5,"IH","lockdown","Non-Utilitarian","2","3",NA,NA,NA
381,"6","Yes",3,2,7,6,3,2,3,4,1,"Female","20","Black or African American","2","4","1","2","6-10","Not at all similar","2","Yes","Non-Utilitarian","Female","Black",0,3,1.5,"IB","ppe",NA,"6","5",3,4,3.5
382,"7","Yes",4,5,7,5,7,3,5,3,3,"Female","28","White","4","4","1","1","6-10","Not at all similar","3","Yes","Utilitarian","Female","White",0,5.5,3,"IH","lockdown",NA,"2","2",2,2,2
382,"7","Yes",4,5,7,5,7,3,5,3,3,"Female","28","White","4","4","1","1","6-10","Not at all similar","3","Yes","Utilitarian","Female","White",0,5.5,3,"IB","medicine","Utilitarian","7","7",NA,NA,NA
382,"7","Yes",4,5,7,5,7,3,5,3,3,"Female","28","White","4","4","1","1","6-10","Not at all similar","3","Yes","Utilitarian","Female","White",0,5.5,3,"IH","ventilator",NA,"4","2",2,2,2
383,"5","Yes",5,4,4,4,3,5,5,1,4,"Male","26","Asian","4","8","5","7","11-20","Extremely similar","5","Yes","Non-Utilitarian","Male","Asian",0,4,4.5,"IH","lockdown",NA,"4","5",4,4,4
383,"5","Yes",5,4,4,4,3,5,5,1,4,"Male","26","Asian","4","8","5","7","11-20","Extremely similar","5","Yes","Non-Utilitarian","Male","Asian",0,4,4.5,"IB","medicine","Non-Utilitarian","4","4",NA,NA,NA
383,"5","Yes",5,4,4,4,3,5,5,1,4,"Male","26","Asian","4","8","5","7","11-20","Extremely similar","5","Yes","Non-Utilitarian","Male","Asian",0,4,4.5,"IH","ventilator",NA,"4","2",4,4,4
384,"5","Yes",4,3,5,5,3,4,5,4,4,"Female","41","Hispanic, Latino, or Spanish origin","5","8","4","5","1-5","Moderately similar","4","Yes","Utilitarian","Female","Other",0,3.5,4,"IH","lockdown",NA,"3","3",3,4,3.5
384,"5","Yes",4,3,5,5,3,4,5,4,4,"Female","41","Hispanic, Latino, or Spanish origin","5","8","4","5","1-5","Moderately similar","4","Yes","Utilitarian","Female","Other",0,3.5,4,"IB","medicine","Utilitarian","6","5",NA,NA,NA
384,"5","Yes",4,3,5,5,3,4,5,4,4,"Female","41","Hispanic, Latino, or Spanish origin","5","8","4","5","1-5","Moderately similar","4","Yes","Utilitarian","Female","Other",0,3.5,4,"IH","ventilator",NA,"3","3",3,3,3
385,"5","No",5,5,5,5,4,3,2,3,3,"Female","22","Asian","4","8","3","1","1-5","Not at all similar","4","Yes","Utilitarian","Female","Asian",0,4.5,3,"IB","ppe",NA,"3","3",6,6,6
385,"5","No",5,5,5,5,4,3,2,3,3,"Female","22","Asian","4","8","3","1","1-5","Not at all similar","4","Yes","Utilitarian","Female","Asian",0,4.5,3,"IB","medicine",NA,"3","3",6,6,6
385,"5","No",5,5,5,5,4,3,2,3,3,"Female","22","Asian","4","8","3","1","1-5","Not at all similar","4","Yes","Utilitarian","Female","Asian",0,4.5,3,"IH","ventilator","Non-Utilitarian","3","2",NA,NA,NA
386,"2","No",4,6,3,5,4,4,5,2,3,"Male","19","White","2","6","4","2","6-10","Moderately similar","3","Yes","Utilitarian","Male","White",0,4,3.5,"IB","ppe","Non-Utilitarian","5","4",NA,NA,NA
386,"2","No",4,6,3,5,4,4,5,2,3,"Male","19","White","2","6","4","2","6-10","Moderately similar","3","Yes","Utilitarian","Male","White",0,4,3.5,"IH","lockdown",NA,"3","3",5,4,4.5
386,"2","No",4,6,3,5,4,4,5,2,3,"Male","19","White","2","6","4","2","6-10","Moderately similar","3","Yes","Utilitarian","Male","White",0,4,3.5,"IH","ventilator",NA,"3","4",3,4,3.5
387,"5","No",1,6,3,4,1,3,2,2,4,"Female","35","White","5","9","5","2","1-5","Not at all similar","5","Yes","Non-Utilitarian","Female","White",0,1,3.5,"IH","ventilator","Non-Utilitarian","2","1",NA,NA,NA
387,"5","No",1,6,3,4,1,3,2,2,4,"Female","35","White","5","9","5","2","1-5","Not at all similar","5","Yes","Non-Utilitarian","Female","White",0,1,3.5,"IB","medicine",NA,"3","2",4,5,4.5
387,"5","No",1,6,3,4,1,3,2,2,4,"Female","35","White","5","9","5","2","1-5","Not at all similar","5","Yes","Non-Utilitarian","Female","White",0,1,3.5,"IB","ppe",NA,"2","2",3,6,4.5
388,"7","Yes",4,5,6,2,6,2,1,2,5,"Male","20","Black or African American,Middle Eastern or North African","2","8","2","1","1-5","Slightly similar","5","Yes","Non-Utilitarian","Male","Other",0,5,3.5,"IH","ventilator",NA,"1","1",7,7,7
388,"7","Yes",4,5,6,2,6,2,1,2,5,"Male","20","Black or African American,Middle Eastern or North African","2","8","2","1","1-5","Slightly similar","5","Yes","Non-Utilitarian","Male","Other",0,5,3.5,"IH","lockdown",NA,"1","1",7,7,7
388,"7","Yes",4,5,6,2,6,2,1,2,5,"Male","20","Black or African American,Middle Eastern or North African","2","8","2","1","1-5","Slightly similar","5","Yes","Non-Utilitarian","Male","Other",0,5,3.5,"IB","ppe","Utilitarian","7","7",NA,NA,NA
389,"6","Yes",1,1,6,2,4,2,3,2,6,"Male","40","White","3","6","2","1","21-50","Not at all similar","4","Yes","Non-Utilitarian","Male","White",0,2.5,4,"IH","ventilator",NA,"4","2",6,5,5.5
389,"6","Yes",1,1,6,2,4,2,3,2,6,"Male","40","White","3","6","2","1","21-50","Not at all similar","4","Yes","Non-Utilitarian","Male","White",0,2.5,4,"IB","ppe","Non-Utilitarian","4","3",NA,NA,NA
389,"6","Yes",1,1,6,2,4,2,3,2,6,"Male","40","White","3","6","2","1","21-50","Not at all similar","4","Yes","Non-Utilitarian","Male","White",0,2.5,4,"IH","lockdown",NA,"4","5",5,5,5
390,"3","No",3,3,4,1,3,5,6,7,4,"Male","22","Hispanic, Latino, or Spanish origin","4","6","3","3","1-5","Not at all similar","2","Yes","Utilitarian","Male","Other",0,3,4.5,"IH","ventilator","Non-Utilitarian","2","1",NA,NA,NA
390,"3","No",3,3,4,1,3,5,6,7,4,"Male","22","Hispanic, Latino, or Spanish origin","4","6","3","3","1-5","Not at all similar","2","Yes","Utilitarian","Male","Other",0,3,4.5,"IB","medicine",NA,"5","6",7,6,6.5
390,"3","No",3,3,4,1,3,5,6,7,4,"Male","22","Hispanic, Latino, or Spanish origin","4","6","3","3","1-5","Not at all similar","2","Yes","Utilitarian","Male","Other",0,3,4.5,"IB","ppe",NA,"4","4",5,6,5.5
391,"5","No",2,1,5,3,1,4,5,5,5,"Female","31","White","1","4","5","1","11-20","Slightly similar","2","Yes","Non-Utilitarian","Female","White",0,1.5,4.5,"IH","lockdown","Utilitarian","4","2",NA,NA,NA
391,"5","No",2,1,5,3,1,4,5,5,5,"Female","31","White","1","4","5","1","11-20","Slightly similar","2","Yes","Non-Utilitarian","Female","White",0,1.5,4.5,"IB","medicine",NA,"4","5",6,5,5.5
391,"5","No",2,1,5,3,1,4,5,5,5,"Female","31","White","1","4","5","1","11-20","Slightly similar","2","Yes","Non-Utilitarian","Female","White",0,1.5,4.5,"IB","ppe",NA,"4","3",5,5,5
392,"5","No",4,4,2,6,4,4,4,6,5,"Male","35","Asian","4","7","4","1","21-50","Not at all similar","5","Yes","Non-Utilitarian","Male","Asian",0,4,4.5,"IH","lockdown",NA,"1","1",5,5,5
392,"5","No",4,4,2,6,4,4,4,6,5,"Male","35","Asian","4","7","4","1","21-50","Not at all similar","5","Yes","Non-Utilitarian","Male","Asian",0,4,4.5,"IH","ventilator",NA,"4","2",6,6,6
392,"5","No",4,4,2,6,4,4,4,6,5,"Male","35","Asian","4","7","4","1","21-50","Not at all similar","5","Yes","Non-Utilitarian","Male","Asian",0,4,4.5,"IB","ppe","Non-Utilitarian","4","1",NA,NA,NA
393,"4","No",5,2,5,3,2,2,2,3,3,"Female","22","White","4","8","4","1","11-20","Slightly similar","2","Yes","Utilitarian","Female","White",0,3.5,2.5,"IH","ventilator",NA,"4","3",4,4,4
393,"4","No",5,2,5,3,2,2,2,3,3,"Female","22","White","4","8","4","1","11-20","Slightly similar","2","Yes","Utilitarian","Female","White",0,3.5,2.5,"IB","ppe","Non-Utilitarian","4","3",NA,NA,NA
393,"4","No",5,2,5,3,2,2,2,3,3,"Female","22","White","4","8","4","1","11-20","Slightly similar","2","Yes","Utilitarian","Female","White",0,3.5,2.5,"IH","lockdown",NA,"4","5",4,4,4
394,"7","No",4,2,5,7,5,1,1,2,1,"Female","35","White","3","1","3","3","21-50","Slightly similar","3","Yes","Utilitarian","Female","White",0,4.5,1,"IH","lockdown",NA,"4","2",1,1,1
394,"7","No",4,2,5,7,5,1,1,2,1,"Female","35","White","3","1","3","3","21-50","Slightly similar","3","Yes","Utilitarian","Female","White",0,4.5,1,"IH","ventilator",NA,"1","1",1,2,1.5
394,"7","No",4,2,5,7,5,1,1,2,1,"Female","35","White","3","1","3","3","21-50","Slightly similar","3","Yes","Utilitarian","Female","White",0,4.5,1,"IB","ppe","Non-Utilitarian","4","3",NA,NA,NA
395,"7","Yes",6,7,7,2,5,3,6,2,3,"Male","25","White","4","7","5","5","1-5","Slightly similar","4","Yes","Non-Utilitarian","Male","White",0,5.5,3,"IH","ventilator",NA,"3","1",6,6,6
395,"7","Yes",6,7,7,2,5,3,6,2,3,"Male","25","White","4","7","5","5","1-5","Slightly similar","4","Yes","Non-Utilitarian","Male","White",0,5.5,3,"IH","lockdown",NA,"2","1",6,6,6
395,"7","Yes",6,7,7,2,5,3,6,2,3,"Male","25","White","4","7","5","5","1-5","Slightly similar","4","Yes","Non-Utilitarian","Male","White",0,5.5,3,"IB","ppe","Utilitarian","7","6",NA,NA,NA
396,"6","No",2,5,3,3,6,3,5,3,4,"Female","23","White","4","5","1","7","1-5","Not at all similar","4","Yes","Utilitarian","Female","White",0,4,3.5,"IB","medicine",NA,"6","6",6,6,6
396,"6","No",2,5,3,3,6,3,5,3,4,"Female","23","White","4","5","1","7","1-5","Not at all similar","4","Yes","Utilitarian","Female","White",0,4,3.5,"IH","ventilator","Non-Utilitarian","3","2",NA,NA,NA
396,"6","No",2,5,3,3,6,3,5,3,4,"Female","23","White","4","5","1","7","1-5","Not at all similar","4","Yes","Utilitarian","Female","White",0,4,3.5,"IB","ppe",NA,"6","6",6,6,6
397,"7","No",6,3,5,7,7,4,1,2,3,"Female","64","White","3","3","1","1","21-50","Not at all similar","3","Yes","Non-Utilitarian","Female","White",0,6.5,3.5,"IB","medicine",NA,"5","5",2,2,2
397,"7","No",6,3,5,7,7,4,1,2,3,"Female","64","White","3","3","1","1","21-50","Not at all similar","3","Yes","Non-Utilitarian","Female","White",0,6.5,3.5,"IB","ppe",NA,"5","6",3,4,3.5
397,"7","No",6,3,5,7,7,4,1,2,3,"Female","64","White","3","3","1","1","21-50","Not at all similar","3","Yes","Non-Utilitarian","Female","White",0,6.5,3.5,"IH","lockdown","Non-Utilitarian","1","1",NA,NA,NA
398,"3","Yes",3,1,2,3,2,4,2,5,5,"Male","49","White","2","6","6","1","0","Not at all similar","2","Yes","Non-Utilitarian","Male","White",0,2.5,4.5,"IB","medicine",NA,"3","1",5,6,5.5
398,"3","Yes",3,1,2,3,2,4,2,5,5,"Male","49","White","2","6","6","1","0","Not at all similar","2","Yes","Non-Utilitarian","Male","White",0,2.5,4.5,"IH","lockdown","Utilitarian","5","5",NA,NA,NA
398,"3","Yes",3,1,2,3,2,4,2,5,5,"Male","49","White","2","6","6","1","0","Not at all similar","2","Yes","Non-Utilitarian","Male","White",0,2.5,4.5,"IB","ppe",NA,"6","1",5,6,5.5
399,"3","No",1,2,2,1,2,2,4,5,5,"Male","33","White","1","1","4","1","more than 50","Slightly similar","1","Yes","Utilitarian","Male","White",0,1.5,3.5,"IB","ppe",NA,"6","1",5,5,5
399,"3","No",1,2,2,1,2,2,4,5,5,"Male","33","White","1","1","4","1","more than 50","Slightly similar","1","Yes","Utilitarian","Male","White",0,1.5,3.5,"IH","lockdown","Non-Utilitarian","7","7",NA,NA,NA
399,"3","No",1,2,2,1,2,2,4,5,5,"Male","33","White","1","1","4","1","more than 50","Slightly similar","1","Yes","Utilitarian","Male","White",0,1.5,3.5,"IB","medicine",NA,"5","1",5,5,5
400,"5","Yes",5,5,3,3,4,3,5,3,5,"Female","28","White","5","7","3","3","1-5","Not at all similar","4","Yes","Utilitarian","Female","White",0,4.5,4,"IB","medicine","Utilitarian","6","5",NA,NA,NA
400,"5","Yes",5,5,3,3,4,3,5,3,5,"Female","28","White","5","7","3","3","1-5","Not at all similar","4","Yes","Utilitarian","Female","White",0,4.5,4,"IH","ventilator",NA,"2","2",3,2,2.5
400,"5","Yes",5,5,3,3,4,3,5,3,5,"Female","28","White","5","7","3","3","1-5","Not at all similar","4","Yes","Utilitarian","Female","White",0,4.5,4,"IH","lockdown",NA,"4","3",4,4,4
401,"7","No",3,3,5,5,4,1,3,2,1,"Male","27","Asian","4","7","1","1","1-5","Not at all similar","1","Yes","Non-Utilitarian","Male","Asian",0,3.5,1,"IH","ventilator",NA,"4","2",5,5,5
401,"7","No",3,3,5,5,4,1,3,2,1,"Male","27","Asian","4","7","1","1","1-5","Not at all similar","1","Yes","Non-Utilitarian","Male","Asian",0,3.5,1,"IB","medicine","Utilitarian","7","7",NA,NA,NA
401,"7","No",3,3,5,5,4,1,3,2,1,"Male","27","Asian","4","7","1","1","1-5","Not at all similar","1","Yes","Non-Utilitarian","Male","Asian",0,3.5,1,"IH","lockdown",NA,"1","1",7,6,6.5
402,"5","No",6,4,7,6,6,5,7,6,5,"Male","33","White","4","6","7","7","11-20","Moderately similar","4","Yes","Non-Utilitarian","Male","White",0,6,5,"IH","ventilator",NA,"6","5",3,4,3.5
402,"5","No",6,4,7,6,6,5,7,6,5,"Male","33","White","4","6","7","7","11-20","Moderately similar","4","Yes","Non-Utilitarian","Male","White",0,6,5,"IH","lockdown",NA,"6","5",5,6,5.5
402,"5","No",6,4,7,6,6,5,7,6,5,"Male","33","White","4","6","7","7","11-20","Moderately similar","4","Yes","Non-Utilitarian","Male","White",0,6,5,"IB","medicine","Utilitarian","7","6",NA,NA,NA
403,"5","No",2,3,6,3,1,2,2,4,3,"Female","32","Asian,Native Hawaiian or Other Pacific Islander","5","8","4","4","1-5","Slightly similar","1","Yes","Utilitarian","Female","Other",0,1.5,2.5,"IB","ppe",NA,"4","2",2,3,2.5
403,"5","No",2,3,6,3,1,2,2,4,3,"Female","32","Asian,Native Hawaiian or Other Pacific Islander","5","8","4","4","1-5","Slightly similar","1","Yes","Utilitarian","Female","Other",0,1.5,2.5,"IB","medicine",NA,"4","1",5,4,4.5
403,"5","No",2,3,6,3,1,2,2,4,3,"Female","32","Asian,Native Hawaiian or Other Pacific Islander","5","8","4","4","1-5","Slightly similar","1","Yes","Utilitarian","Female","Other",0,1.5,2.5,"IH","lockdown","Non-Utilitarian","2","3",NA,NA,NA
404,"5","No",1,1,6,2,5,1,1,1,2,"Male","32","White","2","2","2","1","1-5","Moderately similar","2","Yes","Non-Utilitarian","Male","White",0,3,1.5,"IH","lockdown",NA,"2","1",4,5,4.5
404,"5","No",1,1,6,2,5,1,1,1,2,"Male","32","White","2","2","2","1","1-5","Moderately similar","2","Yes","Non-Utilitarian","Male","White",0,3,1.5,"IH","ventilator",NA,"3","2",4,6,5
404,"5","No",1,1,6,2,5,1,1,1,2,"Male","32","White","2","2","2","1","1-5","Moderately similar","2","Yes","Non-Utilitarian","Male","White",0,3,1.5,"IB","ppe","Non-Utilitarian","4","3",NA,NA,NA
405,"4","No",2,1,2,3,1,3,4,4,5,"Male","33","White","4","9","5","6","6-10","Not at all similar","4","Yes","Non-Utilitarian","Male","White",0,1.5,4,"IB","ppe",NA,"5","2",5,6,5.5
405,"4","No",2,1,2,3,1,3,4,4,5,"Male","33","White","4","9","5","6","6-10","Not at all similar","4","Yes","Non-Utilitarian","Male","White",0,1.5,4,"IB","medicine",NA,"5","2",5,6,5.5
405,"4","No",2,1,2,3,1,3,4,4,5,"Male","33","White","4","9","5","6","6-10","Not at all similar","4","Yes","Non-Utilitarian","Male","White",0,1.5,4,"IH","lockdown","Non-Utilitarian","1","2",NA,NA,NA
