RecordedDate,Duration__in_seconds_,Progress,ResponseId,Country,Language,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_4,physical_hygiene_5,physical_hygiene_6,physical_hygiene_8,policy_support_1,policy_support_4,policy_support_5,policy_support_6,policy_support_9,generosity_1,generosity_2,generosity_3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_1,collective_narcis_2,collective_narcis_3,national_identity_1,national_identity_2,conspiracy_theories_1,conspiracy_theories_2,conspiracy_theories_3,conspiracy_theories_4,open_mindness_1,open_mindness_2,open_mindness_3,open_mindness_4,open_mindness_5,open_mindness_6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging_1,social_belonging_2,social_belonging_3,social_belonging_4,trait_self_control_1,trait_self_control_2,trait_self_control_3,trait_self_control_4,self_esteem_1,narcissism_1,narcissism_2,narcissism_3,narcissism_4,narcissism_5,narcissism_6,moral_identity_1,moral_identity_2,moral_identity_3,moral_identity_4,moral_identity_5,moral_identity_6,moral_identity_7,moral_identity_8,moral_identity_9,moral_identity_10,risk_perception_1,risk_perception_2,political_ideology_1,moral_circle1,health_1,CRT1,CRT2,CRT3,sex,sex_3_TEXT,age,edu,marital,children,employment,employment_6_TEXT,ladder_answer,urban,tested_positive,know_tested_positive,no_bots,AttCheck2,weight,weight_trimmed_0.999,weight_trimmed_0.995,weight_trimmed_0.990
4/24/2020,1520,100,R_4Id4MFPptdqZhT3,the Netherlands,NL,8,5,7,10,10,5,3,7,4,10,8,10,6,10,7,0,50,50,5,5,2,5,1,3,0,0,0,0,0,3,9,10,10,0,3,8,8,10,10,8,0,0,7,7,6,7,6,8,8,2,2,0,6,5,0,3,0,0,0,8,8,3,0,8,8,2,0,0,8,30,70,2, ,2,50,3,7,2, ,41,3,3,1,6,Arbeidsongeschikt,6,2,1,1,213,10,.560702186679893,.563255663236677,.574922448352127,.589723999621353
4/24/2020,1406,100,R_4IqsFBW63B8wGFX,the Netherlands,NL,7,7,5,10,10,5,5,5,0,10,5,5,5,10,5,50,25,25,2,3,2,0,0,8,5,0,0,0,0,5,10,10,10,0,2,5,5,5,5,1,5,0,8,5,7,8,8,10,2,10,4,4,8,3,5,0,5,5,0,9,9,5,0,2,8,0,3,2,5,100,100,2,12,9,50,3,7,1, ,54,2,1,0,1, ,4,2,1,1,213,5,.324044800238873,.326598276795657,.338265061911107,.353066613180333
4/25/2020,3261,100,R_4Ixu0sbnJHyhXTX,the Netherlands,NL,8,0,10,8,10,4,7,2,0,1,8,10,2,10,10,100,0,0,7,7,1,1,1,1,1,8,0,0,0,1,9,9,10,0,0,0,0,0,0,0,0,0,8,8,7,7,8,6,8,9,2,1,7,0,0,0,0,0,0,8,8,0,1,5,5,2,0,0,5,80,80,7,9,7,25 cent,3 minuten,7 uur,1, ,64,4,3,4,1, ,3,2,1,1,213,0,.682882019624798,.685435496181582,.697102281297032,.711903832566258
4/24/2020,1552,100,R_4Ntwja0xNefRAiZ,the Netherlands,NL,8,2,9,9,10,7,7,10,4,8,7,9,8,9,9,0,100,0,7,7,4,6,4,5,5,5,5,5,5,8,8,7,4,3,3,8,8,8,8,9,2,2,7,7,7,7,6,6,6,6,5,1,5,6,4,5,7,2,6,6,6,3,3,4,4,4,2,2,7,80,70,3,16,7,50,300,4,2, ,46,4,3,2,2, ,6,1,1,2,213,0,6.37075607249123,6.37330954904801,6.2205036724884,4.24128643190155
4/24/2020,1306,100,R_4Z9QU1v2LOopNPr,the Netherlands,NL,6,2,8,8,10,9,6,6,3,4,7,10,8,10,10,55,25,20,4,6,3,8,2,7,3,8,3,7,7,4,3,10,10,9,7,8,8,8,10,6,7,7,6,6,8,9,8,8,10,10,3,4,9,7,8,9,8,9,6,8,8,7,3,7,8,3,6,6,6,30,80,3,16,7,50,300,4,1, ,44,2,3,3,3, ,4,1,1,1,213,0,2.11654956934789,2.11910304590467,2.13076983102012,2.14557138228935
4/25/2020,1310,100,R_57utt14oBqnWVgd,the Netherlands,NL,8,4,7,8,10,6,6,6,6,4,7,8,2,8,8,50,25,25,8,6,6,7,6,7,7,1,1,0,0,6,7,7,7,3,0,7,7,8,8,4,2,3,7,7,7,7,7,8,7,8,2,1,7,3,5,5,5,5,5,7,7,7,2,8,6,4,7,7,8,10,20,6,2,4,50,3,4,1, ,68,5,3,3,5, ,5,2,1,2,213,10,.866115399202356,.868668875759141,.88033566087459,.895137212143817
4/27/2020,250574,100,R_5aJbKYodPa6KuBj,the Netherlands,NL,8,8,10,10,9,3,3,0,0,10,7,10,9,10,10,100,0,0,7,7,5,5,0,10,7,0,0,0,0,7,10,9,8,2,2,5,5,5,5,5,5,5,7,8,3,7,7,8,3,6,6,2,8,3,3,0,3,3,0,10,10,5,0,8,0,0,5,8,10,50,70,3,3,7,25 cent,300 minuten,7 uur,2, ,34,4,3,2,2, ,5,1,1,1,213,0,1.00650604100769,1.00905951756447,1.02072630267992,1.03552785394915
4/24/2020,3387,100,R_5aTmFDszCioto77,the Netherlands,NL,9,10,10,10,10,8,2,10,10,10,8,10,0,10,8,0,80,20,8,7,7,4,2,9,9,0,0,0,0,8,10,10,10,0,0,7,2,8,6,6,3,1,8,8,8,9,10,9,4,6,6,3,8,2,0,0,5,6,0,8,8,4,0,7,0,2,9,8,8,30,20,3,5,7,50,3,7,1, ,51,1,1,0,6,Zelfstandig,5,1,1,2,213,0,.300279964630365,.302833441187149,.314500226302599,.329301777571826
4/27/2020,2783,100,R_5hC9WTuSGIGwOt3,the Netherlands,NL,8,8,8,9,10,8,8,8,5,10,7,8,10,9,10,50,50,0,7,7,0,0,0,7,7,0,0,0,0,4,9,9,9,0,0,8,6,5,8,7,7,7,9,9,9,9,8,9,9,9,3,0,7,0,0,0,5,1,0,9,9,4,0,7,8,1,7,7,8,50,60,3,16,4,50 cent,300 minuten,4 uur,2, ,64,2,1,4,2, ,3,1,1,1,213,0,.367709879699991,.370263356256775,.381930141372225,.396731692641451
4/26/2020,3194,100,R_5hVlJ8KiU0wpY5j,the Netherlands,NL,7,6,8,9,10,10,10,7,7,9,8,4,4,9,10,75,25,0,7,6,2,2,0,0,0,0,0,0,0,0,8,8,8,0,2,8,6,5,4,2,7,7,6,7,5,3,8,8,7,8,7,7,7,1,0,6,1,0,0,10,10,2,0,6,3,1,4,6,8,90,70,2,4,7,25,3 min,7,2, ,31,2,1,0,1, ,8,1,1,1,213,0,1.01985023140248,1.02240370795926,1.03407049307471,1.04887204434394
4/24/2020,1096,100,R_5nE0G2eR0FtJySd,the Netherlands,NL,9,10,5,9,10,5,5,0,0,8,0,1,0,2,4,0,100,0,4,7,0,7,0,9,6,1,0,0,0,2,9,9,9,0,1,5,5,5,5,7,7,7,9,9,7,7,9,9,6,9,3,6,9,0,1,3,1,6,4,8,8,5,0,7,6,9,7,7,7,80,80,8,9,9,50,3,7,1, ,41,2,2,2,6,Zzp,3,2,1,1,213,0,.556875553852285,.55942903040907,.571095815524519,.585897366793746
4/24/2020,1087,100,R_5ooBXf1wMZcIA8N,the Netherlands,NL,7,10,10,10,10,8,8,8,1,8,8,8,3,10,10,50,50,0,6,5,2,2,0,10,10,0,0,0,0,5,10,8,8,0,0,8,8,10,2,7,8,7,4,4,8,8,8,5,3,3,3,8,5,3,3,2,3,4,3,10,8,5,1,3,0,3,0,0,8,100,70,3,9,7,25 cent,3 minuten7,7 uur,1, ,29,3,2,0,4, ,6,2,1,1,213,0,.608501693716064,.611055170272848,.622721955388298,.637523506657524
4/27/2020,2677,100,R_5otm3uOumsedebn,the Netherlands,NL,1,5,0,0,10,0,0,0,0,0,0,0,0,0,0,100,0,0,8,8,0,5,0,10,5,0,1,0,0,5,10,10,10,0,0,0,0,8,5,0,5,5,8,8,0,0,7,7,3,4,7,3,8,2,3,5,0,4,0,2,3,0,0,0,0,8,0,0,0,20,10,7,3,10,25,3,7,1, ,44,6,3,2,1, ,5,1,1,1,213,0,3.85968518023829,3.86223865679507,3.87390544191052,3.88870699317975
4/27/2020,2733,100,R_5pgDAYxK8UoppCx,the Netherlands,NL,10,5,10,10,10,7,6,10,5,9,3,10,8,10,8,70,15,15,7,8,5,5,2,9,8,2,0,0,0,0,10,10,10,0,1,0,5,5,5,4,10,8,5,6,8,9,8,8,7,8,7,2,8,0,5,0,6,7,0,10,8,1,0,8,8,8,8,8,8,50,40,5,5,8,25,3,7,1, ,63,2,3,1,1, ,4,1,1,2,213,0,.354846935765785,.35740041232257,.369067197438019,.383868748707246
4/26/2020,91335,100,R_5ssx16APa4Ls1wt,the Netherlands,NL,8,0,8,9,10,8,8,9,6,10,7,10,3,7,10,50,15,35,9,9,3,7,3,7,5,0,0,0,0,3,8,8,8,1,2,5,6,7,7,6,7,6,8,8,9,8,8,7,8,9,4,1,6,3,1,1,2,3,2,9,7,4,0,7,6,2,6,7,8,60,70,6,11,8,50 cent,1 minuut,7 uur,1, ,61,4,3,3,1, ,3,1,1,2,213,0,.928954017876999,.931507494433783,.943174279549233,.95797583081846
4/27/2020,3103,100,R_5svhPlEhfOtmnVD,the Netherlands,NL,9,0,9,8,10,8,8,7,2,10,10,9,4,9,8,40,10,50,4,4,1,4,2,7,3,4,5,2,4,2,3,7,8,2,3,5,5,5,5,5,5,5,6,7,9,7,7,7,7,6,4,2,6,4,4,4,4,4,2,7,6,4,3,6,5,3,7,6,6,60,20,4,9,6,50,3,7,1, ,40,4,3,0,2, ,7,1,1,1,213,0,3.02685502223326,3.02940849879005,3.0410752839055,3.05587683517473
4/26/2020,2139,100,R_5zEYgjnpDqddlfj,the Netherlands,NL,8,2,8,8,10,7,7,8,8,10,3,8,8,10,8,0,0,100,7,8,2,2,0,4,4,2,0,0,0,1,10,10,10,2,2,3,7,7,7,4,7,8,6,6,6,8,8,6,7,6,5,4,9,3,6,3,4,8,3,9,9,4,0,7,7,1,3,8,7,80,60,4,11,7,125,3,7,2, ,33,4,2,0,2, ,5,1,1,1,213,0,.51212243991519,.514675916471975,.526342701587424,.541144252856651
5/3/2020,156860,84,R_6DmLQZBlIvKzAXL,the Netherlands,NL,5,7,9,1,10,8,8,5,5,9,8,8,8,8,8,60,30,10,7,7,3,3,3,10,10,1,1,1,1,3,8,2,5,1,1,7,3,6,5,0,3,3,7,7,6,8,7,7,6,7,6,10,8,3,3,2,2,2,2,5, ,4,5,4, , , , , ,30,70,7,1,7,50,1 minuut,4,1, ,61,6,1,2,1, ,4,2,1,1,213,0,1.19425923891319,1.19681271546998,1.20847950058543,1.22328105185465
5/3/2020,2706,100,R_6FFMwDxFJde0THH,the Netherlands,NL,7,6,4,6,10,10,10,9,4,5,4,6,3,4,4,75,20,5,6,4,2,6,2,7,5,2,2,2,2,6,7,7,7,2,3,6,6,6,6,4,4,3,4,5,4,4,4,4,5,4,8,3,3,4,2,5,6,3,6,10,6,4,0,5,4,2,6,5,10,70,60,4,15,5,50,3,4,1, ,61,3,1,0,1, ,5,1,1,2,213,0,.421545631766222,.424099108323007,.435765893438456,.450567444707683
4/26/2020,1673,100,R_6hdwMppZbvt7ZLz,the Netherlands,NL,10,8,10,2,10,10,10,9,2,10,10,10,5,10,10,0,100,0,9,9,8,7,5,9,9,3,0,0,0,8,10,10,10,0,0,8,5,10,5,5,3,9,8,7,9,8,8,8,9,9,9,0,8,6,0,0,0,0,0,10,10,7,0,9,8,2,3,7,10,60,60,8,2,9,25,3 minuten,4 uur,1, ,59,4,3,3,1, ,3,2,1,1,213,0,.864553417733429,.867106894290214,.878773679405663,.89357523067489
4/24/2020,3447,100,R_6hFyWdoDykCu8md,the Netherlands,NL,6,8,7,5,10,5,5,2,0,10,9,10,9,9,3,100,0,0,8,8,8,3,0,6,2,0,0,0,0,0,6,8,7,2,3,7,2,8,6,9,0,6,8,9,7,9,9,10,3,4,7,6,8,1,5,8,5,5,8,5,4,2,3,5,4,8,4,1,3,70,40,7,3,4,25,3,7,1, ,23,3,1,0,2, ,4,1,1,2,213,0,1.44064658769082,1.4432000642476,1.45486684936305,1.46966840063228
4/24/2020,1491,100,R_6JbIkGnMzHLv6oN,the Netherlands,NL,3,6,8,9,10,9,10,9,8,10,10,10,5,10,10,50,25,25,7,8,0,2,5,10,9,2,0,0,0,4,8,8,9,0,1,7,5,9,7,9,8,9,7,5,9,9,8,9,4,8,9,2,8,2,3,5,5,5,2,8,8,6,0,5,5,2,7,7,9,50,50,3,11,7,50,300,2,2, ,51,4,2,2,2, ,4,2,1,2,213,0,1.54702332142294,1.54957679797972,1.56124358309517,1.5760451343644
4/25/2020,1838,100,R_6KkBKO6nfYIj6CZ,the Netherlands,NL,6,4,3,9,10,7,7,3,0,4,0,3,7,10,0,0,100,0,3,3,8,9,7,10,9,0,0,0,0,4,10,8,9,0,7,7,6,9,7,9,8,10,7,6,7,7,8,4,6,7,6,3,9,4,6,2,6,6,6,7,6,5,3,7,4,6,4,6,6,80,80,8,4,8,50,3,7,1, ,43,3,3,0,1, ,3,1,1,2,213,0,.997542656490652,1.00009613304744,1.01176291816289,1.02656446943211
4/24/2020,2324,100,R_6nFjuNVOY56lmx3,the Netherlands,NL,9,1,8,9,10,3,3,2,0,10,8,10,8,10,9,0,0,100,8,9,0,1,1,7,3,0,0,0,0,2,9,10,10,0,0,0,0,0,0,0,5,10,9,9,9,9,9,9,5,9,5,9,8,0,2,1,8,8,0,9,8,1,1,8,8,1,8,5,8,10,10,6,16,9,50,3,7,1, ,71,3,2,3,6,F|ultime werkende gepensioeneerde,2,2,1,1,213,0,1.04177912598459,1.04433260254138,1.05599938765683,1.07080093892605
4/25/2020,3102,100,R_6R9C5iGEErW56OB,the Netherlands,NL,8,8,8,10,10,10,10,10,8,8,10,10,7,10,10,50,25,25,7,7,0,5,0,8,5,0,0,0,0,5,10,10,10,0,0,8,7,10,7,7,8,10,7,6,10,10,10,10,10,8,2,0,8,0,0,0,0,0,0,10,8,5,0,10,10,0,10,7,10,50,50,1,16,7,25,300,4,2, ,72,3,1,2,5, ,6,1,1,1,213,10,.903064785019875,.90561826157666,.917285046692109,.932086597961336
4/28/2020,3396,100,R_6WCKEm9PQum2Qzn,the Netherlands,NL,4,0,9,9,10,7,7,3,4,10,5,6,7,9,5,0,100,0,5,8,1,4,0,9,1,0,0,0,0,4,9,9,9,0,2,2,5,8,8,3,6,6,8,9,4,6,5,5,1,9,8,0,8,5,5,5,5,3,4,8,8,1,0,7,4,1,5,6,6,70,60,8, ,6,25,3 minuten,7,1, ,38,1,3,3,6,DGA,2,1,1,2,213,0,.957732026433344,.960285502990128,.971952288105578,.986753839374805
4/25/2020,1299,100,R_6Wooam0LK3EEeGJ,the Netherlands,NL,6,10,5,4,6,8,8,5,8,6,8,8,7,8,8,50,50,0,6,3,5,6,5,8,5,0,0,0,0,5,7,6,8,0,2,7,7,7,7,9,5,5,8,8,6,7,5,6,3,4,7,9,0,5,7,0,7,4,0,8,8,5,0,5,5,3,5,5,7,50,20,5,7,7,25,3 minuten,7,1, ,29,3,2,0,6,"Deeltijd gedetacheerd, afstudeerstudent",7,1,1,1,213,0,.581287114501424,.583840591058209,.595507376173658,.610308927442885
4/24/2020,2255,100,R_71JhfZL35tR1WcV,the Netherlands,NL,9,1,9,9,10,9,8,10,1,10,10,10,1,10,9,0,50,50,8,8,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,5,9,9,9,5,9,10,9,9,9,9,9,9,9,9,2,1,8,1,5,0,6,5,1,8,8,1,0,8,8,1,8,5,8,50,50,2,9,9,50 cent,3 minuten,7 uur,1, ,60,3,3,2,6,Fulltime bestuurder geen dienstverband,2,1,1,2,213,0,.191650127759418,.194203604316202,.205870389431652,.220671940700879
4/25/2020,11895,100,R_77fBA88SzlXUYLf,the Netherlands,NL,6,6,1,8,8,0,0,0,0,8,0,3,1,5,8,100,0,0,5,3,5,6,5,9,8,0,0,0,0,7,10,10,10,2,2,7,5,9,5,5,5,7,3,2,4,4,4,4,5,5,5,9,4,6,4,8,5,2,7,6,6,3,0,7,0,5,6,7,6,70,70,7,1,3,25,3 minuten,7 uur,1, ,41,2,1,0,6,arbeidsongeschikt,6,1,1,1,213,0,.709267743880438,.711821220437223,.723488005552673,.738289556821899
4/24/2020,2066,100,R_7P1v51ydDdwD87T,the Netherlands,NL,8,0,9,9,10,9,9,9,6,7,4,9,1,8,5,0,50,50,6,6,0,0,1,7,7,0,0,0,0,3,9,9,10,0,1,1,1,1,1,1,2,2,4,4,8,8,8,8,3,4,7,4,2,1,1,1,4,0,0,8,7,4,1,1,1,4,2,2,8,60,60,3,10,7,25 CENT,300 MINUTEN,4 u,2, ,64,3,3,2,2, ,4,1,1,1,213,0,.363679468036432,.366232944593217,.377899729708666,.392701280977893
4/24/2020,2273,100,R_7PNlbKFCMbHBBzX,the Netherlands,NL,8,4,8,8,10,7,7,8,4,5,7,8,4,5,7,80,15,5,7,7,5,7,2,8,8,0,0,0,0,6,8,7,7,1,2,4,6,8,8,5,3,1,7,7,6,8,6,6,7,7,3,3,8,3,4,2,5,5,3,7,7,5,2,5,8,4,7,6,8,80,80,3,9,7,25 cent,3 minuten,7 uur,1, ,68,2,3,2,5, ,5,1,1,1,213,0,1.42670177311913,1.42925524967591,1.44092203479136,1.45572358606059
4/24/2020,2301,100,R_7VcL9Vq09rb4Hyp,the Netherlands,NL,7,7,7,8,10,7,7,8,6,10,5,7,5,7,6,20,40,40,7,7,3,3,0,5,5,0,0,0,0,0,8,10,10,0,2,7,7,7,6,7,6,7,7,8,6,6,5,4,4,6,7,7,7,4,5,0,7,2,6,8,7,2,0,6,6,2,5,5,9,40,10,3,16,5,25,900,7,2, ,36,2,2,0,1, ,4,1,1,2,213,0,.4688615746894,.471415051246184,.483081836361634,.497883387630861
4/25/2020,951,100,R_7WMPrLRNF4pA2bf,the Netherlands,NL,9,2,10,9,10,8,8,8,4,9,10,10,8,9,8,25,45,30,8,9,3,4,3,9,6,0,0,0,0,2,9,9,9,1,2,6,6,7,6,7,7,7,6,8,10,10,8,9,7,7,9,3,8,6,3,3,6,6,1,10,8,4,0,7,8,1,8,8,10,40,60,1,11,8,25 cent,300 minuten,7 uur,2, ,22,3,1,0,4, ,4,1,1,2,213,0,.473998600566342,.476552077123127,.488218862238576,.503020413507803
4/25/2020,72866,100,R_817S4PVibMDNVst,the Netherlands,NL,7,8,8,8,9,8,8,7,3,8,9,9,8,10,8,60,20,20,8,7,3,2,2,10,8,0,0,0,0,3,9,9,10,0,2,2,5,5,5,5,5,5,6,6,9,8,8,7,8,8,2,3,6,2,3,3,3,2,2,9,7,2,0,8,6,2,6,6,9,50,50,4,9,7,50,3,7,1, ,60,3,3,3,6,Afgekeurd,5,2,1,1,213,0,.311749283381224,.314302759938008,.325969545053458,.340771096322685
4/24/2020,1652,100,R_87mhh2uGlG69IzL,the Netherlands,NL,9,2,10,7,10,6,7,9,2,7,7,9,4,9,8,60,0,40,6,7,0,6,0,8,6,0,0,0,0,5,8,8,8,0,2,5,9,8,3, ,7,8,7,10,9,8,9,7,7,1,6,8,8,6,1,2,8,7,3,9,8,1,0,5,3,1,7,6,9,40,60,2,11,8,25,3 minuten,7 uur,1, ,25,2,1,0,4, ,5,2,1,1,213,0,.332529751591073,.335083228147857,.346750013263307,.361551564532534
4/24/2020,2793,100,R_8fceTTQDbmDnT9L,the Netherlands,NL,8,6,7,8,9,7,7,8,4,6,7,7,6,8,7,0,50,50,7,7,5,4,4,8,8,2,2,2,2,2,7,7,6,2,3,7,7,8,8,7,4,3,8,7,7,7,7,8,7,7,4,3,6,6,4,4,4,4,3,8,7,5,3,7,4,3,7,7,7,40,20,6,9,8,25,3,2,1, ,74,3,3,3,5, ,4,1,1,1,213,0,.74153465260882,.744088129165605,.755754914281055,.770556465550281
4/25/2020,4371,100,R_8jZJRuqrs38vBG9,the Netherlands,NL,7,7,7,7,8,5,5,3,3,8,0,0,0,0,8,100,0,0,7,8,0,7,0,8,8,0,0,0,0,4,9,7,9,0,6,7,7,7,7,6,7,7,7,7,3,6,8,6,8,8,7,1,8,1,1,1,7,7,6,7,7,5,0,5,5,7,6,6,6,10,10,8,3,9,50,5 uur,7,2, ,55,2,3,0,1, ,3,2,2,1,213,0,.459327268498662,.461880745055446,.473547530170896,.488349081440122
4/26/2020,1862,100,R_8unl0GnF3GmWrip,the Netherlands,NL,9,1,9,10,10,10,10,9,0,1,5,9,1,10,9,0,20,80,9,7,7,0,0,10,2,0,0,0,0,3,10,10,10,0,0,0,8,5,7,0,7,10,10,8,10,6,7,10,9,10,1,1,10,0,0,0,7,3,4,10,7,0,0,7,8,4,9,0,5,60,70,3,9,8,25,3,7,1, ,39,1,2,0,1, ,1,1,1,2,213,0,.658028490613063,.660581967169848,.672248752285297,.687050303554524
4/24/2020,1234,100,R_8vofy2S7k9E1edX,the Netherlands,NL,9,1,9,9,10,8,8,10,10,10,9,10,3,10,10,0,75,25,7,6,5,9,5,9,9,0,0,0,0,3,9,10,9,0,8,9,8,8,8,8,8,8,9,9,7,7,5,8,1,3,7,1,8,1,1,8,8,9,1,10,10,5,0,10,10,8,8,1,8,50,50,3,9,8,50,9000,0,1, ,52,2,2,2,6,Zelfstandig,3,1,1,2,213,0,.41198223638097,.414535712937754,.426202498053204,.441004049322431
4/27/2020,1475,100,R_8xoYTI7u3b6kKLT,the Netherlands,NL,7,5,10,7,10,8,8,10,7,10,10,10,6,10,7,0,100,0,8,6,5,9,1,0,0,8,0,1,0,0,10,10,9,0,0,5,5,8,8,5,3,2,8,8,4,4,6,5,8,8,7,2,6,5,8,2,7,7,3,10,10,5,0,6,6,2,0,2,5,90,90,9,1,8,50,3,4,2, ,44,3,1,2,2, ,4,1,1,1,213,0,4.91851320313248,4.92106667968927,4.93273346480472,4.24128643190155
4/25/2020,1870,100,R_9AAMjg9xxX9pgRP,the Netherlands,NL,9,10,10,10,10,10,10,9,6,8,9,10,7,10,10,50,40,10,8,9,3,4,5,10,8,2,2,2,2,5,10,10,10,1,2,2,7,8,9,8,4,9,9,8,8,8,8,7,6,6,7,4,6,5,5,4,6,5,2,9,8,4,1,1,1,4,5,2,9,60,60,7,9,7,50 cent,3 minuten,4 uur,1, ,75,4,3,2,5, ,6,1,1,1,213,0,.866115399202356,.868668875759141,.88033566087459,.895137212143817
4/26/2020,3560,100,R_9BvQqeB40wzOUZH,the Netherlands,NL,9,2,10,9,10,8,8,8,1,8,8,8,1,9,8,50,25,25,8,8,1,1,1,7,3,1,0,0,0,1,9,9,0,1,1,8,7,9,9,7,5,5,8,8,8,8,8,8,8,8,6,1,8,1,5,1,5,5,1,9,8,5,1,7,7,1,7,5,8,50,80,2,11,8,25 cent,3 minuten,7 uur,2, ,64,2,3,2,5, ,3,2,1,1,213,0,.85270553079696,.855259007353744,.866925792469194,.881727343738421
4/26/2020,2353,100,R_9Go5SLKZBtxPQxb,the Netherlands,NL,3,7,8,7,9,7,7,3,2,9,4,7,3,8,10,100,0,0,9,8,4,6,2,10,7,3,1,1,1,0,8,8,9,2,3,8,3,6,8,2,6,6,6,7,7,6,7,9,6,7,7,3,7,3,1,6,1,2,4,7,4,3,0,3,2,3,0,4,6,60,40,7,5,8,50,3,6 tot 7,1, ,21,3,2,0,6,In dienst genomen maar nog niet begonnen,4,2,1,1,213,0,1.11943886824637,1.12199234480316,1.13365912991861,1.14846068118783
4/26/2020,2129,100,R_9H99rP7CX5wSWgV,the Netherlands,NL,4,8,7,7,10,9,9,7,2,4,2,3,2,2,8,40,30,30,7,4,8,8,8,8,7,7,7,2,1,0,10,9,9,1,0,2,7,9,9,1,0,0,9,9,8,8,8,8,8,8,3,0,8,2,2,2,7,7,1,1,1,1,9,9,9,1,1,1,1,40,70,7,3,9,50,300,4,1, ,59,3,2,2,1, ,3,2,1,1,213,0,.770897037653301,.773450514210085,.785117299325535,.799918850594762
4/27/2020,58649,100,R_9N1Fu8vAAcRm8xP,the Netherlands,NL,2,6,10,10,10,10,5,10,8,9,8,9,7,9,9,70,15,15,8,7,3,9,1,10,7,3,0,0,1,6,8,8,8,1,2,6,6,6,6,8,7,8,8,8,8,8,8,9,9,8,2,4,7,7,3,4,6,4,2,8,8,8,6,6,6,4,3,4,7,60,60,6,9,8,25,300,7,1, ,38,4,3,3,1, ,4,2,1,2,213,0,.997542656490652,1.00009613304744,1.01176291816289,1.02656446943211
4/24/2020,1822,100,R_9T4LLgcCmE0QjOF,the Netherlands,NL,10,0,10,10,10,9,9,0,9,10,9,10,10,10,10,50,50,0,5,6,5,10,6,5,5,3,2,0,1,5,10,10,10,0,2,8,3,8,8,9,5,0,5,5,5,8,5,7,5,9,5,1,6,2,3,1,5,1,2,10,8,3,0,2,1,5,1,1,7,10,60,7,14,4,50,300 minuten,4,2, ,62,3,1,1,6,Arbeidsongeschikt,4,1,1,1,213,0,.720781858047332,.723335334604116,.735002119719566,.749803670988793
4/28/2020,35011,100,R_9tTUuwIFkGPseDT,the Netherlands,NL,9,1,10,10,10,6,10,10,3,9,9,9,6,9,8,10,50,40,7,7,4,6,3,10,8,3,1,1,1,1,9,9,8,3,2,8,7,5,3,6,3,2,7,7,8,8,9,8,3,6,8,9,7,3,2,1,7,6,2,7,8,2,0,7,6,8,8,7,9,30,70,1,11,4,25,300,3.5,2, ,76,4,1,0,5, ,5,1,1,1,213,0,1.16326779587273,1.16582127242951,1.17748805754496,1.19228960881419
4/24/2020,1419,100,R_9uxuTrhBQCmAx3P,the Netherlands,NL,7,10,8,7,10,10,7,5,4,4,6,8,3,10,8,65,25,10,5,6,6,5,5,10,10,5,0,0,0,7,8,6,7,0,6,8,5,8,7,8,6,6,5,7,8,7,6,4,7,6,5,5,7,5,5,6,6,3,3,10,8,5,0,8,6,2,8,8,10,50,80,7,8,8,25,3 minuten,7 uur,1, ,38,2,3,3,1, ,5,2,1,2,213,0,.705024659456865,.70757813601365,.7192449211291,.734046472398326
4/25/2020,90069,100,R_9vJWpB7Spt5nunL,the Netherlands,NL,9,0,10,9,10,10,10,9,3,10,10,10,3,10,10,0,100,0,9,8,2,3,2,10,7,2,0,0,0,1,8,8,8,0,7,6,8,10,7,6,8,8,8,10,8,10,8,10,6,8,6,3,7,3,3,4,6,4,2,10,9,1,0,7,7,2,2,8,10,20,40,7,11,6,50,300,4,2, ,30,2,3,2,2, ,4,2,1,1,213,0,1.18520527312666,1.18775874968345,1.1994255347989,1.21422708606812
5/3/2020,2119,89,R_a00DfbMSYPNOBYR,the Netherlands,NL,9,1,7,9,10,9,9,10,0,9,7,9,3,10,8,50,25,25,8,9,0,2,0,9,1,0,0,0,0,0,10,10,10,0,1,7,7,8,8,6,9,9,8,10,9,9,9,8,7,8,7,1,8,6,1,6,6,5,0,10,8,7,0,7,7,1,7,8,8,70,80,3,15,8,25 cent,300 minuten,7 uur,2, ,55,1,3,3,2, ,2,1,1,1,213,0,.8864256175388,.888979094095585,.900645879211035,.915447430480261
4/24/2020,1269,100,R_A0cGqxasF9CXRkt,the Netherlands,NL,7,6,8,10,10,5,5,5,5,10,10,10,10,10,10,50,25,25,7,5,5,5,5,8,7,0,0,0,0,1,8,9,9,1,1,5,5,5,5,5,5,5,5,5,7,7,7,9,2,8,6,2,5,1,8,1,5,5,2,10,9,5,0,5,5,5,5,1,5,50,50,2,16,5,50,3,4,1, ,46,4,1,2,6,Zw,6,2,1,2,213,8,.549857701629989,.552411178186774,.564077963302223,.57887951457145
