V1,V2,V3,V4,V5,SC0_0,SC0_1,SC0_2,rid,pid,SUPPLIER_ID,SUPNAME,complete,information sheet,consent,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_2,physical_hygiene_3,physical_hygiene_4,physical_hygiene_5,policy_support_1,policy_support_2,policy_support_3,policy_support_4,policy_support_5,generosity_1,generosity_2,generosity_3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_4,collective_narcis_5,collective_narcis_6,national_identity_4,national_identity_5,conspiracy_theories_4,conspiracy_theories_5,conspiracy_theories_7,conspiracy_theories_8,open_mindness_4,open_mindness_5,open_mindness_7,open_mindness_8,open_mindness_9,open_mindness_10,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_7,morality_as_cooperat_8,morality_as_cooperat_9,morality_as_cooperat_10,morality_as_cooperat_11,trait_optimism_4,trait_optimism_5,social_belonging_4,social_belonging_5,social_belonging_12,social_belonging_13,trait_self-control_4,trait_self-control_5,trait_self-control_12,trait_self-control_13,self-esteem_4,attention_check_4,narcissism_4,narcissism_5,narcissism_12,narcissism_13,narcissism_14,narcissism_15,moral_identity_4,moral_identity_5,moral_identity_12,moral_identity_13,moral_identity_14,moral_identity_15,moral_identity_16,moral_identity_17,moral_identity_18,moral_identity_19,risk_perception_4,risk_perception_5,political_ideology_1,moral_circle,moral_circle1,health_8,CRT,CRT1,CRT2,CRT3,intro,sex,sex_TEXT,age,marital,children,employment,employment_TEXT,ladder_instro,ladder_picture,ladder_answer,urban,tested_positive,know_tested_positive,no_bots,prefecture,education,income,support,comments,debrief,
R_3qx0ksiIlEl2ADg,Default Response Set,2020-04-26 21:49:34,2020-04-26 22:15:46,1,0,0,0,5ea63a13-efec-279f-d439-586eb32896ea,4974997,1303,"Monitas(Gain,Inc.)-Link",1,1,1,9,1,10,8,10,10,10,10,4,10,5,6,5,6,5,0100,0,0,8,9,5,5,3,10,10,8,3,0,3,6,10,10,10,0,1,10,5,7,6,5,5,3,7,7,6,5,4,6,7,8,5,8,6,0,3,3,3,3,3,4,6,5,3,3,3,4,6,0,0,1,0,30,5,1,7,8,1,25セント,9分,7時間,1,2,,65,3,2,6,専業主婦,1,1,7,2,1,1,213,7,2,1,2,,1,
R_1MMznglWveKZTnb,Default Response Set,2020-04-26 22:04:06,2020-04-26 22:16:33,1,0,0,0,5ea63d88-5a5b-4ffa-7ca6-d57660f58f9d,19280989,1303,"Monitas(Gain,Inc.)-Link",1,1,1,7,3,6,6,8,7,8,8,5,7,5,5,5,7,10,80,10,10,7,7,5,5,5,5,5,5,4,1,2,3,7,5,5,5,5,5,5,5,5,5,5,5,3,7,6,7,7,8,5,5,5,3,5,0,5,3,6,5,5,5,5,5,5,5,5,5,5,5,5,5,50,50,5,1,8,7,1,50せんと,1分,8時間,1,2,,65,3,3,3,,1,1,6,1,1,1,213,23,3,6,3,早く修復して欲しい,1,
R_1f0MUSVae5jMOpY,Default Response Set,2020-04-26 21:57:30,2020-04-26 22:21:54,1,0,0,0,5ea63bdb-f202-5fa9-daa6-c20e31d2e702,102161996,1119,GMOResearch-Link,1,1,1,10,5,7,7,10,6,6,10,5,7,10,7,8,9,10,90,5,5,8,8,5,5,5,10,8,7,7,5,6,3,8,7,8,2,3,7,7,7,6,5,5,7,7,8,7,5,6,7,5,7,3,5,5,0,3,4,3,5,4,3,8,8,5,1,7,6,3,5,4,6,40,50,5,1,9,5,1,250,9,4,1,2,,60,3,2,6,フリーランス,1,1,7,1,1,1,213,23,5,2,1,特にない,1,
R_wMEgewSl1KuP7Bn,Default Response Set,2020-04-26 22:05:50,2020-04-26 22:21:54,1,0,0,0,5ea63ddc-497d-5b84-e49d-21e7b2bf9596,103367749,1119,GMOResearch-Link,1,1,1,8,0,6,5,10,5,5,5,5,5,9,9,8,9,10,95,5,0,5,5,4,7,0,8,8,5,1,0,0,5,8,10,10,0,1,5,5,5,5,5,3,0,5,7,5,5,5,5,5,3,7,5,5,0,1,3,5,3,0,5,5,4,4,5,4,4,5,2,0,4,50,40,5,1,5,4,1,50,300分,4,1,2,,70,3,3,5,,1,1,6,2,1,1,213,38,5,4,5,,1,
R_1NtBmZwrmX0CFaP,Default Response Set,2020-04-26 22:05:06,2020-04-26 22:27:14,1,0,0,0,5ea63dac-0608-fc17-1ed4-5454b27dfa9d,102145063,1119,GMOResearch-Link,1,1,1,8,0,7,5,7,7,8,8,5,6,5,8,5,10,10,50,50,0,8,6,4,6,5,10,5,5,3,1,1,3,7,8,7,2,5,6,5,7,4,6,5,6,7,7,5,5,6,8,5,5,6,6,4,0,4,3,5,4,1,5,4,4,2,5,5,2,7,8,9,8,10,10,5,1,7,9,1,25セント,5時間,7時間,1,2,,67,3,2,6,主婦,1,1,6,2,1,1,213,35,2,2,3,特になし,1,
R_1ihAIZFXgHoPWB7,Default Response Set,2020-04-26 22:06:44,2020-04-26 22:27:45,1,0,0,0,5ea63df2-2e85-5b6d-cbe7-dc54f7a07360,102182589,1119,GMOResearch-Link,1,1,1,10,0,10,10,10,10,10,10,5,10,10,10,8,10,10,80,20,0,3,3,5,4,5,10,9,0,0,0,0,9,10,5,5,0,9,6,5,8,8,3,7,0,3,5,7,7,8,8,6,9,7,0,8,0,0,3,8,6,3,2,10,9,5,0,6,6,0,5,7,9,50,40,5,1,5,3,1,50セント,1分,4,1,2,,62,3,2,6,主婦,1,1,6,1,1,1,213,23,2,2,1,早くワクチンなど完治する薬ができるのを願う,1,
R_3IbOL2gyM0bp0VK,Default Response Set,2020-04-26 22:11:49,2020-04-26 22:32:44,1,0,0,0,5ea63f32-5f38-9c4b-0c80-3637421ae636,102554751,1119,GMOResearch-Link,1,1,1,8,0,10,9,10,9,10,10,7,10,8,9,8,10,10,90,10,0,8,8,4,5,5,7,7,5,5,2,3,4,8,6,6,3,5,5,4,6,4,3,4,4,8,9,7,6,6,10,7,7,4,4,5,0,5,2,0,5,0,3,8,9,3,3,5,5,3,2,4,9,60,80,5,1,16,9,1,50セント,9分,16H,1,2,,65,3,3,6,主婦,1,1,6,2,1,1,213,22,2,2,4,速く誰でもがＰＣＲ検査が出来るようにして頂きたい,1,
R_OOltTV9XNSnWN4l,Default Response Set,2020-04-26 22:13:52,2020-04-26 22:32:49,1,0,0,0,5ea63fde-8044-fce8-6f97-498a5178a1fe,19284152,1303,"Monitas(Gain,Inc.)-Link",1,1,1,8,1,6,7,10,5,5,6,3,3,8,5,6,10,10,90,8,2,10,9,5,3,5,10,10,5,5,0,1,2,10,9,9,0,0,5,5,8,7,5,5,3,8,10,9,9,9,10,4,7,7,5,5,0,1,3,0,5,3,0,10,9,5,4,5,5,3,5,5,8,10,20,5,1,5,9,1,25セント,900分,4時間,1,2,,62,3,4,3,,1,1,6,2,1,1,213,18,2,7,2,,1,
R_3koKkrM4rVGP0MF,Default Response Set,2020-04-26 22:17:28,2020-04-26 22:33:08,1,0,0,0,5ea64084-9e06-47c0-44f2-60323c4bda9d,18653233,1303,"Monitas(Gain,Inc.)-Link",1,1,1,10,10,10,10,10,10,10,10,8,7,9,9,9,9,9,90,10,0,8,8,5,6,5,10,10,5,5,5,5,6,10,10,8,1,5,5,5,5,5,5,5,5,6,8,8,7,8,9,5,6,6,2,7,0,6,5,5,5,5,5,8,8,7,2,7,7,2,5,5,7,40,60,5,1,9,5,1,50セント,3分,4時間,1,2,,70,3,3,6,専業主婦,1,1,4,2,1,1,213,40,2,2,2,今　全国民が　努力して　早くコロナが収束できることを願います。,1,
R_3lQPzylTDRK8YNo,Default Response Set,2020-04-26 22:07:48,2020-04-26 22:33:46,1,0,0,0,5ea63e48-5380-ede4-961d-1b4c482421bf,102759345,1119,GMOResearch-Link,1,1,1,9,2,8,7,7,6,7,8,4,6,3,9,2,8,8,33,33,34,8,7,2,8,5,6,4,3,1,2,0,1,9,8,9,0,1,7,6,8,6,5,3,5,8,9,8,9,8,9,9,7,2,0,6,0,1,6,0,5,4,7,9,8,8,0,7,8,0,7,6,9,0,10,5,1,16,6,1,25セント,3分,4時間,1,2,,71,3,3,5,,1,1,7,2,1,1,213,33,2,3,3,もう一寸突っ込んだ新型コロナに関するアンケートでも良かったのでは。でも集計が難しいでしょうね。,1,
R_1KlQuNMqzPAch99,Default Response Set,2020-04-26 22:22:33,2020-04-26 22:33:50,1,0,0,0,5ea641d6-9c69-3f06-b77c-5ec28b9ee189,4400203660,1119,GMOResearch-Link,1,1,1,6,1,7,7,10,9,10,10,8,10,9,10,6,10,10,80,10,10,1,3,5,8,8,10,10,7,7,5,7,7,7,7,7,5,2,5,5,10,6,5,5,5,3,9,8,8,6,5,7,9,4,0,6,0,8,5,7,7,7,5,6,6,6,5,6,6,4,5,5,5,40,40,5,1,6,7,1,50,33,4,1,2,,63,3,1,2,,1,1,6,1,1,1,213,23,5,4,2,,1,
R_4T4idIgCtXctjyN,Default Response Set,2020-04-26 22:14:03,2020-04-26 22:38:34,1,0,0,0,5ea63fd6-7d20-1098-aac1-e8741aee9907,11712747,1303,"Monitas(Gain,Inc.)-Link",1,1,1,8,3,7,7,7,7,8,8,4,6,7,8,8,8,8,95,3,2,5,6,4,4,5,8,8,3,4,4,3,3,5,7,7,4,7,8,6,6,6,4,7,3,5,8,6,5,5,7,6,6,5,4,3,0,3,5,4,6,4,5,6,6,6,8,7,5,3,6,5,6,30,40,3,1,9,5,1,25セント,9分,4時間,1,2,,67,3,1,3,,1,1,7,2,1,1,213,3,2,2,4,,1,
R_2znFlUmFbuXd0JC,Default Response Set,2020-04-26 22:21:06,2020-04-26 22:40:38,1,0,0,0,5ea6417e-7a0e-457d-9dd5-3feb322b5422,5263087,1303,"Monitas(Gain,Inc.)-Link",1,1,1,10,0,10,7,10,5,6,10,0,8,9,10,7,10,10,100,0,0,6,5,1,5,4,10,10,7,7,5,3,3,10,9,9,0,3,9,4,9,5,3,5,2,8,7,6,7,7,9,5,7,7,3,6,0,6,2,6,1,0,1,10,8,5,0,3,5,1,4,0,8,0,10,5,1,7,9,1,50,,,1,2,,65,3,2,2,,1,1,5,2,1,1,213,22,4,2,5,,1,
R_3HtPZQ6wi9JbE21,Default Response Set,2020-04-26 22:14:35,2020-04-26 22:42:09,1,0,0,0,5ea63fca-2eec-d468-74b5-3ce80700c264,9021648,1303,"Monitas(Gain,Inc.)-Link",1,1,1,8,2,8,9,10,8,8,8,8,8,3,3,3,3,3,80,10,10.,7,7,6,6,6,10,10,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,6,6,6,7,7,7,5,1,6,0,3,6,4,4,4,4,7,7,7,7,7,7,7,7,7,7,40,60,6,1,2,6,1,５セント,3分,4時間,1,2,,67,3,2,2,,1,1,6,1,1,1,213,23,2,2,2,特にない,1,
R_p4SRsN3tGahtwoV,Default Response Set,2020-04-26 22:31:21,2020-04-26 22:49:09,1,0,0,0,5ea643ee-34ec-9e12-62cb-c8951f598ecb,4925858,1303,"Monitas(Gain,Inc.)-Link",1,1,1,5,2,5,6,7,7,7,7,5,5,7,7,7,8,10,100,0,0,5,6,4,5,4,7,7,1,1,1,1,5,6,6,6,4,5,6,5,5,5,4,6,5,3,5,4,5,5,6,5,5,4,5,5,0,5,4,5,4,2,4,7,5,4,3,4,4,4,5,4,6,10,20,5,1,9,5,1,25セント,3分,7時間,1,2,,70,3,2,3,,1,1,5,1,1,1,213,24,2,4,3,,1,
R_2rOXUdBsyTle5hX,Default Response Set,2020-04-26 22:43:00,2020-04-26 22:50:12,1,0,0,0,5ea59a8d-ef1c-66ff-c5c4-9ed80c5e84d4,103173204,1119,GMOResearch-Link,1,1,1,10,0,10,8,8,10,10,10,10,10,7,7,5,6,10,100,0,0,5,5,5,5,5,8,6,5,5,5,5,4,7,5,5,4,4,8,5,7,5,5,5,5,3,8,5,5,5,5,5,5,6,6,6,0,4,4,7,4,4,6,5,5,5,5,6,5,5,5,5,5,50,50,5,1,5,8,1,50セント,900分,4時間,1,2,,22,1,0,2,,1,1,6,2,1,1,213,9,2,4,1,,1,
R_2U5FA3xxRQRBIeu,Default Response Set,2020-04-26 22:37:39,2020-04-26 22:53:11,1,0,0,0,5ea64552-afa6-ee1b-47cc-8cbf799f3a66,1138348,1303,"Monitas(Gain,Inc.)-Link",1,1,1,6,5,7,8,10,9,9,9,7,7,6,5,4,8,8,80,10,10,8,9,4,4,5,10,10,5,5,2,3,5,9,9,10,1,3,7,5,8,7,2,3,4,9,9,10,8,9,10,4,7,4,5,6,0,2,5,2,3,1,0,10,8,5,2,5,4,5,6,4,6,30,30,5,1,14,7,1,50セント,30分,４時間,1,2,,70,3,1,6,主婦,1,1,6,2,1,1,213,42,4,3,4,,1,
R_d6Bs55OtIv5tIUF,Default Response Set,2020-04-26 22:40:23,2020-04-26 22:54:42,1,0,0,0,5ea64603-8f69-ed4b-eaf1-4883a0ad9f7b,101358778,1119,GMOResearch-Link,1,1,1,9,0,6,6,9,5,5,5,2,5,8,7,6,10,6,100,0,0,4,4,3,5,3,8,5,7,5,2,2,5,6,6,6,3,5,6,5,6,6,4,5,4,5,7,4,4,4,5,5,3,5,6,4,0,3,3,2,2,2,3,6,4,4,4,4,4,5,4,3,5,30,40,5,1,5,3,1,50,,4,1,2,,63,3,3,1,,1,1,7,1,1,1,213,23,4,3,4,,1,
R_3plRDwexy5vc4h0,Default Response Set,2020-04-26 22:34:56,2020-04-26 22:59:41,1,0,0,0,5ea644a6-3fbf-72d3-f2c8-6ac0027b58fd,6767525,1303,"Monitas(Gain,Inc.)-Link",1,1,1,7,2,4,7,10,7,7,7,7,1,5,7,5,9,10,0,50,50,6,8,3,5,3,10,10,5,5,5,5,7,10,10,0,0,0,10,6,7,6,6,6,4,5,7,8,7,8,9,3,4,7,6,6,0,3,5,3,3,3,3,8,8,0,0,2,2,2,2,4,8,10,30,5,1,12,10,1,５０セント,３分,４時間,1,2,,64,3,2,6,自営,1,1,4,2,1,1,213,15,5,3,3,はやい収束を祈っています,1,
R_3e5g4O9V0vqM0XR,Default Response Set,2020-04-26 22:49:41,2020-04-26 23:01:07,1,0,0,0,5ea6483e-193a-4c79-047b-8169061bca9d,19284459,1303,"Monitas(Gain,Inc.)-Link",1,1,1,9,1,10,10,10,8,9,10,6,9,9,9,9,9,9,80,10,10,8,8,6,6,4,6,6,4,4,3,4,4,7,7,7,3,3,8,8,8,9,3,8,7,7,7,6,7,6,8,7,7,7,6,6,0,4,4,4,6,4,4,7,6,6,6,6,6,5,4,5,6,60,90,,1,1,8,1,50,100分,４時間,1,2,,61,1,2,1,,1,1,8,2,1,1,213,43,2,1,1,特になし,1,
R_3mdRKXmOYwnUfC6,Default Response Set,2020-04-26 22:56:51,2020-04-26 23:08:19,1,0,0,0,5ea649b8-1ab0-625a-7ea7-f604a128a8bd,4502562181,1119,GMOResearch-Link,1,1,1,8,2,8,7,7,8,8,8,3,8,6,6,6,6,6,50,50,0,5,5,4,5,5,6,5,5,5,4,4,5,6,6,6,4,4,6,5,6,5,5,5,5,3,5,6,6,5,5,4,4,4,8,6,0,5,4,4,4,5,5,6,5,4,5,5,6,5,5,4,5,60,60,5,1,8,3,1,,,,1,2,,62,3,2,5,,1,1,6,2,1,1,213,,4,2,2,,1,
R_3lzWVrql46hF4gi,Default Response Set,2020-04-26 22:45:21,2020-04-26 23:09:21,1,0,0,0,5ea646f4-6802-5faa-d251-c333d03c2e85,103118114,1119,GMOResearch-Link,1,1,1,8,3,7,7,6,7,7,7,5,4,8,8,6,8,8,100,0,0,6,6,4,5,4,8,6,4,4,4,4,5,6,6,6,4,4,5,5,6,5,5,5,5,4,7,5,5,5,6,5,5,5,4,6,0,4,4,4,4,4,6,7,6,5,4,5,5,4,5,4,7,20,30,5,1,16,5,1,50,9,7,1,2,,66,3,2,3,,1,1,5,1,1,1,213,42,5,2,2,なし,1,
R_2wty1FLe1FyvoNs,Default Response Set,2020-04-26 22:59:06,2020-04-26 23:13:37,1,0,0,0,5ea64a72-91f3-13dc-059b-a9489141015c,102517802,1119,GMOResearch-Link,1,1,1,10,0,8,9,10,8,8,10,6,10,10,10,10,10,10,0,100,0,2,1,6,7,5,8,8,4,1,0,1,6,10,10,10,0,4,10,4,9,9,3,5,0,3,10,8,5,5,8,9,9,2,0,8,0,0,5,5,7,4,5,10,9,4,0,4,5,3,5,0,6,10,10,4,1,10,5,1,２５セント,３分,４時間,1,2,,70,1,1,5,,1,1,6,2,1,1,213,36,5,2,1,,1,
R_3po7wdQB31DNjDT,Default Response Set,2020-04-26 23:13:39,2020-04-26 23:24:42,1,0,0,0,5ea64dcd-ed74-d017-e537-d10e174016bb,102032069,1119,GMOResearch-Link,1,1,1,10,0,10,10,10,5,5,5,5,6,8,6,6,7,7,100,0,0,8,8,5,5,5,8,8,8,5,5,5,6,6,6,6,4,5,5,5,7,7,5,7,6,7,7,5,5,5,5,6,6,3,5,6,0,5,5,5,5,5,5,6,6,6,4,5,5,5,5,5,5,0,20,7,1,10,6,1,,,,1,2,,66,3,0,6,主婦,1,1,4,1,1,1,213,42,2,3,4,,1,
R_cBndTrNOJ9GaYxj,Default Response Set,2020-04-26 23:01:12,2020-04-26 23:26:42,1,0,0,0,5ea64ae3-7b1f-4c6d-5365-4eccb7b551ef,102182628,1119,GMOResearch-Link,1,1,1,5,1,8,10,5,7,7,10,5,5,7,5,5,8,10,100,0,0,5,4,5,5,5,8,5,5,7,5,7,2,10,8,8,1,5,5,7,10,5,5,5,0,7,9,10,10,10,9,7,9,5,2,7,0,5,5,2,5,5,2,10,10,5,1,4,4,2,9,6,10,10,50,5,1,9,7,1,25,3,4,1,2,,60,3,2,5,,1,1,8,1,1,1,213,5,4,1,3,,1,
R_3J93v1KMDBP1BFz,Default Response Set,2020-04-26 22:50:29,2020-04-26 23:28:06,1,0,0,0,5ea64846-b9b3-28f0-8f11-5c3a22adde42,4920532,1303,"Monitas(Gain,Inc.)-Link",1,1,1,10,0,10,10,10,10,10,10,5,10,10,9,9,10,10,20,40,40,3,3,4,5,4,10,10,9,5,5,5,1,10,10,10,0,1,10,8,10,8,5,5,4,3,6,10,9,9,10,5,8,6,3,6,0,3,7,5,5,4,5,9,9,6,2,8,8,2,6,6,10,40,40,4,1,15,7,1,50セント,３分,4時間,1,2,,63,3,3,2,,1,1,7,2,1,1,213,4,2,3,3,今、主人が癌の手術中です。コロナの影響で病室にも入れず車の中で待機しています。一日も早く普通の生活が出来るよう願うばかりです。,1,
R_UbX0HE0IOuAVsIx,Default Response Set,2020-04-26 23:20:40,2020-04-26 23:28:15,1,0,0,0,5ea64f80-5ac4-2307-36e8-60ebb9c09f5a,101705414,1119,GMOResearch-Link,1,1,1,6,4,6,7,6,6,6,6,7,6,6,6,5,6,6,100,0,0,6,6,6,6,6,6,6,8,6,5,6,5,6,6,6,6,5,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,7,6,6,6,6,6,5,6,5,6,5,6,6,6,6,6,6,5,6,6,60,60,6,1,14,6,1,50,100,4時間,1,2,,63,1,0,1,,1,1,3,2,1,1,213,4,2,6,2,国からの布マスクは無用であり、その予算は医療現場に / 若しくは　サージカルマスクなどで良かったはず。 / 安倍総理しかつけてないではないか？,1,
R_1eCR8Mk4K6DGT1Z,Default Response Set,2020-04-26 23:27:27,2020-04-26 23:34:45,1,0,0,0,5ea6510b-162a-0dc2-d825-b7b05bcbe24d,102177273,1119,GMOResearch-Link,1,1,1,10,0,10,3,8,10,10,10,3,6,10,10,4,10,10,100,0,0,6,6,7,4,7,7,7,6,6,6,6,4,7,6,7,7,7,7,3,8,4,4,4,4,3,3,2,,,10,3,2,2,3,4,0,3,3,3,0,3,6,6,6,6,6,6,6,6,6,6,6,60,60,7,1,16,5,1,,,,1,2,,70,3,2,3,,1,1,6,2,1,1,213,31,5,1,1,,1,
R_2upP1onY57cD61a,Default Response Set,2020-04-26 23:24:01,2020-04-26 23:37:56,1,0,0,0,5ea65009-0ca7-88b3-dd99-cd8b037f8c51,3046942,1303,"Monitas(Gain,Inc.)-Link",1,1,1,8,2,7,7,8,8,8,8,7,3,7,6,7,8,8,100,0,0,6,6,4,4,4,6,5,8,8,3,4,6,4,4,5,7,4,7,3,6,5,4,6,4,6,7,3,3,3,4,4,5,5,7,3,0,4,4,4,4,4,5,10,6,4,4,6,5,4,4,4,6,60,70,5,1,4,4,1,25,900,6,1,2,,62,3,2,1,,1,1,8,1,1,1,213,4,2,3,2,とくになし,1,
R_RxxHqtV6zJV0f6h,Default Response Set,2020-04-26 23:23:23,2020-04-26 23:40:29,1,0,0,0,5ea64fe3-e306-ea1c-5d36-4389fadda70e,103150570,1119,GMOResearch-Link,1,1,1,9,1,9,9,10,6,6,9,2,7,8,8,7,8,9,80,20,0,7,8,6,4,6,6,5,5,5,4,3,6,5,7,6,4,8,6,5,6,6,5,4,3,6,8,7,6,6,6,5,6,6,2,5,6,8,5,7,6,4,6,5,5,4,5,4,5,4,6,5,4,30,40,4,1,7,9,1,50,1時間30分,4時間,1,2,,66,3,1,6,主婦,1,1,8,2,1,1,213,5,3,3,2,数値問題は難しいです,1,
R_22rCD3FKyP1QZbh,Default Response Set,2020-04-26 23:38:41,2020-04-26 23:57:34,1,0,0,0,5ea65391-9a7f-145c-b1d3-eb0b469d8d31,101333729,1119,GMOResearch-Link,1,1,1,9,1,9,9,10,7,8,4,0,6,7,10,8,10,10,100,0,0,2,3,4,6,4,7,4,2,2,0,2,5,9,8,7,1,3,5,2,8,3,2,4,3,2,8,3,5,5,3,6,4,6,3,3,0,2,3,4,4,2,6,7,3,2,1,3,0,6,4,2,5,10,40,2,1,3,6,1,25,100,2,1,2,,65,1,2,3,,1,1,9,2,1,1,213,46,2,1,5,,1,
R_1cYe4qkoSueQGX3,Default Response Set,2020-04-26 07:37:12,2020-04-27 00:02:06,1,0,0,0,5ea57226-c700-340b-8372-253798ad292e,103286181,1119,GMOResearch-Link,1,1,1,5,2,7,5,8,5,5,5,5,5,8,8,8,10,10,100,0,0,2,3,6,6,7,7,7,5,5,5,5,8,8,8,8,6,5,5,5,5,5,5,5,5,6,10,6,6,6,6,3,5,7,6,4,0,6,5,7,7,5,9,4,4,6,6,6,4,6,4,4,4,10,40,6,1,5,8,1,50セント,1分4秒,2時間,1,1,,50,1,0,5,,1,1,9,2,1,1,213,2,2,1,3,新型コロナウィルスによる経済対策として長期に流行した場合に給付金は毎月支給しなければいけない / ,1,
R_3HLhlzZZwPyfHf0,Default Response Set,2020-04-26 23:56:34,2020-04-27 00:10:09,1,0,0,0,5ea657db-37c5-1b54-1e5f-492e22073e67,5ea657bb-53e0-ee5d-470e-ab3c34d121ad,989,Innovate,1,1,1,10,0,10,10,10,10,10,10,4,10,10,8,5,10,10,30,40,30,7,5,7,7,9,10,10,2,4,3,1,1,10,8,8,0,4,10,7,10,8,10,7,4,3,9,9,9,9,10,5,9,9,1,4,0,6,5,3,5,5,3,6,7,5,3,7,7,0,7,8,8,80,80,5,1,8,5,1,50,900,4,1,2,,65,3,2,3,,1,1,5,2,1,1,213,5,5,4,2,,1,
R_Xhyw4NxAJdvM8pP,Default Response Set,2020-04-27 00:04:27,2020-04-27 00:19:25,1,0,0,0,5ea659b7-627e-a557-28a4-166d2a054294,101315497,1119,GMOResearch-Link,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,2,10,10,90,10,0,8,8,1,4,1,9,7,3,3,3,3,1,1,10,1,1,1,6,5,5,7,1,7,1,4,4,6,1,1,7,10,10,0,0,10,0,1,1,1,2,1,2,5,4,4,1,5,5,5,1,1,1,10,40,5,1,3,5,1,50セント,30分,4時間,1,2,,60,3,0,3,,1,1,7,2,1,1,213,44,1,2,4,後手後手を踏んでいる政府のやり方に不満があります。 / 海外の人には良い顔をする政府が嫌いです。,1,
R_3h5u7Vuaw6PCekx,Default Response Set,2020-04-26 22:46:34,2020-04-27 00:21:39,1,0,0,0,5ea6473c-b53d-01f6-3aea-28cd012ebfa8,103308053,1119,GMOResearch-Link,1,1,1,10,0,10,10,10,9,8,10,9,10,10,9,9,9,10,100,0,0,4,3,5,5,5,5,5,5,5,5,5,7,7,6,5,4,6,5,7,6,6,8,6,6,3,6,5,4,5,6,5,6,4,4,3,0,3,3,2,4,2,4,6,5,4,5,3,5,7,5,5,7,30,40,5,1,10,5,1,50,9,16,1,2,,67,3,1,3,,1,1,8,1,1,1,213,40,3,1,4,コロナ対策が全て後手になっている / もっと効率良く手を打って欲しい,1,
R_QcfCnmhpLh62jMl,Default Response Set,2020-04-27 00:04:35,2020-04-27 00:22:31,1,0,0,0,5ea659bf-3a3f-9bec-9e93-8f0ef2c49493,102054012,1119,GMOResearch-Link,1,1,1,9,0,2,8,10,6,6,10,3,0,6,5,5,10,10,50,50,0,8,7,5,3,5,10,10,4,4,2,3,3,8,6,6,1,2,7,6,10,6,5,6,7,2,8,9,9,10,8,7,6,6,3,6,0,7,5,5,6,4,4,8,7,5,1,6,6,5,4,6,9,10,20,5,1,5,5,1,25,5,6,1,2,,62,3,3,3,,1,1,5,2,1,1,213,7,5,4,2,,1,
R_tM1aQPxR5N4ZKEh,Default Response Set,2020-04-27 00:03:03,2020-04-27 00:23:04,1,0,0,0,5ea65951-6833-ab9b-3066-bad9c274030c,102768224,1119,GMOResearch-Link,1,1,1,9,2,8,9,10,6,6,9,7,2,9,9,9,10,9,80,20,0,9,9,6,7,8,10,10,4,4,4,3,7,3,9,9,2,2,8,6,8,7,4,7,4,9,9,8,8,7,8,8,8,7,6,9,0,6,6,6,6,4,8,9,8,6,3,8,8,3,7,6,9,20,40,6,1,9,9,1,25,3,4,1,2,,67,1,0,6,自営,1,1,6,1,1,1,213,4,5,1,4,,1,
R_2uwYTmRcvTVdBZE,Default Response Set,2020-04-27 00:02:44,2020-04-27 00:25:13,1,0,0,0,5ea6593c-1a01-9bbb-476b-f98345fc147f,102327165,1119,GMOResearch-Link,1,1,1,10,0,10,8,10,9,10,10,7,10,10,10,7,10,10,100,0,0,7,7,3,5,5,9,10,1,0,0,0,2,10,10,10,0,5,9,7,10,7,2,5,1,4,5,8,8,8,8,8,8,6,4,7,0,1,5,2,3,2,6,10,9,5,0,5,4,1,5,1,8,70,20,5,1,5,3,1,50,300,4,1,2,,70,3,4,5,,1,1,7,1,1,1,213,40,2,5,4,医療従事者の過酷さ、感染者は勿論、皆が感謝していると思っていたが、そういう人に差別行為が見られると聞き、日本人として情けない。商売が出来ない方、報道を見てても悲しい。 / 町へ出かける人、何で我慢できないの？早く終息、出来る為に、それ位できるでしょう /  / ,1,
R_8iVCBV1BvFJywFz,Default Response Set,2020-04-27 00:17:10,2020-04-27 00:27:44,1,0,0,0,5ea65c72-f911-28e0-d72e-1df11ed1458a,102247086,1119,GMOResearch-Link,1,1,1,8,2,7,7,8,7,7,7,7,7,7,7,5,7,7,100,0,0,3,7,3,5,5,8,8,5,5,4,4,6,7,7,7,4,7,6,6,6,6,6,6,6,4,5,6,6,6,6,4,6,6,6,4,10,3,3,6,4,4,5,7,7,7,7,7,7,6,6,6,6,40,20,6,1,5,4,1,50,9分,4時間,1,2,,63,3,3,1,,1,1,6,2,1,1,213,39,2,4,2,,1,
