RecordedDate,Duration (in seconds),Country,UserLanguage,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_2,physical_hygiene_3,physical_hygiene_4,physical_hygiene_5,policy_support_1,policy_support_2,policy_support_3,policy_support_4,policy_support_5,generosity_1,generosity_2,generosity_3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_1,collective_narcis_2,collective_narcis_3,national_identity_1,national_identity_2,conspiracy_theories_1,conspiracy_theories_2,conspiracy_theories_3,conspiracy_theories_4,open_mindness_1,open_mindness_2,open_mindness_3,open_mindness_4,open_mindness_5,open_mindness_6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging_1,social_belonging_2,social_belonging_3,social_belonging_4,trait_self-control_1,trait_self-control_2,trait_self-control_3,trait_self-control_4,self-esteem_1,narcissism_1,narcissism_2,narcissism_3,narcissism_4,narcissism_5,narcissism_6,moral_identity_1,moral_identity_2,moral_identity_3,moral_identity_4,moral_identity_5,moral_identity_6,moral_identity_7,moral_identity_8,moral_identity_9,moral_identity_10,risk_perception_1,risk_perception_2,political_ideology_1,moral_circle1,health_1,CRT1,CRT2,CRT3,sex,sex_3_TEXT,age,marital,children,employment,employment_6_TEXT,ladder_answer,urban,tested_positive,know_tested_positive,no_bots,Attention_check
5/4/2020 12:04,1233,NEPAL,EN/NP,10,0,10,10,10,10,10,10,9,10,10,10,10,10,10,10,60,30,6,6,10,6,7,10,10,10,9,8,9,10,10,10,10,1,10,10,10,8,10,9,8,8,10,10,10,10,10,10,6,10,1,9,8,9,8,1,10,10,6,10,10,10,0,7,6,7,7,10,10,70,70,4,1,8,0.1,100,96,2,,22,1,0,4,,4,1,1,1,213,0
5/4/2020 12:07,435964,NEPAL,EN/NP,10,1,10,10,10,10,10,10,10,10,4,10,10,10,10,0,25,75,7,7,10,10,10,10,10,2,2,2,3,8,10,10,10,10,8,8,10,8,7,7,8,8,10,10,9,9,8,10,10,10,2,0,10,8,7,10,9,7,10,10,10,10,2,10,10,1,9,10,10,70,20,7,16,10,0.1,100,24,1,,22,1,0,4,,6,2,1,1,213,0
5/5/2020 9:50,2669,NEPAL,EN/NP,10,0,9,8,10,10,10,10,10,10,8,10,10,10,10,0,50,50,6,6,9,10,10,10,10,10,9,10,2,3,10,10,10,0,9,5,8,9,3,7,8,9,10,10,9,10,10,10,2,9,2,9,8,7,3,3,4,5,3,10,10,9,0,3,8,0,9,10,10,100,20,0,16,5,1.08,500,24,2,,22,1,0,4,,6,1,1,1,213,3
4/27/2020 13:02,166712,NEPAL,EN/NP,10,9,10,10,10,10,10,10,10,10,9,10,10,10,10,10,50,40,8,8,9,9,8,10,10,6,6,6,6,4,10,7,10,2,5,8,9,9,9,9,9,9,8,8,8,7,8,10,9,8,7,5,6,2,3,5,5,5,2,8,8,8,5,5,5,2,5,6,3,30,40,5,16,8,0.1,3,24,2,,22,1,0,4,,5,1,1,1,213,4
4/29/2020 11:05,1222,NEPAL,EN/NP,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,50,25,25,3,8,10,10,10,10,10,8,8,8,5,5,10,10,10,0,10,10,9,10,10,7,8,3,10,10,10,10,10,10,10,10,0,2,7,10,5,0,10,5,7,10,10,10,0,10,10,0,10,10,10,0,0,4,16,5,0.1,20,47,2,,22,1,0,6,,6,1,1,1,213,5
4/30/2020 21:33,2182,NEPAL,EN/NP,10,0,10,5,5,10,6,5,10,10,5,10,5,10,10,20,70,10,4,3,5,10,10,10,10,5,0,5,0,5,10,10,10,0,5,5,10,10,10,10,5,5,10,5,5,10,5,10,7,7,7,10,10,0,5,5,5,5,10,10,10,5,0,5,5,10,5,10,10,0,10,5,16,5,0.1,5,47,2,,22,3,0,3,,6,2,1,1,213,5
4/29/2020 11:22,1983,NEPAL,EN/NP,7,0,8,9,10,10,10,10,9,10,3,10,10,10,6,50,40,10,4,3,8,8,10,10,10,5,3,2,5,6,10,10,10,0,2,8,8,7,10,10,10,10,8,10,8,8,8,10,6,7,6,4,8,6,5,5,7,6,7,10,10,7,0,5,6,0,7,6,10,50,30,5,16,8,0.1,5,12,2,,22,1,0,4,,5,1,1,1,213,6
5/4/2020 12:31,901,NEPAL,EN/NP,10,6,10,10,7,9,9,8,8,8,8,8,8,9,10,75,20,5,8,7,8,10,10,10,10,8,0,0,0,2,8,8,7,0,0,7,6,6,8,8,8,7,8,7,5,9,7,9,8,7,5,7,6,9,7,3,3,3,2,8,7,8,1,6,6,2,2,8,9,10,40,5,7,8,0.1,100,24,2,,22,1,0,4,,6,1,1,1,213,6
5/3/2020 23:02,1583,NEPAL,EN/NP,10,0,9,9,10,9,9,9,9,9,7,8,8,9,10,0,50,50,8,7,8,7,8,10,10,3,2,2,2,3,10,10,10,7,1,8,7,6,8,6,8,4,10,9,8,8,7,9,8,7,7,7,8,8,9,2,8,7,7,9,8,7,1,8,8,0,8,8,10,20,50,7,16,8,0.1,20,24,2,,22,1,0,4,,7,1,1,1,213,8
5/6/2020 13:32,3021,NEPAL,EN/NP,9,0,8,10,10,8,8,9,9,9,8,10,9,9,10,20,50,30,6,6,8,8,9,10,8,5,0,1,2,5,9,7,8,2,5,8,8,8,9,8,8,8,8,8,10,10,10,10,5,5,4,2,8,7,7,2,8,8,8,8,8,5,2,6,7,2,7,9,8,20,30,6,3,8,0.1,100,24,2,,22,1,0,4,,4,1,1,1,213,8
5/4/2020 13:13,5564,NEPAL,NP,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,50,50,6,5,3,10,10,10,10,0,0,0,1,10,10,10,10,0,10,9,10,7,10,10,9,7,10,10,10,10,10,10,10,10,0,0,10,3,10,0,10,10,10,10,10,0,0,10,2,0,2,10,10,0,30,10,16,10,0.1,100,12,2,,21,3,0,1,,6,1,1,1,213,0
5/4/2020 13:42,1653,NEPAL,EN,10,1,8,9,9,8,8,9,6,7,3,4,3,10,10,5,40,55,8,5,5,5,5,10,10,3,0,1,5,7,10,10,9,2,3,10,9,9,9,3,2,1,10,10,5,7,6,9,4,8,9,5,9,6,5,5,7,5,1,9,6,3,1,5,3,0,2,2,10,40,60,4,5,6,0.05,5,47,1,,21,2,0,1,,4,1,1,1,213,0
4/26/2020 22:51,4373,NEPAL,EN/NP,7,2,8,8,9,9,9,9,9,8,3,7,7,2,7,40,40,20,6,6,7,9,8,8,9,3,4,5,6,6,3,6,8,6,5,7,6,6,8,8,8,6,7,7,8,7,7,9,6,5,4,6,7,9,8,8,8,8,10,8,8,6,2,5,5,5,5,8,9,60,50,5,11,7,0.05,100,47,2,,21,1,0,4,,6,1,1,1,213,0
4/29/2020 12:23,1607,NEPAL,EN/NP,9,9,6,8,9,10,10,10,9,10,10,9,10,10,10,25,50,25,10,10,10,10,10,10,10,10,10,10,10,10,8,10,9,2,10,7,8,4,8,5,9,9,10,10,9,7,9,10,2,9,2,8,9,10,10,3,10,9,10,10,9,10,2,10,3,5,7,9,10,0,40,9,8,8,0.1,100,12,2,,21,1,0,4,,5,1,1,1,213,0
5/4/2020 12:59,3236,NEPAL,EN/NP,10,2,10,10,10,10,10,10,10,10,10,10,10,10,10,0,75,25,6,5,5,7,7,10,8,5,3,2,2,4,10,10,10,0,0,8,8,9,8,9,7,8,8,8,7,6,7,9,9,8,7,6,7,6,5,0,5,5,0,10,9,7,0,7,7,4,7,8,10,0,70,5,11,8,0.05,5,47,2,,21,1,0,4,,7,1,1,1,213,0
4/27/2020 13:11,4897,NEPAL,EN/NP,10,0,9,10,10,10,10,10,8,10,8,10,10,10,10,0,80,20,3,5,6,1,8,8,9,5,1,0,0,6,10,10,10,1,2,10,9,9,6,9,7,8,10,10,6,9,6,10,9,7,10,7,10,3,6,3,10,8,5,10,8,2,0,8,6,0,6,6,10,10,0,6,16,10,1.5,5,47,2,,21,1,0,4,,6,1,1,1,213,1
4/29/2020 11:02,1145,NEPAL,EN/NP,10,0,7,9,10,8,8,10,7,10,9,10,10,10,10,45,30,25,5,5,5,5,4,10,10,5,5,5,6,8,9,9,9,9,9,9,8,7,8,8,8,6,9,10,8,8,8,8,9,8,8,9,10,6,6,7,6,6,2,8,8,6,2,9,7,7,8,6,7,40,70,5,7,8,0.1,100,24,2,,21,2,0,4,,6,1,1,1,213,6
4/26/2020 17:21,4795,NEPAL,EN/NP,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,16,47,37,2,5,10,6,5,10,10,3,2,2,4,2,10,10,10,0,0,5,8,7,8,7,8,8,7,5,9,9,8,10,8,7,1,0,9,2,4,1,5,3,0,9,9,1,0,5,9,4,5,7,9,50,10,5,16,7,0.05,5,47,2,,21,1,0,4,,6,1,1,1,213,8
4/25/2020 23:45,6025,NEPAL,EN/NP,10,0,10,10,10,10,6,10,10,10,0,2,3,2,0,50,40,10,8,7,8,10,10,10,10,8,10,10,0,10,10,10,10,0,7,5,7,6,7,8,7,7,8,7,10,10,10,9,10,9,7,10,5,1,1,9,6,5,10,10,10,10,0,10,10,7,10,10,10,70,20,7,1,7,0.5,5,47,1,,21,1,0,4,,6,2,1,1,213,10
5/4/2020 18:56,990,NEPAL,EN/NP,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,100,0,2,7,7,8,8,10,10,2,8,7,8,8,8,9,8,8,8,5,7,6,8,7,10,0,9,8,7,9,7,10,8,7,4,10,5,9,9,0,6,7,7,10,10,7,8,9,8,10,9,9,8,80,80,7,5,10,0.1,5,14,2,,21,1,0,1,,6,1,1,1,213,10
4/25/2020 20:43,2705,NEPAL,EN/NP,10,0,10,3,10,10,0,10,0,8,10,10,10,10,10,30,40,30,4,5,3,8,8,10,10,0,0,0,0,10,10,10,10,10,5,10,5,10,10,10,10,0,5,10,10,10,10,10,10,8,8,10,5,10,3,10,4,5,10,10,10,6,0,2,6,0,7,7,10,40,10,7,1,9,0.05,5,47,1,,20,1,0,4,,6,1,1,1,213,0
4/26/2020 12:13,58856,NEPAL,EN/NP,10,0,10,9,10,10,10,10,1,9,10,9,10,10,10,20,35,45,6,5,7,9,9,7,3,5,5,5,5,8,8,8,7,0,8,8,8,8,8,7,5,7,7,7,6,8,6,7,8,2,4,3,9,8,5,5,7,7,8,10,9,3,0,6,7,1,5,6,9,0,10,5,12,8,0.1,500,47,1,,20,1,0,4,,5,1,1,1,213,0
4/27/2020 11:45,4444,NEPAL,EN/NP,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,30,35,35,6,9,8,10,10,10,10,0,0,0,0,10,10,10,10,0,0,10,10,8,7,8,7,7,9,9,9,7,7,8,10,10,1,6,8,6,5,1,5,5,6,10,10,10,0,10,9,8,9,8,10,10,50,4,16,9,0.1,100,24,2,,20,1,0,4,,4,1,1,1,213,0
5/4/2020 12:40,2161,NEPAL,EN/NP,2,1,3,3,7,8,10,3,8,9,4,3,6,8,8,25,50,25,4,6,6,2,3,10,10,9,3,10,8,4,9,3,3,7,3,10,5,6,10,0,3,4,6,10,6,4,7,3,3,9,7,1,5,4,7,3,9,4,10,7,6,5,6,5,7,5,6,5,6,50,60,3,9,6,0.1,100,24,1,,20,1,0,1,,3,1,1,1,213,0
5/7/2020 20:22,1742,NEPAL,EN/NP,10,0,10,10,10,10,10,10,8,10,0,0,0,0,5,0,50,50,6,10,10,8,9,10,10,0,0,0,0,10,8,10,10,8,10,9,8,10,9,6,10,9,8,10,5,8,4,10,6,8,5,10,8,5,5,0,10,9,10,9,10,5,2,6,8,0,7,10,10,80,50,6,13,8,0.1,100,24,2,,20,1,0,1,,6,1,1,1,213,0
4/26/2020 9:57,1447,NEPAL,EN/NP,10,0,1,8,10,8,8,9,9,10,10,10,10,10,10,25,50,25,4,5,7,8,10,10,10,4,4,4,4,6,8,7,10,3,7,4,7,7,8,9,8,9,6,8,8,4,8,9,7,3,6,7,3,8,5,3,6,6,7,8,8,4,2,7,7,3,8,8,8,70,70,6,16,4,0.1,5,24,2,,20,1,0,4,,6,1,1,1,213,6
4/26/2020 16:14,24176,NEPAL,EN/NP,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,50,30,20,5,4,6,10,10,10,8,10,5,5,5,10,10,10,10,0,0,10,10,10,10,10,10,10,10,10,8,10,10,10,3,10,8,10,6,5,2,2,9,5,1,10,10,0,0,0,7,10,10,10,10,50,80,5,6,7,0.05,5,24,2,,20,1,0,4,,2,3,1,1,213,7
4/26/2020 9:42,1354,NEPAL,EN/NP,10,2,9,10,10,9,8,10,10,9,2,10,10,10,10,0,10,90,9,8,8,7,8,10,10,4,4,5,4,2,10,10,10,8,3,10,2,0,1,0,9,0,7,8,10,9,7,10,10,10,0,7,10,9,9,4,8,9,8,10,10,9,0,8,9,8,8,9,9,10,20,6,8,8,0.1,100,24,2,,20,1,0,4,,7,1,1,1,213,10
5/4/2020 13:47,2106,NEPAL,EN/NP,10,1,9,9,10,9,1,10,7,7,8,9,9,9,9,60,40,0,7,7,4,7,6,9,7,7,7,7,6,3,9,9,7,2,3,6,6,7,8,7,7,8,9,9,7,7,8,8,6,6,8,8,6,3,2,3,1,1,1,7,7,2,0,6,2,1,1,1,6,0,10,2,5,8,0.05,5,47,1,,19,1,0,2,,5,1,1,1,213,0
4/27/2020 15:19,1936,NEPAL,EN/NP,10,0,10,10,10,10,10,10,9,10,10,10,10,10,10,40,20,40,3,7,10,10,10,10,10,0,0,0,0,7,10,10,10,4,8,8,9,8,9,10,9,10,9,10,6,9,9,10,10,10,2,9,9,10,6,10,10,9,9,10,10,10,0,10,9,0,9,9,10,10,10,3,16,6,0.5,5,24,2,,19,1,0,4,,6,1,1,1,213,1
4/27/2020 9:11,1313,NEPAL,EN/NP,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,45,45,0,10,10,10,10,10,10,7,0,0,3,10,10,10,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,1,0,10,10,0,0,4,7,10,10,10,10,0,10,10,0,10,10,10,60,70,6,16,7,0.1,5,24,2,,19,1,0,4,,3,1,1,1,213,7
4/27/2020 11:49,1851,NEPAL,EN/NP,10,5,10,10,10,10,10,10,8,9,10,10,10,10,10,10,60,30,9,10,10,10,10,10,10,0,0,0,0,8,10,10,10,7,6,7,8,8,8,7,8,6,10,10,8,4,8,9,8,8,10,7,9,9,10,7,10,8,5,10,9,9,0,8,7,0,9,8,10,0,0,5,16,8,0.1,100,24,1,,19,1,0,4,,5,1,1,1,213,8
4/26/2020 13:06,1392,NEPAL,EN/NP,10,0,10,5,10,0,0,0,0,10,10,10,10,10,10,100,0,0,5,9,10,10,5,10,10,0,0,0,0,0,10,10,10,0,10,5,5,10,5,10,5,5,10,10,5,5,5,10,10,10,0,10,10,0,5,5,0,5,10,10,5,5,0,5,5,5,5,5,5,80,80,5,1,5,0.05,5,47,1,,18,1,0,4,,6,1,1,1,213,0
4/27/2020 20:33,2110,NEPAL,EN/NP,10,0,10,10,10,10,10,10,4,4,10,10,10,10,10,0,50,50,4,1,3,3,5,10,7,6,6,6,6,0,2,8,8,0,0,7,9,8,8,2,2,2,8,7,6,6,6,10,2,2,8,2,8,1,3,2,6,6,3,10,10,6,0,9,7,0,4,3,10,30,30,4,14,9,0.05,5,47,1,,18,1,0,4,,6,1,1,1,213,0
5/5/2020 15:45,1567,NEPAL,EN/NP,9,1,9,9,10,1,10,10,10,10,6,6,10,10,6,20,50,30,5,2,10,9,10,9,9,1,5,8,2,1,10,10,10,0,10,10,5,5,9,8,8,9,9,10,5,5,6,4,8,9,1,9,9,5,7,1,8,8,7,9,9,6,1,9,6,1,9,9,9,40,60,2,16,5,0.1,100,24,2,,18,1,0,3,,11,1,1,1,213,2
5/4/2020 13:37,1298,NEPAL,EN/NP,10,0,10,10,10,9,10,8,10,10,10,10,10,7,10,80,10,10,6,3,4,10,10,10,10,10,3,10,5,2,10,10,8,10,10,7,10,6,10,2,9,8,10,10,8,5,8,10,9,10,10,8,7,10,6,6,7,10,7,9,7,1,0,8,6,8,6,10,5,0,40,6,4,7,0.1,100,45,1,,18,2,0,4,,6,1,1,1,213,10
4/26/2020 12:41,3140,NEPAL,EN/NP,10,0,0,9,10,10,10,10,8,10,10,10,10,10,10,0,50,50,3,4,10,10,10,10,10,0,0,0,0,8,10,10,10,8,2,8,5,7,8,3,8,0,10,10,4,10,10,10,0,8,2,0,10,8,6,10,8,8,8,10,9,10,0,9,10,0,10,10,10,10,20,4,9,9,0.1,100,24,2,,17,1,0,4,,6,1,1,1,213,0
5/3/2020 21:21,2082,NEPAL,EN/NP,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,50,25,25,10,6,8,7,10,10,10,0,0,0,0,10,10,10,10,10,0,10,8,10,10,10,10,5,10,9,6,6,10,10,8,2,10,10,7,1,5,0,10,6,0,10,10,10,0,10,10,0,10,6,10,70,40,5,4,8,0.1,5,24,2,,17,1,0,4,,7,1,1,1,213,0
5/1/2020 19:37,447,NEPAL,EN/NP,10,0,5,10,10,5,8,10,10,10,8,10,10,10,10,60,20,20,7,10,10,0,5,10,10,0,0,0,1,1,10,10,10,0,4,10,10,10,7,10,10,0,10,10,10,10,10,9,10,10,2,2,10,8,8,6,10,8,2,10,10,7,10,10,10,0,10,10,10,50,50,5,1,10,1,100,,1,,58,3,2,6,,1,2,1,1,213,6
5/1/2020 19:23,663,NEPAL,EN/NP,10,0,10,6,10,10,10,10,10,10,10,10,10,10,0,50,25,25,5,8,10,5,5,10,10,0,0,0,0,1,8,10,10,10,7,6,6,10,10,10,8,8,10,10,8,9,10,10,5,8,8,6,10,5,8,0,9,9,3,10,10,9,0,10,9,0,9,9,10,50,60,10,1,5,1,100,,1,,58,3,2,6,,1,2,1,1,213,9
5/1/2020 22:51,1660,NEPAL,EN/NP,10,0,10,10,10,10,10,8,10,0,10,10,10,10,10,60,20,20,6,7,10,6,6,10,8,0,0,0,0,10,10,10,10,0,5,10,10,10,10,8,9,7,10,10,10,10,10,10,10,10,6,5,10,6,10,0,10,10,10,10,9,8,0,10,9,0,10,10,10,,60,10,16,6,0.1,5,48,2,,50,3,2,1,,1,2,1,1,213,6
4/25/2020 13:47,1494,NEPAL,NP,10,0,9,10,10,10,10,10,10,10,1,9,10,10,10,85,10,5,6,8,2,2,1,10,10,5,7,6,1,10,10,10,10,1,10,10,8,9,8,8,9,8,9,10,9,9,9,10,9,9,2,1,6,1,0,0,10,10,10,8,9,1,5,3,7,9,8,8,1,10,20,1,16,7,,5,48,1,,45,3,2,1,,4,1,1,1,213,0
4/27/2020 14:38,1728,NEPAL,EN/NP,2,0,0,10,10,8,8,9,8,9,10,10,10,10,10,90,10,0,8,8,3,4,8,7,8,2,2,2,0,0,10,10,10,0,0,3,10,9,9,9,2,2,8,8,8,6,6,3,3,8,1,7,7,4,2,0,7,3,0,9,7,8,0,6,2,0,8,8,10,70,70,,16,7,0.05,5,47,1,,40,2,3,1,,6,1,1,1,213,0
4/25/2020 11:12,1358,NEPAL,NP,9,6,9,10,10,10,10,10,10,10,9,10,10,10,10,0,100,0,5,6,5,3,9,10,10,0,0,0,0,8,10,10,10,0,0,10,5,5,5,8,6,2,10,10,10,10,10,10,10,9,2,2,6,5,5,5,7,7,8,10,10,10,0,10,10,0,10,10,10,30,10,4,9,9,,5,36,2,,40,3,3,1,,5,1,1,1,213,9
4/28/2020 19:07,2299,NEPAL,EN/NP,10,5,8,10,10,6,6,7,7,7,5,5,5,5,5,0,50,50,5,5,7,6,6,10,10,5,5,5,2,1,9,10,10,0,0,7,7,9,7,7,7,6,10,10,10,10,10,10,10,10,1,0,10,7,7,0,9,8,8,10,10,5,0,6,7,1,7,6,6,0,0,,16,10,0.1,5,24,1,,39,3,1,1,,8,1,1,1,213,5
4/29/2020 14:32,5448,NEPAL,EN/NP,9,1,10,1,10,10,9,10,9,7,10,10,10,10,10,80,10,10,10,6,5,7,9,10,10,6,6,10,4,3,8,10,9,6,4,7,7,5,9,5,6,6,10,10,10,10,10,10,10,8,0,10,7,10,7,2,7,5,4,10,9,8,0,8,7,0,8,10,9,10,40,2,,5,0.1,5,24,2,,35,3,2,2,,6,1,1,1,213,4
5/2/2020 17:43,2206,NEPAL,EN/NP,5,2,5,6,10,5,6,9,5,5,10,8,6,8,8,90,10,0,7,5,2,10,5,10,8,5,5,5,5,5,9,9,8,2,4,5,5,5,5,5,5,5,10,10,6,6,6,,5,9,5,5,9,5,5,5,5,5,5,7,6,5,5,5,5,4,5,5,8,60,70,5,16,7,0.1,5,47,1,,33,3,2,1,,7,1,1,1,213,0
4/25/2020 9:57,1082,NEPAL,EN/NP,10,0,9,10,10,10,10,10,10,10,9,10,10,10,10,0,100,0,6,9,7,6,3,6,6,0,0,0,0,10,10,9,10,10,9,7,4,0,9,3,4,10,10,9,10,7,6,9,4,9,9,7,10,0,4,5,6,5,6,7,10,6,4,7,9,7,9,9,10,10,80,6,10,6,0.1,150,,2,,32,3,0,1,,4,2,1,1,213,0
4/26/2020 19:55,2136,NEPAL,EN/NP,10,0,10,10,10,10,10,10,10,7,10,10,10,10,10,10,70,20,0,5,6,10,10,10,10,10,2,2,10,10,10,4,10,0,5,5,10,10,10,5,5,5,10,10,10,10,10,10,10,10,0,0,10,0,5,0,5,5,4,10,10,0,0,0,0,0,10,10,0,50,60,0,9,10,0.1,5,,1,,32,1,0,3,,11,2,1,1,213,0
4/26/2020 0:08,1804,NEPAL,EN/NP,10,1,8,8,10,8,8,9,,8,10,10,10,10,10,60,30,10,6,6,10,9,10,10,10,2,0,0,0,5,9,10,10,1,1,7,8,8,9,9,8,8,9,8,8,8,8,8,8,8,5,5,9,5,8,5,8,7,7,8,9,5,0,8,5,2,5,8,7,0,0,3,16,8,0.1,5,47,1,,32,3,1,1,,5,1,1,1,213,9
4/25/2020 11:47,2751,NEPAL,EN/NP,10,3,10,10,10,9,9,9,6,9,6,7,7,4,9,25,60,15,5,6,6,8,10,10,10,1,1,0,3,7,10,10,10,0,1,8,8,5,8,9,7,6,10,8,9,7,7,7,8,9,3,2,8,7,6,10,7,3,3,8,8,6,0,5,6,2,7,8,3,50,70,5,11,9,0.1,3,,1,,31,3,2,1,,5,1,1,1,213,0
4/24/2020 21:44,1731,NEPAL,EN/NP,10,0,10,10,10,10,10,10,7,10,10,10,10,10,10,0,100,0,5,9,8,9,5,10,10,5,0,0,0,10,10,9,10,0,9,8,7,5,9,7,6,5,10,10,10,8,10,10,10,10,3,3,10,5,9,0,9,9,5,10,10,9,0,9,9,0,9,8,10,0,0,1,1,10,0.1,,24,1,,31,3,1,1,,8,1,1,1,213,9
5/4/2020 15:48,1467,NEPAL,EN/NP,9,0,9,9,10,1,7,8,2,10,8,10,10,10,10,50,30,20,9,7,8,9,7,10,8,1,1,1,1,1,10,10,10,0,2,7,9,9,9,9,8,8,9,9,8,9,8,9,8,10,1,3,9,8,8,9,8,8,3,9,9,8,1,8,9,1,8,8,9,10,40,,16,8,0.1,5,47,1,,31,3,0,2,,3,1,1,1,213,9
4/26/2020 11:10,1981,NEPAL,EN/NP,10,0,9,8,10,10,10,10,10,10,10,10,10,10,10,20,50,30,8,7,10,8,10,10,10,6,6,7,7,8,10,10,10,0,0,10,9,9,10,9,5,5,10,10,10,10,10,10,8,10,8,0,10,5,5,3,4,5,3,10,10,10,0,7,10,1,6,6,10,40,10,0,16,7,0.1,5,,1,,30,1,0,1,,5,1,1,1,213,0
5/4/2020 14:08,1503,NEPAL,EN/NP,10,0,10,8,10,10,10,10,10,10,10,10,10,10,10,20,50,30,9,8,2,8,8,10,8,0,0,0,0,0,10,9,9,0,2,10,9,9,8,3,10,10,8,9,8,9,9,10,,8,8,8,7,2,2,7,6,2,1,10,8,3,0,3,3,0,0,0,0,80,80,5,5,8,0.05,5,47,1,,30,1,0,2,,3,2,1,1,213,0
4/25/2020 0:09,1386,NEPAL,EN/NP,9,1,5,10,10,10,10,10,9,10,10,10,0,10,10,50,25,25,5,5,10,10,10,10,10,10,10,0,10,5,10,9,10,0,0,10,10,9,9,9,9,9,10,10,9,10,10,10,9,9,1,0,10,10,9,10,10,10,10,8,8,8,5,8,9,8,9,9,9,40,20,10,16,9,0.1,1,24,1,,30,1,,1,,11,1,1,1,213,9
4/26/2020 10:10,4987,NEPAL,EN/NP,10,0,10,10,10,10,10,10,,10,8,8,8,8,8,50,25,25,6,5,5,8,5,10,10,10,1,5,5,9,10,10,10,1,1,1,5,8,8,9,9,5,9,9,8,2,8,9,5,10,0,4,8,8,5,9,5,5,8,10,10,0,0,8,5,1,5,7,8,0,10,5,8,8,0.05,20,47,2,,30,3,0,1,,6,1,1,1,213,10
4/25/2020 15:53,3245,NEPAL,EN,7,5,7,8,10,5,5,9,6,10,10,10,,10,10,0,50,50,9,7,5,5,5,8,5,10,7,10,5,3,7,7,10,1,0,7,8,7,9,6,9,9,8,8,7,6,7,10,6,7,4,1,8,0,5,5,5,5,0,9,9,5,0,9,5,0,8,8,5,50,50,2,16,8,0.1,9,36,2,,29,3,0,1,,3,1,1,1,213,0
5/4/2020 16:03,1567,NEPAL,EN/NP,8,6,6,6,10,8,9,9,1,9,10,8,6,10,10,20,80,0,7,6,3,3,3,8,7,0,0,0,0,5,9,9,9,0,2,6,7,8,9,8,6,7,9,9,8,6,6,7,6,8,8,1,9,8,6,1,6,6,0,10,10,3,0,7,7,0,6,7,10,50,10,6,16,8,0.1,5,,2,,29,3,0,1,,3,1,1,1,213,0
4/29/2020 14:50,6905,NEPAL,EN/NP,10,0,9,8,9,8,8,9,9,9,8,8,8,8,8,20,50,30,6,8,4,6,6,8,8,8,2,1,2,7,9,9,9,1,5,6,6,8,8,8,6,8,9,10,8,8,9,9,8,8,2,6,8,7,7,1,9,9,8,8,8,6,2,8,9,1,6,6,8,20,10,1,7,7,1,5,47,2,,29,3,0,1,,6,1,1,1,213,
4/27/2020 12:49,1171,NEPAL,EN/NP,9,9,10,10,10,10,10,10,10,5,10,10,5,10,10,20,50,30,10,9,10,10,5,10,10,5,0,5,5,0,10,10,10,0,0,8,8,7,8,6,8,6,10,10,9,10,8,10,8,10,8,5,9,4,10,4,10,7,2,9,6,7,2,9,8,2,8,10,10,20,30,7,16,8,0.1,5,47,1,,28,1,,1,,4,1,1,1,213,0
4/29/2020 20:10,2294,NEPAL,EN/NP,10,0,10,5,10,10,10,10,10,10,10,10,10,10,10,0,75,25,4,5,5,5,5,10,4,5,5,5,5,10,10,10,10,0,3,5,7,5,5,5,5,5,10,7,8,9,5,8,9,5,0,5,6,5,5,5,8,0,5,8,9,5,0,8,5,0,8,9,9,90,50,5,16,4,0.1,5,,2,,28,3,0,1,,6,1,1,1,213,0
5/4/2020 6:34,3238,NEPAL,EN/NP,10,1,9,9,10,8,8,,10,9,9,10,9,10,10,10,45,45,6,7,9,9,10,10,10,10,5,7,3,7,10,9,10,0,6,7,5,5,5,5,5,5,6,10,8,9,7,9,6,8,5,7,8,8,7,3,7,7,4,10,9,4,1,6,2,4,6,5,6,20,10,6,4,6,0.1,5,24,2,,28,3,2,3,,8,1,1,1,213,4
4/30/2020 16:25,1344,NEPAL,EN/NP,10,0,1,0,0,7,8,10,9,10,4,10,6,9,8,20,50,30,4,5,10,8,9,10,9,0,0,0,0,7,10,10,9,1,7,8,8,8,8,9,5,2,10,9,6,5,6,8,10,8,7,5,6,6,8,3,7,6,5,10,9,7,7,8,6,4,7,7,10,70,50,,16,7,0.1,10,12,2,,28,1,0,4,,6,1,1,1,213,7
