"","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","sex","sex_3_TEXT","age","physical_contact_1","physical_contact_2","physical_contact_3","physical_contact_4","physical_contact_5","physical_hygiene_1","physical_hygiene_2","physical_hygiene_3","physical_hygiene_4","physical_hygiene_5","policy_support_1","policy_support_2","policy_support_3","policy_support_4","policy_support_5","generosity_1","generosity_2","generosity_3","psych_wellbeing1_1","psych_wellbeing2_1","collective_narcis_1","collective_narcis_2","collective_narcis_3","national_identity_1","national_identity_2","conspiracy_theories_1","conspiracy_theories_2","conspiracy_theories_3","conspiracy_theories_4","open_mindness_1","open_mindness_2","open_mindness_3","open_mindness_4","open_mindness_5","open_mindness_6","morality_as_cooperat_1","morality_as_cooperat_2","morality_as_cooperat_3","morality_as_cooperat_4","morality_as_cooperat_5","morality_as_cooperat_6","morality_as_cooperat_7","trait_optimism_1","trait_optimism_2","social_belonging_1","social_belonging_2","social_belonging_3","social_belonging_4","trait_self.control_1","trait_self.control_2","trait_self.control_3","trait_self.control_4","self.esteem_1","Q108_1","narcissism_1","narcissism_2","narcissism_3","narcissism_4","narcissism_5","narcissism_6","moral_identity_1","moral_identity_2","moral_identity_3","moral_identity_4","moral_identity_5","moral_identity_6","moral_identity_7","moral_identity_8","moral_identity_9","moral_identity_10","risk_perception_1","risk_perception_2","political_ideology_1","moral_circle1","health_1","CRT1","CRT2","CRT3","marital","children","employment","employment_6_TEXT","ladder_answer","urban","tested_positive","know_tested_positive","no_bots","FL_28_DO"
"418","29/04/2020 06.05","29/04/2020 06.18",0,"84.1.219.161",100,750,1,"29/04/2020 06.18","R_3GqBr34kw8oIHRh",NA,NA,NA,NA,46.77520752,17.644104,"anonymous","HU",2,"",42,9,9,9,9,10,9,9,10,9,10,9,10,9,10,10,0,100,0,7,5,9,9,9,10,10,9,7,6,8,5,8,8,8,9,6,9,7,9,9,5,5,5,9,9,9,8,9,10,9,9,8,8,8,0,6,5,5,5,5,5,7,9,8,2,8,8,8,2,7,8,80,80,5,10,8,50,300,4,3,3,2,"",6,1,1,1,213,"Riskperception|Collectivenarcissism|Physicalcontact|Moralcircle|Traitself-control|Self-esteem|Physicalhygiene|Traitoptimism|Socialbelonging|NationalIdentification|Anti-coronapolicysupport|Politicalideology|ConspiracyTheoriesCOVID-19|MoralIdentity|Psychologicalwell-being|Morality-as-cooperation(shortversion)|Narcissism|Open-mindedness|Generosity|Attentioncheck|Physicalhealth"
"419","29/04/2020 05.59","29/04/2020 06.34",0,"77.110.128.205",100,2078,1,"29/04/2020 06.34","R_3O3zIopztUPwfhT",NA,NA,NA,NA,46.35009766,18.70910645,"anonymous","HU",2,"",39,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,100,0,0,0,1,5,5,5,10,7,6,3,0,0,9,10,10,10,0,3,7,7,10,6,5,10,10,1,3,0,0,0,0,8,10,9,5,5,0,7,5,5,3,5,5,10,10,2,0,3,3,0,0,6,10,20,70,5,14,3,50,300,NA,1,1,3,"",11,1,1,1,213,"Traitoptimism|Socialbelonging|Open-mindedness|ConspiracyTheoriesCOVID-19|MoralIdentity|Anti-coronapolicysupport|Physicalhygiene|Morality-as-cooperation(shortversion)|NationalIdentification|Psychologicalwell-being|Moralcircle|Politicalideology|Physicalcontact|Generosity|Attentioncheck|Narcissism|Physicalhealth|Traitself-control|Collectivenarcissism|Riskperception|Self-esteem"
"420","28/04/2020 17.54","29/04/2020 11.07",0,"188.143.110.114",100,62003,1,"29/04/2020 11.07","R_4IKhLk9nGG55DEZ",NA,NA,NA,NA,47.59750366,19.2407074,"anonymous","HU",1,"",36,5,5,5,5,5,6,6,7,7,6,6,7,6,7,6,100,0,0,7,6,5,5,5,7,6,1,1,1,1,5,5,5,5,5,5,7,7,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,7,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50,50,6,16,8,25,300,7,2,0,1,"",4,1,1,1,213,"Attentioncheck|Generosity|Psychologicalwell-being|Physicalhygiene|Self-esteem|Morality-as-cooperation(shortversion)|Riskperception|NationalIdentification|Traitoptimism|Physicalhealth|ConspiracyTheoriesCOVID-19|Socialbelonging|Narcissism|Anti-coronapolicysupport|MoralIdentity|Politicalideology|Open-mindedness|Traitself-control|Collectivenarcissism|Physicalcontact|Moralcircle"
"421","28/04/2020 19.59","29/04/2020 11.12",0,"89.132.181.111",100,54813,1,"29/04/2020 11.12","R_pLQWvFsci0Oq9mF",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",2,"",47,8,0,6,10,10,10,10,10,8,8,8,8,7,9,10,80,20,0,6,4,3,1,1,10,6,6,7,0,4,4,10,9,10,8,2,10,9,9,10,0,2,1,4,6,8,8,8,10,9,9,4,4,9,0,7,8,6,6,6,6,8,7,7,2,7,7,1,4,6,9,30,50,3,4,7,25,900,7,1,0,3,"",6,1,1,1,213,"Attentioncheck|Physicalcontact|Traitself-control|Moralcircle|Physicalhygiene|NationalIdentification|Narcissism|ConspiracyTheoriesCOVID-19|Socialbelonging|Psychologicalwell-being|Politicalideology|Physicalhealth|Riskperception|MoralIdentity|Traitoptimism|Anti-coronapolicysupport|Self-esteem|Generosity|Collectivenarcissism|Morality-as-cooperation(shortversion)|Open-mindedness"
"422","29/04/2020 15.21","29/04/2020 15.34",0,"194.0.164.66",100,801,1,"29/04/2020 15.34","R_3JIRQEANMCyTA1V",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",1,"",60,4,8,4,3,6,4,6,6,4,2,3,4,0,6,6,40,40,20,7,6,6,7,8,10,9,9,8,10,8,3,9,9,9,4,2,10,9,10,10,1,4,1,3,4,8,8,9,10,9,9,6,1,8,0,6,4,4,6,6,4,8,9,4,0,7,6,0,4,6,7,0,10,5,12,7,50,3,4,3,2,1,"",7,1,1,1,213,"Self-esteem|Physicalhygiene|Open-mindedness|MoralIdentity|Psychologicalwell-being|Physicalhealth|Socialbelonging|Anti-coronapolicysupport|Traitoptimism|NationalIdentification|Morality-as-cooperation(shortversion)|Narcissism|Politicalideology|Attentioncheck|ConspiracyTheoriesCOVID-19|Generosity|Physicalcontact|Traitself-control|Collectivenarcissism|Moralcircle|Riskperception"
"423","29/04/2020 15.31","29/04/2020 15.44",0,"80.95.80.18",100,775,1,"29/04/2020 15.44","R_SVjkDhGSHCyhc6R",NA,NA,NA,NA,47.39489746,18.91360474,"anonymous","HU",1,"",21,10,0,8,9,10,6,10,10,10,10,10,9,3,10,10,80,15,5,4,4,6,6,10,8,4,7,6,1,9,6,10,8,10,1,4,7,6,9,8,4,4,9,7,8,6,7,7,9,6,10,6,2,4,6,10,6,3,6,6,1,3,10,4,6,2,6,0,3,3,9,0,80,6,13,7,50,300,4,2,0,4,"",6,1,1,1,213,"Narcissism|Collectivenarcissism|Anti-coronapolicysupport|Moralcircle|Physicalhealth|Politicalideology|ConspiracyTheoriesCOVID-19|NationalIdentification|Traitself-control|Generosity|Open-mindedness|Traitoptimism|Socialbelonging|Attentioncheck|Morality-as-cooperation(shortversion)|Physicalhygiene|Self-esteem|Riskperception|Physicalcontact|MoralIdentity|Psychologicalwell-being"
"424","29/04/2020 15.41","29/04/2020 15.53",0,"46.139.91.99",100,774,1,"29/04/2020 15.53","R_1E3X9hQwN7Md2zV",NA,NA,NA,NA,47.38450623,19.22140503,"anonymous","HU",1,"",29,9,2,8,9,10,10,10,10,2,10,9,10,7,8,9,60,0,40,7,8,0,0,0,8,4,0,0,0,0,3,10,10,9,0,4,6,6,7,7,3,6,7,9,10,7,7,8,9,6,8,6,8,8,0,1,7,2,6,6,7,8,6,0,4,2,0,4,0,1,5,20,20,3,4,8,25,3,7,3,0,1,"",3,1,1,1,213,"Psychologicalwell-being|NationalIdentification|Traitoptimism|Generosity|Physicalhealth|Physicalhygiene|Physicalcontact|Moralcircle|Anti-coronapolicysupport|Narcissism|Socialbelonging|Morality-as-cooperation(shortversion)|MoralIdentity|Open-mindedness|Self-esteem|Collectivenarcissism|ConspiracyTheoriesCOVID-19|Traitself-control|Riskperception|Politicalideology|Attentioncheck"
"425","29/04/2020 15.47","29/04/2020 16.00",0,"46.139.41.231",100,802,1,"29/04/2020 16.00","R_12fOgwDNMm2PsjU",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",1,"",29,10,0,10,10,10,5,5,10,10,10,10,10,10,10,10,100,0,0,6,7,0,0,0,10,5,0,0,0,0,10,10,10,10,0,0,10,5,10,10,10,10,10,6,6,5,5,5,10,5,10,10,10,0,0,10,10,10,10,10,0,10,5,0,10,10,0,0,5,4,5,50,50,5,4,5,25,300,7,2,0,1,"",4,1,1,1,213,"Physicalhealth|Psychologicalwell-being|Politicalideology|Attentioncheck|Traitoptimism|Physicalcontact|Narcissism|Generosity|Physicalhygiene|Traitself-control|ConspiracyTheoriesCOVID-19|Collectivenarcissism|Open-mindedness|Socialbelonging|Riskperception|Moralcircle|MoralIdentity|NationalIdentification|Morality-as-cooperation(shortversion)|Self-esteem|Anti-coronapolicysupport"
"426","29/04/2020 15.39","29/04/2020 16.01",0,"89.132.230.204",100,1300,1,"29/04/2020 16.01","R_22Jly4YjxqfFir3",NA,NA,NA,NA,48.09649658,20.78340149,"anonymous","HU",2,"",66,10,0,10,10,10,10,10,10,9,10,10,10,10,10,10,50,50,0,8,7,0,0,0,10,10,10,4,1,5,7,10,10,10,0,7,9,6,10,10,0,1,0,8,9,9,10,10,10,9,10,0,7,8,0,3,3,3,7,6,1,10,7,4,0,5,5,0,8,8,10,50,40,5,16,5,50,100,16,1,3,5,"",6,1,1,1,213,"Politicalideology|Riskperception|Traitself-control|Psychologicalwell-being|NationalIdentification|MoralIdentity|ConspiracyTheoriesCOVID-19|Open-mindedness|Physicalhygiene|Attentioncheck|Physicalhealth|Morality-as-cooperation(shortversion)|Self-esteem|Generosity|Traitoptimism|Narcissism|Moralcircle|Collectivenarcissism|Anti-coronapolicysupport|Socialbelonging|Physicalcontact"
"427","29/04/2020 15.51","29/04/2020 16.07",0,"31.46.255.192",100,942,1,"29/04/2020 16.07","R_2EB2Z2DKbVWSl2x",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",2,"",24,10,10,10,10,10,9,10,10,7,10,4,8,9,10,10,100,0,0,8,8,0,2,1,10,9,2,0,2,3,0,10,10,10,0,3,6,7,9,9,3,2,3,8,10,7,7,8,9,4,6,4,6,6,0,2,1,2,0,2,0,10,8,6,0,4,5,0,3,7,5,10,70,3,16,9,50,300,4,2,0,1,"",6,1,1,1,213,"Traitself-control|Anti-coronapolicysupport|Moralcircle|Morality-as-cooperation(shortversion)|Attentioncheck|Generosity|Socialbelonging|Narcissism|Collectivenarcissism|MoralIdentity|Traitoptimism|Physicalcontact|Psychologicalwell-being|Politicalideology|NationalIdentification|Open-mindedness|Physicalhygiene|Physicalhealth|Riskperception|ConspiracyTheoriesCOVID-19|Self-esteem"
"428","29/04/2020 15.42","29/04/2020 16.10",0,"46.107.60.209",100,1656,1,"29/04/2020 16.10","R_3Mu6qw9Ix2sjUvF",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",1,"",19,10,0,0,1,1,10,10,10,10,10,10,10,10,10,10,80,20,0,2,2,10,8,4,10,10,3,2,3,3,10,10,9,9,1,2,9,8,10,9,2,3,0,3,4,8,9,4,3,9,4,8,9,3,1,8,3,8,3,2,9,8,10,7,0,9,10,9,8,8,8,80,90,NA,16,4,50,300,16,1,0,4,"",6,1,1,1,213,"Physicalcontact|Traitself-control|Morality-as-cooperation(shortversion)|Collectivenarcissism|Socialbelonging|Psychologicalwell-being|Physicalhealth|Politicalideology|Attentioncheck|Generosity|MoralIdentity|ConspiracyTheoriesCOVID-19|Open-mindedness|Narcissism|Moralcircle|Traitoptimism|Self-esteem|Physicalhygiene|Riskperception|Anti-coronapolicysupport|NationalIdentification"
"429","29/04/2020 15.57","29/04/2020 16.11",0,"84.206.48.251",100,808,1,"29/04/2020 16.11","R_1AIAfufP9wQo2lj",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",1,"",30,7,2,9,9,10,6,6,10,8,8,7,8,4,9,6,0,100,0,8,7,0,0,2,10,0,1,0,0,0,6,8,7,6,1,4,6,6,7,7,4,3,0,9,9,8,10,9,8,8,10,8,2,8,0,8,7,6,8,10,6,9,9,10,0,8,8,1,6,6,8,90,90,2,5,10,25,300,NA,3,0,1,"",4,1,1,1,213,"Open-mindedness|NationalIdentification|Psychologicalwell-being|MoralIdentity|Collectivenarcissism|Traitoptimism|Riskperception|Self-esteem|Anti-coronapolicysupport|Narcissism|Socialbelonging|Moralcircle|Physicalhygiene|Morality-as-cooperation(shortversion)|Physicalcontact|Traitself-control|Physicalhealth|ConspiracyTheoriesCOVID-19|Attentioncheck|Politicalideology|Generosity"
"430","29/04/2020 16.10","29/04/2020 16.29",0,"176.63.161.20",100,1093,1,"29/04/2020 16.29","R_28YXlum3pVmQ5N6",NA,NA,NA,NA,47.6177063,19.18870544,"anonymous","HU",1,"",62,10,6,6,9,10,3,3,10,3,8,4,4,0,7,9,100,0,0,2,1,10,10,2,9,8,8,9,7,10,6,10,10,10,4,7,3,4,9,6,1,6,10,1,3,3,7,10,3,6,6,9,6,8,0,7,7,4,8,7,8,9,9,NA,0,2,4,3,NA,7,9,90,90,0,15,8,50,3,7,1,1,1,"",10,1,1,1,213,"ConspiracyTheoriesCOVID-19|NationalIdentification|Riskperception|Physicalhygiene|Physicalhealth|Generosity|Psychologicalwell-being|Socialbelonging|Morality-as-cooperation(shortversion)|Anti-coronapolicysupport|MoralIdentity|Physicalcontact|Attentioncheck|Moralcircle|Traitoptimism|Narcissism|Collectivenarcissism|Traitself-control|Open-mindedness|Politicalideology|Self-esteem"
"431","29/04/2020 16.04","29/04/2020 16.31",0,"178.164.164.24",100,1592,1,"29/04/2020 16.31","R_2zTMD8hmNNgfC1J",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",2,"",18,10,1,10,10,10,7,6,10,9,10,10,10,10,10,9,8,60,32,9,10,5,5,5,10,10,7,0,5,0,5,10,10,10,0,1,9,9,10,8,9,8,10,10,10,9,7,7,9,6,9,6,7,9,0,8,5,5,7,1,5,10,10,5,0,10,9,0,5,5,7,50,80,7,16,8,25,3,4,2,0,4,"",4,1,1,1,213,"Traitoptimism|Physicalhygiene|ConspiracyTheoriesCOVID-19|Moralcircle|Narcissism|Physicalhealth|Morality-as-cooperation(shortversion)|Open-mindedness|Generosity|Psychologicalwell-being|Attentioncheck|Socialbelonging|Anti-coronapolicysupport|Traitself-control|Physicalcontact|Politicalideology|Self-esteem|Riskperception|NationalIdentification|Collectivenarcissism|MoralIdentity"
"432","29/04/2020 16.22","29/04/2020 16.32",0,"81.182.214.23",100,588,1,"29/04/2020 16.32","R_WqZ4ip0ec3I4kAF",NA,NA,NA,NA,47.95530701,22.32350159,"anonymous","HU",1,"",25,8,1,9,10,10,7,6,7,6,0,10,9,9,9,9,80,20,0,8,3,10,10,2,10,7,0,0,0,1,6,7,6,6,3,4,7,6,7,6,4,6,4,6,6,7,8,10,9,8,7,3,4,6,7,4,6,4,6,6,0,7,6,4,1,6,4,3,3,3,3,100,90,7,9,4,50,3,7,2,0,3,"",6,2,1,1,213,"Narcissism|Moralcircle|Traitoptimism|Traitself-control|Self-esteem|Open-mindedness|MoralIdentity|Collectivenarcissism|Attentioncheck|Anti-coronapolicysupport|Physicalhealth|NationalIdentification|Generosity|ConspiracyTheoriesCOVID-19|Politicalideology|Physicalcontact|Psychologicalwell-being|Morality-as-cooperation(shortversion)|Socialbelonging|Physicalhygiene|Riskperception"
"433","29/04/2020 16.22","29/04/2020 16.38",0,"81.93.193.195",100,976,1,"29/04/2020 16.39","R_2c8lchKTPXdXWnD",NA,NA,NA,NA,47.2039032,18.25469971,"anonymous","HU",1,"",23,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,60,20,20,7,5,5,5,5,10,7,0,1,2,0,4,6,4,6,6,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,30,5,1,8,50,300,4,1,0,2,"",6,1,1,1,213,"Open-mindedness|NationalIdentification|Generosity|Riskperception|ConspiracyTheoriesCOVID-19|Physicalhygiene|Physicalcontact|Attentioncheck|Morality-as-cooperation(shortversion)|Moralcircle|Traitoptimism|Anti-coronapolicysupport|MoralIdentity|Self-esteem|Socialbelonging|Politicalideology|Psychologicalwell-being|Traitself-control|Narcissism|Collectivenarcissism|Physicalhealth"
"434","29/04/2020 16.26","29/04/2020 16.39",0,"92.52.220.205",100,790,1,"29/04/2020 16.39","R_3KJaCrmoHcXEYii",NA,NA,NA,NA,46.229599,17.3578949,"anonymous","HU",1,"",28,10,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,50,40,6,7,5,5,5,10,7,8,5,4,5,10,10,10,7,0,6,10,10,10,10,8,5,5,4,10,7,5,6,8,7,10,5,1,9,0,6,7,5,5,5,4,8,9,8,5,6,6,7,7,7,7,10,10,5,16,9,50,300,4,2,0,3,"",10,2,1,1,213,"Riskperception|Traitoptimism|Physicalhygiene|Anti-coronapolicysupport|ConspiracyTheoriesCOVID-19|MoralIdentity|Physicalcontact|Self-esteem|Narcissism|Moralcircle|NationalIdentification|Collectivenarcissism|Open-mindedness|Morality-as-cooperation(shortversion)|Physicalhealth|Traitself-control|Generosity|Attentioncheck|Psychologicalwell-being|Politicalideology|Socialbelonging"
"435","29/04/2020 16.31","29/04/2020 16.46",0,"37.76.5.56",100,877,1,"29/04/2020 16.46","R_3HihNlDC6sIhaAM",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",2,"",20,10,6,9,7,10,5,4,4,5,5,10,10,6,10,7,50,10,40,7,4,0,0,0,5,6,9,0,0,0,0,10,9,8,0,1,10,5,9,5,1,5,5,10,10,5,5,5,5,5,9,7,9,10,0,10,10,10,10,10,10,8,10,5,0,5,5,0,4,5,9,0,20,7,10,4,50,3,7,2,0,4,"",7,2,1,1,213,"Narcissism|Physicalcontact|Anti-coronapolicysupport|Physicalhealth|Morality-as-cooperation(shortversion)|Moralcircle|Socialbelonging|Politicalideology|NationalIdentification|Physicalhygiene|MoralIdentity|Traitoptimism|Open-mindedness|ConspiracyTheoriesCOVID-19|Self-esteem|Attentioncheck|Generosity|Traitself-control|Psychologicalwell-being|Riskperception|Collectivenarcissism"
"436","29/04/2020 16.41","29/04/2020 16.48",0,"81.93.193.195",100,382,1,"29/04/2020 16.48","R_27EcuHDHCR9IhQC",NA,NA,NA,NA,47.2039032,18.25469971,"anonymous","HU",1,"",23,5,5,5,5,5,5,5,7,4,5,5,5,5,5,5,60,20,20,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,5,5,5,5,5,5,5,5,0,5,5,5,4,6,5,5,5,5,5,5,5,5,5,5,5,0,30,5,1,5,50,300,4,1,0,2,"",6,1,1,1,213,"Open-mindedness|ConspiracyTheoriesCOVID-19|Generosity|Self-esteem|Morality-as-cooperation(shortversion)|Socialbelonging|Physicalcontact|Politicalideology|Anti-coronapolicysupport|Collectivenarcissism|Physicalhealth|NationalIdentification|Psychologicalwell-being|Attentioncheck|Traitoptimism|Narcissism|Moralcircle|MoralIdentity|Physicalhygiene|Riskperception|Traitself-control"
"437","29/04/2020 16.38","29/04/2020 16.49",0,"80.99.74.166",100,649,1,"29/04/2020 16.49","R_3O931cTBlZLlJjK",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",2,"",69,10,0,10,10,10,7,7,9,0,8,5,8,6,8,8,85,15,0,7,7,0,5,1,7,6,4,4,4,4,5,10,9,9,0,5,10,6,10,10,4,5,2,7,7,7,6,8,10,7,10,5,4,7,0,1,5,0,5,5,0,10,10,4,0,5,5,10,1,7,7,50,50,3,16,7,50,3,4,3,3,5,"",4,1,1,1,213,"Traitoptimism|ConspiracyTheoriesCOVID-19|Generosity|Attentioncheck|Morality-as-cooperation(shortversion)|Moralcircle|Collectivenarcissism|MoralIdentity|Traitself-control|Physicalcontact|Politicalideology|Socialbelonging|Narcissism|Riskperception|Psychologicalwell-being|Anti-coronapolicysupport|Physicalhealth|Physicalhygiene|NationalIdentification|Open-mindedness|Self-esteem"
"438","29/04/2020 16.40","29/04/2020 16.50",0,"31.46.252.165",100,601,1,"29/04/2020 16.50","R_2dGX1XjZgzlZ9NV",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",1,"",33,2,0,10,10,10,9,9,10,8,10,10,10,10,10,10,100,0,0,2,3,6,7,6,10,8,0,0,0,0,7,2,8,7,0,7,10,9,9,8,2,2,6,0,2,3,7,6,7,8,7,8,8,7,0,8,8,9,8,7,8,9,9,6,0,6,4,0,4,6,10,50,70,10,4,1,50,300,NA,2,0,2,"",8,2,1,1,213,"MoralIdentity|Morality-as-cooperation(shortversion)|Physicalhygiene|ConspiracyTheoriesCOVID-19|Collectivenarcissism|Psychologicalwell-being|Self-esteem|Traitoptimism|Politicalideology|Traitself-control|NationalIdentification|Moralcircle|Narcissism|Socialbelonging|Riskperception|Attentioncheck|Physicalcontact|Open-mindedness|Physicalhealth|Anti-coronapolicysupport|Generosity"
"439","29/04/2020 16.42","29/04/2020 16.56",0,"176.63.13.109",100,821,1,"29/04/2020 16.56","R_Bt4Qjvd8tJ9aXzH",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",2,"",51,7,0,10,8,10,10,10,10,7,2,10,10,6,10,9,0,80,20,8,8,2,9,9,10,10,10,0,0,0,10,10,10,10,0,8,4,8,8,8,1,1,2,7,10,8,8,8,8,6,6,10,1,8,0,10,4,1,2,0,8,10,10,0,0,0,1,0,0,1,10,0,50,8,10,7,50,300,4,1,1,2,"",7,2,1,1,213,"Physicalhealth|Collectivenarcissism|Traitself-control|Self-esteem|NationalIdentification|Narcissism|Psychologicalwell-being|Traitoptimism|Anti-coronapolicysupport|MoralIdentity|Moralcircle|Morality-as-cooperation(shortversion)|Attentioncheck|Physicalcontact|Socialbelonging|Politicalideology|Open-mindedness|Physicalhygiene|ConspiracyTheoriesCOVID-19|Generosity|Riskperception"
"440","29/04/2020 16.50","29/04/2020 16.59",0,"46.107.71.55",100,554,1,"29/04/2020 16.59","R_268EjbYEUZUCKhs",NA,NA,NA,NA,46.84089661,16.83990479,"anonymous","HU",1,"",27,7,4,7,8,6,3,6,3,1,3,8,10,8,10,7,100,0,0,3,2,0,0,0,10,0,0,0,0,0,7,8,8,6,8,2,6,7,8,7,7,5,7,3,4,2,2,2,4,6,4,6,10,3,0,7,3,5,3,4,6,6,4,3,2,3,3,3,5,5,5,70,70,5,12,3,25,3,7,1,0,3,"",6,1,1,1,213,"Generosity|Narcissism|Politicalideology|Traitoptimism|Riskperception|Traitself-control|Morality-as-cooperation(shortversion)|Psychologicalwell-being|Self-esteem|Collectivenarcissism|ConspiracyTheoriesCOVID-19|Physicalhealth|MoralIdentity|Attentioncheck|Physicalcontact|Moralcircle|Anti-coronapolicysupport|Open-mindedness|Physicalhygiene|Socialbelonging|NationalIdentification"
"441","29/04/2020 17.12","29/04/2020 17.20",0,"84.0.244.166",100,473,1,"29/04/2020 17.20","R_1Q3mtvdN6WpiGWm",NA,NA,NA,NA,46.90620422,19.69129944,"anonymous","HU",1,"",27,10,0,2,0,0,10,10,10,9,7,10,10,10,10,10,80,20,0,8,8,8,8,10,10,10,0,0,0,0,8,10,7,8,8,4,10,8,9,8,6,8,2,10,8,8,10,8,10,7,10,9,10,8,8,8,9,3,7,9,4,8,8,9,9,8,8,7,6,7,8,0,10,10,8,9,50,300,7,2,0,4,"",4,1,1,1,213,"Morality-as-cooperation(shortversion)|Attentioncheck|Socialbelonging|Psychologicalwell-being|MoralIdentity|Politicalideology|Moralcircle|ConspiracyTheoriesCOVID-19|Open-mindedness|Physicalcontact|Physicalhygiene|Self-esteem|Generosity|Traitoptimism|Traitself-control|Riskperception|NationalIdentification|Physicalhealth|Collectivenarcissism|Narcissism|Anti-coronapolicysupport"
"442","29/04/2020 17.24","29/04/2020 18.02",0,"86.59.249.95",100,2305,1,"29/04/2020 18.02","R_247pjYWbaXKE9BU",NA,NA,NA,NA,46.41670227,20.33329773,"anonymous","HU",2,"",84,10,0,10,10,10,10,10,10,10,10,7,10,6,10,6,0,100,0,7,5,10,5,0,10,10,5,5,5,7,5,10,10,9,0,5,5,5,5,8,0,0,0,8,10,10,10,9,10,10,10,0,0,7,0,5,5,0,6,8,5,5,10,10,0,10,7,0,5,10,10,0,10,5,10,10,25,300,4,1,1,5,"",5,1,1,1,213,"Physicalhealth|Collectivenarcissism|ConspiracyTheoriesCOVID-19|Generosity|Physicalcontact|Moralcircle|MoralIdentity|Narcissism|Anti-coronapolicysupport|Politicalideology|Traitself-control|NationalIdentification|Morality-as-cooperation(shortversion)|Traitoptimism|Riskperception|Open-mindedness|Attentioncheck|Psychologicalwell-being|Physicalhygiene|Self-esteem|Socialbelonging"
"443","29/04/2020 17.54","29/04/2020 18.03",0,"176.63.31.204",100,557,1,"29/04/2020 18.03","R_1BX9s7Ey9lq5QU9",NA,NA,NA,NA,47.49839783,19.04040527,"anonymous","HU",1,"",31,7,4,6,8,7,7,7,7,5,5,8,7,8,9,8,80,20,0,7,8,5,5,4,8,7,7,1,1,3,6,7,6,7,2,5,6,7,6,6,6,6,4,7,8,6,6,7,7,6,6,8,7,6,0,6,5,5,5,5,6,7,7,5,0,5,5,3,5,6,6,10,40,6,4,8,25,3,4,3,0,1,"",4,1,1,1,213,"Open-mindedness|Riskperception|Attentioncheck|Politicalideology|Socialbelonging|Generosity|NationalIdentification|Psychologicalwell-being|Physicalhygiene|ConspiracyTheoriesCOVID-19|Morality-as-cooperation(shortversion)|Collectivenarcissism|Physicalcontact|MoralIdentity|Anti-coronapolicysupport|Narcissism|Self-esteem|Traitself-control|Moralcircle|Traitoptimism|Physicalhealth"
"444","29/04/2020 17.57","29/04/2020 18.12",0,"91.83.252.114",100,908,1,"29/04/2020 18.12","R_2rBoigmQIIeFHCC",NA,NA,NA,NA,46.99519348,18.69540405,"anonymous","HU",2,"",60,10,6,10,10,10,10,8,10,8,10,8,10,6,10,4,0,100,0,9,9,0,0,7,9,8,0,0,0,0,8,10,10,10,0,1,10,9,10,7,6,6,1,7,10,9,9,9,10,9,10,7,1,7,0,1,6,0,5,6,0,10,10,0,0,3,2,0,6,6,10,0,30,6,14,8,25,3,4,3,3,5,"",3,2,1,1,213,"Morality-as-cooperation(shortversion)|Anti-coronapolicysupport|Physicalhealth|Physicalhygiene|ConspiracyTheoriesCOVID-19|Self-esteem|Open-mindedness|Traitself-control|Socialbelonging|Attentioncheck|Collectivenarcissism|Traitoptimism|MoralIdentity|Narcissism|Psychologicalwell-being|Physicalcontact|Politicalideology|Moralcircle|Riskperception|NationalIdentification|Generosity"
