StartDate,EndDate,Progress,Duration__in_seconds_,Finished,RecordedDate,consent,physical_contact_1,physical_contact_4,physical_contact_5,physical_contact_6,physical_contact_7,physical_hygiene_1,physical_hygiene_4,physical_hygiene_5,physical_hygiene_6,physical_hygiene_8,acq,policy_support_1,policy_support_4,policy_support_5,policy_support_6,policy_support_9,generosity_1,generosity_2,generosity_3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis_1,collective_narcis_2,collective_narcis_3,national_identity_1,national_identity_2,conspiracy_theories_1,conspiracy_theories_2,conspiracy_theories_3,conspiracy_theories_4,open_mindness_1,open_mindness_2,open_mindness_3,open_mindness_4,open_mindness_5,open_mindness_6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging_1,social_belonging_2,social_belonging_3,social_belonging_4,trait_self_control_1,trait_self_control_2,trait_self_control_3,trait_self_control_4,self_esteem_1,narcissism_1,narcissism_2,narcissism_3,narcissism_4,narcissism_5,narcissism_6,moral_identity_1,moral_identity_2,moral_identity_3,moral_identity_4,moral_identity_5,moral_identity_6,moral_identity_7,moral_identity_8,moral_identity_9,moral_identity_10,risk_perception_1,risk_perception_2,political_ideology_1,moral_circle1,health_1,CRT1,CRT2,CRT3,sex,sex_3_TEXT,age,marital,children,employment,employment_6_TEXT,ladder_answer,urban,tested_positive,know_tested_positive,no_bots,Q_Language
4/25/2020,4/25/2020,100,1248,1,4/25/2020,1,10,8,9,10,10,10,10,7,0,10,0,10,10,10,10,10,0,100,0,8,7,8,10,8,10,10,0,0,0,0,1,0,10,10,0,2,5,8,10,8,8,6,4,9,9,9,8,9,10,9,10,7,0,8,7,7,10,8,8,0,10,9,6,0,6,3,0,9,9,10,50,20,7,5,10,50,3 ÉóÖö,7,1,,41,3,3,6,"áå""ö",6,1,0,0,213,HE
4/25/2020,4/25/2020,100,868,1,4/25/2020,1,10,0,10,10,10,10,9,10,10,6,0,8,10,6,9,9,0,100,0,4,5,5,7,5,10,10,0,0,0,0,3,9,10,10,8,9,9,8,9,10,10,10,9,8,8,5,8,8,6,9,9,2,1,8,3,4,7,7,1,1,10,10,7,1,6,5,2,4,4,8,20,20,5,10,8,50,300,4,2,,51,3,2,1,,6,1,0,0,213,HE
4/25/2020,4/25/2020,100,610,1,4/25/2020,1,10,0,8,10,10,10,10,10,3,10,0,10,10,10,10,10,70,30,0,4,6,10,7,8,10,10,0,0,0,0,9,9,9,9,0,2,8,0,7,2,10,2,8,8,9,8,9,7,10,9,7,8,8,8,4,10,3,8,7,3,10,10,3,0,2,0,0,0,0,10,10,70,5,11,9,50,90000,4,2,,27,3,1,4,,4,1,0,0,213,HE
4/25/2020,4/25/2020,100,932,1,4/25/2020,1,7,2,8,8,10,8,7,10,2,9,0,7,8,6,8,2,100,0,0,4,5,3,3,3,7,7,1,0,0,0,4,9,9,8,3,3,6,6,9,8,5,5,5,5,5,7,7,7,6,5,7,6,4,6,5,5,5,1,1,0,9,7,2,0,4,4,3,6,6,6,80,80,2,11,7,50,3,7,1,,39,3,2,2,,7,1,0,0,213,HE
4/25/2020,4/25/2020,100,1211,1,4/25/2020,1,10,0,10,10,10,8,9,10,10,9,0,2,2,2,4,3,60,25,15,8,7,7,10,7,8,8,10,3,2,2,6,3,7,7,2,2,5,5,4,4,6,4,6,7,7,8,8,8,9,7,6,3,1,10,1,3,2,2,3,2,8,7,2,3,4,6,6,5,5,5,30,50,7,1,7,50,5 ôíÖö,4 ôíÖö,1,,29,1,0,1,,5,1,0,0,213,HE
4/25/2020,4/25/2020,100,2006,1,4/25/2020,1,7,2,8,7,7,6,7,8,5,7,0,4,3,3,8,7,100,0,0,6,6,7,6,7,8,7,6,1,1,2,7,7,8,7,1,7,6,7,7,7,4,6,4,6,7,6,6,7,7,2,7,6,7,7,2,3,6,6,7,6,7,8,7,7,7,6,7,7,6,7,10,30,8,1,8,50,300,8,1,,37,1,0,1,,7,1,0,0,213,HE
4/25/2020,4/25/2020,100,984,1,4/25/2020,1,9,10,9,9,10,10,10,10,7,5,0,5,5,5,10,8,50,50,0,8,7,8,8,5,10,10,5,0,0,5,5,8,9,9,0,6,9,8,8,9,9,5,9,8,8,5,9,9,9,8,8,7,0,8,7,8,9,9,7,5,8,8,5,0,5,8,2,1,3,5,10,20,5,5,5,25,3,7,1,,54,3,2,1,,7,1,0,0,213,HE
4/25/2020,4/25/2020,100,641,1,4/25/2020,1,9,2,9,9,10,8,9,10,5,6,0,8,8,7,8,9,60,30,10,4,8,7,7,6,8,8,5,2,2,5,3,7,7,7,2,3,7,6,7,6,5,7,9,4,4,6,6,6,6,5,6,6,6,3,6,6,6,4,5,6,8,6,6,2,3,3,3,5,4,8,70,70,5,10,4,50,3 ÉóÖö,7,1,,45,3,2,1,,6,1,0,0,213,HE
4/25/2020,4/25/2020,100,1444,1,4/25/2020,1,10,2,3,10,10,10,10,10,10,8,0,10,10,10,5,9,80,10,10,8,6,8,8,8,10,10,0,0,0,0,4,7,7,6,0,2,10,0,7,0,10,7,7,7,7,7,5,8,8,7,9,2,7,7,8,8,8,9,5,3,10,9,2,0,9,7,2,0,5,10,60,60,10,3,9,25 ëêà,300 ÉóÖö (5 ôíÖö),5,1,,26,2,0,1,,6,1,0,0,213,HE
4/25/2020,4/25/2020,100,1524,1,4/25/2020,1,8,2,8,10,10,10,10,10,10,10,0,7,8,9,9,1,0,100,0,6,7,8,7,6,10,10,8,2,0,0,1,10,10,10,0,0,10,5,10,8,2,4,3,5,7,10,10,10,10,9,7,0,1,7,5,10,1,7,8,1,10,10,10,0,10,5,0,5,5,10,50,90,7,5,8,50,3,8,2,,25,2,0,3,,5,1,0,0,213,HE-FE
4/25/2020,4/25/2020,100,352,1,4/25/2020,1,7,2,8,9,10,10,10,10,7,10,0,9,9,9,9,9,60,40,0,8,8,10,10,10,10,10,4,4,4,4,2,9,9,9,1,1,8,9,8,8,8,8,8,8,9,9,9,9,9,4,8,6,2,8,3,7,4,8,7,4,9,9,8,1,7,7,2,7,7,10,20,20,7,7,8,50,300,4,1,,30,1,0,2,,6,1,0,0,213,HE
4/25/2020,4/25/2020,100,608,1,4/25/2020,1,6,7,4,6,10,0,0,8,0,2,0,3,7,4,6,8,100,0,0,9,8,4,4,4,9,9,0,0,0,0,2,9,10,10,0,3,7,6,6,6,6,3,3,9,8,7,8,6,7,8,4,3,3,8,3,6,6,4,3,2,10,9,3,0,6,7,4,6,4,9,20,60,4,9,9,25,3,7,1,,50,3,4,5,,8,2,0,0,213,HE
4/25/2020,4/25/2020,100,805,1,4/25/2020,1,9,2,9,8,10,9,8,10,1,3,0,4,10,4,10,5,50,40,10,1,8,10,10,7,8,9,7,1,2,2,0,10,10,10,0,1,7,1,8,6,2,7,1,8,10,5,1,3,3,3,9,5,6,1,7,7,2,9,0,5,10,9,8,1,8,8,3,2,1,9,10,20,9,7,8,50,3 ÉóÖö,4 ôíÖö,2,,26,3,1,2,,1,1,0,0,213,HE-FE
4/25/2020,4/25/2020,100,1469,1,4/25/2020,1,10,0,10,9,10,8,8,10,5,9,0,9,10,8,9,10,40,50,10,8,8,10,7,5,10,8,6,1,0,4,0,10,10,9,0,1,6,6,9,7,6,8,10,9,9,7,4,7,6,3,7,6,4,8,7,8,6,10,7,3,10,7,4,0,5,4,1,3,3,9,0,30,9,10,10,25,300 ÉóÖö,7,2,,19,1,0,4,,5,1,0,0,213,HE
4/25/2020,4/25/2020,100,727,1,4/25/2020,1,10,2,2,8,10,10,10,7,5,8,0,8,8,8,8,8,50,40,10,8,9,5,5,5,7,7,1,1,1,1,0,10,10,10,0,0,7,7,9,8,8,7,7,10,10,8,8,8,10,8,9,0,0,8,5,7,2,7,7,0,10,10,8,0,8,0,0,7,8,5,10,10,3,4,10,50,3,4,1,,37,2,0,3,,5,1,0,0,213,HE
4/25/2020,4/25/2020,100,1070,1,4/25/2020,1,10,6,7,7,7,6,6,4,5,10,0,10,2,3,2,3,90,10,0,9,9,9,9,6,10,10,8,8,8,8,3,8,8,8,2,2,9,9,9,8,8,7,8,10,10,8,8,8,8,10,10,1,1,10,3,7,2,6,8,2,10,10,10,2,7,8,2,4,7,8,20,80,9,10,9,25 ëêà,300,4,2,,36,3,0,3,,6,1,0,0,213,HE-FE
4/25/2020,4/25/2020,100,921,1,4/25/2020,1,1,4,1,6,9,8,6,6,2,9,0,10,10,3,10,2,100,0,0,6,7,0,0,0,0,0,3,0,2,2,2,9,10,9,0,1,8,3,9,7,8,10,8,9,6,4,6,7,5,3,5,7,6,2,7,6,2,6,6,1,8,6,2,1,4,0,3,1,1,8,10,30,3,2,6,50,900,Äâè öôÖÅÑ,1,,44,3,3,1,,4,2,0,0,213,HE
4/25/2020,4/25/2020,100,623,1,4/25/2020,1,9,7,2,6,9,10,10,10,10,10,0,6,8,2,6,6,100,0,0,6,7,6,8,6,10,8,8,3,1,1,0,10,10,10,0,0,9,9,10,10,2,7,7,8,8,10,9,9,9,8,10,3,0,8,2,9,1,10,8,1,10,9,9,1,8,9,1,8,7,9,80,70,6,14,8,25,300,5,1,,40,1,0,1,,7,1,0,0,213,HE
4/25/2020,4/25/2020,100,6699,1,4/25/2020,1,10,0,10,10,10,8,7,10,6,5,0,9,9,9,9,8,0,100,0,6,6,6,6,4,8,8,4,0,0,0,2,10,10,10,0,4,6,6,5,5,5,6,6,6,7,6,6,6,5,4,6,6,6,4,3,6,3,6,4,2,8,8,4,0,5,0,0,0,3,8,50,40,8,9,6,25,300,3,1,,31,1,0,1,,5,1,0,0,213,HE
4/25/2020,4/25/2020,100,562,1,4/25/2020,1,10,0,8,9,9,7,10,10,8,6,0,10,10,8,10,8,50,25,25,8,8,2,2,7,10,10,0,0,0,0,0,9,9,9,0,2,8,8,9,8,6,8,6,9,8,6,8,8,9,9,8,7,4,7,2,9,2,2,2,2,9,8,7,4,8,7,8,7,3,7,30,70,5,7,10,50,3,4,2,,27,2,0,4,,8,1,0,0,213,HE-FE
4/25/2020,4/25/2020,100,916,1,4/25/2020,1,0,8,0,3,6,4,8,10,0,10,0,0,0,0,0,0,0,100,0,7,8,4,10,0,10,10,4,0,1,7,0,10,10,10,0,0,0,8,0,9,3,3,4,8,10,10,10,10,2,10,10,9,10,10,1,10,0,10,3,0,10,10,8,0,8,0,0,0,0,10,0,50,5,1,10,50,300,4,2,,43,1,0,1,,5,1,0,0,213,HE-FE
4/25/2020,4/25/2020,100,740,1,4/25/2020,1,8,3,1,8,10,8,9,9,6,8,0,8,9,6,1,7,10,80,10,3,5,7,7,8,9,8,8,3,6,7,6,7,7,8,2,2,7,5,7,7,6,5,3,7,6,7,7,8,7,5,7,3,5,10,6,6,6,6,6,5,7,5,4,1,3,0,5,7,6,5,50,60,8,14,5,50,3000,16,1,,30,3,2,3,,6,1,0,0,213,HE
4/25/2020,4/25/2020,100,1660,1,4/25/2020,1,7,1,8,9,10,8,9,9,0,10,0,3,9,9,10,6,100,0,0,2,5,5,4,1,9,8,1,0,0,0,1,10,10,10,0,1,6,3,7,6,3,7,5,6,7,7,7,7,7,6,6,7,7,8,2,6,3,6,6,1,9,8,3,0,2,3,0,2,2,9,60,60,8,9,7,25,3,7,1,,32,3,4,4,,8,2,0,0,213,HE
4/25/2020,4/25/2020,100,761,1,4/25/2020,1,10,1,9,9,10,9,8,6,3,3,0,9,8,8,10,7,40,40,20,7,5,8,8,9,6,6,8,8,8,3,3,9,10,9,0,1,7,8,9,9,6,6,7,8,8,8,6,4,6,6,7,8,6,6,3,8,5,9,7,7,10,9,6,0,7,9,0,6,7,10,60,80,8,16,9,100,3 ÉóÖö,áñâ ôíÑ,1,,30,1,0,1,,4,1,0,0,213,HE
4/25/2020,4/25/2020,100,533,1,4/25/2020,1,6,1,10,10,10,10,10,10,10,10,0,9,10,10,10,10,0,50,50,4,6,4,0,0,9,9,5,0,0,0,0,10,10,9,0,0,9,8,3,3,7,2,2,9,9,8,8,9,8,6,8,7,3,9,8,8,9,8,1,6,9,8,9,3,8,8,2,6,8,8,70,70,8,13,8,25,3,4,2,,34,3,2,3,,9,1,0,0,213,HE
4/25/2020,4/25/2020,100,942,1,4/25/2020,1,6,3,6,4,1,8,8,8,5,9,0,6,6,4,6,6,50,30,20,6,7,6,7,5,9,9,9,5,4,4,4,2,6,7,2,2,6,5,6,6,6,6,6,4,5,5,6,5,5,7,7,5,3,3,3,4,1,2,1,1,8,6,6,1,4,6,2,3,3,7,30,60,5,2,7,50,60,19,2,,45,3,3,1,,5,1,0,0,213,HE
4/25/2020,4/25/2020,100,1388,1,4/25/2020,1,10,1,8,10,10,10,10,10,10,8,0,10,10,6,10,3,0,60,40,9,8,10,10,10,10,10,10,9,2,7,3,8,8,10,1,4,10,8,7,6,4,4,2,10,10,6,8,8,10,9,10,2,3,7,4,9,2,9,7,0,8,8,4,0,7,3,1,1,5,9,10,20,9,16,10,50,300,4,2,,27,3,1,6,áå?ö,3,1,0,0,213,HE
4/25/2020,4/25/2020,100,495,1,4/25/2020,1,7,7,6,6,6,8,8,10,7,10,0,5,9,5,7,5,70,30,0,8,8,9,7,10,10,8,8,2,1,0,5,7,8,9,1,1,7,7,7,7,2,2,3,7,7,8,9,8,10,7,7,9,9,8,8,9,9,8,8,2,9,8,8,2,9,8,9,8,2,9,40,40,7,5,8,50,300,16,1,,27,3,2,1,,5,1,0,1,213,HE
4/25/2020,4/25/2020,100,1239,1,4/25/2020,1,10,1,9,9,10,6,5,9,5,9,0,9,10,9,9,7,90,10,0,5,7,10,10,8,10,10,1,0,0,0,6,9,7,8,2,3,4,3,6,7,5,6,7,10,10,6,8,9,9,5,6,6,6,9,5,6,1,9,2,1,10,7,4,0,4,7,2,6,6,9,80,90,10,3,10,25,3 ÉóÖö,7,1,,18,1,0,6,öåéâÉ âôâÅÑ,5,1,0,0,213,HE
4/25/2020,4/25/2020,100,634,1,4/25/2020,1,4,4,0,3,4,5,4,5,5,5,0,3,3,4,4,4,50,50,0,2,4,5,9,6,10,10,5,5,5,5,0,10,0,0,0,0,5,2,5,5,5,5,5,4,5,5,5,5,8,3,4,4,0,4,3,7,3,6,5,3,5,5,5,5,5,5,5,5,5,5,50,50,7,1,7,50,300,4,1,,19,1,0,4,,6,1,0,0,213,HE
4/25/2020,4/25/2020,100,509,1,4/25/2020,1,10,3,9,9,9,10,10,10,3,10,0,2,2,1,10,5,0,100,0,10,3,4,6,4,10,10,0,0,0,0,0,8,8,2,0,0,4,4,3,4,1,4,7,10,9,9,8,8,10,8,9,0,0,10,2,8,2,6,7,0,7,8,0,10,0,0,5,3,0,7,100,100,4,9,10,25,3,7,1,,29,1,0,1,,8,1,0,0,213,HE
4/25/2020,4/25/2020,100,2148,1,4/25/2020,1,10,0,10,9,10,6,6,9,9,10,0,7,9,8,9,9,50,50,0,9,9,5,8,6,9,9,8,2,0,1,4,10,10,10,0,1,6,6,7,6,3,4,4,7,7,7,8,8,9,8,7,1,0,8,3,5,3,5,5,0,8,6,3,2,4,3,3,4,5,6,50,50,9,13,9,25,300 ÉóÖö = 5 ôíÖö,2,2,,36,2,2,1,,5,2,0,0,213,HE
4/25/2020,4/25/2020,100,702,1,4/25/2020,1,10,2,9,9,10,10,10,10,5,10,0,8,10,10,10,10,0,100,0,2,6,10,8,8,10,10,10,3,0,0,3,9,9,9,1,1,7,3,9,8,,5,,6,8,9,7,7,10,3,9,6,0,7,1,8,1,7,2,0,9,9,8,0,8,10,0,7,9,10,100,100,8,7,10,50,300,4,2,,29,4,3,3,,4,1,0,0,213,HE
4/25/2020,4/25/2020,100,1336,1,4/25/2020,1,8,1,6,8,9,7,7,9,5,3,0,9,10,8,9,7,50,40,10,3,3,8,9,9,9,9,8,2,7,2,6,8,9,8,1,1,8,6,9,8,8,8,8,7,7,5,8,6,6,5,5,5,5,6,3,6,7,6,5,5,10,9,9,0,5,6,0,3,3,9,50,50,8,13,5,50,3 Éó',7 ôíÖö Ö-59 Éó'.,1,,42,3,4,1,,6,1,0,0,213,HE
4/25/2020,4/25/2020,100,959,1,4/25/2020,1,8,1,7,7,9,9,9,8,8,8,0,1,6,6,6,4,90,10,0,8,8,6,7,8,9,9,5,5,5,5,6,1,9,9,1,1,8,8,9,7,7,7,7,9,9,7,7,8,8,5,5,5,1,8,5,7,5,6,7,5,9,9,9,1,8,8,3,8,8,8,20,40,10,9,9,25,3 ÉóÖö,7,2,,38,3,6,1,,6,1,0,0,213,HE
4/25/2020,4/25/2020,100,413,1,4/25/2020,1,10,1,9,10,10,10,10,10,10,10,0,10,10,10,10,10,10,90,0,5,5,10,10,9,10,10,0,0,0,0,7,10,10,10,0,5,7,7,7,10,3,5,5,5,5,5,5,5,5,5,7,5,5,8,10,10,10,8,5,0,8,8,5,0,5,1,5,5,5,8,30,30,5,2,7,125,300,7,2,,42,1,0,1,,6,1,0,0,213,HE
4/25/2020,4/25/2020,100,1103,1,4/25/2020,1,10,0,10,10,10,10,10,10,3,10,0,0,0,0,0,0,50,5,45,0,8,5,5,6,5,5,10,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,10,10,6,10,6,10,6,4,2,0,7,5,0,10,6,10,10,5,5,5,5,5,0,10,5,5,5,0,0,10,1,10,50 ëêà,300,16,1,,28,1,0,3,,5,1,0,0,213,HE
4/25/2020,4/25/2020,100,1175,1,4/25/2020,1,7,2,8,4,8,6,6,8,9,9,0,4,7,6,6,3,70,30,0,7,8,5,7,3,7,8,5,1,1,1,0,10,10,10,0,0,8,5,3,6,6,6,6,6,8,5,8,9,9,7,9,2,1,8,3,5,4,4,6,2,7,6,1,0,3,3,2,3,2,7,50,60,7,3,7,25,900,7,2,,28,3,0,1,,7,2,0,0,213,HE
4/25/2020,4/25/2020,100,1065,1,4/25/2020,1,10,0,10,10,10,9,9,10,7,7,0,9,9,9,9,8,0,100,0,3,4,5,5,1,10,8,0,0,0,0,2,9,9,9,0,0,8,9,8,10,9,5,6,8,8,8,8,9,10,5,8,8,6,8,1,9,1,8,7,0,10,9,0,0,5,0,0,1,0,8,10,10,7,7,9,25 ëêà,3 ÉóÖö,7 ôíÖö,2,,39,3,2,1,,7,1,0,0,213,HE-FE
4/25/2020,4/25/2020,100,1052,1,4/25/2020,1,10,0,10,10,10,10,10,10,0,10,0,10,5,10,10,10,0,55,45,7,7,5,5,10,10,10,0,0,0,0,2,2,5,1,0,0,10,5,10,8,5,0,0,9,10,7,8,8,8,5,7,3,0,3,0,5,2,0,5,0,10,10,10,0,8,5,0,0,10,7,30,50,5,5,7,50,300,7,2,,46,1,0,3,,2,1,0,0,213,HE-FE
4/25/2020,4/25/2020,100,3790,1,4/25/2020,1,6,1,7,6,10,7,7,6,2,8,0,2,9,4,10,6,40,60,0,8,9,2,2,2,9,8,6,3,1,4,2,10,10,10,0,0,10,7,9,7,4,10,9,8,8,9,9,8,8,6,8,2,9,8,6,2,1,2,3,3,9,9,1,0,4,7,0,0,0,10,60,60,3,9,8,253,3 ÉóÖö,7 ôíÖö,1,,54,4,4,1,,8,1,0,0,213,HE
4/25/2020,4/25/2020,100,1005,1,4/25/2020,1,7,4,8,9,10,9,9,10,6,9,0,7,7,5,6,5,70,20,10,7,5,8,8,5,10,10,5,2,2,2,5,9,8,8,1,3,6,6,8,8,8,5,5,8,8,6,7,7,8,7,8,5,2,7,4,8,7,6,6,3,9,8,8,0,5,6,1,6,6,8,30,30,7,7,6,50,300,7,1,,36,3,3,1,,5,1,0,0,213,HE
4/25/2020,4/25/2020,100,336,1,4/25/2020,1,9,9,9,9,10,10,10,10,8,9,0,10,4,10,7,10,100,0,0,3,4,10,1,8,10,10,7,7,7,7,1,4,6,7,3,6,8,9,7,8,8,7,7,8,9,6,8,10,10,3,8,3,1,8,7,8,9,7,7,8,7,8,6,8,7,7,4,6,4,5,20,60,9,1,9,50,900,16,1,,20,1,0,3,,5,1,0,0,213,HE
4/25/2020,4/25/2020,100,647,1,4/25/2020,1,9,1,9,9,10,9,9,9,9,9,0,10,10,10,10,10,50,50,0,8,5,5,5,5,10,10,5,5,8,8,5,9,8,2,2,5,9,4,9,8,4,8,8,8,8,5,8,8,8,5,5,5,5,7,5,5,2,8,8,5,8,5,7,5,5,3,8,3,3,3,0,80,5,10,9,250,3,4,2,,42,3,3,1,,9,1,0,0,213,HE-FE
4/25/2020,4/25/2020,100,1151,1,4/25/2020,1,10,1,10,10,10,10,10,10,10,10,0,10,4,1,10,10,80,15,5,7,8,,10,8,8,10,0,0,0,0,1,0,10,10,0,0,5,2,0,0,3,5,,10,10,8,8,8,9,2,8,,1,8,2,8,2,8,1,0,10,8,,0,,,0,,,10,50,70,7,14,10,25,300 ÉóÖö,4 ôíÖö,1,,31,3,0,1,,7,1,0,0,213,HE
4/25/2020,4/25/2020,100,270,1,4/25/2020,1,9,1,7,7,10,10,10,10,8,9,0,8,9,9,9,8,70,20,10,8,8,10,10,10,10,10,3,3,3,3,1,9,9,9,1,1,7,8,7,8,7,7,9,9,10,9,9,10,9,5,8,6,2,9,2,6,6,8,7,5,9,9,7,1,7,8,9,8,7,10,10,10,7,9,9,50,300,4,1,,20,1,0,1,,7,1,0,0,213,HE
4/25/2020,4/25/2020,100,801,1,4/25/2020,1,10,0,2,10,10,10,10,10,8,10,0,9,8,7,10,8,50,25,25,3,6,6,10,3,10,10,6,1,1,1,7,10,10,10,0,0,0,0,10,10,10,0,10,8,8,7,7,8,8,9,10,2,0,6,6,10,10,10,4,3,10,10,10,0,6,6,0,2,0,10,40,100,8,11,8,50,3,4,1,,37,3,1,6,éÖÅàå,5,1,0,0,213,HE
4/25/2020,4/25/2020,100,1165,1,4/25/2020,1,9,1,8,9,9,9,9,9,5,9,0,8,10,10,10,6,0,100,0,6,6,10,10,4,10,10,0,0,0,0,0,8,8,8,0,0,8,8,8,8,9,6,7,7,8,8,7,9,10,7,4,7,8,7,3,5,0,6,3,0,8,7,1,0,7,6,0,6,8,9,80,90,8,3,5,25,3 ÉóÖö,7,1,,19,1,0,6,ÅáÖò âôâÅÑ,6,1,0,0,213,HE
4/25/2020,4/25/2020,100,1370,1,4/25/2020,1,10,1,7,10,10,8,7,6,1,5,0,10,9,10,9,7,80,20,0,3,4,8,8,3,8,6,8,2,0,0,2,8,10,8,0,1,7,3,8,7,9,7,9,5,7,4,6,6,6,4,8,6,6,3,8,9,7,5,3,9,7,6,3,0,5,4,3,3,3,7,60,80,4,11,4,50,"åÄ ÅàÖáÑ, éÉÖÅò íå ÑÄç ÖåÄ íå ÑÄáâÖö..",4,2,,25,2,0,3,,4,1,0,0,213,HE
4/25/2020,4/25/2020,100,1322,1,4/25/2020,1,10,0,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,75,15,8,7,5,10,6,10,10,5,5,5,5,2,10,10,10,0,0,10,7,9,9,10,5,6,10,10,9,5,7,10,8,8,0,0,8,3,6,3,7,3,2,10,10,5,0,4,2,0,1,1,10,0,30,5,5,6,25,300 ÉóÖö ÄÖ 5 ôíÖö,6,2,,18,1,0,6,öåéâÉö öâãÖè,4,1,0,0,213,HE-FE
4/25/2020,4/25/2020,100,544,1,4/25/2020,1,10,0,10,10,10,10,10,10,7,10,0,10,10,10,10,10,80,20,0,2,6,10,10,10,10,10,10,0,0,0,6,10,10,10,0,2,7,3,10,6,4,3,10,6,8,7,7,8,10,10,10,4,4,6,4,6,10,8,0,3,10,10,10,0,10,10,0,0,0,10,30,60,10,1,7,50,300,4,2,,42,3,3,3,,5,1,0,0,213,HE
4/25/2020,4/25/2020,100,672,1,4/25/2020,1,8,4,8,7,9,10,10,10,6,7,0,8,9,3,3,7,100,0,0,3,3,3,3,3,10,5,0,0,0,0,4,7,8,8,2,2,5,5,6,6,4,4,3,9,7,7,7,8,9,5,7,5,2,8,6,7,4,7,5,2,9,9,6,2,7,6,1,5,5,8,10,10,5,6,4,50,900,7,1,,40,3,2,1,,8,1,0,0,213,HE
4/25/2020,4/25/2020,100,1666,1,4/25/2020,1,10,0,10,10,10,10,10,10,10,7,0,10,10,2,5,7,0,70,30,2,8,0,8,9,5,5,8,0,0,0,0,10,10,10,0,5,10,1,10,5,0,9,9,10,10,3,2,3,3,8,10,1,1,9,1,10,5,10,10,9,10,10,0,0,9,1,0,5,0,10,50,40,7,16,8,25,300,4,1,,31,1,0,6,íñéÄâ,8,1,0,0,213,HE
4/25/2020,4/25/2020,100,742,1,4/25/2020,1,9,1,10,5,3,8,8,7,6,5,0,6,6,7,6,8,40,40,20,9,8,7,10,7,10,10,0,0,0,0,0,0,9,9,0,0,9,5,8,2,4,2,6,9,10,9,8,7,9,1,4,2,4,7,4,3,0,3,1,0,9,8,4,0,5,2,0,7,7,8,50,70,10,11,8,50,300 ÉóÖö,4 ôíÖö,2,,17.8,2,0,3,,5,2,0,0,213,HE
4/25/2020,4/25/2020,100,536,1,4/25/2020,1,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,0,0,100,2,3,10,10,10,10,10,3,3,8,2,3,8,3,7,3,7,3,7,7,9,10,10,10,5,4,9,6,5,5,6,4,6,10,7,1,10,2,10,10,1,6,3,6,1,10,9,8,5,3,4,20,60,5,16,6,H,G,Bb,2,,18,2,0,4,,0,1,1,1,213,HE
4/25/2020,4/25/2020,100,1127,1,4/25/2020,1,10,0,0,10,10,10,10,10,10,10,0,10,10,8,10,7,60,40,0,6,6,6,4,7,10,8,0,0,0,0,2,10,10,10,0,0,3,6,8,9,7,9,10,8,8,6,6,6,8,1,6,7,7,3,3,6,8,0,1,0,10,9,3,0,7,1,0,0,7,10,20,30,3,4,8,50,3 ÉóÖö,7 ôíÖö,2,,52,3,3,3,,6,1,0,0,213,HE-FE
4/25/2020,4/25/2020,100,1094,1,4/25/2020,1,8,2,10,2,10,7,10,9,1,10,0,10,10,9,10,4,50,20,30,8,8,7,2,0,3,1,0,0,0,0,2,10,9,9,0,0,2,0,8,6,5,7,8,8,7,4,7,8,10,6,5,4,3,9,5,9,8,4,3,8,10,7,3,1,0,2,6,0,2,6,20,70,6,11,10,25 ëêàâç,3 ÉóÖö,7 ôíÖö,1,,17,2,0,2,,9,1,0,0,213,HE
4/25/2020,4/25/2020,100,746,1,4/25/2020,1,8,2,5,8,9,6,6,5,5,8,0,5,5,5,3,5,90,10,0,7,7,7,8,8,8,8,5,2,2,2,2,8,8,8,1,2,5,5,7,6,7,5,5,9,9,5,5,5,5,6,7,5,1,6,2,2,1,2,2,2,4,5,3,5,5,4,5,5,5,5,10,70,9,7,8,50 ëêà,3 ÉóÖö,áñâ ôíÑ,1,,53,3,5,1,,8,2,0,1,213,HE
4/25/2020,4/25/2020,100,1049,1,4/25/2020,1,9,2,7,10,10,10,10,10,5,7,0,8,10,8,9,7,20,50,30,5,6,2,3,4,8,6,7,2,1,1,0,9,9,10,0,2,8,4,9,6,5,5,6,9,8,3,8,7,9,7,9,4,5,9,4,7,1,6,6,0,10,6,1,0,5,4,1,3,4,10,50,40,7,16,9,50,3,4,2,,27,2,0,2,,5,1,0,0,213,HE-FE
4/25/2020,4/25/2020,100,1318,1,4/25/2020,1,9,4,9,8,9,8,8,8,8,5,0,5,5,5,5,5,1,99,0,8,8,9,5,8,10,10,6,1,1,1,3,8,8,8,2,5,5,5,9,5,5,8,5,9,9,5,5,8,6,7,5,7,4,9,8,8,8,8,5,5,9,9,7,1,6,8,1,7,7,9,50,50,5,7,8,25,300,7,2,,50,3,4,1,,6,1,0,0,213,HE-FE
