ResponseID,Timestamp_mm_dd_yyyy,Time_seconds,Q109_Informedconsent,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_2,physical_hygiene_3,physical_hygiene_4,physical_hygiene_5,policy_support_1,policy_support_2,policy_support_3,policy_support_4,policy_support_5,generosity_1,generosity_2,generosity_3,psych_wellbeing_1,psych_wellbeing_2,collective_narcis_1,collective_narcis_2,collective_narcis_3,national_identity_1,national_identity_2,national_identity_3,conspiracy_theories_1,conspiracy_theories_2,conspiracy_theories_3,open_mindness_1,open_mindness_2,open_mindness_3,open_mindness_4,open_mindness_5,open_mindness_6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging_1,social_belonging_2,social_belonging_3,social_belonging_4,trait_self_control_1,trait_self_control_2,trait_self_control_3,trait_self_control_4,selfesteem,Q108_attention_check,narcissism_1,narcissism_2,narcissism_3,narcissism_4,narcissism_5,narcissism_6,moral_identity_1,moral_identity_2,moral_identity_3,moral_identity_4,moral_identity_5,moral_identity_6,moral_identity_7,moral_identity_8,moral_identity_9,moral_identity_10,risk_perception_1_percentage,risk_perception_2_percentage,political_ideology,moral_circle,health,CRT_1_eurocents,CRT_2_minutes,CRT_3_hours,gender,age,marital,children,employment,ladder_answer,urban,tested_positive,know_tested_positive,no_bots
65043409,5/5/2020,1155,1,10,0,8,8,10,5,8,10,0,7,5,8,5,10,10,40,30,30,7,7,5,5,5,10,5,5,5,5,5,8,8,8,8,3,2,10,5,10,7,7,5,7,10,10,7,3,5,10,3,8,7,7,7,0,0,5,0,5,5,5,9,9,5,0,5,5,0,7,7,5,50,80,5,14,8,50,300,4,2,21,2,1,1,5,1,1,1,213
65043986,5/5/2020,4533,1,10,0,10,6,10,6,5,10,5,5,5,5,5,5,5,10,60,30,7,6,5,5,5,10,6,6,6,5,5,5,7,6,6,4,2,8,5,7,6,5,5,4,5,6,6,7,6,6,5,6,5,1,4,6,5,5,0,0,5,0,5,5,5,1,5,4,5,5,5,6,50,50,5,1,6,25,3,1,1,64,3,4,5,5,2,1,1,213
65044150,5/5/2020,950,1,8,4,10,7,10,9,8,8,6,8,6,6,3,6,7,0,75,25,8,7,0,0,0,8,8,2,0,0,1,3,8,8,8,0,1,6,7,3,6,1,5,9,7,8,6,6,7,7,6,7,6,2,6,0,2,3,2,1,5,6,8,8,4,0,6,4,2,4,6,8,30,30,4,9,7,25,3,7,1,41,3,3,1,2,1,1,1,213
65044489,5/5/2020,974,1,9,2,9,10,10,5,5,5,5,5,10,9,7,9,10,10,60,30,5,7,5,5,5,10,8,0,0,0,0,8,10,10,10,10,7,7,7,5,8,5,2,10,9,10,10,9,9,10,5,9,8,7,9,0,7,9,2,9,8,2,9,9,5,1,9,5,1,9,9,5,90,90,8,15,6,50,3,4,2,44,3,2,1,3,2,1,2,213
65044965,5/5/2020,1236,1,2,1,0,1,9,9,9,10,0,10,2,2,0,7,5,75,0,25,0,1,8,10,10,6,3,8,9,9,8,7,9,7,8,0,2,8,0,0,7,1,7,2,8,1,2,1,1,5,0,3,10,7,6,0,1,0,1,9,1,1,8,4,1,0,1,1,2,0,1,3,10,0,5,16,9,50,3,4,1,18,1,1,3,5,2,1,1,213
65044966,5/5/2020,1475,1,10,9,10,0,5,0,5,10,0,0,10,5,0,5,5,60,40,0,7,7,10,8,10,5,2,10,10,10,0,3,10,10,10,0,0,5,5,5,5,5,5,5,10,10,9,9,10,5,4,10,5,1,8,0,0,5,0,5,6,5,10,10,4,0,5,1,4,4,5,10,10,30,7,11,8,25,1, ,1,58,1,3,1,3,1,1,1,213
65045135,5/5/2020,1086,1,5,7,9,9,10,8,5,9,1,5,10,10,10,10,10,100,0,0,10,10,0,0,0,10,10,6,5,5,5,0,10,10,10,0,5,10,9,10,10,9,10,10,10,10,0,1,1,4,5,8,1,7,10,0,0,0,0,0,0,0,9,9,1,0,2,8,1,5,0,9,50,50,6,16,9, , , ,2,47,2,2,1,1,2,1,1,213
65045222,5/5/2020,2060,1,10,2,10,8,10,10,10,9,1,6,10,10,3,10,5,50,50,0,3,6,5,6,6,10,10,6,0,5,6,2,10,9,7,0,2,10,8,10,4,3,9,8,4,9,9,9,9,10,3,8,8,3,4,0,3,5,6,3,5,7,9,8,3,3,4,4,3,7,8,8,50,90,5,2,5,50,3,4,2,58,1,1,1,6,2,1,1,213
65045807,5/5/2020,1433,1,9,0,9,7,10,9,10,10,9,9,4,10,4,10,10,51,45,4,3,4,10,10,10,10,10,5,5,7,7,5,10,10,10,0,5,7,7,7,7,5,7,7,4,4,7,7,9,10,5,8,4,5,6,0,5,7,0,6,5,1,6,5,5,1,6,7,4,7,6,6,90,80,4,7,5,50,300,4,2,62,1,2,1,7,2,1,1,213
65046993,5/5/2020,677,1,10,10,10,10,10,5,5,10,5,5,10,10,10,10,10,100,0,0,0,0,10,5,10,5,5,10,5,5,5,5,0,5,5,5,5,5,5,10,8,5,5,5,0,0,2,9,5,9,5,10,5,5,5,0,5,5,5,5,5,5,0,5,0,5,5,0,10,0,5,5,20,10,0,16,2,50,3,4,1,60,2,4,1,10,2,2,2,213
65047590,5/5/2020,1540,1,5,10,10,10,10,10,10,10,10,10,10,5,10,10,7,94,5,1,5,4,6,7,8,5,5,6,6,6,5,1,1,1,1,3,1,3,5,0,6,0,2,0,8,7,8,7,6,10,9,9,6,1,7,0,5,6,3,9,7,5,9,8,2,7,9,1,7,7,7,7,80,80,7,7,5,50,300,4,1,63,2,4,1,4,1,1,1,213
65049162,5/5/2020,1639,1,10,0,8,10,10,8,8,9,2,7,10,10,10,10,10,90,10,0,5,8,5,5,5,6,4,3,3,3,6,5,9,9,9,0,0,5,5,10,5,4,5,8,5,5,4,5,5,4,5,8,6,7,8,0,4,7,3,7,7,5,6,5,5,5,5,5,6,9,5,5,60,60,5,1,8,25,3,7,2,36,3,1,6,2,1,1,1,213
65050254,5/5/2020,1671,1,10,6,6,10,6,5,10,10,10,6,10,10,10,10,10,80,15,5,7,6,9,8,10,10,10,10,10,4,10,10,10,10,10,0,0,8,6,10,7,9,7,6,6,8,10,10,0,10,1,8,6,0,7,0,0,4,0,2,6,0,5,10,0,6,6,5,10,2,7,8,30,10,8,1,5,50,3,4,1,54,2,3,1,8,1,1,1,213
65050457,5/5/2020,2885,1,8,2,9,9,10,10,10,10,9,1,9,10,5,9,10,0,60,40,8,9,5,6,5,10,10,5,5,5,5,3,10,10,10,0,3,5,5,5,5,5,5,5,9,9,9,8,9,10,7,8,6,2,8,0,1,0,1,5,8,7,10,10,0,0,0,5,5,0,0,10,90,90,5,12,9,25,3,7,2,53,3,4,2,4,1,1,1,213
65053696,5/5/2020,971,1,9,1,8,9,1,8,8,10,8,5,8,8,2,9,9,0,100,0,5,5,3,5,5,10,8,0,0,0,0,2,8,8,7,1,2,5,7,7,3,5,5,7,6,7,6,5,6,5,5,7,6,4,5,0,5,5,6,6,5,5,5,5,5,5,6,5,5,5,5,5,70,80,8,14,5,25,3,7,1,60,3,3,1,4,1,1,1,213
65055560,5/5/2020,827,1,8,0,7,6,9,8,8,5,5,8,7,9,7,7,9,0,100,0,7,7,5,5,8,7,5,7,8,8,7,5,8,8,7,2,5,8,5,8,5,5,8,8,6,7,5,6,5,7,3,5,7,7,5,0,7,3,3,6,5,3,7,5,3,5,5,5,8,5,5,8,30,30,5,16,3,25,3,7,1,50,3,3,1,7,1,1,1,213
65056078,5/5/2020,2267,1,7,10,6,8,9,6,6,10,6,2,5,2,3,6,6,91,9,0,7,8,5,5,5,10,10,3,1,2,1,1,8,10,9,0,3,2,2,10,6,2,5,8,6,8,3,3,7,1,5,5,3,3,7,0,3,5,2,3,4,2,10,1,0,6,2,2,2,1,1,5,70,70,5,16,8,25,3,7,1,37,1,1,1,3,1,1,1,213
65056607,5/5/2020,2032,1,9,6,10,6,10,8,9,10,8,10,10,8,5,10,10,80,20,0,8,9,5,7,5,10,10,5,6,5,5,5,10,10,10,0,2,6,5,10,9,7,7,8,9,10,10,10,10,10,2,7,6,4,8,0,1,5,7,1,1,1,9,8,5,0,8,8,2,5,7,8,30,50,6,16,7,25,3,7,1,64,3,3,5,4,1,1,1,213
65061490,5/5/2020,1258,1,0,10,0,0,0,1,7,5,0,4,0,0,0,0,7,100,0,0,8,4,10,10,10,10,10,10,10,10,5,9,9,8,9,10,5,10,10,10,10,1,10,10,9,9,9,5,9,10,9,9,2,5,5,9,4,5,3,5,5,0,5,9,9,1,8,5,1,5,5,9,50,50,1,7,9,50,1,4,1,49,1,1,2,9,2,1,1,213
65061543,5/5/2020,4434,1,5,5,0,10,6,2,8,8,2,2,5,10,0,0,10,80,10,10,5,7,10,6,5,10,10,8,5,10,10,0,10,10,10,0,5,5,5,5,5,5,5,5,10,10,8,10,5,5,2,8,9,10,0,10,0,2,0,5,5,0,5,5,0,5,5,0,10,5,0,5,0,80,7,1,8,149,300,4,1,36,3,1,6,4,2,1,1,213
65072747,5/5/2020,1394,1,8,10,9,8,9,10,10,10,10,10,10,10,10,10,10,50,25,25,8,4,5,0,0,10,4,5,0,0,0,0,10,9,10,0,0,8,10,10,10,6,10,10,10,10,9,8,9,10,6,8,2,2,8,0,6,5,0,6,5,0,10,10,0,0,1,10,0,10,6,10,30,30,7,16,7,25,3,7,1,40,1,3,6,8,2,1,1,213
65083439,5/5/2020,1147,1,2,7,2,8,8,5,5,10,4,10,5,5,2,7,9,80,20,0,3,2,5,5,5,10,10,5,5,5,5,2,10,8,5,0,10,7,5,9,9,3,6,9,9,9,8,8,8,9,3,5,7,10,2,0,3,5,9,5,3,8,5,5,1,5,1,1,10,1,5,5,70,70,5,1,7,50,3,4,1,23,1,1,1,7,1,1,1,213
65101256,5/5/2020,994,1,10,6,10,8,10,10,10,10,8,5,10,10,8,10,10,50,40,10,7,8,5,7,10,9,8,4,6,2,9,3,10,9,10,0,3,7,5,7,7,3,7,7,10,10,8,7,8,10,8,10,3,0,5,5,0,0,2,10,4,3,10,8,10,0,5,9,1,9,10,5,50,50,6,1,5,50,300,2.5,2,31,2,3,1,5,2,1,1,213
65111048,5/6/2020,329,1,10,10,10,10,10,10,10,10,0,0,10,10,0,10,10,100,0,0,10,0,10,10,10,0,0,10,10,10,10,0,0,0,10,10,0,10,10,10,0,10,0,10,0,0,0,0,0,0,0,1,10,0,0,8,10,1,0,10,8,8,5,5,5,5,5,5,10,5,5,5,0,100,0,16,10,1,2,3,2,19,2,1,4,0,1,2,1,213
65137515,5/6/2020,1069,1,10,0,10,9,10,10,10,10,10,10,10,10,10,10,10,100,0,0,2,4,5,5,5,8,5,2,0,0,0,10,8,8,8,0,0,10,10,2,10,3,2,0,7,8,9,5,9,10,8,10,3,3,7,0,0,6,0,0,2,0,7,7,5,0,7,7,0,7,7,7,30,30,5,2,8,25,300,2,2,32,2,2,1,5,2,1,1,213
65137976,5/6/2020,1836,1,6,6,8,5,9,8,8,8,0,7,8,8,8,10,9,0,100,0,8,7,0,0,0,7,7,8,1,1,1,0,10,9,9,0,0,5,7,8,5,5,6,1,8,8,6,7,8,8,7,8,5,3,3,0,0,5,0,5,1,0,5,3,0,0,2,1,2,2,3,5,30,40,5,16,9,25,100,7,2,26,2,1,1,2,1,1,1,213
65144063,5/6/2020,1344,1,6,2,7,7,10,9,9,8,8,8,7,5,6,7,6,84,10,6,7,7,4,7,6,8,8,4,4,5,4,4,8,7,7,1,4,6,4,5,6,4,6,6,8,7,7,8,7,6,3,7,9,4,6,0,5,7,3,6,6,6,9,7,4,2,6,4,3,6,7,9,40,60,6,14,8,25,3,4,1,42,3,3,2,3,1,1,1,213
65144336,5/6/2020,623,1,10,0,10,10,10,5,5,10,0,0,2,5,5,5,10,100,0,0,4,8,5,5,5,7,5,6,2,2,5,3,8,8,8,5,7,5,3,10,7,3,7,8,6,6,9,9,9,7,3,9,5,10,9,0,3,8,8,8,8,3,2,7,5,5,5,5,5,5,5,5,80,80,7,5,7,25,3,7,1,33,3,3,1,2,1,1,1,213
65146620,5/6/2020,2142,1,9,7,9,9,10,8,10,10,6,9,5,9,4,6,8,60,40,0,8,7,8,6,5,2,4,8,4,4,5,0,10,10,10,0,0,5,5,5,5,5,5,5,8,10,5,6,8,8,10,10,0,0,5,0,0,5,0,5,3,0,5,5,5,5,5,5,10,5,5,5,50,60,5,16,5,50,300,4,2,47,1,3,3,3,1,1,2,213
65150902,5/6/2020,1290,1,10,1,9,10,10,10,10,10,6,9,10,10,10,10,10,85,10,5,8,8,7,3,3,10,10,9,1,1,0,6,10,9,10,9,1,6,3,9,10,10,8,9,10,10,9,7,10,10,7,8,9,3,9,0,2,1,0,3,9,6,3,8,0,0,10,1,6,2,8,3,80,70,3,16,8,50,3,4,2,45,3,3,1,6,1,1,1,213
65153759,5/6/2020,1474,1,10,0,10,10,10,8,8,8,3,0,8,6,6,10,9,0,75,25,9,8,0,2,2,6,6,0,0,0,0,3,10,7,5,0,4,5,7,6,6,6,5,7,2,6,9,6,8,10,6,8,6,3,7,5,5,5,0,5,5,5,7,6,5,0,4,5,4,5,6,7,70,70,3,16,8,25,3,7,2,42,3,4,1,3,2,1,1,213
65154947,5/6/2020,756,1,8,5,5,5,6,5,5,5,5,5,5,7,7,9,7,25,25,50,5,4,5,5,4,5,6,6,6,6,6,5,6,6,6,5,5,5,6,6,5,4,5,5,4,5,5,5,5,4,5,6,6,6,0,7,5,5,5,5,4,5,5,5,4,5,5,5,5,4,5,5,50,60,2,16,5,50,27,16,1,18,1,1,4,5,2,1,1,213
65155033,5/6/2020,913,1,9,0,9,9,10,10,10,10,0,5,10,3,10,10,10,98,2,0,8,8,2,2,2,9,9,0,0,0,0,4,1,8,8,0,6,9,9,9,9,9,9,9,7,8,6,4,5,8,3,4,8,8,5,0,4,5,5,4,1,4,8,8,8,0,9,9,5,5,8,9,10,10,6,7,9,25,3,7,1,47,3,4,1,2,2,1,1,213
65158132,5/6/2020,1297,1,9,0,4,7,0,7,9,10,6,0,8,8,8,8,8,68,25,7,4,7,5,1,1,10,10,0,0,0,0,0,10,10,10,0,0,7,8,7,6,6,3,3,7,7,8,7,8,7,4,8,4,2,6,0,1,1,1,3,2,2,8,8,2,2,2,2,2,8,8,8,0,10,6,16,6,50,3,4,2,58,1,3,1,5,1,1,1,213
65170233,5/6/2020,2031,1,8,0,4,7,10,8,8,10,3,8,8,5,8,8,8,20,40,40,6,7,5,6,6,10,6,8,5,5,6,5,10,10,10,0,0,8,8,8,8,5,5,8,4,4,6,5,5,5,7,8,4,6,6,0,2,5,1,6,1,5,6,0,5,3,5,6,5,6,4,6,60,40,5,6,4,50,1,4,1,20,1,1,6,5,1,1,2,213
65175588,5/6/2020,1095,1,4,4,2,4,10,5,5,5,5,5,10,10,6,10,10,80,10,10,8,8,3,3,3,9,7,8,0,0,0,2,10,9,9,0,2,10,3,9,10,9,10,10,9,9,6,8,6,6,4,9,2,6,6,0,4,7,2,9,6,2,10,8,3,0,7,10,10,2,7,10,30,30,2,10,3,50,300,4,2,33,3,4,4,4,1,1,1,213
65219844,5/6/2020,1383,1,9,5,8,8,10,9,10,10,0,10,10,10,9,10,10,50,50,0,5,8,7,10,5,10,10,5,5,5,5,10,10,10,10,10,10,10,6,10,10,5,10,10,5,5,5,5,5,10,3,8,10,2,0,10,10,3,5,5,5,10,4,5,5,5,7,0,10,5,0,7,10,60,5,1,5,50,300,7,2,18,1,1,4,2,2,1,1,213
65222440,5/7/2020,3218,1,9,10,9,10,8,10,10,10,5,10,5,3,8,8,10,10,82,8,2,4,9,5,9,9,9,5,10,8,9,5,9,5,5,8,5,5,5,6,6,5,5,7,4,5,6,6,5,9,7,8,5,2,6,0,5,5,5,4,4,6,9,8,5,3,8,5,5,7,5,10,10,50,5,10,5,25,300,4,1,71,3,2,5,7,1,1,1,213
65234049,5/7/2020,1077,1,7,7,3,3,10,10,10,10,3,9,6,10,9,10,6,66,34,0,6,6,7,5,4,10,9,1,0,0,0,4,6,7,4,5,5,9,7,8,7,5,5,9,4,4,4,8,6,7,2,1,9,10,3,0,7,4,7,6,3,5,7,6,4,1,4,4,3,7,6,8,10,10,6,4,4,25,3,7,1,40,1,1,1,5,1,1,1,213
65235623,5/7/2020,1750,1,7,0,6,1,8,8,8,7,5,5,5,5,7,9,9,50,40,10,5,5,7,7,8,10,9,8,7,5,5,3,8,7,8,3,5,8,7,3,5,3,5,5,7,7,8,7,8,7,6,8,5,5,5,0,5,7,2,7,6,6,7,8,3,5,7,5,5,7,5,6,10,30,5,7,5,50,3,4,1,62,3,1,1,5,1,1,1,213
65246576,5/7/2020,212,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,45,55,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50,50,5,1,5,200,300, ,1,22,2,1,1,0,2,1,2,213
65262126,5/7/2020,2186,1,9,2,5,8,1,10,10,10,9,10,10,10,10,0,10,50,50,0,5,5,5,10,10,10,10,10,5,8,5,5,10,10,10,0,5,10,5,8,5,8,10,10,10,10,5,8,8,10,5,10,5,10,9,0,5,5,5,5,2,5,10,10,5,0,2,2,5,5,5,5,50,50,2,4,8,50,1,4,1,43,3,2,1,3,1,1,1,213
65262574,5/7/2020,1872,1,8,5,8,10,9,10,10,10,10,8,5,5,0,5,5,100,0,0,5,5,10,10,10,10,10,10,10,10,10,10,10,10,10,0,5,5,5,5,5,5,5,5,8,5,10,5,5,10,5,10,5,5,5,5,0,5,0,5,5,5,10,5,5,5,10,10,5,10,5,5,50,0,8,16,3,50,3,4,1,70,2,1,5,5,1,1,1,213
65267638,5/7/2020,1139,1,5,5,10,10,10,10,10,10,10,5,5,5,0,5,5,66,23,11,5,7,10,10,10,10,5,10,5,5,5,5,10,10,10,10,5,10,5,5,5,5,10,0,10,10,10,10,10,10,5,5,0,5,7,0,2,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,50,50,5,1,6,50,3,4,1,52,3,3,1,5,2,1,1,213
65268279,5/7/2020,579,1,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,45,15,40,6,6,8,9,10,10,10,3,3,0,0,2,8,9,9,10,2,10,10,10,10,10,9,10,7,5,7,8,8,8,7,8,5,3,6,0,1,5,0,8,1,2,7,7,2,2,7,2,7,6,7,7,10,10,2,5,6,50,3,4,1,57,2,3,1,6,1,1,1,213
65268346,5/7/2020,2038,1,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,50,50,5,5,5,5,5,10,10,5,5,5,5,0,10,10,10,0,5,10,10,10,10,5,0,10,10,10,10,10,10,10,5,10,5,0,5,0,0,0,0,0,0,0,10,10,0,0,5,5,5,5,0,10,50,50,5,16,5,50,3,4,1,63,3,3,5,7,1,1,1,213
65271050,5/7/2020,1612,1,0,10,10,0,0,0,0,0,0,5,0,0,0,0,0,90,10,0,8,5,8,5,7,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,10,1,3,10,0,0,10,0,3,8,1,10,10,10,0,10,5,10,10,8,0,100,100,8,16,8,25,3,7,1,63,2,2,6,5,1,1,1,213
65271362,5/7/2020,1182,1,8,1,8,8,9,9,10,10,2,0,8,8,6,9,9,0,95,5,6,6,10,10,10,10,10,10,9,10,10,10,9,9,9,8,7,9,9,10,10,10,9,8,7,10,8,9,9,9,2,8,10,8,7,4,0,7,1,9,7,1,6,6,3,2,6,6,10,4,4,6,10,80,0,9,8,50,3000,16,1,45,2,1,2,3,1,1,1,214
65271597,5/7/2020,1721,1,10,5,10,10,10,10,8,10,10,10,10,10,6,10,10,70,20,10,5,6,10,7,7,8,8,9,0,6,7,8,10,10,10,0,6,10,7,10,7,7,8,7,10,8,8,7,8,7,4,7,4,6,6,0,3,6,3,6,6,3,10,6,6,3,6,7,4,6,6,10,40,70,6,5,8,50,300,4,2,30,2,2,1,4,1,1,1,213
65272702,5/7/2020,2110,1,0,10,2,8,0,0,7,1,0,0,8,1,8,10,8,100,0,0,5,5,0,0,0,5,1,2,0,0,0,2,10,10,10,1,1,7,9,10,7,7,9,8,7,4,0,0,0,2,5,5,0,9,0,0,5,2,5,6,4,5,1,0,1,9,1,1,10,1,0,2,70,80,2,1,5,50,3,3,1,49,3,4,1,6,1,1,1,213
65273432,5/7/2020,703,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,10,8,5,10,10,6,5,6,10,10,7,3,10,10,10,0,2,5,5,5,5,0,5,5,5,9,3,2,5,5,5,9,5,3,8,0,5,5,9,5,6,5,5,5,5,5,5,5,5,5,5,5,10,10,2,16,10,50,3,4,1,37,2,2,1,4,1,1,1,213
65273615,5/7/2020,1243,1,8,10,9,9,10,10,8,8,5,9,10,10,4,10,9,50,25,25,8,7,0,5,0,8,5,0,0,0,0,5,10,8,10,0,0,10,5,10,7,7,10,10,10,8,8,5,8,8,7,9,7,10,8,0,0,6,0,1,5,0,9,8,0,0,5,5,8,5,5,1,80,70,3,9,8,25,3,7,1,67,3,3,5,4,2,1,1,213
65273655,5/7/2020,607,1,10,0,10,10,10,10,10,10,8,10,10,8,10,10,10,80,20,0,8,7,0,0,0,6,6,0,0,0,0,6,8,7,7,3,3,5,5,7,6,5,6,8,7,7,2,4,4,3,4,4,8,8,8,0,6,6,7,4,7,8,8,6,0,0,5,3,3,7,6,8,70,70,3,3,6,50,3,7,1,36,2,1,2,2,1,1,1,213
65273699,5/7/2020,1042,1,10,0,10,9,10,9,9,10,10,5,10,9,5,10,10,0,100,0,8,9,8,5,5,10,10,0,0,0,0,5,10,9,8,2,1,3,2,8,2,2,2,0,8,8,8,8,9,8,9,8,2,8,8,0,2,3,2,5,7,3,8,7,3,5,8,8,2,5,3,5,50,80,5,7,8,50,3,4,2,42,1,1,1,5,1,1,1,123
65273711,5/7/2020,1972,1,2,3,0,8,8,4,8,7,1,1,7,2,3,9,5,100,0,0,7,4,0,2,1,10,5,0,1,1,0,2,9,9,9,1,2,8,7,6,8,4,8,9,7,7,5,7,5,7,3,2,5,10,3,0,2,1,6,1,5,2,9,8,0,0,2,6,2,4,2,8,10,10,9,9,6,25,3,7,1,54,2,4,1,4,1,1,1,213
65273907,5/7/2020,1190,1,4,6,6,4,9,1,8,10,0,5,10,10,7,10,10,90,9,1,8,8,5,5,10,10,10,1,0,0,0,5,10,7,9,1,5,10,5,10,5,5,5,10,10,9,6,4,4,10,4,9,6,8,8,0,7,8,5,9,6,5,10,5,5,0,5,5,0,0,5,10,10,10,8,8,4,50,300,7,1,46,3,4,1,3,1,1,1,213
65273950,5/7/2020,3671,1,10,2,3,9,10,0,0,10,1,8,7,2,3,7,10,100,0,0,3,2,2,2,2,10,8,1,0,0,1,0,10,8,9,10,1,7,3,5,7,1,4,7,10,10,7,5,8,9,2,2,10,10,5,0,1,7,6,1,1,6,6,5,0,0,0,2,6,3,6,2,70,70,7,4,4,25,3,7,1,29,2,1,1,5,1,1,1,213
65273964,5/7/2020,1528,1,3,10,2,3,9,10,10,10,0,10,1,0,0,2,2,0,70,30,9,8,1,1,1,3,1,1,0,0,0,0,10,10,10,0,0,9,9,9,10,9,9,10,10,10,10,10,10,10,5,9,5,2,8,0,0,0,1,0,1,1,10,8,0,0,0,8,0,5,5,10,70,10,7,16,9,50,300,4,1,44,3,3,1,2,1,1,1,213
65274061,5/7/2020,891,1,8,10,6,8,10,6,8,6,0,6,6,3,0,5,6,97,2,1,8,7,1,6,8,7,6,4,7,4,4,7,9,8,9,1,3,5,5,5,5,5,5,5,7,7,4,6,6,6,6,9,6,6,4,0,0,6,0,4,6,0,8,6,3,0,9,9,2,2,2,6,90,100,3,9,3,25,3,7,1,52,2,3,1,6,1,1,1,213
65274086,5/7/2020,1139,1,9,2,5,10,10,10,8,10,0,0,10,10,7,10,10,98,2,0,7,6,0,5,0,10,10,6,0,0,2,4,7,7,7,6,8,5,7,9,9,8,5,8,7,10,4,5,8,5,2,7,7,7,8,0,5,5,7,5,4,7,7,3,0,3,5,6,10,0,3,3,60,60,6,7,5,25,3,7,1,26,2,1,1,3,1,1,1,213
65274212,5/7/2020,673,1,10,0,10,8,10,10,10,9,5,10,10,10,5,10,10,100,0,0,8,5,5,10,6,10,6,0,0,0,0,5,10,10,10,0,8,5,5,8,8,8,7,10,5,8,4,5,7,3,5,5,8,9,5,0,5,6,5,5,5,6,7,6,2,0,5,5,7,8,6,5,80,80,6,1,8,50,1,4,1,40,3,3,1,3,1,1,1,213
65274274,5/7/2020,4769,1,7,7,6,6,10,10,10,10,7,10,9,7,6,10,10,50,25,25,4,6,2,2,2,9,3,1,0,0,0,6,9,9,9,0,3,5,5,7,5,6,8,8,6,7,6,7,8,8,6,7,4,8,9,0,4,7,6,7,8,2,7,4,3,1,8,7,9,8,6,3,50,60,3,4,4,125,3,7,1,32,2,3,1,3,1,2,2,213
65274439,5/7/2020,1170,1,7,7,7,8,10,6,6,8,1,5,6,0,2,9,8,85,15,0,6,7,4,5,2,5,5,2,0,0,0,4,8,8,8,0,4,7,5,7,4,1,5,7,3,7,4,4,4,4,4,7,6,7,7,0,4,6,4,6,6,4,7,4,3,10,3,4,3,5,4,7,70,70,8,13,8,25,3,7,1,48,2,4,1,2,1,1,1,213
65274528,5/7/2020,1972,1,10,10,8,10,10,6,8,10,2,8,7,1,6,9,7,10,90,0,7,7,2,5,3,10,6,0,0,0,0,5,10,10,9,0,2,5,3,8,6,3,8,8,9,9,5,8,8,8,5,7,8,5,8,0,2,6,5,5,5,4,7,3,1,2,2,2,7,1,3,6,10,20,8,4,8,25,3,7,1,31,2,1,1,3,1,1,1,213
65274691,5/7/2020,936,1,5,1,6,9,10,10,10,9,9,2,9,10,5,9,10,70,25,5,6,7,4,5,4,10,10,3,1,0,2,5,9,8,9,0,6,8,6,8,5,7,8,9,7,6,6,6,6,6,7,6,4,7,8,0,5,7,4,6,6,5,6,6,3,2,4,3,4,3,3,6,30,30,8,5,7,25,3,7,1,48,3,3,1,2,1,1,1,213
65275014,5/7/2020,1223,1,7,1,9,7,10,10,10,10,10,10,10,4,4,10,10,80,10,10,9,7,5,7,8,10,10,4,0,0,0,2,10,10,10,0,2,8,8,10,8,5,5,10,10,10,7,7,9,5,7,7,5,5,7,0,0,5,2,5,5,1,8,10,5,0,2,0,1,9,8,10,70,50,7,4,8,25,3,6,1,33,2,1,1,3,1,1,1,213
65275070,5/7/2020,1165,1,8,7,8,8,8,9,7,9,7,7,5,7,5,10,10,16,68,16,7,7,5,5,6,10,10,0,0,0,0,6,10,5,9,2,5,9,6,5,9,6,5,5,7,8,5,7,8,6,3,8,4,7,7,0,2,5,5,6,5,5,7,7,7,2,7,9,4,7,7,8,40,40,3,16,7,50,900,4,1,40,1,2,4,3,1,1,1,213
65275191,5/7/2020,3862,1,8,7,8,8,10,10,10,10,6,5,10,10,10,10,10,80,20,0,5,5,4,6,5,9,6,0,0,0,0,5,8,8,6,0,7,2,2,9,6,6,6,2,8,8,2,2,7,8,8,8,2,6,7,0,7,4,6,4,4,8,6,6,4,0,4,7,4,2,6,6,30,30,5,9,8,50,3,7,1,26,1,1,1,3,1,1,1,213
65275246,5/7/2020,1255,1,7,2,9,8,10,6,7,10,8,5,9,4,8,10,1,0,96,4,0,3,7,8,5,10,10,0,0,0,0,6,8,9,7,5,9,10,6,8,7,0,2,9,0,0,3,1,3,7,5,8,7,8,1,0,2,5,8,6,3,7,9,8,3,2,9,8,6,9,4,9,50,30,6,8,3,25,3,7,2,47,1,1,6,6,1,1,1,213
