ResponseId,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Common difference,Subadditivity,Delay-speedup,Interval markup,Risk preference,Q22_2,Q22_3,Q22_4,Q22_5,Q23,Q24,Q25,Q26_1,Q26_2,Q26_3,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q34,Q35
AD495,Receiving $550 in 12 months,,,Receiving $500 right now,,Paying $550 in 12 months,Paying $500 right now,,,,Receiving $5500 in 12 months,,,Receiving $5100 in 12 months,Receiving $5000 right now,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $450 right now,$500 per month for 12 months,A 67% chance of $75 (33% chance of $0),266,284,261,189,Two extra weeks of salary with no additional work in 2164,Things will be about the same,I had to take on a lot of debt to pay my bills last month,22368,40498,25101,There were no major impacts on my financial situation,I never purchase anything on credit or take on debt,Poor,1996,Prefer not to answer,Graduate (Masters or equivalent),Not in paid employed (looking for work),"Asian,Native American,Pacific Islander,White","Hispanic,Non-Hispanic"
AD496,Receiving $550 in 12 months,,,Receiving $500 right now,,Paying $550 in 12 months,Paying $500 right now,,,,Receiving $5500 in 12 months,,,Receiving $5100 in 12 months,Receiving $5050 in 12 months,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $450 right now,$500 per month for 12 months,A 75% chance of $67 (25% chance of $0),186,235,175,404,Two extra weeks of vacation with no change in salary in 2165,Things will be about the same,I paid everything and saved some,48151,38286,40205,There were no major impacts on my financial situation,I make the minimum payment and the interest is charged,Around average,1964,Man,Graduate (Masters or equivalent),Full-time student,"Black or African-American,White",Non-Hispanic
AD497,Receiving $550 in 12 months,,,Receiving $500 right now,,Paying $550 in 12 months,Paying $500 right now,,,,Receiving $5500 in 12 months,,,Receiving $5100 in 12 months,Receiving $5000 right now,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $500 in 12 months (1 year),"$6,000 in 12 months",A 75% chance of $67 (25% chance of $0),257,120,27,596,One extra week of salary for no additional work in 2164,Things will be somewhat better,"Everything is paid off and I have enough to save, invest, or spend freely",44815,41691,14113,My financial situation became somewhat better,I pay off any balances every month,Above average but not wealthy,1980,Prefer not to answer,MBA,Full-time student,"Asian,Native Alaskan,Native American,White","Hispanic,Non-Hispanic,Immigrant"
AD498,Receiving $550 in 12 months,,,Receiving $500 right now,,Paying $550 in 12 months,Paying $500 right now,,,,Receiving $5500 in 12 months,,,Receiving $5100 in 12 months,Receiving $5000 right now,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $500 in 12 months (1 year),"$6,000 in 12 months",A 25% chance of $200 (75% chance of $0),37,285,298,380,One extra week of vacation for no change in salary in 2164,Things will be somewhat better,"Everything is paid off and I have enough to save, invest, or spend freely",31000,14439,22643,My financial situation became much worse,I never purchase anything on credit or take on debt,Around average,1975,Man,College or university (Bachelor or equivalent),Full-time student,"Asian,Native Alaskan,Pacific Islander",Immigrant
AD499,Receiving $550 in 12 months,,,Receiving $500 right now,,Paying $550 in 12 months,Paying $500 right now,,,,Receiving $5500 in 12 months,,,Receiving $5100 in 12 months,Receiving $5000 right now,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $500 in 12 months (1 year),"$5,000 right now",A 75% chance of $67 (25% chance of $0),123,202,144,531,Two extra weeks of salary with no additional work in 2165,Things will be about the same,I paid everything and saved some,11202,32858,40531,My financial situation became much better,My debts increase beyond what I earn in a given month,Below average but not poor,1945,Prefer not to answer,College or university (Bachelor or equivalent),Not in paid employment (by choice),"Black or African-American,Native Alaskan,Native American,Native Hawaiian,White","Hispanic,Non-Hispanic,Immigrant"
AD500,Receiving $550 in 12 months,,,Receiving $500 right now,,Paying $550 in 12 months,Paying $500 right now,,,,Receiving $5500 in 12 months,,,Receiving $5100 in 12 months,Receiving $5000 right now,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $450 right now,"$5,000 right now",A 67% chance of $75 (33% chance of $0),136,190,179,495,Two extra weeks of vacation with no change in salary in 2166,Things will be somewhat worse,"Everything is paid off and I have enough to save, invest, or spend freely",43929,44372,20802,My financial situation became much better,I never purchase anything on credit or take on debt,Poor,1939,Woman,Primary school,Employed full-time (25+ hours per week),Black or African-American,"Hispanic,Non-Hispanic,Immigrant"
AD501,Receiving $500 right now,Receiving $500 right now,Receiving $750 in 12 months,,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $500 right now,,,Receiving $5000 right now,Receiving $6000 in 12 months,,,,Receiving $500 in 12 months (1 year),Receiving $1500 in 24 months (2 years),Receiving $500 in 12 months (1 year),"$5,000 right now",A 75% chance of $67 (25% chance of $0),56,191,119,634,One extra week of vacation for no change in salary in 2041,Things will be about the same,I paid everything and saved some,18197,32138,12007,There were no major impacts on my financial situation,I pay off much of the balance,Around average,1981,Other,Vocational school,Not in paid employed (looking for work),Native Hawaiian,"Hispanic,Immigrant"
AD502,Receiving $550 in 12 months,,,Receiving $500 right now,,Paying $550 in 12 months,Paying $500 right now,,,,Receiving $5500 in 12 months,,,Receiving $5100 in 12 months,Receiving $5000 right now,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $500 in 12 months (1 year),$500 per month for 12 months,A 50% chance of $100 (50% chance of $0),91,164,177,568,One extra week of salary for no additional work in 2165,Things will be much worse,I had to take on a lot of debt to pay my bills last month,22386,10955,29493,My financial situation became much better,I never purchase anything on credit or take on debt,Poor,1932,Prefer not to answer,Vocational school,Employed full-time (25+ hours per week),"Asian,Black or African-American,Native Alaskan,Native American,Native Hawaiian,White","Non-Hispanic,Immigrant"
AD503,Receiving $500 right now,Receiving $500 right now,Receiving $750 in 12 months,,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $750 in 12 months,,,Receiving $5500 in 12 months,,,Receiving $5100 in 12 months,Receiving $5050 in 12 months,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $500 in 12 months (1 year),"$6,000 in 12 months",A 50% chance of $100 (50% chance of $0),35,192,276,497,One extra week of vacation for no change in salary in 2165,Things will be somewhat better,I paid everything but saved nothing,18130,49274,49916,My financial situation became much worse,I make the minimum payment and the interest is charged,Around average,1974,Woman,Primary school,Not in paid employed (looking for work),"Asian,Black or African-American,Native Alaskan,Native American,Pacific Islander,White","Hispanic,Non-Hispanic,Immigrant"
AD504,Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $500 right now,,,Receiving $5500 in 12 months,,,Receiving $5100 in 12 months,Receiving $5000 right now,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $400 right now,"$6,000 in 12 months",Guaranteed $50,23,33,275,669,Two extra weeks of salary with no additional work in 2166,Things will be about the same,I had to take on some debt to pay them,11532,34236,44408,My financial situation became somewhat better,I never purchase anything on credit or take on debt,Around average,1967,Woman,College or university (Bachelor or equivalent),Not in paid employment (by choice),"Asian,Native American,Native Hawaiian,Pacific Islander,White",Non-Hispanic
AD505,Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $550 in 12 months,Paying $500 right now,,,,Receiving $5500 in 12 months,,,Receiving $5100 in 12 months,Receiving $5000 right now,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $250 right now,$500 per month for 12 months,A 25% chance of $200 (75% chance of $0),86,99,62,753,Two extra weeks of vacation with no change in salary in 2167,Things will be much better,I paid everything but saved nothing,32405,45327,13452,My financial situation became much better,I pay off much of the balance,Above average but not wealthy,1963,Woman,MBA,Not in paid employment (by choice),"Asian,Black or African-American,Native American,Native Hawaiian,Pacific Islander,White","Hispanic,Non-Hispanic,Immigrant"
AD506,Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $550 in 12 months,Paying $500 right now,,,,Receiving $5500 in 12 months,,,Receiving $5100 in 12 months,Receiving $5050 in 12 months,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $250 right now,"$5,000 right now",A 67% chance of $75 (33% chance of $0),130,83,222,565,One extra week of salary for no additional work in 2166,Things will be much better,"Everything is paid off and I have enough to save, invest, or spend freely",15972,29465,22958,My financial situation became somewhat worse,My debts increase beyond what I earn in a given month,Below average but not poor,1957,Other,College or university (Bachelor or equivalent),Full-time student,Black or African-American,"Hispanic,Non-Hispanic,Immigrant"
AD507,Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $550 in 12 months,Paying $500 right now,,,,Receiving $5500 in 12 months,,,Receiving $5100 in 12 months,Receiving $5050 in 12 months,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $500 in 12 months (1 year),$500 per month for 12 months,A 67% chance of $75 (33% chance of $0),183,130,5,682,One extra week of vacation for no change in salary in 2166,Things will be much worse,I paid everything but saved nothing,47200,13000,20815,My financial situation became somewhat better,My debts increase beyond what I earn in a given month,Above average but not wealthy,1944,Prefer not to answer,Primary school,Not in paid employment (by choice),"Asian,Black or African-American,Native Alaskan,Native American,Native Hawaiian,Pacific Islander,White","Non-Hispanic,Immigrant"
AD508,Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $550 in 12 months,Paying $500 right now,,,,Receiving $5500 in 12 months,,,Receiving $5100 in 12 months,Receiving $5000 right now,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $500 in 12 months (1 year),$500 per month for 12 months,A 50% chance of $100 (50% chance of $0),284,221,249,246,Two extra weeks of salary with no additional work in 2167,Things will be somewhat worse,I could not pay all my bills last month,37872,32506,18732,There were no major impacts on my financial situation,I pay off much of the balance,Poor,1954,Other,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),"Asian,Black or African-American,Native Alaskan,Native Hawaiian,Pacific Islander,White",Hispanic
AD509,Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $550 in 12 months,Paying $500 right now,,,,Receiving $5500 in 12 months,,,Receiving $5100 in 12 months,Receiving $5050 in 12 months,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $500 in 12 months (1 year),$500 per month for 12 months,A 25% chance of $200 (75% chance of $0),93,191,83,633,Two extra weeks of vacation with no change in salary in 2168,Things will be much better,I had to take on a lot of debt to pay my bills last month,45951,16182,26815,There were no major impacts on my financial situation,I never purchase anything on credit or take on debt,Below average but not poor,1995,Woman,College or university (Bachelor or equivalent),Not in paid employed (looking for work),"Asian,Native Alaskan,Native Hawaiian",Immigrant
AD510,Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $550 in 12 months,Paying $500 right now,,,,Receiving $5500 in 12 months,,,Receiving $5100 in 12 months,Receiving $5000 right now,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $400 right now,"$5,000 right now",A 50% chance of $100 (50% chance of $0),3,86,201,710,One extra week of salary for no additional work in 2167,Things will be somewhat worse,I paid everything and saved some,17887,12312,34410,My financial situation became much worse,I generally pay off the interest but not the balance,Below average but not poor,1973,Other,Vocational school,Not in paid employed (looking for work),"Asian,Black or African-American,Native Alaskan,White","Hispanic,Non-Hispanic"
AD511,Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $550 in 12 months,Paying $500 right now,,,,Receiving $5500 in 12 months,,,Receiving $5100 in 12 months,Receiving $5050 in 12 months,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $400 right now,"$5,000 right now",A 50% chance of $100 (50% chance of $0),274,150,209,367,One extra week of vacation for no change in salary in 2167,Things will be much worse,I had to take on a lot of debt to pay my bills last month,49877,42003,32849,My financial situation became somewhat worse,My debts increase beyond what I earn in a given month,Around average,1984,Other,Secondary school (high school),Employed full-time (25+ hours per week),"Black or African-American,Pacific Islander,White",Immigrant
AD512,Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $550 in 12 months,Paying $600 in 12 months,Paying $750 in 12 months,,,Receiving $5000 right now,Receiving $6000 in 12 months,,,,Receiving $500 in 12 months (1 year),Receiving $1500 in 24 months (2 years),Receiving $250 right now,"$5,000 right now",Guaranteed $50,149,43,128,680,Two extra weeks of salary with no additional work in 2042,Things will be about the same,I could not pay all my bills last month,33425,22202,29025,My financial situation became somewhat better,I generally pay off the interest but not the balance,Above average but not wealthy,1931,Woman,Secondary school (high school),Not in paid employed (looking for work),"Asian,Black or African-American,Native American,Pacific Islander,White",Non-Hispanic
AD513,Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $550 in 12 months,Paying $500 right now,,,,Receiving $5500 in 12 months,,,Receiving $5100 in 12 months,Receiving $5000 right now,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $400 right now,"$6,000 in 12 months",A 25% chance of $200 (75% chance of $0),274,106,69,551,Two extra weeks of salary with no additional work in 2168,Things will be much worse,I had to take on a lot of debt to pay my bills last month,29839,14202,24301,My financial situation became much worse,I generally pay off the interest but not the balance,Poor,1985,Prefer not to answer,Graduate (Masters or equivalent),Full-time student,Native Alaskan,"Hispanic,Non-Hispanic,Immigrant"
AD514,Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $550 in 12 months,Paying $500 right now,,,,Receiving $5500 in 12 months,,,Receiving $5100 in 12 months,Receiving $5050 in 12 months,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $400 right now,"$6,000 in 12 months",A 67% chance of $75 (33% chance of $0),66,241,51,642,Two extra weeks of vacation with no change in salary in 2169,Things will be somewhat better,I paid everything and saved some,12135,42161,30900,My financial situation became much better,I pay off any balances every month,Poor,1972,Man,Vocational school,Employed part-time (less than 25 hours per week),"Black or African-American,Native Alaskan,Native American,Native Hawaiian,White",Non-Hispanic
AD515,Receiving $550 in 12 months,,,Receiving $510 in 12 months,Receiving $500 right now,Paying $500 right now,,,Paying $510 in 12 months,,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $500 in 12 months (1 year),"$5,000 right now",A 67% chance of $75 (33% chance of $0),280,147,10,563,One extra week of salary for no additional work in 2168,Things will be somewhat better,I paid everything and saved some,12870,20475,40331,My financial situation became much worse,I pay off any balances every month,Around average,1922,Man,Secondary school (high school),Employed full-time (25+ hours per week),"Asian,Black or African-American,Native Alaskan,Native American,Pacific Islander,White","Hispanic,Non-Hispanic,Immigrant"
AD516,Receiving $550 in 12 months,,,Receiving $510 in 12 months,Receiving $500 right now,Paying $500 right now,,,Paying $510 in 12 months,,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $490 right now,$500 per month for 12 months,A 50% chance of $100 (50% chance of $0),46,71,290,593,One extra week of vacation for no change in salary in 2168,Things will be about the same,I had to take on a lot of debt to pay my bills last month,34632,47959,29303,My financial situation became somewhat better,My debts increase beyond what I earn in a given month,Above average but not wealthy,1987,Woman,MBA,Full-time student,"Native American,White","Non-Hispanic,Immigrant"
AD517,Receiving $550 in 12 months,,,Receiving $510 in 12 months,Receiving $505 in 12 months,Paying $500 right now,,,Paying $510 in 12 months,,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $495 right now,"$5,000 right now",Guaranteed $50,198,251,130,421,Two extra weeks of salary with no additional work in 2169,Things will be about the same,I had to take on a lot of debt to pay my bills last month,36291,13515,22265,My financial situation became much better,I make the minimum payment and the interest is charged,Around average,1934,Other,Secondary school (high school),Employed part-time (less than 25 hours per week),Native Hawaiian,"Hispanic,Non-Hispanic"
AD518,Receiving $550 in 12 months,,,Receiving $510 in 12 months,Receiving $500 right now,Paying $500 right now,,,Paying $510 in 12 months,,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $500 in 12 months (1 year),$500 per month for 12 months,A 67% chance of $75 (33% chance of $0),175,61,273,491,Two extra weeks of vacation with no change in salary in 2170,Things will be about the same,I had to take on some debt to pay them,29100,34211,37754,My financial situation became somewhat worse,I never purchase anything on credit or take on debt,Above average but not wealthy,1984,Other,Doctoral degree,Employed full-time (25+ hours per week),"Asian,Black or African-American,Native Alaskan,Native Hawaiian,Pacific Islander",Immigrant
AD519,Receiving $550 in 12 months,,,Receiving $510 in 12 months,Receiving $500 right now,Paying $500 right now,,,Paying $510 in 12 months,,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $490 right now,"$6,000 in 12 months",A 67% chance of $75 (33% chance of $0),87,119,263,531,One extra week of salary for no additional work in 2169,Things will be somewhat better,I had to take on some debt to pay them,14127,15075,28010,My financial situation became somewhat worse,I pay off any balances every month,Above average but not wealthy,1989,Man,Primary school,Not in paid employment (by choice),"Asian,Native Alaskan,Native American,Native Hawaiian,White",Hispanic
AD520,Receiving $550 in 12 months,,,Receiving $500 right now,,Paying $500 right now,,,Paying $510 in 12 months,,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $500 in 12 months (1 year),$500 per month for 12 months,A 67% chance of $75 (33% chance of $0),227,82,295,396,One extra week of vacation for no change in salary in 2169,Things will be much better,I had to take on a lot of debt to pay my bills last month,45964,16357,17344,My financial situation became somewhat better,I never purchase anything on credit or take on debt,Wealthy,1962,Other,MBA,Employed full-time (25+ hours per week),"Asian,Black or African-American,Native Alaskan,Native American,Native Hawaiian,Pacific Islander,White",Non-Hispanic
AD521,Receiving $550 in 12 months,,,Receiving $500 right now,,Paying $500 right now,,,Paying $510 in 12 months,,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $500 in 12 months (1 year),"$5,000 right now",A 25% chance of $200 (75% chance of $0),71,164,204,561,Two extra weeks of salary with no additional work in 2170,Things will be somewhat better,I had to take on some debt to pay them,35055,35733,33958,My financial situation became much better,I pay off any balances every month,Wealthy,1979,Prefer not to answer,Secondary school (high school),Employed part-time (less than 25 hours per week),"Black or African-American,Native Alaskan,Native Hawaiian,Pacific Islander","Hispanic,Non-Hispanic,Immigrant"
AD522,Receiving $550 in 12 months,,,Receiving $500 right now,,Paying $500 right now,,,Paying $510 in 12 months,,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $500 in 12 months (1 year),$500 per month for 12 months,A 75% chance of $67 (25% chance of $0),6,94,183,717,Two extra weeks of vacation with no change in salary in 2171,Things will be much worse,I had to take on a lot of debt to pay my bills last month,48458,19978,15190,My financial situation became somewhat better,I never purchase anything on credit or take on debt,Wealthy,1934,Man,College or university (Bachelor or equivalent),Full-time student,"Asian,Pacific Islander,White",Immigrant
AD523,Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $550 in 12 months,Paying $500 right now,,,,Receiving $5000 right now,Receiving $6000 in 12 months,,,,Receiving $500 in 12 months (1 year),Receiving $1500 in 24 months (2 years),Receiving $250 right now,"$6,000 in 12 months",A 50% chance of $100 (50% chance of $0),130,161,269,440,Two extra weeks of vacation with no change in salary in 2043,Things will be much better,"Everything is paid off and I have enough to save, invest, or spend freely",30174,27758,46884,My financial situation became somewhat worse,I pay off any balances every month,Below average but not poor,1951,Woman,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),"Asian,Native American,Pacific Islander","Non-Hispanic,Immigrant"
AD524,Receiving $550 in 12 months,,,Receiving $500 right now,,Paying $500 right now,,,Paying $510 in 12 months,,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $450 right now,"$5,000 right now",Guaranteed $50,85,80,134,701,One extra week of salary for no additional work in 2170,Things will be somewhat better,I had to take on a lot of debt to pay my bills last month,26973,49615,22064,My financial situation became somewhat worse,I make the minimum payment and the interest is charged,Poor,1928,Other,Primary school,Employed full-time (25+ hours per week),"Native Alaskan,Native American,White","Hispanic,Non-Hispanic,Immigrant"
AD525,Receiving $500 right now,Receiving $500 right now,Receiving $500 right now,,,Paying $500 right now,,,Paying $510 in 12 months,,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $250 right now,$500 per month for 12 months,A 25% chance of $200 (75% chance of $0),291,41,270,398,One extra week of vacation for no change in salary in 2170,Things will be much better,I had to take on some debt to pay them,28948,34986,30186,My financial situation became somewhat better,My debts increase beyond what I earn in a given month,Below average but not poor,1920,Other,College or university (Bachelor or equivalent),Full-time student,"Native American,Native Hawaiian,White",Hispanic
AD526,Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $500 right now,,,Paying $510 in 12 months,,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $400 right now,$500 per month for 12 months,Guaranteed $50,71,297,6,626,Two extra weeks of salary with no additional work in 2171,Things will be somewhat better,"Everything is paid off and I have enough to save, invest, or spend freely",35887,17093,32088,There were no major impacts on my financial situation,I never purchase anything on credit or take on debt,Above average but not wealthy,1945,Man,Graduate (Masters or equivalent),Employed part-time (less than 25 hours per week),Black or African-American,"Hispanic,Non-Hispanic"
AD527,Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $500 right now,,,Paying $510 in 12 months,,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $500 in 12 months (1 year),"$6,000 in 12 months",A 50% chance of $100 (50% chance of $0),254,152,2,592,Two extra weeks of vacation with no change in salary in 2172,Things will be much better,I had to take on a lot of debt to pay my bills last month,12633,47958,38067,My financial situation became somewhat worse,I make the minimum payment and the interest is charged,Wealthy,1990,Prefer not to answer,Doctoral degree,Full-time student,"Asian,Black or African-American,Native Alaskan,Native Hawaiian,Pacific Islander,White",Non-Hispanic
AD528,Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $500 right now,,,Paying $510 in 12 months,,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $500 in 12 months (1 year),"$5,000 right now",A 67% chance of $75 (33% chance of $0),224,94,122,560,One extra week of salary for no additional work in 2171,Things will be much better,"Everything is paid off and I have enough to save, invest, or spend freely",45879,36858,20706,My financial situation became somewhat worse,I pay off much of the balance,Around average,1959,Woman,Primary school,Not in paid employed (looking for work),Native American,"Hispanic,Non-Hispanic"
AD529,Receiving $550 in 12 months,,,Receiving $510 in 12 months,Receiving $505 in 12 months,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $500 in 12 months (1 year),"$5,000 right now",A 75% chance of $67 (25% chance of $0),98,149,174,579,One extra week of vacation for no change in salary in 2171,Things will be about the same,I paid everything and saved some,27952,34677,45857,There were no major impacts on my financial situation,I pay off much of the balance,Below average but not poor,1960,Woman,Doctoral degree,Not in paid employed (looking for work),"Asian,Black or African-American,Native Alaskan,Native American,Native Hawaiian,Pacific Islander,White",Non-Hispanic
AD530,Receiving $550 in 12 months,,,Receiving $510 in 12 months,Receiving $500 right now,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $500 in 12 months (1 year),$500 per month for 12 months,A 25% chance of $200 (75% chance of $0),265,268,147,320,Two extra weeks of salary with no additional work in 2172,Things will be somewhat better,"Everything is paid off and I have enough to save, invest, or spend freely",10023,13772,36586,My financial situation became somewhat better,I pay off any balances every month,Above average but not wealthy,1948,Man,College or university (Bachelor or equivalent),Full-time student,"Asian,Black or African-American,Native American","Non-Hispanic,Immigrant"
AD531,Receiving $550 in 12 months,,,Receiving $510 in 12 months,Receiving $505 in 12 months,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $500 in 12 months (1 year),"$6,000 in 12 months",A 25% chance of $200 (75% chance of $0),48,144,250,558,Two extra weeks of vacation with no change in salary in 2173,Things will be somewhat better,I paid everything but saved nothing,26659,21492,17351,There were no major impacts on my financial situation,I never purchase anything on credit or take on debt,Below average but not poor,1939,Prefer not to answer,Primary school,Employed part-time (less than 25 hours per week),"Asian,Black or African-American,Native American","Hispanic,Non-Hispanic,Immigrant"
AD532,Receiving $550 in 12 months,,,Receiving $510 in 12 months,Receiving $505 in 12 months,Paying $500 right now,,,Paying $500 right now,Paying $505 in 12 months,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $495 right now,"$6,000 in 12 months",A 25% chance of $200 (75% chance of $0),26,84,68,822,One extra week of salary for no additional work in 2172,Things will be somewhat better,I paid everything and saved some,12738,45038,16856,My financial situation became somewhat better,I pay off any balances every month,Above average but not wealthy,1921,Man,Secondary school (high school),Employed full-time (25+ hours per week),"Black or African-American,Native Alaskan,Native American",Immigrant
AD533,Receiving $550 in 12 months,,,Receiving $500 right now,,Paying $500 right now,,,Paying $500 right now,Paying $505 in 12 months,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $450 right now,"$5,000 right now",A 50% chance of $100 (50% chance of $0),13,49,192,746,One extra week of vacation for no change in salary in 2172,Things will be somewhat better,I had to take on some debt to pay them,28037,28406,14372,My financial situation became much worse,My debts increase beyond what I earn in a given month,Around average,1930,Prefer not to answer,Doctoral degree,Not in paid employed (looking for work),Native Hawaiian,"Hispanic,Non-Hispanic,Immigrant"
AD534,Receiving $500 right now,Receiving $500 right now,Receiving $750 in 12 months,,,Paying $500 right now,,,Paying $510 in 12 months,,Receiving $5000 right now,Receiving $6000 in 12 months,,,,Receiving $750 in 24 months (2 years),Receiving $1500 in 24 months (2 years),Receiving $250 right now,"$5,000 right now",A 25% chance of $200 (75% chance of $0),159,281,202,358,One extra week of salary for no additional work in 2042,Things will be about the same,I paid everything and saved some,32527,41068,45210,My financial situation became somewhat worse,I pay off any balances every month,Below average but not poor,1989,Prefer not to answer,College or university (Bachelor or equivalent),Employed full-time (25+ hours per week),"Native Alaskan,Pacific Islander","Hispanic,Non-Hispanic"
AD535,Receiving $500 right now,Receiving $500 right now,Receiving $750 in 12 months,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $250 right now,"$6,000 in 12 months",A 50% chance of $100 (50% chance of $0),25,252,291,432,Two extra weeks of salary with no additional work in 2173,Things will be much worse,I had to take on some debt to pay them,35831,13111,34218,There were no major impacts on my financial situation,My debts increase beyond what I earn in a given month,Below average but not poor,1921,Woman,MBA,Full-time student,"Asian,Black or African-American,Native Alaskan,Native American,Native Hawaiian,Pacific Islander,White","Hispanic,Non-Hispanic"
AD536,Receiving $500 right now,Receiving $600 in 12 months,,,,Paying $500 right now,,,Paying $500 right now,Paying $500 right now,Receiving $5500 in 12 months,,,Receiving $5000 right now,,Receiving $500 in 12 months (1 year),Receiving $500 right now,Receiving $500 in 12 months (1 year),$500 per month for 12 months,A 75% chance of $67 (25% chance of $0),33,117,287,563,Two extra weeks of vacation with no change in salary in 2174,Things will be somewhat better,I could not pay all my bills last month,11395,28594,39420,My financial situation became somewhat worse,I pay off much of the balance,Below average but not poor,1934,Prefer not to answer,College or university (Bachelor or equivalent),Full-time student,"Native Alaskan,Native American,Pacific Islander","Hispanic,Non-Hispanic,Immigrant"
