"consent_1","consent_2","social_media","lockdown_support","lockdown_wrong","timing_1","lockdown_deon_trustworthy_v1","lockdown_deon_trust_other_v1","lockdown_deon_share_v1","lockdown_deon_share_media_v1","timing_2","lockdown_consq_trustworthy_v1","lockdown_consq_trust_other_v1","lockdown_consq_share_v1","lockdown_consq_share_media_v1","timing_3","lockdown_consq_trustworthy_v2","lockdown_consq_trust_other_v2","lockdown_consq_share_v2","lockdown_consq_share_media_v2","lockdown_deon_trustworthy_v2","lockdown_deon_trust_other_v2","lockdown_deon_share_v2","lockdown_deon_share_media_v2","ventilator_support","ventilator_wrong","timing_4","ventilator_deon_trustworthy_v1","ventilator_deon_trust_other_v1","ventilator_deon_share_v1","ventilator_deon_share_media_v1","timing_5","ventilator_consq_trustworthy_v1","ventilator_consq_trust_other_v1","ventilator_consq_share_v1","ventilator_consq_share_media_v1","timing_6","ventilator_consq_trustworthy_v2","ventilator_consq_trust_other_v2","ventilator_consq_share_v2","ventilator_consq_share_media_v2","timing_7","ventilator_deon_trustworthy_v2","ventilator_deon_trust_other_v2","ventilator_deon_share_v2","ventilator_deon_share_media_v2","timing_8","tracing_support","tracing_wrong","timing_9","tracing_deon_trustworthy_v1","tracing_deon_trust_other_v1","tracing_deon_share_v1","tracing_deon_share_media_v1","timing_10","tracing_consq_trustworthy_v1","tracing_consq_trust_other_v1","tracing_consq_share_v1","tracing_consq_share_media_v1","timing_11","tracing_consq_trustworthy_v2","tracing_consq_trust_other_v2","tracing_consq_share_v2","tracing_consq_share_media_v2","timing_12","tracing_deon_trustworthy_v2","tracing_deon_trust_other_v2","tracing_deon_share_v2","tracing_deon_share_media_v2","timing_13","medicine_support","medicine_wrong","timing_14","medicine_deon_trustworthy_v1","medicine_deon_trust_other_v1","medicine_deon_share_v1","medicine_deon_share_media_v1","timing_15","medicine_consq_trustworthy_v1","medicine_consq_trust_other_v1","medicine_consq_share_v1","medicine_consq_share_media_v1","timing_16","medicine_consq_trustworthy_v2","medicine_consq_trust_other_v2","medicine_consq_share_v2","medicine_consq_share_media_v2","timing_17","medicine_deon_trustworthy_v2","medicine_deon_trust_other_v2","medicine_deon_share_v2","medicine_deon_share_media_v2","timing_18","ppe_support","ppe_wrong","timing_19","ppe_deon_trustworthy_v1","ppe_deon_trust_other_v1","ppe_deon_share_v1","ppe_deon_share_media_v1","timing_20","ppe_consq_trustworthy_v1","ppe_consq_trust_other_v1","ppe_consq_share_v1","ppe_consq_share_media_v1","timing_21","ppe_consq_trustworthy_v2","ppe_consq_trust_other_v2","ppe_consq_share_v2","ppe_consq_share_media_v2","timing_22","ppe_deon_trustworthy_v2","ppe_deon_trust_other_v2","ppe_deon_share_v2","ppe_deon_share_media_v2","timing_23","covid_concern","covid_cases_personal","timing_24","OUS1","OUS2","OUS3","OUS4","OUS5","OUS6","OUS7","OUS8","OUS9","attention1","timing_25","gender","QID126_5_TEXT","age","race","timing_26","education","income","timing_27","political_ideology","pol_party","Q168_4_TEXT","timing_28","religious","timing_29","number_covid_studies","similarity_covid_studies","timing_30","order_dilemmas","order_lockdown","order_ventilators","order_tracing","order_medicine","order_ppe","OUS_DO","gender_recode","race_recode","education_num","medicine_deon_trustworthy","medicine_consq_trustworthy","medicine_deon_trust_other","medicine_consq_trust_other","medicine_deon_share","medicine_consq_share","medicine_deon_share_media","medicine_consq_share_media","ventilator_deon_trustworthy","ventilator_consq_trustworthy","ventilator_deon_trust_other","ventilator_consq_trust_other","ventilator_deon_share","ventilator_consq_share","ventilator_deon_share_media","ventilator_consq_share_media","lockdown_deon_trustworthy","lockdown_consq_trustworthy","lockdown_deon_trust_other","lockdown_consq_trust_other","lockdown_deon_share","lockdown_consq_share","lockdown_deon_share_media","lockdown_consq_share_media","tracing_deon_trustworthy","tracing_consq_trustworthy","tracing_deon_trust_other","tracing_consq_trust_other","tracing_deon_share","tracing_consq_share","tracing_deon_share_media","tracing_consq_share_media","ppe_deon_trustworthy","ppe_consq_trustworthy","ppe_deon_trust_other","ppe_consq_trust_other","ppe_deon_share","ppe_consq_share","ppe_deon_share_media","ppe_consq_share_media","exclude","consq_overall_trustworthy","deon_overall_trustworthy","consq_overall_trust_other","deon_overall_trust_other","lockdown_deon_overall_trust","lockdown_consq_overall_trust","medicine_deon_overall_trust","medicine_consq_overall_trust","ppe_deon_overall_trust","ppe_consq_overall_trust","tracing_deon_overall_trust","tracing_consq_overall_trust","ventilator_deon_overall_trust","ventilator_consq_overall_trust","consq_overall_trust","consq_trust_IH","consq_trust_IB","deon_overall_trust","deon_trust_IH","deon_trust_IB","consq_overall_share","consq_share_IH","consq_share_IB","deon_overall_share","deon_share_IH","deon_share_IB","support_overall","support_IB","support_IH","wrong_overall","wrong_IB","wrong_IH","policy_attitude","policy_attitude_IB","policy_attitude_IH","lockdown_policy_attitude","ventilator_policy_attitude","tracing_policy_attitude","ppe_policy_attitude","medicine_policy_attitude","impartial_beneficence","instrumental_harm"
1,1,"No",2,3,75.962,5,5,5,NA,30.762,4,4,3,NA,28.833,NA,NA,NA,NA,NA,NA,NA,NA,1,2,41.832,5,5,3,NA,14.686,4,4,3,NA,11.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,55.432,5,5,3,NA,23.154,4,4,3,NA,17.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,38.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,NA,14.381,5,5,3,NA,12.503,2,4,43.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,NA,19.827,5,5,3,NA,13.371,5,"No",6.869,3,1,2,4,2,2,3,3,4,NA,115.94,"Male","",43,"White",13.984,"Bachelor's degree ",2,14.358,3,2,NA,12.952,1,3.982,"6-10",1,14.028,"FL_16|FL_35|FL_24|FL_68|FL_17","Deontological First","VentilatorsVersion1","Deontological First","Consequentialist First","Consequentialist First","Instruct|OUS1|OUS5|attention1|OUS3|OUS7|OUS8|OUS2|OUS4|OUS6|OUS9|Q231","Male","White",3,5,5,5,5,3,3,NA,NA,5,4,5,4,3,3,NA,NA,5,4,5,4,5,3,NA,NA,5,4,5,4,3,3,NA,NA,5,5,5,5,3,3,NA,NA,0,4.4,5,4.4,5,5,4,5,5,5,5,5,4,5,4,4.4,4,5,5,5,5,3,3,3,3.4,3.66666666666667,3,2,2,2,3.4,4,3,2.7,3,2.5,2.5,1.5,3.5,3,3,2.4,3
1,1,"Yes",5,4,51.909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,1,4,4,2,1,5,4,47.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,1,14.58,4,4,1,1,12.104,6,5,33.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,1,9.826,4,4,2,1,8.139,6,4,31.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,1,9.257,4,4,2,1,7.157,3,7,52.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,1,33.128,4,4,3,1,24.194,6,"No",9.03,4,1,5,5,4,4,1,1,4,NA,126.192,"Female","",47,"White",12.018,"Master's degree",1,7.77,2,9,NA,13.105,1,2.425,"1-5",1,15.81,"FL_24|FL_16|FL_17|FL_35|FL_68","Consequentialist First","VentilatorsVersion2","Consequentialist First","Consequentialist First","Consequentialist First","Instruct|OUS6|attention1|OUS8|OUS2|OUS9|OUS4|OUS3|OUS1|OUS7|OUS5|Q231","Female","White",4,4,4,4,4,2,2,1,1,4,4,4,4,1,2,1,1,4,4,4,4,2,2,1,1,4,4,4,4,2,2,1,1,4,4,4,4,3,3,1,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.6,1.5,1.75,1.5,1.33333333333333,1.75,5,4.5,5.33333333333333,4.8,5.5,4.33333333333333,4.9,5,4.83333333333333,4.5,4.5,5.5,5,5,3.8,2.5
1,1,"No",5,4,75.822,5,4,1,NA,36.225,4,3,1,NA,23.552,NA,NA,NA,NA,NA,NA,NA,NA,5,3,48.603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,NA,25.5,4,3,1,NA,14.104,4,3,46.294,4,3,1,NA,15.206,4,3,1,NA,14.521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,44.006,2,1,1,NA,22.498,4,3,1,NA,13.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,40.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,NA,13.354,4,3,1,NA,12.936,3,"Yes",9.613,3,4,5,4,3,4,3,2,4,NA,96.799,"Male","",67,"White",17.405,"Master's degree",7,14.34,3,5,NA,16.204,1,4.859,"1-5",2,13.868,"FL_16|FL_17|FL_68|FL_24|FL_35","Deontological First","VentilatorsVersion2","Deontological First","Deontological First","Consequentialist First","Instruct|OUS8|OUS4|OUS2|OUS1|OUS9|OUS5|OUS6|attention1|OUS3|OUS7|Q231","Male","White",4,2,4,1,3,1,1,NA,NA,4,4,3,3,1,1,NA,NA,5,4,4,3,1,1,NA,NA,4,4,3,3,1,1,NA,NA,4,4,3,3,1,1,NA,NA,0,4,3.8,3,2.8,4.5,3.5,1.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.3,3.83333333333333,2.5,1,1,1,1,1,1,4.8,5,4.66666666666667,4.2,5.5,3.33333333333333,4.5,5.25,4,4.5,4,3.5,5,5.5,3.8,3.25
1,1,"Yes",3,4,47.596,6,5,5,4,148.174,3,2,2,2,14.458,NA,NA,NA,NA,NA,NA,NA,NA,3,4,126.101,5,6,5,3,13.954,5,4,3,2,11.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,73.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,3,12.41,4,3,3,3,14.517,7,6,29.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,6,4,13.506,5,1,2,2,13.634,5,5,20.492,3,2,2,1,12.371,6,5,4,2,11.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"No",6.017,4,5,6,5,4,4,1,3,5,NA,104.14,"Female","",34,"White",9.03,"Bachelor's degree ",4,8.476,3,5,NA,6.173,4,3.631,"1-5",2,8.657,"FL_16|FL_35|FL_17|FL_68|FL_24","Deontological First","VentilatorsVersion1","Consequentialist First","Consequentialist First","Deontological First","Instruct|OUS3|OUS9|OUS2|OUS8|OUS7|OUS4|OUS6|OUS1|attention1|OUS5|Q231","Female","White",3,5,7,1,6,2,6,2,4,5,5,6,4,5,3,3,2,6,3,5,2,5,2,4,2,4,5,3,5,3,3,3,3,3,6,2,5,2,4,1,2,0,5.2,4.6,4.4,3.4,5.5,2.5,3,6.5,2.5,5.5,3.5,5,5.5,4.5,4.8,4,6,4,4.83333333333333,2.75,3.1,2.5,4,3,3.83333333333333,1.75,4.4,6,3.33333333333333,4.8,5.5,4.33333333333333,4.6,5.75,3.83333333333333,3.5,3.5,4.5,5,6.5,4.8,3.25
1,1,"Yes",5,5,51.614,5,4,5,4,24.425,4,4,5,4,22.386,NA,NA,NA,NA,NA,NA,NA,NA,1,1,28.428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,3,18.08,7,7,6,4,15.697,5,5,38.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,29.438,5,5,5,5,15.883,7,7,21.272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,5,4,11.111,1,1,3,1,13.436,7,7,28.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,11.857,2,2,2,2,14.38,5,"No",5.796,4,4,6,6,5,4,3,1,3,NA,80.719,"Female","",53,"White",14.739,"Master's degree",2,7.783,2,1,NA,6.937,2,4.787,"6-10",1,11.045,"FL_35|FL_24|FL_16|FL_17|FL_68","Deontological First","VentilatorsVersion2","Consequentialist First","Consequentialist First","Consequentialist First","Instruct|attention1|OUS9|OUS3|OUS5|OUS6|OUS7|OUS4|OUS8|OUS2|OUS1|Q231","Female","White",4,1,7,1,7,3,5,1,4,7,3,7,3,6,4,4,3,5,4,4,4,5,5,4,4,5,4,5,3,5,3,5,3,2,7,2,7,2,7,2,7,0,5,4,4.8,3.8,4.5,4,1,7,2,7,5,3.5,7,3,4.9,3.5,7,3.9,5.5,1.5,4.5,3.66666666666667,5.75,3.7,4.83333333333333,2,5,7,3.66666666666667,5,7,3.66666666666667,5,7,3.66666666666667,5,1,5,7,7,5,2.75
1,1,"Yes",1,2,60.878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,5,6,6,5,3,2,43.355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,19.989,5,4,5,5,18.578,3,3,55.366,5,5,4,4,25.311,3,3,3,2,27.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,36.844,4,4,4,4,14.327,4,4,4,4,8.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,49.436,5,5,5,5,21.6,3,3,3,3,13.614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"No",5.882,3,2,2,3,2,3,3,3,4,NA,100.414,"Male","",19,"Asian",7.354,"College qualifications ",4,12.929,4,3,NA,11.059,4,3.005,"1-5",2,8.532,"FL_16|FL_35|FL_17|FL_24|FL_68","Consequentialist First","VentilatorsVersion2","Deontological First","Deontological First","Deontological First","Instruct|attention1|OUS5|OUS2|OUS9|OUS3|OUS1|OUS4|OUS6|OUS8|OUS7|Q231","Male","Asian",2,4,4,4,4,4,4,4,4,5,3,4,2,5,2,5,2,5,3,6,3,6,2,5,2,5,3,5,3,4,3,4,2,5,3,5,3,5,3,5,3,0,3.2,4.8,3,4.8,5.5,3,4,4,5,3,5,3,4.5,2.5,3.1,2.83333333333333,3.5,4.8,5,4.5,2.7,2.16666666666667,3.5,4.7,4.83333333333333,4.5,2,1.5,2.33333333333333,2.8,3.5,2.33333333333333,2.4,2.5,2.33333333333333,1.5,2.5,3,2.5,2.5,2.4,3.25
1,1,"Yes",2,6,52.434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,4,4,2,2,4,4,44.967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,20.928,4,4,1,1,24.734,5,5,69.697,4,4,1,1,12.458,4,4,1,1,10.671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,65.091,4,4,1,1,39.124,4,4,1,1,20.709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,42.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,14.38,4,4,1,1,7.906,6,"Yes",8.431,4,4,3,4,2,5,5,6,5,NA,104.489,"Male","",40,"White",9.573,"College qualifications ",4,9.717,4,3,NA,9.07,2,3.734,"21-50",4,24.976,"FL_68|FL_17|FL_16|FL_35|FL_24","Consequentialist First","VentilatorsVersion2","Deontological First","Deontological First","Consequentialist First","Instruct|OUS8|OUS9|OUS4|OUS2|OUS6|OUS3|attention1|OUS7|OUS5|OUS1|Q231","Male","White",2,4,4,4,4,1,1,1,1,4,4,4,4,1,1,1,1,4,3,4,3,2,1,2,1,4,4,4,4,1,1,1,1,4,4,4,4,1,1,1,1,0,3.8,4,3.8,4,4,3,4,4,4,4,4,4,4,4,3.8,3.66666666666667,4,4,4,4,1,1,1,1.2,1.33333333333333,1,3,2,3.66666666666667,5.4,6,5,4.2,4,4.33333333333333,4,4,5,4,4,3.4,5.25
1,1,"Yes",5,4,64.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,5,5,5,3,3,5,5,192.354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,3,15.598,4,4,2,2,16.788,3,2,35.093,6,5,2,2,17.629,2,3,1,1,12.226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,37.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,3,5,33.643,2,4,1,1,14.238,5,6,31.866,4,5,3,3,16.833,5,5,4,4,17.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"No",4.835,6,7,5,5,7,4,3,6,6,NA,83.434,"Female","",21,"White",7.472,"College qualifications ",2,15.065,3,1,NA,10.963,1,2.787,"1-5",3,9.706,"FL_68|FL_24|FL_35|FL_16|FL_17","Consequentialist First","VentilatorsVersion2","Deontological First","Consequentialist First","Deontological First","Instruct|attention1|OUS1|OUS3|OUS7|OUS9|OUS2|OUS4|OUS5|OUS6|OUS8|Q231","Female","White",2,2,6,4,6,1,3,1,5,4,5,4,5,2,3,2,3,5,6,5,6,3,5,3,5,6,2,5,3,2,1,2,1,4,5,5,5,3,4,3,4,0,4.8,4.2,5,4.6,5,6,3,6,4.5,5,5.5,2.5,4,5,4.9,4.5,5.5,4.4,4.83333333333333,3.75,3.4,3,4,2.2,2.33333333333333,2,4.6,5,4.33333333333333,4.8,6.5,3.66666666666667,4.7,5.75,4,4.5,5,2.5,5.5,6,6,4.75
1,1,"Yes",3,3,86.591,4,4,2,2,19.437,4,4,2,2,12.034,NA,NA,NA,NA,NA,NA,NA,NA,2,3,74.683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,3,22.591,5,5,3,3,11.876,1,2,80.593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,1,41.559,4,4,3,3,25.167,6,7,43.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,4,4,18.972,4,4,3,3,9.426,5,6,50.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,3,23.011,4,4,3,3,11.727,4,"No",6.497,4,3,4,5,5,2,2,3,2,NA,107.423,"Male","",29,"White",7.708,"College qualifications ",4,17.45,3,9,NA,14.882,4,4.46,"1-5",3,15.637,"FL_35|FL_17|FL_24|FL_16|FL_68","Deontological First","VentilatorsVersion2","Consequentialist First","Consequentialist First","Consequentialist First","Instruct|OUS3|OUS8|OUS2|OUS7|OUS9|OUS4|OUS5|OUS6|OUS1|attention1|Q231","Male","White",2,4,6,4,6,3,4,3,4,5,4,5,4,3,3,3,3,4,4,4,4,2,2,2,2,4,3,4,3,3,2,3,1,4,4,4,4,3,3,3,3,0,4.2,4.2,4.2,4.2,4,4,4,6,4,4,4,3,5,4,4.2,3.66666666666667,5,4.2,4.33333333333333,4,2.7,2.16666666666667,3.5,2.8,2.66666666666667,3,3.4,5.5,2,4.2,6.5,2.66666666666667,3.8,6,2.33333333333333,3,2.5,1.5,5.5,6.5,4.2,2.25
1,1,"Yes",1,1,57.782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,7,6,3,3,3,4,36.797,6,5,1,1,14.327,5,4,1,1,16.703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,44.326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,1,1,12.134,5,5,3,1,23.568,2,5,77.859,6,5,2,1,24.538,6,5,1,1,16.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,108.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,1,26.236,5,4,1,1,16.542,5,"No",79.398,2,2,2,5,2,4,5,4,4,NA,72.026,"Female","",28,"White",19.075,"Master's degree",4,6.401,3,1,NA,5.843,1,2.486,"1-5",1,8.141,"FL_68|FL_17|FL_16|FL_35|FL_24","Consequentialist First","VentilatorsVersion1","Consequentialist First","Deontological First","Consequentialist First","Instruct|OUS8|OUS4|OUS9|attention1|OUS2|OUS6|OUS1|OUS3|OUS7|OUS5|Q231","Female","White",4,6,6,5,5,2,1,1,1,6,5,5,4,1,1,1,1,7,1,6,1,3,2,3,2,5,5,5,4,3,1,1,1,5,5,4,5,1,3,1,1,0,4.4,5.8,3.8,5,6.5,1,5.5,5.5,4.5,5,5,4.5,5.5,4.5,4.1,3.33333333333333,5.25,5.4,5.66666666666667,5,1.4,1.33333333333333,1.5,1.7,2,1.25,2.4,2,2.66666666666667,4,5.5,3,3.2,3.75,2.83333333333333,1,3.5,4,4,3.5,2.6,4.25
1,1,"Yes",3,3,64.535,6,6,5,5,22.194,4,4,4,4,22.549,NA,NA,NA,NA,NA,NA,NA,NA,3,3,39.081,6,5,5,5,22.111,5,5,6,6,19.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,51.651,6,6,6,4,34.4,4,4,3,3,29.402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,86.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,5,22.229,5,5,5,5,15.482,3,3,40.592,5,5,5,5,10.948,5,5,5,5,14.689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"No",7.255,5,3,6,7,6,2,2,1,5,NA,95.129,"Female","",51,"White",12.182,"College qualifications ",4,17.41,4,9,NA,21.854,4,4.79,"6-10",1,12.179,"FL_35|FL_16|FL_68|FL_17|FL_24","Deontological First","VentilatorsVersion1","Deontological First","Consequentialist First","Deontological First","Instruct|OUS3|OUS5|OUS4|OUS9|OUS1|OUS6|OUS2|attention1|OUS7|OUS8|Q231","Female","White",2,5,5,5,4,5,5,5,5,6,5,5,5,5,6,5,6,6,4,6,4,5,4,5,4,6,4,6,4,6,3,4,3,5,5,5,5,5,5,5,5,0,4.6,5.6,4.4,5.4,6,4,5,4.5,5,5,6,4,5.5,5,4.5,4.33333333333333,4.75,5.5,5.83333333333333,5,4.6,4.33333333333333,5,5,5,5,3.2,4,2.66666666666667,3.2,4,2.66666666666667,3.2,4,2.66666666666667,3,3,2,3,5,5.4,2.5
1,1,"Yes",1,2,28.78,5,5,6,5,12.126,1,1,1,1,7.677,NA,NA,NA,NA,NA,NA,NA,NA,1,1,125.341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,6,11.2,3,7,7,7,13.106,1,1,74.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,183.138,3,5,5,5,19.53,7,7,11.881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,7,7,18.209,1,1,1,1,8.671,7,7,20.839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,7,11.183,1,1,1,1,6.519,7,"Yes",3.708,2,1,7,3,2,2,5,2,5,NA,98.444,"Female","",21,"White",6.675,"College qualifications ",3,11.45,2,5,NA,7.215,1,2.081,"1-5",1,6.017,"FL_35|FL_68|FL_16|FL_24|FL_17","Deontological First","VentilatorsVersion2","Consequentialist First","Consequentialist First","Consequentialist First","Instruct|OUS9|OUS6|OUS3|OUS2|attention1|OUS8|OUS1|OUS4|OUS7|OUS5|Q231","Female","White",2,1,3,1,5,1,7,1,7,3,3,7,5,7,5,7,6,5,1,5,1,6,1,5,1,3,1,5,1,5,1,5,1,1,3,1,5,1,5,1,7,0,2.2,2.6,3.4,3.8,5,1,1,4,1,4,4,1,5,4,2.8,2,4,3.2,4.66666666666667,1,4.1,2.5,6.5,3.9,5.83333333333333,1,3.4,7,1,3.6,7,1.33333333333333,3.5,7,1.16666666666667,1.5,1,1,7,7,3,3.5
1,1,"Yes",6,5,52.77,5,5,3,3,17.344,5,5,4,2,12.879,NA,NA,NA,NA,NA,NA,NA,NA,3,3,49.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,2,19.979,5,5,4,3,10.498,1,1,21.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,5,10.594,6,6,4,4,20.456,3,5,27.26,5,5,4,4,27.312,5,6,4,5,12.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,15.397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,4,14.781,6,6,4,4,6.848,5,"Yes",4.593,1,1,5,5,2,1,1,1,1,NA,72.001,"Female","",28,"White",8.427,"Bachelor's degree ",5,10.729,3,1,NA,7.029,4,3.116,"1-5",1,7.083,"FL_68|FL_17|FL_16|FL_35|FL_24","Deontological First","VentilatorsVersion2","Consequentialist First","Deontological First","Consequentialist First","Instruct|OUS8|OUS3|OUS2|OUS4|OUS6|attention1|OUS9|OUS5|OUS1|OUS7|Q231","Female","White",3,5,5,5,6,4,4,4,5,5,4,5,4,4,4,3,2,5,5,5,5,3,4,3,2,6,1,6,1,4,5,4,5,6,3,6,3,4,4,4,4,0,3.6,5.4,3.8,5.4,5,5,5,5.5,6,3,6,1,5,4,3.7,3.33333333333333,4.25,5.4,5.33333333333333,5.5,3.9,3.66666666666667,4.25,3.7,3.5,4,2.8,2,3.33333333333333,3.4,4,3,3.1,3,3.16666666666667,5.5,3,1,2,4,2.8,1
1,1,"Yes",2,2,60.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,6,6,6,6,5,3,72.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,3,26.301,6,6,6,5,19.167,1,1,55.101,7,7,7,7,13.1,1,1,1,1,42.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,59.798,3,3,2,2,11.237,7,7,7,7,6.852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,29.596,2,2,2,2,12.507,7,7,7,7,6.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"No",4.732,5,6,6,6,7,5,2,5,4,NA,219.928,"Female","",35,"White",11.698,"College qualifications ",4,11.191,1,5,NA,10.416,1,2.296,"1-5",1,21.492,"FL_17|FL_16|FL_35|FL_24|FL_68","Consequentialist First","VentilatorsVersion2","Deontological First","Deontological First","Deontological First","Instruct|OUS8|OUS6|OUS2|OUS1|OUS4|OUS9|attention1|OUS5|OUS3|OUS7|Q231","Female","White",2,3,7,3,7,2,7,2,7,6,5,6,5,6,4,5,3,6,3,6,3,6,2,6,2,7,1,7,1,7,1,7,1,2,7,2,7,2,7,2,7,0,4.6,4.8,4.6,4.8,6,3,3,7,2,7,7,1,6,5,4.6,3,7,4.8,6.33333333333333,2.5,4.1,2.16666666666667,7,4.5,6.16666666666667,2,4,6,2.66666666666667,3.6,6,2,3.8,6,2.33333333333333,2,4,1,6,6,6,4
1,1,"Yes",5,3,40.601,3,3,3,1,78.427,4,2,3,1,16.939,NA,NA,NA,NA,NA,NA,NA,NA,6,6,35.237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,2,20.2,4,3,4,1,60.321,6,4,30.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,1,24.381,2,2,2,1,17.49,3,4,112.024,3,3,1,1,34.986,5,5,4,1,23.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,26.565,4,3,1,1,20.571,4,3,4,1,34.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"No",8.982,3,6,3,3,7,4,6,5,5,NA,145.461,"Male","",20,"White",9.179,"College qualifications ",3,33.606,3,2,NA,26.553,1,3.294,"1-5",2,11.89,"FL_68|FL_35|FL_24|FL_16|FL_17","Deontological First","VentilatorsVersion2","Consequentialist First","Deontological First","Deontological First","Instruct|OUS2|OUS9|OUS5|OUS1|OUS4|OUS6|OUS3|OUS7|attention1|OUS8|Q231","Male","White",2,3,5,3,5,1,4,1,1,4,4,3,4,4,4,1,2,3,4,3,2,3,3,1,1,2,4,2,2,2,2,1,1,4,4,3,3,1,4,1,1,0,4.2,3.2,3.2,2.8,3,3,3,5,3.5,3.5,2,3,3.5,4,3.7,3.33333333333333,4.25,3,2.83333333333333,3.25,2.3,2.16666666666667,2.5,1.6,2,1,4.6,3,5.66666666666667,4.4,4.5,4.33333333333333,4.5,3.75,5,4,6,5,4,3.5,4.4,5
